ticker,precio,vcp_score,calidad_patron,num_contracciones,contracciones,profundidad_base,etapa_analisis,trend_score,volumen_score,breakout_potential,listo_comprar,sector,market_cap,razon,fecha_scan
FTV,61.91999816894531,91.79411764705883,Excellent,17,11.2% → 21.1% → 11.5% → 7.0% → 7.7% → 5.4% → 10.1% → 9.2% → 12.3% → 6.0% → 4.1% → 4.9% → 6.2% → 12.3% → 4.9% → 6.3% → 6.1%,21.106606270962978,Stage 2 Strong,85.0,81.47058823529412,100.0,True,Technology,19666511872,VCP 17 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 21.1% | Stage 2 Strong,2026-02-10 23:15:56
NCLH,23.559999465942383,79.55,Excellent,20,31.9% → 31.9% → 18.3% → 15.9% → 14.3% → 6.1% → 13.5% → 5.4% → 12.5% → 7.5% → 7.2% → 7.1% → 7.3% → 8.9% → 7.2% → 14.0% → 6.5% → 25.4% → 11.9% → 9.7%,31.944441526379556,Stage 2 (Uptrend),55.0,65.25,100.0,True,Consumer Cyclical,10725866496,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 31.9% | Stage 2 (Uptrend),2026-02-10 23:15:56
FTNT,85.52999877929688,76.54347826086956,Excellent,23,16.2% → 20.2% → 9.2% → 14.7% → 4.4% → 5.9% → 4.8% → 5.6% → 9.3% → 4.1% → 34.4% → 5.4% → 5.7% → 5.2% → 4.9% → 6.9% → 4.0% → 14.1% → 8.4% → 9.8% → 5.6% → 3.8% → 7.7%,34.43664820250889,Stage 1-2 Transition,40.0,72.71739130434783,100.0,False,Technology,65538736128,VCP 23 contracciones (Excellent) | Base: 34.4% | Stage 1-2 Transition,2026-02-10 23:15:56
AMP,505.6400146484375,74.52380952380952,Excellent,21,13.8% → 23.5% → 7.5% → 7.3% → 4.9% → 3.4% → 4.1% → 5.9% → 8.9% → 4.4% → 7.0% → 3.8% → 4.8% → 7.5% → 9.3% → 9.2% → 4.1% → 3.5% → 3.9% → 4.5% → 5.2%,23.483730362288984,Stage 2 Early,40.0,70.11904761904762,85.0,False,Financial Services,46976843776,VCP 21 contracciones (Excellent) | Base: 23.5% | Stage 2 Early,2026-02-10 23:15:56
RVTY,104.75,73.81578947368422,Excellent,19,25.6% → 13.0% → 9.9% → 7.4% → 10.3% → 7.0% → 6.3% → 5.5% → 5.9% → 13.9% → 18.5% → 14.1% → 6.9% → 7.2% → 11.9% → 6.4% → 7.3% → 8.6% → 5.1%,25.566911496538523,Stage 2 Early,40.0,69.07894736842105,80.0,False,Healthcare,12158602240,VCP 19 contracciones (Excellent) | Base: 25.6% | Stage 2 Early,2026-02-10 23:15:56
STX,396.2300109863281,73.7,Excellent,2,10.6% → 10.1%,10.623772871003343,Stage 2 Strong,75.0,59.5,53.0,True,Technology,86407094272,VCP 2 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 10.6% | Stage 2 Strong,2026-02-10 23:15:56
MET,77.91999816894531,73.05555555555556,Excellent,18,11.1% → 23.3% → 12.0% → 5.9% → 4.8% → 7.2% → 3.9% → 7.8% → 8.0% → 4.4% → 5.4% → 4.2% → 4.6% → 10.0% → 7.9% → 8.8% → 6.8% → 7.7%,23.28236633121874,Stage 1-2 Transition,30.0,72.77777777777777,95.0,False,Financial Services,51340836864,VCP 18 contracciones (Excellent) | Base: 23.3% | Stage 1-2 Transition,2026-02-10 23:15:56
DLTR,121.91999816894531,73.0,Excellent,2,10.1% → 4.5%,10.137374025435232,Stage 1-2 Transition,30.0,82.5,75.0,False,Consumer Defensive,24867758080,VCP 2 contracciones (Excellent) | Base: 10.1% | Stage 1-2 Transition,2026-02-10 23:15:56
AXP,363.20001220703125,72.75,Excellent,4,11.4% → 3.8% → 4.3% → 9.2%,11.433337731919371,Stage 1-2 Transition,30.0,68.75,100.0,False,Financial Services,250190921728,VCP 4 contracciones (Excellent) | Base: 11.4% | Stage 1-2 Transition,2026-02-10 23:15:56
SOLV,80.45999908447266,72.28260869565217,Excellent,23,13.2% → 9.9% → 9.6% → 21.9% → 12.4% → 5.4% → 4.4% → 7.4% → 7.3% → 5.9% → 7.1% → 5.7% → 5.7% → 4.9% → 6.3% → 4.9% → 6.1% → 8.1% → 6.9% → 10.3% → 9.3% → 6.9% → 9.0%,21.929259468888162,Stage 1-2 Transition,30.0,73.91304347826087,85.0,False,Healthcare,13955590144,VCP 23 contracciones (Excellent) | Base: 21.9% | Stage 1-2 Transition,2026-02-10 23:15:56
CPB,29.149999618530273,72.22,Excellent,25,10.0% → 13.9% → 10.9% → 6.1% → 8.3% → 5.2% → 8.5% → 4.5% → 8.9% → 5.7% → 8.1% → 5.1% → 5.0% → 5.1% → 6.9% → 4.1% → 3.7% → 10.0% → 7.5% → 5.9% → 3.9% → 12.2% → 9.1% → 4.9% → 8.3%,13.911048387699095,Stage Unknown,25.0,73.6,100.0,False,Consumer Defensive,8690613248,VCP 25 contracciones (Excellent) | Base: 13.9% | Stage Unknown,2026-02-10 23:15:56
CPRT,40.349998474121094,71.5625,Excellent,16,11.0% → 4.4% → 4.6% → 25.9% → 8.7% → 4.0% → 3.7% → 11.7% → 4.4% → 3.7% → 8.6% → 8.8% → 3.1% → 7.6% → 3.8% → 5.8%,25.87313553306049,Stage Unknown,25.0,70.3125,100.0,False,Industrials,39059509248,VCP 16 contracciones (Excellent) | Base: 25.9% | Stage Unknown,2026-02-10 23:15:56
REGN,754.9099731445312,70.68888888888888,Excellent,18,29.7% → 5.3% → 11.8% → 15.4% → 22.8% → 3.2% → 6.5% → 5.8% → 6.3% → 6.9% → 9.4% → 9.0% → 12.5% → 4.3% → 5.9% → 12.5% → 5.0% → 12.5%,29.707736841532334,Stage 1-2 Transition,30.0,66.94444444444444,83.0,False,Healthcare,79808937984,VCP 18 contracciones (Excellent) | Base: 29.7% | Stage 1-2 Transition,2026-02-10 23:15:56
GEHC,79.22000122070312,70.25652173913043,Excellent,23,10.3% → 10.2% → 30.4% → 12.0% → 7.5% → 7.8% → 12.3% → 3.7% → 6.3% → 4.2% → 4.7% → 12.3% → 3.6% → 5.8% → 5.1% → 11.3% → 10.2% → 8.1% → 6.0% → 7.3% → 4.6% → 5.2% → 12.7%,30.44998938264763,Stage 1-2 Transition,30.0,69.78260869565217,73.0,False,Healthcare,36104495104,VCP 23 contracciones (Excellent) | Base: 30.4% | Stage 1-2 Transition,2026-02-10 23:15:56
MA,540.3900146484375,69.82142857142857,Excellent,14,11.1% → 17.1% → 3.4% → 4.4% → 11.3% → 4.2% → 4.4% → 4.6% → 6.5% → 6.5% → 7.0% → 7.3% → 4.1% → 4.1%,17.12974266848618,Stage Unknown,15.0,76.60714285714286,100.0,False,Financial Services,482804793344,VCP 14 contracciones (Excellent) | Base: 17.1% | Stage Unknown,2026-02-10 23:15:56
JKHY,170.6199951171875,69.7095238095238,Excellent,21,12.3% → 3.9% → 14.8% → 4.9% → 3.5% → 7.6% → 3.2% → 3.6% → 3.4% → 3.6% → 3.2% → 3.9% → 13.4% → 3.7% → 3.5% → 3.8% → 11.0% → 7.9% → 3.6% → 4.2% → 5.6%,14.84065371104688,Stage 1-2 Transition,30.0,66.04761904761905,75.0,False,Technology,12348986368,VCP 21 contracciones (Excellent) | Base: 14.8% | Stage 1-2 Transition,2026-02-10 23:15:56
AVB,177.42999267578125,69.66666666666666,Excellent,15,10.2% → 16.7% → 5.9% → 5.9% → 4.2% → 3.9% → 3.1% → 10.9% → 4.2% → 3.7% → 5.5% → 12.6% → 5.1% → 6.3% → 4.7%,16.662818043656475,Stage Unknown,15.0,75.83333333333333,100.0,False,Real Estate,25123190784,VCP 15 contracciones (Excellent) | Base: 16.7% | Stage Unknown,2026-02-10 23:15:56
TSLA,425.2099914550781,69.25,Excellent,8,12.6% → 8.0% → 5.9% → 19.3% → 10.5% → 5.1% → 14.9% → 8.1%,19.256651366786045,Stage 1-2 Transition,30.0,61.25,80.0,False,Consumer Cyclical,1595571568640,VCP 8 contracciones (Excellent) | Base: 19.3% | Stage 1-2 Transition,2026-02-10 23:15:56
DELL,126.01000213623047,68.91666666666666,Excellent,6,10.8% → 8.1% → 30.7% → 14.2% → 5.8% → 12.5%,30.652075213138687,Stage Unknown,15.0,72.08333333333333,100.0,False,Technology,84451926016,VCP 6 contracciones (Excellent) | Base: 30.7% | Stage Unknown,2026-02-10 23:15:56
V,328.1700134277344,68.73333333333333,Excellent,15,11.0% → 15.0% → 6.8% → 4.6% → 10.8% → 4.2% → 8.3% → 5.6% → 3.4% → 5.9% → 3.0% → 5.1% → 7.6% → 3.5% → 3.7%,15.023016303792062,Stage Unknown,15.0,71.16666666666667,100.0,False,Financial Services,632724783104,VCP 15 contracciones (Excellent) | Base: 15.0% | Stage Unknown,2026-02-10 23:15:56
WRB,69.91999816894531,68.0,Excellent,14,18.0% → 4.3% → 3.1% → 5.8% → 3.5% → 9.4% → 3.1% → 3.1% → 5.1% → 9.4% → 6.9% → 17.2% → 5.0% → 6.8%,18.002078244591594,Stage Unknown,15.0,70.0,95.0,False,Financial Services,26571079680,VCP 14 contracciones (Excellent) | Base: 18.0% | Stage Unknown,2026-02-10 23:15:56
ZBRA,256.57000732421875,67.8,Excellent,19,16.3% → 9.3% → 29.0% → 16.9% → 8.1% → 8.8% → 5.0% → 6.3% → 3.1% → 6.9% → 15.1% → 10.5% → 4.3% → 6.6% → 4.6% → 10.7% → 11.5% → 29.2% → 11.8%,29.197831281392077,Stage Unknown,15.0,70.0,93.0,False,Technology,13045341184,VCP 19 contracciones (Excellent) | Base: 29.2% | Stage Unknown,2026-02-10 23:15:56
DIS,109.95999908447266,67.55555555555556,Excellent,18,17.0% → 3.2% → 21.7% → 12.0% → 4.1% → 4.1% → 4.4% → 4.6% → 9.6% → 3.2% → 6.9% → 6.5% → 4.4% → 3.9% → 13.0% → 4.0% → 6.2% → 4.8%,21.67790922334839,Stage Unknown,15.0,65.27777777777777,100.0,False,Communication Services,195001630720,VCP 18 contracciones (Excellent) | Base: 21.7% | Stage Unknown,2026-02-10 23:15:56
FISV,62.59000015258789,67.42105263157895,Excellent,19,13.0% → 4.4% → 17.8% → 5.0% → 20.4% → 3.3% → 18.6% → 5.8% → 4.5% → 6.7% → 23.7% → 3.5% → 15.0% → 52.7% → 11.0% → 4.9% → 4.4% → 5.9% → 8.8%,52.671221198413306,Stage Unknown,15.0,72.10526315789474,85.0,False,Unknown,34023495680,VCP 19 contracciones (Excellent) | Base: 52.7% | Stage Unknown,2026-02-10 23:15:56
APO,132.42999267578125,67.33333333333334,Excellent,21,18.7% → 13.0% → 28.2% → 17.4% → 8.9% → 8.7% → 13.7% → 5.7% → 7.6% → 6.7% → 11.6% → 12.5% → 6.1% → 20.3% → 8.0% → 4.7% → 7.2% → 10.3% → 5.1% → 5.1% → 8.7%,28.15519326090639,Stage Unknown,15.0,71.66666666666667,85.0,False,Financial Services,76865355776,VCP 21 contracciones (Excellent) | Base: 28.2% | Stage Unknown,2026-02-10 23:15:56
AVGO,340.44000244140625,67.1125,Excellent,8,13.1% → 6.8% → 7.6% → 14.9% → 8.0% → 22.5% → 8.4% → 12.6%,22.476539642372682,Stage 1-2 Transition,20.0,66.5625,78.0,False,Technology,1614119174144,VCP 8 contracciones (Excellent) | Base: 22.5% | Stage 1-2 Transition,2026-02-10 23:15:56
SWKS,62.310001373291016,66.98333333333333,Excellent,6,17.4% → 5.3% → 33.2% → 9.9% → 14.3% → 6.1%,33.17620387760252,Stage Unknown,15.0,62.41666666666667,100.0,False,Technology,9369780224,VCP 6 contracciones (Excellent) | Base: 33.2% | Stage Unknown,2026-02-10 23:15:56
MTCH,32.4900016784668,66.85454545454544,Excellent,22,10.2% → 17.7% → 3.1% → 5.2% → 13.8% → 4.8% → 4.8% → 7.9% → 4.9% → 7.3% → 4.5% → 9.2% → 7.4% → 3.8% → 4.6% → 9.3% → 15.1% → 7.4% → 8.4% → 7.4% → 6.1% → 8.2%,17.737269819062952,Stage Unknown,15.0,61.772727272727266,100.0,False,Communication Services,7817814016,VCP 22 contracciones (Excellent) | Base: 17.7% | Stage Unknown,2026-02-10 23:15:56
NTAP,105.63999938964844,66.55882352941177,Excellent,17,29.7% → 10.1% → 20.7% → 13.9% → 5.2% → 6.9% → 6.7% → 3.3% → 5.4% → 5.4% → 6.8% → 8.0% → 7.9% → 8.1% → 13.5% → 13.3% → 15.2%,29.66036060964562,Stage Unknown,15.0,67.79411764705883,85.0,False,Technology,21087686656,VCP 17 contracciones (Excellent) | Base: 29.7% | Stage Unknown,2026-02-10 23:15:56
CDNS,299.0,66.55625,Excellent,16,14.5% → 6.8% → 3.7% → 5.8% → 8.4% → 4.8% → 4.2% → 10.0% → 7.3% → 10.5% → 15.6% → 6.8% → 8.9% → 6.6% → 5.7% → 7.2%,15.635049950309602,Stage Unknown,15.0,67.78125,85.0,False,Technology,81474502656,VCP 16 contracciones (Excellent) | Base: 15.6% | Stage Unknown,2026-02-10 23:15:56
GPN,73.27999877929688,66.13333333333334,Excellent,21,14.2% → 4.8% → 22.2% → 27.5% → 13.0% → 3.9% → 7.8% → 6.4% → 11.1% → 8.3% → 5.4% → 5.3% → 4.0% → 7.1% → 7.2% → 7.6% → 16.1% → 9.6% → 4.8% → 10.3% → 10.4%,27.517592599840658,Stage Unknown,15.0,69.16666666666667,78.0,False,Industrials,20519260160,VCP 21 contracciones (Excellent) | Base: 27.5% | Stage Unknown,2026-02-10 23:15:56
CTSH,74.56999969482422,66.0,Excellent,20,13.2% → 18.6% → 10.3% → 3.1% → 4.2% → 7.7% → 9.4% → 11.4% → 5.5% → 3.7% → 6.9% → 8.2% → 5.6% → 3.3% → 6.4% → 4.3% → 5.4% → 3.9% → 6.1% → 5.7%,18.6289178013736,Stage Unknown,15.0,70.0,75.0,False,Technology,35990945792,VCP 20 contracciones (Excellent) | Base: 18.6% | Stage Unknown,2026-02-10 23:15:56
DPZ,389.7300109863281,66.0,Excellent,23,15.7% → 3.8% → 7.4% → 11.9% → 4.0% → 5.7% → 4.5% → 9.1% → 4.1% → 5.5% → 3.6% → 5.3% → 8.7% → 10.9% → 4.1% → 10.1% → 9.7% → 6.9% → 7.6% → 3.8% → 4.7% → 9.6% → 8.3%,15.74830691482026,Stage Unknown,15.0,70.0,75.0,False,Consumer Cyclical,13230912512,VCP 23 contracciones (Excellent) | Base: 15.7% | Stage Unknown,2026-02-10 23:15:56
LW,50.58000183105469,65.93478260869566,Excellent,23,14.5% → 10.8% → 4.8% → 4.0% → 8.2% → 4.0% → 7.6% → 6.2% → 7.5% → 10.8% → 16.3% → 4.6% → 3.7% → 4.3% → 5.7% → 9.4% → 5.5% → 4.1% → 9.0% → 12.7% → 6.6% → 31.6% → 6.8%,31.610239111250504,Stage Unknown,5.0,72.17391304347827,100.0,False,Consumer Defensive,7048448512,VCP 23 contracciones (Excellent) | Base: 31.6% | Stage Unknown,2026-02-10 23:15:56
CMG,38.439998626708984,65.9047619047619,Excellent,21,13.8% → 7.8% → 15.0% → 12.2% → 6.4% → 5.3% → 4.9% → 5.3% → 7.2% → 4.7% → 6.3% → 27.8% → 13.5% → 3.9% → 4.0% → 5.3% → 3.5% → 30.4% → 5.3% → 4.9% → 3.9%,30.393077136942182,Stage Unknown,15.0,64.52380952380952,85.0,False,Consumer Cyclical,50828365824,VCP 21 contracciones (Excellent) | Base: 30.4% | Stage Unknown,2026-02-10 23:15:56
EFX,202.7100067138672,65.76538461538462,Excellent,26,11.2% → 3.8% → 19.4% → 6.3% → 3.8% → 8.9% → 9.9% → 6.8% → 3.0% → 8.1% → 10.9% → 4.4% → 4.8% → 4.7% → 8.9% → 5.9% → 9.0% → 13.3% → 10.2% → 7.2% → 15.5% → 5.4% → 3.9% → 3.8% → 6.2% → 7.2%,19.418141884800363,Stage Unknown,15.0,63.82692307692308,85.0,False,Industrials,24810496000,VCP 26 contracciones (Excellent) | Base: 19.4% | Stage Unknown,2026-02-10 23:15:56
EXPE,241.5399932861328,65.5,Excellent,2,16.1% → 5.2%,16.050487936138076,Stage 1-2 Transition,20.0,67.5,80.0,False,Consumer Cyclical,29882261504,VCP 2 contracciones (Excellent) | Base: 16.1% | Stage 1-2 Transition,2026-02-10 23:15:56
DXCM,68.16000366210938,64.54545454545455,Excellent,22,25.7% → 24.6% → 11.6% → 6.6% → 4.0% → 3.9% → 4.8% → 4.1% → 11.5% → 10.1% → 3.4% → 16.9% → 10.8% → 7.7% → 19.5% → 8.4% → 24.9% → 6.0% → 4.6% → 6.6% → 4.4% → 9.1%,25.65581690450219,Stage Unknown,15.0,70.22727272727273,60.0,False,Healthcare,26729304064,VCP 22 contracciones (Excellent) | Base: 25.7% | Stage Unknown,2026-02-10 23:15:56
PRU,103.33000183105469,64.23333333333333,Excellent,18,10.3% → 22.6% → 11.7% → 5.1% → 4.2% → 6.7% → 3.9% → 8.6% → 4.8% → 6.2% → 4.9% → 5.1% → 5.4% → 5.5% → 5.0% → 5.5% → 5.7% → 3.2%,22.62649007212179,Stage Unknown,15.0,63.66666666666667,70.0,False,Financial Services,36366266368,VCP 18 contracciones (Excellent) | Base: 22.6% | Stage Unknown,2026-02-10 23:15:56
BBY,68.04000091552734,63.97391304347826,Excellent,23,20.0% → 13.6% → 6.1% → 27.9% → 8.3% → 6.0% → 4.6% → 11.6% → 11.8% → 13.1% → 12.0% → 9.2% → 3.9% → 7.2% → 10.3% → 3.4% → 7.7% → 10.5% → 14.1% → 14.2% → 5.1% → 9.8% → 11.4%,27.919774919184537,Stage Unknown,5.0,65.8695652173913,93.0,False,Consumer Cyclical,14295289856,VCP 23 contracciones (Excellent) | Base: 27.9% | Stage Unknown,2026-02-10 23:15:56
HPQ,19.809999465942383,63.7,Excellent,20,17.3% → 8.7% → 27.3% → 8.1% → 4.3% → 3.2% → 20.0% → 4.3% → 6.7% → 5.3% → 4.0% → 8.2% → 7.4% → 3.8% → 5.7% → 8.8% → 6.7% → 23.2% → 6.2% → 5.0%,27.313234940874707,Stage Unknown,5.0,63.5,95.0,False,Technology,18516443136,VCP 20 contracciones (Excellent) | Base: 27.3% | Stage Unknown,2026-02-10 23:15:56
EBAY,87.4800033569336,63.375,Excellent,8,12.8% → 6.5% → 8.5% → 8.2% → 21.8% → 10.0% → 5.2% → 7.5%,21.766217071617575,Stage Unknown,15.0,64.375,60.0,False,Consumer Cyclical,39978360832,VCP 8 contracciones (Excellent) | Base: 21.8% | Stage Unknown,2026-02-10 23:15:56
VST,159.60000610351562,63.27777777777778,Excellent,18,10.2% → 8.9% → 10.0% → 8.0% → 12.4% → 13.8% → 11.4% → 6.1% → 13.2% → 6.8% → 17.3% → 13.3% → 15.9% → 14.2% → 6.5% → 10.9% → 17.0% → 15.8%,17.25012037267698,Stage Unknown,15.0,66.38888888888889,55.0,False,Utilities,54076551168,VCP 18 contracciones (Excellent) | Base: 17.3% | Stage Unknown,2026-02-10 23:15:56
LULU,180.6199951171875,62.785714285714285,Excellent,21,18.2% → 32.6% → 15.6% → 6.5% → 6.3% → 35.4% → 26.3% → 5.6% → 6.0% → 22.9% → 4.8% → 5.3% → 9.6% → 5.5% → 14.2% → 7.1% → 4.2% → 6.2% → 6.9% → 8.4% → 7.7%,35.350477231240816,Stage Unknown,5.0,71.42857142857143,70.0,False,Consumer Cyclical,21419573248,VCP 21 contracciones (Excellent) | Base: 35.4% | Stage Unknown,2026-02-10 23:15:56
TECH,64.80000305175781,62.766666666666666,Excellent,3,19.1% → 8.4% → 14.3%,19.056147987117207,Stage 2 Early,40.0,54.166666666666664,58.0,False,Healthcare,10138174464,VCP 3 contracciones (Excellent) | Base: 19.1% | Stage 2 Early,2026-02-10 23:15:56
SNPS,437.45001220703125,62.565217391304344,Excellent,23,11.9% → 5.9% → 4.9% → 21.2% → 13.1% → 5.3% → 15.0% → 10.0% → 3.7% → 4.9% → 6.7% → 5.7% → 5.0% → 38.2% → 10.4% → 5.9% → 12.3% → 18.6% → 6.8% → 6.2% → 3.3% → 8.0% → 6.1%,38.15423928172802,Stage Unknown,5.0,70.32608695652173,70.0,False,Technology,83692150784,VCP 23 contracciones (Excellent) | Base: 38.2% | Stage Unknown,2026-02-10 23:15:56
ACN,240.86000061035156,62.45238095238095,Excellent,21,13.5% → 7.7% → 4.1% → 4.9% → 4.6% → 15.1% → 3.0% → 9.9% → 18.7% → 3.9% → 11.9% → 4.9% → 8.1% → 3.8% → 6.6% → 4.7% → 5.0% → 5.6% → 7.0% → 5.6% → 5.0%,18.670103722011923,Stage Unknown,5.0,69.76190476190476,70.0,False,Technology,149366652928,VCP 21 contracciones (Excellent) | Base: 18.7% | Stage Unknown,2026-02-10 23:15:56
ADP,225.52999877929688,62.368421052631575,Excellent,19,10.3% → 11.9% → 7.9% → 3.1% → 7.5% → 4.9% → 5.0% → 5.5% → 3.7% → 4.1% → 5.2% → 3.2% → 4.8% → 13.1% → 3.6% → 3.6% → 4.7% → 3.5% → 5.2%,13.124563753037291,Stage Unknown,5.0,69.34210526315789,70.0,False,Technology,91215323136,VCP 19 contracciones (Excellent) | Base: 13.1% | Stage Unknown,2026-02-10 23:15:56
QCOM,140.08999633789062,62.25,Excellent,4,18.3% → 11.2% → 6.2% → 4.1%,18.30541127246889,Stage Unknown,5.0,68.75,70.0,False,Technology,149622439936,VCP 4 contracciones (Excellent) | Base: 18.3% | Stage Unknown,2026-02-10 23:15:56
PODD,252.41000366210938,61.8125,Excellent,16,10.3% → 3.5% → 3.6% → 11.3% → 7.9% → 11.2% → 4.3% → 11.4% → 14.3% → 3.9% → 13.5% → 13.4% → 8.5% → 19.0% → 6.8% → 8.2%,18.981068232171623,Stage Unknown,5.0,69.0625,65.0,False,Healthcare,17767780352,VCP 16 contracciones (Excellent) | Base: 19.0% | Stage Unknown,2026-02-10 23:15:56
ADSK,243.5800018310547,61.72857142857143,Excellent,21,16.5% → 7.0% → 13.7% → 10.5% → 6.0% → 4.4% → 3.6% → 12.4% → 6.7% → 8.4% → 4.2% → 5.9% → 3.9% → 4.6% → 8.4% → 7.0% → 5.6% → 6.5% → 6.6% → 6.8% → 14.9%,16.48190644031522,Stage Unknown,5.0,72.14285714285714,58.0,False,Technology,51882541056,VCP 21 contracciones (Excellent) | Base: 16.5% | Stage Unknown,2026-02-10 23:15:56
FSLR,226.24000549316406,61.714285714285715,Excellent,7,13.4% → 9.0% → 9.8% → 9.1% → 8.9% → 16.9% → 7.2%,16.93404634581105,Stage Unknown,5.0,71.07142857142857,60.0,False,Technology,24277395456,VCP 7 contracciones (Excellent) | Base: 16.9% | Stage Unknown,2026-02-10 23:15:56
WST,243.55999755859375,61.541666666666664,Excellent,12,19.6% → 5.3% → 3.5% → 3.2% → 5.4% → 7.1% → 15.3% → 12.0% → 4.5% → 7.8% → 3.4% → 8.1%,19.634310476286725,Stage Unknown,5.0,65.20833333333333,70.0,False,Healthcare,17522536448,VCP 12 contracciones (Excellent) | Base: 19.6% | Stage Unknown,2026-02-10 23:15:56
XYZ,57.29999923706055,61.53809523809524,Excellent,21,20.0% → 18.0% → 20.9% → 15.5% → 8.1% → 26.0% → 7.8% → 7.7% → 8.6% → 11.2% → 12.3% → 7.8% → 11.4% → 9.6% → 12.0% → 30.3% → 9.2% → 11.1% → 4.2% → 6.3% → 13.5%,30.281516264244885,Stage Unknown,5.0,71.19047619047619,58.0,False,Technology,34929164288,VCP 21 contracciones (Excellent) | Base: 30.3% | Stage Unknown,2026-02-10 23:15:56
MSCI,515.6599731445312,61.3,Excellent,20,10.5% → 5.0% → 15.6% → 8.1% → 5.6% → 3.8% → 4.4% → 5.3% → 5.8% → 10.2% → 6.0% → 5.6% → 6.4% → 4.8% → 8.4% → 7.3% → 6.6% → 7.1% → 5.3% → 3.1%,15.602020163535322,Stage Unknown,5.0,64.0,70.0,False,Financial Services,38746451968,VCP 20 contracciones (Excellent) | Base: 15.6% | Stage Unknown,2026-02-10 23:15:56
NFLX,82.20999908447266,60.65714285714286,Excellent,21,14.2% → 17.8% → 10.2% → 5.2% → 6.5% → 8.2% → 9.0% → 4.4% → 4.7% → 4.5% → 7.4% → 3.8% → 7.4% → 5.7% → 12.9% → 5.4% → 11.5% → 15.8% → 6.2% → 7.4% → 10.5%,17.78311970341694,Stage Unknown,0.0,74.28571428571429,58.0,False,Communication Services,348725739520,VCP 21 contracciones (Excellent) | Base: 17.8% | Stage Unknown,2026-02-10 23:15:56
PANW,165.50999450683594,60.65,Excellent,24,10.9% → 5.2% → 24.5% → 12.9% → 9.9% → 3.8% → 3.1% → 8.4% → 3.6% → 5.7% → 9.8% → 5.0% → 21.5% → 3.8% → 4.8% → 3.5% → 5.6% → 6.7% → 7.3% → 18.2% → 8.4% → 7.0% → 4.9% → 7.9%,24.528799007076245,Stage Unknown,5.0,65.75,60.0,False,Technology,115360464896,VCP 24 contracciones (Excellent) | Base: 24.5% | Stage Unknown,2026-02-10 23:15:56
LLY,1025.0,60.46666666666667,Excellent,3,12.1% → 5.1% → 10.7%,12.128705860810927,Stage 1-2 Transition,30.0,44.166666666666664,73.0,False,Healthcare,918868197376,VCP 3 contracciones (Excellent) | Base: 12.1% | Stage 1-2 Transition,2026-02-10 23:15:56
BX,133.82000732421875,60.275,Excellent,20,17.1% → 13.0% → 22.2% → 16.0% → 12.2% → 4.7% → 12.3% → 8.0% → 3.4% → 4.4% → 8.0% → 8.3% → 4.7% → 4.4% → 19.4% → 14.4% → 9.1% → 5.5% → 4.1% → 10.0%,22.151165357800824,Stage Unknown,5.0,61.375,65.0,False,Financial Services,164550246400,VCP 20 contracciones (Excellent) | Base: 22.2% | Stage Unknown,2026-02-10 23:15:56
TYL,360.510009765625,59.875,Excellent,20,11.9% → 4.0% → 12.4% → 5.5% → 12.1% → 3.6% → 4.0% → 4.3% → 3.7% → 7.6% → 3.9% → 11.9% → 8.8% → 9.1% → 5.8% → 14.2% → 3.3% → 6.5% → 5.6% → 7.4%,14.19255071511445,Stage Unknown,5.0,64.375,55.0,False,Technology,15596316672,VCP 20 contracciones (Excellent) | Base: 14.2% | Stage Unknown,2026-02-10 23:15:56
ARES,136.99000549316406,59.8,Excellent,21,21.3% → 10.8% → 28.6% → 17.4% → 6.6% → 11.8% → 5.7% → 5.7% → 4.1% → 5.5% → 8.6% → 3.6% → 9.9% → 4.6% → 4.7% → 4.3% → 24.7% → 10.0% → 7.6% → 12.0% → 10.4%,28.556675417167348,Stage Unknown,5.0,67.5,48.0,False,Financial Services,44881297408,VCP 21 contracciones (Excellent) | Base: 28.6% | Stage Unknown,2026-02-10 23:15:56
BKNG,4281.14013671875,58.68571428571428,Excellent,21,18.8% → 14.8% → 7.0% → 4.0% → 7.0% → 3.4% → 7.7% → 4.3% → 5.9% → 4.9% → 3.9% → 6.0% → 10.4% → 7.4% → 7.5% → 8.0% → 12.7% → 3.5% → 4.3% → 10.3% → 3.5%,18.81547579950081,Stage Unknown,5.0,58.42857142857143,55.0,False,Consumer Cyclical,138751262720,VCP 21 contracciones (Excellent) | Base: 18.8% | Stage Unknown,2026-02-10 23:15:56
ADBE,264.6700134277344,58.65909090909091,Excellent,22,17.4% → 17.9% → 8.8% → 3.7% → 5.1% → 11.3% → 8.6% → 12.3% → 4.7% → 9.1% → 6.8% → 6.2% → 6.4% → 8.4% → 3.2% → 11.2% → 8.4% → 4.9% → 5.4% → 5.2% → 9.0% → 16.2%,17.920887573393077,Stage Unknown,0.0,70.79545454545455,45.0,False,Technology,110790868992,VCP 22 contracciones (Excellent) | Base: 17.9% | Stage Unknown,2026-02-10 23:15:56
