ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
INDT.ST,Indutrade AB,71.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,1.0,,85.0,70.0,60.5,70.0,60.0,,,,,22.7,True,1,10.7,True,1,"{'eps_growth_yoy': 22.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.1}","{'revenue_growth_yoy': 10.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 15.8, 'rs_6m': -0.7}","{'roe_pct': 15.7, 'debt_to_equity': 0.61, 'current_ratio': 1.49, 'operating_margin_pct': 12.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.5}",245.2,89331998720,Industrials,Industrial Distribution,,,False,266.6,-8.0,5,False,280.75,320.0,261.0,8,buy,14.5,261.95,6.8,167.81,-31.6,3.28,8.05,1.28,42.1,3.1,1.09,False,,,22.8,79,2026-10-23,False,False,8,STRONG,3.85,33.7,1.2,66.7,,,,2026-08-05T07:08:44.936232,OMXSTO,41.6,3.0,0.0,0.0,5.0,1.81,0.0,0.0,CONFIRMED_UPTREND,0,
ITX.MC,ITX.MC,63.9,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,,,70.0,50.0,54.5,90.0,60.0,,,,,5.4,False,0,5.8,False,0,"{'eps_growth_yoy': 5.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.6}","{'revenue_growth_yoy': 5.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 2.8, 'rs_6m': -8.7}","{'roe_pct': 34.0, 'debt_to_equity': 0.32, 'current_ratio': 1.29, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.3}",58.18,0,Consumer Cyclical,Apparel Retail,,,False,58.44,-0.4,7,True,59.54,65.0,41.5,24,buy,2.3,,,20.2,-65.3,,,1.13,57.8,0.65,2.09,,,36.6,5.3,35,2026-09-09,False,False,7,NEUTRAL,4.75,37.8,4.6,27.6,,,,2026-08-05T07:08:35.541034,IBEX35,40.6,0.0,0.0,0.0,3.0,0.29,-3.0,0.0,CONFIRMED_UPTREND,0,
SU.PA,SCHNEIDER ELECTRIC SE,58.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,60.5,75.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.3},{},"{'rs_3m': 0.2, 'rs_6m': 6.6}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 8.2}",299.25,168685518848,Industrials,Specialty Industrial Machinery,,,False,299.55,-0.1,7,True,323.79,365.0,262.0,24,strong_buy,8.2,394.3,31.8,248.17,-17.1,3.19,9.53,1.45,49.5,4.2,1.77,,,,29.3,204,2027-02-25,False,False,6,NEUTRAL,3.64,74.6,0.85,45.4,,,,2026-08-05T07:08:08.511055,CAC40,40.4,3.0,0.0,0.0,5.0,1.02,0.0,0.0,CONFIRMED_UPTREND,0,
MC.PA,LVMH,53.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,30.0,80.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 13.7},{},"{'rs_3m': -5.0, 'rs_6m': -20.2}","{'roe_pct': 16.6, 'debt_to_equity': 0.53, 'current_ratio': 1.63, 'operating_margin_pct': 22.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.4}",485.0,239153135616,Consumer Cyclical,Luxury Goods,,,False,654.7,-25.9,1,False,569.54,660.0,420.0,26,buy,17.4,344.27,-29.0,219.6,-54.7,4.82,23.4,2.67,59.2,13.0,1.83,,,,0.8,174,2027-01-26,False,False,6,NEUTRAL,6.72,28.9,23.7,28.0,,,,2026-08-05T07:07:28.795948,CAC40,40.4,3.0,5.0,0.0,1.0,2.17,1.0,0.0,CONFIRMED_UPTREND,0,
OR.PA,L'OREAL,55.5,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.9},{},"{'rs_3m': -0.6, 'rs_6m': -13.0}","{'roe_pct': 19.4, 'debt_to_equity': 0.49, 'current_ratio': 0.97, 'operating_margin_pct': 21.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.0}",387.5,206304690176,Consumer Defensive,Household & Personal Products,,,False,408.35,-5.1,6,False,414.62,460.0,328.0,24,buy,7.0,196.21,-49.4,114.6,-70.4,3.11,12.04,1.85,61.2,7.2,1.55,,,,3.8,188,2027-02-09,False,False,6,NEUTRAL,4.05,69.9,4.8,22.9,,,,2026-08-05T07:07:15.390958,CAC40,37.2,3.0,5.0,0.0,1.0,0.88,-3.0,0.0,CONFIRMED_UPTREND,0,
LIFCO-B.ST,Lifco AB ser.B,59.4,⭐ AVERAGE,🟡 Average,SEK,SEK,False,True,False,0.9331,"acciones × precio no cuadra con la capitalización (ratio 0.9331): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",70.0,50.0,54.5,60.0,60.0,,,,,7.8,False,0,3.6,False,0,"{'eps_growth_yoy': 7.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 3.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 6.9, 'rs_6m': -6.3}","{'roe_pct': 20.2, 'debt_to_equity': 0.58, 'current_ratio': 0.94, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.1}",330.4,150073065472,Industrials,Conglomerates,,,False,388.2,-14.9,3,False,350.57,385.0,330.0,7,buy,6.1,,,,,2.78,9.83,0.82,31.8,2.7,0.71,False,,,12.5,79,2026-10-23,False,False,7,NEUTRAL,3.23,163.9,2.33,27.4,,,,2026-08-05T07:08:47.094227,OMXSTO,35.8,0.0,0.0,0.0,3.0,0.76,-3.0,0.0,CONFIRMED_UPTREND,0,
HLMA.L,HLMA.L,56.0,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,True,,"FCF declarado (261,262,496) se aparta del derivado de flujo operativo menos capex (409,600,000)",55.0,50.0,35.0,90.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.4},{},"{'rs_3m': -30.7, 'rs_6m': -12.4}","{'roe_pct': 18.3, 'debt_to_equity': 0.42, 'current_ratio': 2.14, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.2}",3742.0,0,Industrials,Conglomerates,,,False,4902.0,-23.7,3,False,4386.47,5010.0,3050.0,17,buy,17.2,,,1568.0,-58.1,,,0.7,24.2,0.25,0.79,,,,11.2,106,2026-11-19,False,False,7,NEUTRAL,3.53,57.9,1.65,31.9,,,,2026-08-05T07:07:48.944134,FTSE100,35.4,0.0,0.0,0.0,3.0,2.15,1.0,0.0,CONFIRMED_UPTREND,0,
GIVN.SW,GIVAUDAN N,58.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (605,625,024) se aparta del derivado de flujo operativo menos capex (1,143,000,000)",55.0,50.0,66.5,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 12.9},{},"{'rs_3m': 12.5, 'rs_6m': 0.2}","{'roe_pct': 22.3, 'debt_to_equity': 1.11, 'current_ratio': 1.29, 'operating_margin_pct': 18.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.8}",3334.0,30777210880,Basic Materials,Specialty Chemicals,,,False,3592.0,-7.2,5,False,3493.83,4500.0,2886.0,20,buy,4.8,965.34,-71.0,1027.8,-69.2,1.97,65.61,2.23,70.1,72.0,1.95,,,,-14.0,175,2027-01-27,False,False,7,NEUTRAL,4.08,34.8,,29.1,,,,2026-08-05T07:07:23.733581,SMI20,34.5,0.0,5.0,0.0,-3.0,0.6,-3.0,0.0,CONFIRMED_UPTREND,0,
GEBN.SW,GEBERIT N,53.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,55.0,50.0,50.0,65.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 19.2},{},"{'rs_3m': -1.5, 'rs_6m': -16.8}","{'debt_to_equity': 0.89, 'operating_margin_pct': 28.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 0.4}",556.4,18346584064,Industrials,Building Products & Equipment,,,False,659.8,-15.7,2,False,558.53,698.0,430.0,17,none,0.4,329.69,-40.7,183.6,-67.0,3.83,21.29,2.36,70.9,12.9,2.33,,,,2.1,14,2026-08-19,False,True,7,NEUTRAL,3.99,49.8,6.48,21.7,,,,2026-08-05T07:08:27.497599,SMI20,34.5,3.0,5.0,0.0,1.0,0.05,-3.0,0.0,CONFIRMED_UPTREND,0,
IMCD.AS,IMCD,55.0,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",50.0,50.0,56.0,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 4.6},{},"{'rs_3m': -5.4, 'rs_6m': 1.1}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.6}",97.46,5754521600,Basic Materials,Specialty Chemicals,,,False,105.05,-7.2,7,True,116.57,150.0,75.0,14,buy,19.6,89.13,-8.5,38.9,-60.1,4.64,4.52,1.86,46.5,1.81,1.58,,,,10.0,92,2026-11-05,False,False,5,NEUTRAL,4.93,39.3,1.51,39.1,,,,2026-08-05T07:07:34.315483,AEX25,34.0,3.0,5.0,0.0,3.0,2.45,1.0,0.0,CONFIRMED_UPTREND,0,
SIKA.SW,SIKA N,59.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,50.0,50.0,79.0,70.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 9.4},{},"{'rs_3m': 25.2, 'rs_6m': 15.8}","{'roe_pct': 16.0, 'debt_to_equity': 0.89, 'current_ratio': 1.3, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 3.6}",190.5,30563676160,Basic Materials,Specialty Chemicals,,,False,194.7,-2.2,5,False,197.36,250.0,150.0,22,buy,3.6,93.93,-50.7,64.8,-66.0,3.35,6.38,2.03,57.1,3.7,1.45,,,,-0.6,197,2027-02-18,False,False,7,NEUTRAL,4.27,45.5,,46.1,,,,2026-08-05T07:08:03.983397,SMI20,33.9,3.0,5.0,0.0,0.0,0.45,-3.0,0.0,CONFIRMED_UPTREND,0,
EL.PA,ESSILORLUXOTTICA,48.8,⚠️ WEAK,🔴 Weak,EUR,EUR,False,True,True,1.0,,50.0,50.0,30.0,55.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 8.5},{},"{'rs_3m': -10.6, 'rs_6m': -45.8}","{'roe_pct': 6.7, 'debt_to_equity': 0.38, 'current_ratio': 0.89, 'operating_margin_pct': 15.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 42.7}",170.5,78360363008,Healthcare,Medical Instruments & Supplies,,,False,323.8,-47.3,0,False,243.3,361.0,174.0,23,buy,42.7,154.72,-9.3,65.68,-61.5,4.19,7.15,2.36,74.8,4.0,1.62,,,,12.3,190,2027-02-11,False,False,4,NEUTRAL,3.8,34.6,1.71,28.1,,,,2026-08-05T07:08:01.793326,CAC40,33.5,3.0,5.0,0.0,3.0,5.34,3.0,0.0,CONFIRMED_UPTREND,0,
AI.PA,AIR LIQUIDE,56.1,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (264,437,504) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",55.0,50.0,60.5,60.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 13.1},{},"{'rs_3m': 1.5, 'rs_6m': 1.1}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.2}",172.06,109407608832,Basic Materials,Specialty Chemicals,,,False,182.26,-5.6,5,False,196.47,216.0,160.0,20,strong_buy,14.2,6.12,-96.4,55.5,-67.7,0.24,0.42,1.97,60.5,3.36,1.83,,,,0.7,197,2027-02-18,False,False,7,NEUTRAL,3.96,18.8,34.02,17.3,,,,2026-08-05T07:07:12.970057,CAC40,32.4,0.0,5.0,0.0,1.0,1.78,0.0,0.0,CONFIRMED_UPTREND,0,UNRELIABLE/INSUFFICIENT (0)
KNEBV.HE,KONE Corporation,55.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,False,0.853,"acciones × precio no cuadra con la capitalización (ratio 0.8530): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,60.0,30.0,75.0,65.0,,,,,-13.0,True,1,3.1,True,1,"{'eps_growth_yoy': -13.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.3}","{'revenue_growth_yoy': 3.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -10.4, 'rs_6m': -28.4}","{'roe_pct': 41.4, 'debt_to_equity': 0.29, 'current_ratio': 0.99, 'operating_margin_pct': 11.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.5}",50.98,26422099968,Industrials,Specialty Industrial Machinery,,,False,64.42,-20.9,2,False,60.43,83.0,45.0,22,buy,18.5,,,,,3.98,2.38,3.58,98.9,1.8,3.54,False,,26.1,-9.2,84,2026-10-28,False,False,8,STRONG,5.28,101.2,,26.2,,,,2026-08-05T07:07:51.236219,OMXHEL,32.1,3.0,-2.0,0.0,0.0,2.31,1.0,0.0,CONFIRMED_UPTREND,0,
DPLM.L,DIPLOMA PLC ORD 5P,61.8,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",55.0,50.0,70.0,85.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 11.5},{},"{'rs_3m': -3.3, 'rs_6m': 28.0}","{'roe_pct': 19.0, 'debt_to_equity': 0.47, 'current_ratio': 2.06, 'operating_margin_pct': 19.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.8}",7575.0,10157683712,Industrials,Industrial Distribution,,,False,7720.0,-1.9,6,False,8017.5,9000.0,5760.0,16,buy,5.8,,,,,2.4,1.82,0.84,44.2,0.63,1.47,,,,4.5,104,2026-11-17,False,False,8,STRONG,2.58,60.5,6.44,38.4,,,,2026-08-05T07:07:36.607258,FTSE100,31.7,0.0,0.0,0.0,1.0,0.72,-3.0,0.0,CONFIRMED_UPTREND,0,
