ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
CB,0.0,,,,3.3,Chubb Limited,51.5,Financial Services,Insurance - Property & Casualty,50.0,40.0,54.0,65.0,60.0,346.22,134284926976.0,60.0,64.1,False,up,-21.8,False,0.0,-0.4,True,1.0,1.2,2.7,False,365.29,-5.2,0.0,False,"{'roe_pct': 15.4, 'debt_to_equity': 0.31, 'current_ratio': 0.39, 'operating_margin_pct': 20.6}","{'eps_growth_yoy': -21.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.5}",356.91,401.0,291.0,23.0,buy,3.1,1380.14,298.6,827.7,139.1,9.4,32.54,1.15,13.7,1.47,True,-3.11,19.4,55.1,6.0,2026-07-21,True,False,6.0,NEUTRAL,8.74,,0.15,,,,,,7.0,0.0,1.0,15.4,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,351.9,45.0,16.4,60.0,False,up,64.1,2.0,False,0.0,True,1.0,2.0,3.0,29.0,93.1,Top 10%,56.6,5.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.265,0.0,0.0,8.0,0.0,3.0,5.0,2.72,3.44,2.0,0.0,1.5,0.39,-3.0,2.0,,0,,3,MIXED/BUY (+3),BEST,5.0,30,0.0332,BAJA,6.65,139.1,-215.8,,⚪ WEAK,🔴 Weak,,,,,,,
ROP,0.0,,,,47.2,"Roper Technologies, Inc.",64.5,Technology,Software - Application,100.0,50.0,36.0,55.0,65.0,346.65,34983002112.0,15.0,12.5,False,down,34.5,True,2.0,7.8,False,0.0,6.6,4.3,False,566.24,-38.8,0.0,False,"{'roe_pct': 9.0, 'debt_to_equity': 0.56, 'current_ratio': 0.53, 'operating_margin_pct': 27.2}","{'eps_growth_yoy': 34.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.1}",445.92,550.0,349.78,16.0,buy,28.6,911.86,163.0,461.7,33.2,6.2,21.5,1.01,21.1,0.59,True,-4.29,7.0,41.4,8.0,2026-07-23,False,True,6.0,NEUTRAL,4.87,1441.1,0.25,,,,,,0.0,0.0,14.2,19.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",HIGH_FLOAT,100.4,40.0,33.5,15.0,False,down,12.5,0.0,True,2.0,False,0.0,5.0,22.0,29.0,27.6,Bajo 50%,20.1,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,5.0,False,2/3,36.26,0.0,0.0,6.0,0.0,3.0,5.0,-1.28,-0.2,1.0,1.0,-1.5,3.58,0.0,2.0,12.0,0,,-8,RELIABLE/AVOID (-8),REVISION_UP,13.0,44,0.4717,ALTA,0.0,33.2,-69.5,,⚪ WEAK,🔴 Weak,,,,,,,
VEEV,0.0,,,,23.8,Veeva Systems Inc.,76.5,Healthcare,Health Information Services,100.0,80.0,36.0,85.0,65.0,193.09,31366174720.0,15.0,22.2,False,up,30.3,True,1.0,11.9,True,2.0,5.0,2.5,False,310.5,-37.8,2.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}",244.59,350.0,165.0,27.0,buy,26.7,183.94,-4.7,80.88,-58.1,4.02,7.75,,,,True,-0.72,,14.6,49.0,2026-09-02,False,False,7.0,NEUTRAL,3.7,14.1,1.32,BULLISH,0.0,80.0,2.0,0.0,8.0,0.0,7.1,22.9,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,148.9,47.0,30.1,15.0,False,up,22.2,2.0,True,1.0,True,2.0,5.0,,29.0,,Sin datos suficientes,22.2,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,35.79,0.0,0.0,3.0,0.0,3.0,3.0,0.0,-0.36,0.0,0.0,0.0,3.34,0.0,5.0,113.0,0,,-8,RELIABLE/AVOID (-8),BEST,8.0,42,0.2382,BAJA,0.1500000000000003,-4.7,58.1,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
RACE,0.0,,,,3.2,Ferrari N.V.,67.2,Consumer Cyclical,Auto Manufacturers,75.0,70.0,36.0,90.0,65.0,369.16,64931008512.0,15.0,16.4,False,up,-2.7,True,2.0,3.4,True,2.0,3.0,6.4,False,519.1,-28.9,2.0,False,"{'roe_pct': 42.0, 'debt_to_equity': 0.72, 'current_ratio': 2.57, 'operating_margin_pct': 29.5}","{'eps_growth_yoy': -2.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}",446.98,526.44,393.35,14.0,strong_buy,21.1,82.47,-77.7,101.1,-72.6,1.52,5.6,1.13,33.2,0.66,True,-0.9,55.0,1.3,15.0,2026-07-30,False,True,9.0,STRONG,3.18,38.6,23.1,,,,,,5.0,0.0,1.0,20.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,16,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.4x ratio, 54% up volume)",HIGH_FLOAT,173.9,40.0,21.1,15.0,False,up,16.4,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,16.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,35.53999999999999,0.0,0.0,0.0,0.0,3.0,1.0,0.18,0.87,3.0,0.0,0.0,2.64,2.0,10.0,106.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,29,0.0317,BAJA,0.0,-72.6,96.2,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
VLTO,0.0,,,,33.1,Veralto Corp,65.5,Industrials,Pollution & Treatment Controls,80.0,60.0,36.0,85.0,65.0,91.9,22570571776.0,15.0,24.4,False,flat,14.4,False,0.0,3.7,True,1.0,3.3,2.8,False,110.11,-16.5,2.0,False,"{'roe_pct': 36.5, 'debt_to_equity': 0.96, 'current_ratio': 1.48, 'operating_margin_pct': 23.8}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.3}",108.06,132.0,98.0,17.0,buy,17.6,70.46,-23.3,51.07,-44.4,3.4,3.13,0.56,12.4,,True,-1.33,14.0,13.3,13.0,2026-07-28,False,True,6.0,NEUTRAL,5.28,76.0,1.48,,,,,,0.0,0.0,9.9,19.6,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,245.1,43.0,29.6,15.0,False,flat,24.4,0.0,False,0.0,True,1.0,2.0,,29.0,,Sin datos suficientes,24.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,37.55500000000001,0.0,0.0,3.0,0.0,3.0,3.0,0.16,0.0,0.0,0.0,0.0,2.2,2.0,2.0,34.0,0,,-5,MIXED/AVOID (-5),,0.0,44,0.3309,MEDIA,0.0,-23.3,51.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
PGR,0.0,,,,35.9,Progressive Corporation (The),52.5,Financial Services,Insurance - Property & Casualty,50.0,50.0,44.0,75.0,50.0,226.58,131914874880.0,35.0,49.1,False,up,-11.2,False,0.0,0.8,False,0.0,1.3,2.1,False,254.93,-11.1,0.0,False,"{'roe_pct': 37.9, 'debt_to_equity': 0.26, 'current_ratio': 0.3, 'operating_margin_pct': 16.4}","{'eps_growth_yoy': -11.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.9}",234.71,313.0,190.0,21.0,hold,3.6,520.64,129.8,189.9,-16.2,11.75,26.63,5.93,70.7,1.95,True,-0.45,53.3,3.9,0.0,2026-07-15,True,False,6.0,NEUTRAL,10.13,,1.4,,,,,,5.0,0.0,10.8,15.8,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,582.1,43.0,26.5,35.0,False,up,49.1,2.0,False,0.0,False,0.0,0.0,3.0,29.0,93.1,Top 10%,56.6,5.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,42.295,0.0,0.0,8.0,5.0,3.0,1.0,1.48,1.67,3.0,0.0,1.5,0.45,-3.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,43,0.359,MEDIA,6.75,3.6,-53.2,,⚪ WEAK,🔴 Weak,,,,,,,
SYK,0.0,,,,23.8,Stryker Corporation,47.5,Healthcare,Medical Devices,50.0,30.0,36.0,75.0,65.0,311.07,119252033536.0,15.0,23.9,False,flat,-15.7,False,0.0,-0.0,False,0.0,1.9,2.6,False,404.87,-23.2,0.0,False,"{'roe_pct': 15.2, 'debt_to_equity': 0.66, 'current_ratio': 2.11, 'operating_margin_pct': 17.8}","{'eps_growth_yoy': -15.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.2}",385.92,465.0,315.0,26.0,buy,24.1,265.54,-14.6,122.83,-60.5,3.66,11.37,1.06,39.8,0.99,False,,35.5,14.2,15.0,2026-07-30,False,True,5.0,NEUTRAL,3.89,47.3,1.31,BULLISH,0.0,60.0,1.0,0.0,5.0,0.0,7.1,14.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,347.6,43.0,21.4,15.0,False,flat,23.9,0.0,False,0.0,False,0.0,0.0,23.0,29.0,24.1,Bottom 25%,17.5,-3.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,44.19,0.0,0.0,3.0,0.0,0.0,3.0,-0.18,-0.23,0.0,0.0,0.0,3.01,0.0,0.0,84.0,0,,2,RELIABLE/WATCH (+2),,0.0,22,0.2382,BAJA,0.0,-14.6,61.6,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
QSR,0.0,,,,2.0,Restaurant Brands International,59.8,Consumer Cyclical,Restaurants,100.0,30.0,44.0,50.0,60.0,74.61,34047295488.0,35.0,34.8,False,down,77.9,True,1.0,-6.1,False,0.0,5.9,4.7,False,81.96,-9.0,6.0,False,"{'roe_pct': 28.1, 'debt_to_equity': 2.96, 'current_ratio': 0.99, 'operating_margin_pct': 25.9}","{'eps_growth_yoy': 77.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.0}",85.46,100.0,78.0,24.0,buy,14.5,201.66,170.3,92.1,23.4,4.85,4.76,3.44,80.7,3.41,True,-0.09,4.6,100.0,22.0,2026-08-06,False,False,6.0,NEUTRAL,5.24,51.7,0.17,,,,,,9.0,0.0,0.6,17.9,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,298.3,23.0,18.5,35.0,False,down,34.8,0.0,True,1.0,False,0.0,2.0,25.0,29.0,17.2,Bottom 25%,15.0,-3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,34.02,0.0,0.0,3.0,0.0,3.0,5.0,-0.24,-0.54,0.0,0.0,0.0,1.81,2.0,2.0,50.0,1,Pershing Square (Ackman),-8,RELIABLE/AVOID (-8),,0.0,29,0.0199,BAJA,22.48,23.4,-82.4,,⚪ WEAK,🔴 Weak,,,,,,,
FICO,87.3913043478261,Excellent,Stage 2 Strong,28.46920723257614,28.8,Fair Isaac Corporation,76.7,Technology,Software - Application,100.0,90.0,36.0,70.0,65.0,1210.52,28073056256.0,15.0,23.5,False,up,45.5,True,2.0,28.9,True,2.0,11.2,6.7,True,1998.01,-39.4,0.0,False,"{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'eps_growth_yoy': 45.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}",1534.55,2400.0,707.0,20.0,buy,26.8,1335.91,10.4,897.0,-25.9,2.6,31.5,,,0.09,True,-6.45,7.2,69.0,14.0,2026-07-29,False,True,7.0,NEUTRAL,2.97,996.8,0.32,,,,,,34.599999999999994,35.0,8.6,23.0,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",LOW_FLOAT,22.5,40.0,66.6,15.0,False,up,23.5,2.0,True,2.0,True,2.0,8.0,22.0,29.0,27.6,Bajo 50%,20.1,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,36.12,0.0,0.0,0.0,0.0,3.0,5.0,0.33,0.46,0.0,0.0,0.0,3.35,0.0,5.0,48.0,0,,-5,MIXED/AVOID (-5),WATCH,10.0,37,0.288,BAJA,43.86565217391305,10.4,34.6,MEDIA,⚪ WEAK,🔴 Weak,BUY,90.0,Good pullback (-39.4% from high) - valid VCP setup | Elevated P/E (40.5) - watch valuation | Strong upside (+26.8%) - analyst support,-39.4,NEUTRAL,BUY,True
BRO,89.525,Excellent,Stage 2 Strong,22.068235464076867,14.1,"Brown & Brown, Inc.",76.0,Financial Services,Insurance Brokers,100.0,90.0,36.0,75.0,50.0,68.5,23217926144.0,15.0,19.5,False,up,84.4,True,2.0,50.5,True,1.0,7.3,5.7,False,108.08,-36.6,0.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",74.06,90.0,55.0,16.0,hold,8.1,66.09,-3.5,30.4,-55.6,6.56,4.49,0.93,20.5,0.65,True,-1.63,5.0,-3.2,12.0,2026-07-27,False,True,4.0,NEUTRAL,5.52,175.4,,,,,,,25.8,35.8,4.2,22.8,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,292.0,43.0,62.8,15.0,False,up,19.5,2.0,True,2.0,True,1.0,8.0,17.0,29.0,44.8,Bajo 50%,29.1,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,32.605,0.0,0.0,6.0,0.0,3.0,0.0,1.8,3.58,3.0,0.0,1.5,1.01,0.0,0.0,14.0,0,,-8,RELIABLE/AVOID (-8),BEST,5.0,44,0.1411,BAJA,44.8625,-3.5,37.6,MEDIA,⚪ WEAK,🔴 Weak,BUY,85.0,Good pullback (-36.6% from high) - valid VCP setup,-36.6,NEUTRAL,HOLD,False
HESAY,0.0,,,,3.1,Hermes International SA,57.5,Consumer Cyclical,Luxury Goods,60.0,50.0,36.0,95.0,55.0,187.46,196345249792.0,15.0,4.1,False,down,,,0.0,,,0.0,,,False,284.4,-34.1,0.0,False,"{'roe_pct': 25.2, 'debt_to_equity': 0.12, 'current_ratio': 4.99, 'operating_margin_pct': 41.4}",{'profit_margin_pct': 28.3},242.0,265.0,215.0,3.0,none,29.1,56.75,-69.7,49.1,-73.8,2.06,3.86,1.13,31.3,0.61,,,,0.9,14.0,2026-07-29,False,True,8.0,STRONG,3.66,37.5,17.58,,,,,,0.0,0.0,0.9,17.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,343.0,43.0,18.2,15.0,False,down,4.1,0.0,,0.0,,0.0,0.0,,29.0,,Sin datos suficientes,4.1,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,40.155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.82,0.0,0.0,0.0,3.64,0.0,10.0,97.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,44,0.0307,BAJA,0.0,-69.7,100.8,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ERIE,0.0,,,,15.2,Erie Indemnity Company,53.7,Financial Services,Insurance Brokers,60.0,40.0,36.0,90.0,50.0,238.47,12469564416.0,15.0,19.1,False,up,-13.9,True,1.0,-4.5,True,1.0,11.7,13.3,True,380.67,-37.4,0.0,False,"{'roe_pct': 25.9, 'debt_to_equity': 0.02, 'current_ratio': 1.29, 'operating_margin_pct': 16.9}","{'eps_growth_yoy': -13.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.0}",,,,,none,,181.07,-24.1,105.3,-55.8,3.59,9.69,2.37,51.8,1.8,False,,,4.3,15.0,2026-07-30,False,True,4.0,NEUTRAL,,,1.96,,,,,,5.0,0.0,4.6,16.1,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,25.1,40.0,20.7,15.0,False,up,19.1,2.0,True,1.0,True,1.0,5.0,17.0,29.0,44.8,Bajo 50%,29.1,0.0,3.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,40.054,0.0,0.0,3.0,3.0,0.0,1.0,,,,,0.0,,0.0,0.0,,0,,0,MIXED/INSUFFICIENT (0),,0.0,0,0.1519,BAJA,0.0,-40.0,,,⚪ WEAK,🔴 Weak,,,,,,,
AXP,0.0,,,,3.1,American Express Company,64.0,Financial Services,Credit Services,80.0,50.0,44.0,85.0,60.0,355.06,242266832896.0,35.0,45.6,False,up,3.0,True,1.0,5.9,False,0.0,2.0,3.4,False,387.49,-8.4,0.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 1.78, 'current_ratio': 1.57, 'operating_margin_pct': 21.2}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.3}",374.94,450.0,319.0,25.0,buy,5.6,,,282.48,-20.4,,,1.07,21.3,1.1,True,-2.69,,12.3,9.0,2026-07-24,False,True,4.0,NEUTRAL,,,1.0,,,,,,5.0,0.0,0.9,19.2,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,529.2,45.0,20.1,35.0,False,up,45.6,2.0,True,1.0,False,0.0,2.0,7.0,29.0,79.3,Top 25%,38.2,3.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,31.755000000000003,0.0,0.0,0.0,0.0,3.0,3.0,0.73,3.59,3.0,0.0,0.0,0.7,-3.0,0.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,34,0.0307,BAJA,7.9,-7.4,26.0,MEDIA,⚪ WEAK,🔴 Weak,,,,,,,
VRSK,88.6842105263158,Excellent,Stage 2 Strong,25.246375757748584,6.7,"Verisk Analytics, Inc.",55.5,Industrials,Consulting Services,65.0,50.0,36.0,65.0,65.0,190.54,24964900864.0,15.0,17.9,False,flat,-7.5,True,1.0,1.3,False,0.0,5.6,2.0,False,305.73,-37.7,0.0,False,"{'current_ratio': 1.02, 'operating_margin_pct': 45.0}","{'eps_growth_yoy': -7.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.3}",220.47,275.0,185.0,17.0,buy,15.7,114.49,-39.9,64.6,-66.1,3.78,7.21,1.03,28.2,0.63,True,-8.21,7.7,3.4,14.0,2026-07-29,False,True,7.0,NEUTRAL,4.55,113.1,4.58,,,,,,5.100000000000001,35.5,2.0,16.6,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,130.6,47.0,54.1,15.0,False,flat,17.9,0.0,True,1.0,False,0.0,2.0,11.0,29.0,65.5,Medio,34.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,30.235000000000007,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.96,2.0,5.0,35.0,0,,-8,RELIABLE/AVOID (-8),BEST,8.0,42,0.0665,BAJA,42.3921052631579,-39.9,68.7,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
MSI,0.0,,,,29.9,"Motorola Solutions, Inc.",44.2,Technology,Communication Equipment,50.0,30.0,36.0,60.0,55.0,413.71,68674031616.0,15.0,16.6,False,down,-28.7,False,0.0,-1.8,False,0.0,2.6,3.1,False,492.22,-16.0,0.0,False,"{'roe_pct': 99.3, 'debt_to_equity': 3.74, 'current_ratio': 1.07, 'operating_margin_pct': 19.8}","{'eps_growth_yoy': -28.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.6}",506.55,530.0,470.0,11.0,none,22.4,160.9,-61.1,122.9,-70.3,2.64,10.93,1.16,37.1,1.12,True,-1.26,7.7,-6.9,15.0,2026-07-30,False,True,6.0,NEUTRAL,4.1,161.2,,,,,,,0.0,0.0,9.0,13.3,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.9x ratio, 45% up volume)",HIGH_FLOAT,165.2,47.0,22.2,15.0,False,down,16.6,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,16.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,30.174999999999997,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.0,2.0,38.0,0,,-8,RELIABLE/AVOID (-8),,0.0,12,0.2993,BAJA,0.0,-61.1,88.1,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
NUE,0.0,,,,5.5,Nucor Corporation,71.8,Basic Materials,Steel,85.0,70.0,54.0,80.0,60.0,234.16,53327818752.0,60.0,70.1,False,flat,23.2,True,1.0,12.3,True,1.0,2.5,2.4,False,270.9,-13.6,1.0,False,"{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}",267.5,285.0,224.0,16.0,buy,14.2,,,304.2,29.9,-0.72,-1.69,0.96,22.0,1.41,True,-0.98,22.4,382.1,12.0,2026-07-27,False,True,6.0,NEUTRAL,4.64,11.9,0.04,,,,,,3.0,0.0,1.6,21.5,2026-07-15 06:25:15,2026-07-15,UNKNOWN,CAUTION,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,222.3,43.0,23.2,60.0,False,flat,70.1,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,70.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,30.095,0.0,10.0,-5.0,0.0,3.0,5.0,2.81,4.16,1.0,0.0,1.5,1.78,2.0,2.0,93.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,26,0.0547,BAJA,8.68,22.0,-15.7,,⚪ WEAK,🔴 Weak,,,,,,,
