ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
AEBI,0.0,50.0,0.0,,,Aebi Schmidt Holding AG,69.9,Industrials,Farm & Heavy Construction Machinery,50.0,100.0,79.4,60.0,50.0,14.71,1137697664.0,80.0,83.6,False,up,,,0.0,58.0,True,2.0,,7.2,False,33.0,-55.4,,,"{'debt_to_equity': 1.0, 'current_ratio': 2.1, 'operating_margin_pct': 3.9}",{'profit_margin_pct': 0.8},15.75,16.5,15.0,2.0,none,7.1,,,1.4,-90.5,,,,,,100.0,0.0,0.0,,12.0,0.0,15.0,21.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEDIUM_FLOAT,36.7,40.0,36.0,80.0,False,up,83.6,5.0,,0.0,True,2.0,2.0,2,55.0,98.2,Top 10%,71.9,5.0,0.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,0/3,50.96,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MRP,0.0,50.0,22.8,,,"Millrose Properties, Inc.",63.0,Real Estate,REIT - Residential,60.0,70.0,54.0,75.0,55.0,30.93,5134488576.0,60.0,57.9,False,flat,,,0.0,20.5,False,0.0,6.3,4.4,False,36.0,-14.1,6.0,False,"{'roe_pct': 4.0, 'debt_to_equity': 0.34, 'current_ratio': 64.22, 'operating_margin_pct': 85.3}",{'profit_margin_pct': 52.8},38.6,40.0,35.0,5.0,none,24.8,,,13.1,-57.6,,,,,,70.0,0.0,0.0,,12.899999999999999,0.0,15.0,18.9,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",HIGH_FLOAT,153.3,30.0,33.9,60.0,False,flat,57.9,0.0,,0.0,False,0.0,0.0,38,55.0,32.7,Bajo 50%,21.8,0.0,1.0,3.0,5.0,0.0,0.0,5.0,5.0,False,1/3,50.2,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
MMS,0.0,50.0,4.779999999999999,,,"Maximus, Inc.",47.8,Industrials,Specialty Business Services,50.0,40.0,24.0,80.0,60.0,73.27,3996773888.0,15.0,1.7,False,down,,,0.0,-1.2,True,1.0,8.0,4.8,True,100.0,-26.7,3.0,False,"{'roe_pct': 22.1, 'debt_to_equity': 0.97, 'current_ratio': 2.34, 'operating_margin_pct': 10.9}",{'profit_margin_pct': 6.9},110.0,125.0,95.0,2.0,none,50.1,123.75,68.9,195.6,167.0,,,,,,100.0,0.0,0.0,,10.0,0.0,15.0,14.3,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",HIGH_FLOAT,53.8,40.0,29.3,15.0,False,down,1.7,0.0,,0.0,True,1.0,2.0,22,55.0,61.8,Medio,31.3,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,0/3,50.12,8.0,0.0,🔵 DECENT,🟡 Average,,,,,,,
NIC,0.0,50.0,36.99,,,Nicolet Bankshares Inc.,69.9,Financial Services,Banks - Regional,60.0,80.0,80.6,65.0,60.0,156.96,2324804608.0,95.0,91.4,False,up,,,0.0,12.8,True,2.0,5.8,4.5,False,162.77,-3.6,8.0,True,"{'roe_pct': 12.4, 'operating_margin_pct': 52.8}",{'profit_margin_pct': 38.9},175.0,190.0,157.0,5.0,buy,11.5,,,199.51,27.1,,,,,,80.0,0.0,0.0,,54.0,0.0,15.0,21.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,80,"Strong institutional buying (1.5x ratio, 59% up volume)",LOW_FLOAT,12.8,15.0,36.0,95.0,False,up,91.4,5.0,,0.0,True,2.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,1.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,49.96,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-0.9% from high) - poor entry point,-0.9,NEUTRAL,BUY,False
PROP,0.0,50.0,0.0,,,Prairie Operating Co.,56.5,Energy,Oil & Gas E&P,55.0,80.0,24.0,55.0,70.0,1.78,106170960.0,15.0,2.9,False,flat,,,0.0,879.0,False,0.0,23.1,5.2,True,7.769,-77.1,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 1.61, 'current_ratio': 0.83, 'operating_margin_pct': 46.3}",{'profit_margin_pct': 13.5},3.33,5.0,2.0,3.0,buy,87.3,,,,,,,,,,100.0,0.0,0.0,,5.0,0.0,15.0,17.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (1.0x ratio, 45% up volume)",MEDIUM_FLOAT,37.8,50.0,32.0,15.0,False,flat,2.9,0.0,,0.0,False,0.0,0.0,23,55.0,60.0,Medio,30.9,0.0,0.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,49.599999999999994,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FPI,0.0,50.0,28.45,,,Farmland Partners Inc.,59.5,Real Estate,REIT - Specialty,60.0,50.0,71.4,65.0,50.0,12.62,566806912.0,60.0,69.4,False,up,,,0.0,-47.6,True,2.0,7.4,5.4,False,12.665,-0.4,6.0,False,"{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}",{'profit_margin_pct': 60.2},13.0,14.0,12.5,3.0,hold,3.0,,,12.6,-0.2,,,,,,70.0,0.0,0.0,,15.0,0.0,15.0,17.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,100,"Strong institutional buying (2.2x ratio, 67% up volume)",MEDIUM_FLOAT,39.7,35.0,32.8,60.0,False,up,69.4,2.0,,0.0,True,2.0,2.0,19,55.0,67.3,Medio,33.8,0.0,1.0,5.0,5.0,0.0,0.0,5.0,5.0,False,1/3,48.8,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
RRBI,0.0,50.0,30.68,,,"Red River Bancshares, Inc.",66.8,Financial Services,Banks - Regional,60.0,70.0,83.0,65.0,50.0,88.36,581109248.0,80.0,87.0,False,up,,,0.0,11.3,True,1.0,2.0,2.2,False,93.9,-5.9,8.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 44.9}",{'profit_margin_pct': 34.1},93.5,97.0,90.0,2.0,none,5.8,,,168.43,90.6,,,,,,70.0,0.0,0.0,,50.0,0.0,15.0,20.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,85,"Strong institutional buying (2.0x ratio, 65% up volume)",MICRO_FLOAT,5.1,15.0,35.0,80.0,False,up,87.0,5.0,,0.0,True,1.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,48.72,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-4.0% from high) - poor entry point,-4.0,NEUTRAL,NONE,False
NLCP,0.0,50.0,19.4,,,"NewLake Capital Partners, Inc.",59.0,Real Estate,REIT - Specialty,60.0,50.0,53.9,85.0,50.0,14.936,312539872.0,35.0,48.9,False,up,,,0.0,0.6,False,0.0,,,False,16.75,-10.8,5.0,False,"{'roe_pct': 6.7, 'debt_to_equity': 0.02, 'current_ratio': 2.75, 'operating_margin_pct': 54.9}",{'profit_margin_pct': 51.3},15.5,16.0,15.0,2.0,none,3.8,24.81,66.1,12.7,-15.0,,,,,,70.0,0.0,0.0,,25.700000000000003,0.0,15.0,17.7,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 59% up volume)",LOW_FLOAT,16.3,15.0,32.7,35.0,False,up,48.9,2.0,,0.0,False,0.0,0.0,19,55.0,67.3,Medio,33.8,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,False,2/3,48.599999999999994,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AROW,0.0,50.0,30.64,,,Arrow Financial Corporation,66.4,Financial Services,Banks - Regional,60.0,80.0,68.3,65.0,50.0,33.61,552727936.0,80.0,76.1,False,up,,,0.0,26.3,True,1.0,0.7,1.4,False,36.44,-7.8,8.0,True,"{'roe_pct': 10.6, 'operating_margin_pct': 40.7}",{'profit_margin_pct': 27.8},34.5,34.5,34.5,1.0,none,2.6,,,79.5,136.5,,,,,,90.0,0.0,0.0,,30.0,0.0,15.0,19.9,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",LOW_FLOAT,14.0,50.0,34.9,80.0,False,up,76.1,5.0,,0.0,True,1.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,0/3,48.56,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
NGS,0.0,50.0,36.6,,,"Natural Gas Services Group, Inc",66.0,Energy,Oil & Gas Equipment & Services,55.0,60.0,91.0,75.0,50.0,38.03,477995904.0,100.0,99.7,True,up,,,0.0,6.7,True,1.0,1.7,1.2,False,38.37,-0.9,8.0,True,"{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}",{'profit_margin_pct': 11.2},41.5,45.0,39.0,4.0,none,9.1,,,22.05,-42.0,,,,,,90.0,0.0,0.0,,49.8,0.0,15.0,19.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 60% up volume)",LOW_FLOAT,11.5,15.0,34.8,100.0,True,up,99.7,10.0,,0.0,True,1.0,2.0,11,55.0,81.8,Top 25%,51.3,3.0,0.0,5.0,10.0,0.0,0.0,5.0,5.0,False,2/3,48.400000000000006,8.0,0.0,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-0.5% from high) - poor entry point,-0.5,NEUTRAL,NONE,False
WMG,0.0,50.0,5.1,,,Warner Music Group Corp.,51.0,Communication Services,Entertainment,50.0,70.0,24.0,45.0,70.0,27.43,14327955456.0,15.0,0.0,False,flat,,,0.0,24.0,False,0.0,5.5,3.6,False,35.14,-21.9,3.0,False,"{'roe_pct': 39.8, 'debt_to_equity': 5.56, 'current_ratio': 0.7, 'operating_margin_pct': 17.8}",{'profit_margin_pct': 4.4},37.44,46.0,30.0,18.0,buy,36.5,73.19,166.8,5.7,-79.2,,,,,,100.0,0.0,0.0,,6.0,0.0,15.0,15.3,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",HIGH_FLOAT,145.4,35.0,30.3,15.0,False,flat,0.0,0.0,,0.0,False,0.0,0.0,45,55.0,20.0,Bottom 25%,12.8,-3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,False,1/3,48.4,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFS,0.0,50.0,18.78,,,"Saul Centers, Inc.",52.8,Real Estate,REIT - Retail,55.0,60.0,46.7,40.0,60.0,34.07,1172833024.0,35.0,33.0,False,up,,,0.0,6.0,True,1.0,3.0,5.2,False,37.89,-10.1,5.0,False,"{'roe_pct': 10.3, 'debt_to_equity': 3.28, 'current_ratio': 0.95, 'operating_margin_pct': 43.1}",{'profit_margin_pct': 13.8},45.5,47.0,44.0,2.0,none,33.5,50.0,46.8,11.4,-66.5,,,,,,100.0,0.0,0.0,,18.0,0.0,15.0,15.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 53% up volume)",LOW_FLOAT,13.6,35.0,30.8,35.0,False,up,33.0,2.0,,0.0,True,1.0,2.0,13,55.0,78.2,Top 25%,49.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,False,1/3,48.120000000000005,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ACNB,0.0,50.0,23.03,,,ACNB Corporation,65.3,Financial Services,Banks - Regional,60.0,80.0,57.6,65.0,60.0,49.41,513113568.0,60.0,53.2,False,down,,,0.0,50.7,False,0.0,1.1,4.0,False,53.89,-8.3,6.0,False,"{'roe_pct': 10.2, 'operating_margin_pct': 41.9}",{'profit_margin_pct': 25.3},56.67,57.0,56.0,3.0,buy,14.7,,,108.0,118.6,,,,,,70.0,0.0,0.0,,18.0,0.0,15.0,19.6,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MICRO_FLOAT,10.0,35.0,34.6,60.0,False,down,53.2,0.0,,0.0,False,0.0,0.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,48.120000000000005,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AMRZ,0.0,50.0,22.27,,,Amrize Ltd,72.7,Basic Materials,Building Materials,55.0,80.0,91.0,80.0,60.0,65.86,37191282688.0,100.0,100.0,True,up,,,0.0,36.4,False,0.0,,3.5,False,65.94,-0.1,,,"{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}",{'profit_margin_pct': 10.0},66.12,75.0,57.0,20.0,buy,0.4,43.18,-34.4,21.4,-67.5,,,,,,80.0,0.0,0.0,,25.0,0.0,15.0,21.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,493.1,38.0,36.8,100.0,True,up,100.0,10.0,,0.0,False,0.0,0.0,4,55.0,94.5,Top 10%,65.4,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,48.08,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ADC,0.0,50.0,28.23,,,Agree Realty Corporation,57.3,Real Estate,REIT - Retail,60.0,60.0,50.3,55.0,60.0,79.26,9540996096.0,35.0,29.4,False,up,,,0.0,12.6,False,0.0,6.2,4.0,False,79.65,-0.5,6.0,False,"{'roe_pct': 3.5, 'debt_to_equity': 0.53, 'current_ratio': 0.34, 'operating_margin_pct': 48.3}",{'profit_margin_pct': 28.4},82.31,92.0,75.0,18.0,buy,3.8,83.7,5.6,24.78,-68.7,,,,,,100.0,0.0,0.0,,16.0,0.0,15.0,17.2,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 57% up volume)",HIGH_FLOAT,117.7,35.0,32.2,35.0,False,up,29.4,2.0,,0.0,False,0.0,0.0,13,55.0,78.2,Top 25%,49.1,3.0,1.0,5.0,5.0,0.0,0.0,5.0,5.0,False,1/3,47.92,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BWFG,0.0,50.0,25.98,,,"Bankwell Financial Group, Inc.",64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,47.89,378328256.0,60.0,74.6,False,flat,,,0.0,34.6,False,0.0,2.6,5.4,False,51.54,-7.1,7.0,True,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,8.6,,,133.5,178.8,,,,,,100.0,0.0,0.0,,20.0,0.0,15.0,19.4,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MICRO_FLOAT,6.0,35.0,34.4,60.0,False,flat,74.6,0.0,,0.0,False,0.0,0.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,1/3,47.92,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FRST,0.0,50.0,25.96,,,Primis Financial Corp.,64.6,Financial Services,Banks - Regional,60.0,60.0,76.7,65.0,65.0,13.27,327707744.0,80.0,78.0,False,up,,,0.0,5.7,True,1.0,1.2,3.4,False,14.55,-8.8,7.0,True,"{'roe_pct': 14.7, 'operating_margin_pct': 47.4}",{'profit_margin_pct': 29.1},16.0,16.0,16.0,1.0,strong_buy,20.6,,,24.9,87.6,,,,,,90.0,0.0,0.0,,27.0,0.0,15.0,19.4,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (1.0x ratio, 45% up volume)",LOW_FLOAT,21.9,40.0,34.4,80.0,False,up,78.0,5.0,,0.0,True,1.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,47.839999999999996,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CBK,0.0,50.0,21.45,,,"Commercial Bancgroup, Inc.",64.5,Financial Services,Banks - Regional,60.0,70.0,68.7,65.0,55.0,26.62,364640416.0,90.0,84.7,True,up,,,0.0,1.8,True,2.0,2.5,5.0,False,27.825,-4.3,,,"{'roe_pct': 14.6, 'operating_margin_pct': 55.5}",{'profit_margin_pct': 41.0},33.0,33.0,33.0,1.0,none,24.0,,,87.6,229.1,,,,,,100.0,0.0,0.0,,27.0,0.0,15.0,19.3,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,95,"Strong institutional buying (2.9x ratio, 72% up volume)",MICRO_FLOAT,8.7,35.0,34.3,90.0,True,up,84.7,10.0,,0.0,True,2.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,47.8,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CMPR,0.0,50.0,25.66,,,Cimpress PLC,61.6,Industrials,Specialty Business Services,50.0,90.0,60.3,40.0,60.0,71.6,1766499712.0,60.0,72.7,False,down,,,0.0,32.0,True,1.0,13.8,15.3,True,82.43,-13.1,7.0,True,"{'current_ratio': 0.68, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 0.7},97.5,100.0,95.0,2.0,none,36.2,111.84,56.2,9.8,-86.3,,,,,,70.0,0.0,0.0,,20.0,0.0,15.0,18.5,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",LOW_FLOAT,13.7,50.0,33.5,60.0,False,down,72.7,0.0,,0.0,True,1.0,2.0,22,55.0,61.8,Medio,31.3,0.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,47.64,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FULT,0.0,50.0,30.4,,,Fulton Financial Corporation,64.0,Financial Services,Banks - Regional,60.0,70.0,63.9,65.0,60.0,21.17,3808380160.0,60.0,72.2,False,up,,,0.0,3.3,True,2.0,7.2,5.3,False,22.99,-7.9,8.0,True,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},23.0,24.0,22.0,5.0,buy,8.6,,,62.4,194.8,,,,,,90.0,0.0,0.0,,28.0,0.0,15.0,19.2,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 53% up volume)",HIGH_FLOAT,177.4,35.0,34.2,60.0,False,up,72.2,2.0,,0.0,True,2.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,1.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.6,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
OFLX,0.0,50.0,21.740000000000002,,,"Omega Flex, Inc.",52.4,Industrials,Specialty Industrial Machinery,55.0,30.0,53.0,85.0,50.0,36.4,367433344.0,35.0,43.8,False,up,,,0.0,-10.1,False,0.0,4.4,2.8,False,42.08,-13.5,6.0,False,"{'roe_pct': 19.1, 'debt_to_equity': 0.06, 'current_ratio': 5.61, 'operating_margin_pct': 17.3}",{'profit_margin_pct': 16.1},,,,,none,,19.43,-46.6,15.9,-56.3,,,,,,100.0,0.0,0.0,,18.0,0.0,15.0,15.7,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MICRO_FLOAT,3.5,35.0,30.7,35.0,False,up,43.8,2.0,,0.0,False,0.0,0.0,9,55.0,85.5,Top 25%,55.5,3.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,47.566,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FIGR,0.0,50.0,0.0,,,"Figure Technology Solutions, In",63.5,Financial Services,Capital Markets,60.0,80.0,36.0,75.0,70.0,29.75,6420334080.0,15.0,1.6,False,down,,,0.0,56.5,False,0.0,8.9,3.4,True,78.0,-61.9,,,"{'debt_to_equity': 0.69, 'current_ratio': 2.26, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 34.1},60.25,75.0,42.0,8.0,buy,102.5,,,7.8,-73.8,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,19.0,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (0.7x ratio, 42% up volume)",HIGH_FLOAT,128.4,40.0,34.0,15.0,False,down,1.6,0.0,,0.0,False,0.0,0.0,41,55.0,27.3,Bajo 50%,15.3,0.0,3.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,0/3,47.4,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
INDV,0.0,50.0,25.33,,,"Indivior Pharmaceuticals, Inc.",58.3,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,50.0,74.0,50.0,70.0,33.06,4133307904.0,80.0,85.9,False,down,,,0.0,5.0,False,0.0,9.9,6.5,True,38.0,-13.0,7.0,True,"{'current_ratio': 0.95, 'operating_margin_pct': 36.9}",{'profit_margin_pct': 10.5},45.57,50.0,36.0,7.0,strong_buy,37.8,47.7,44.3,29.4,-11.1,,,,,,100.0,0.0,0.0,,26.0,0.0,15.0,17.5,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 35% up volume)",HIGH_FLOAT,106.8,50.0,32.5,80.0,False,down,85.9,3.0,,0.0,False,0.0,0.0,5,55.0,92.7,Top 10%,64.6,5.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,47.32,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AMH,0.0,50.0,0.0,,,American Homes 4 Rent,55.5,Real Estate,REIT - Residential,60.0,60.0,24.0,75.0,65.0,29.86,12615339008.0,15.0,2.3,False,down,,,0.0,9.6,True,1.0,4.1,2.3,False,39.49,-24.4,1.0,False,"{'roe_pct': 6.6, 'debt_to_equity': 0.66, 'current_ratio': 2.19, 'operating_margin_pct': 25.5}",{'profit_margin_pct': 24.5},36.12,40.0,32.0,21.0,buy,21.0,28.6,-4.2,11.8,-60.5,,,,,,90.0,0.0,0.0,,0.0,0.0,15.0,16.6,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,311.9,53.0,31.6,15.0,False,down,2.3,0.0,,0.0,True,1.0,2.0,38,55.0,32.7,Bajo 50%,21.8,0.0,0.0,0.0,-5.0,0.0,0.0,5.0,5.0,False,0/3,47.2,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFST,0.0,50.0,25.78,,,"Business First Bancshares, Inc.",62.8,Financial Services,Banks - Regional,60.0,70.0,60.3,65.0,55.0,27.75,910548416.0,60.0,60.1,False,flat,,,0.0,4.4,True,2.0,0.8,2.0,False,30.32,-8.5,7.0,True,"{'roe_pct': 10.4, 'operating_margin_pct': 36.1}",{'profit_margin_pct': 28.1},32.88,35.0,31.0,4.0,none,18.5,,,83.7,201.6,,,,,,90.0,0.0,0.0,,22.0,0.0,15.0,18.8,2026-02-26 07:45:41,2026-02-26,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEDIUM_FLOAT,27.8,35.0,33.8,60.0,False,flat,60.1,0.0,,0.0,True,2.0,2.0,6,55.0,90.9,Top 10%,64.3,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,1/3,47.120000000000005,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
