ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,analyzed_at
FPI,Farmland Partners Inc.,59.5,⭐ AVERAGE,🟡 Average,60.0,50.0,71.4,65.0,50.0,60.0,74.6,False,up,,,0,-47.6,True,2,{'profit_margin_pct': 60.2},"{'revenue_growth_yoy': np.float64(-47.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(35.0), 'rs_6m': np.float64(13.6), 'rs_line_percentile': 74.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.3}",12.96,582077440,Real Estate,REIT - Specialty,7.6,4.9,False,12.995,-0.3,7.0,True,13.0,14.0,12.5,3.0,hold,0.3,,,12.6,-2.8,2026-02-26T08:34:25.948275
BSBK,Bogota Financial Corp.,59.5,⭐ AVERAGE,🟡 Average,55.0,90.0,36.0,55.0,50.0,15.0,12.2,False,flat,,,0,44.5,True,1,{'profit_margin_pct': 12.0},"{'revenue_growth_yoy': np.float64(44.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-4.9), 'rs_6m': np.float64(-18.0), 'rs_line_percentile': 12.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 1.5, 'operating_margin_pct': 17.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",8.42,109196440,Financial Services,Banks - Regional,0.3,7.5,False,9.5,-11.4,3.0,False,,,,,none,,,,1.7,-79.8,2026-02-26T08:33:17.510873
CDTX,"Cidara Therapeutics, Inc.",59.3,⭐ AVERAGE,🟡 Average,50.0,50.0,89.0,60.0,50.0,95.0,94.6,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(95.9), 'rs_6m': np.float64(330.0), 'rs_line_percentile': 94.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -68.7, 'debt_to_equity': 0.0, 'current_ratio': 4.62}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.1}",221.38,6961583616,Healthcare,Biotechnology,6.4,1.3,False,221.42,-0.0,7.0,True,221.5,221.5,221.5,3.0,hold,0.1,,,,,2026-02-26T08:32:47.855110
EVMN,"Evommune, Inc.",59.2,⭐ AVERAGE,🟡 Average,50.0,50.0,71.0,70.0,70.0,80.0,86.6,False,up,,,0,,,0,{},{},"{'rs_3m': np.float64(50.1), 'rs_line_percentile': 86.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'debt_to_equity': 0.01, 'current_ratio': 7.87, 'operating_margin_pct': -133.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 80.8}",29.86,941309376,Healthcare,Biotechnology,10.0,2.7,True,33.2,-10.1,,,54.0,65.0,48.0,6.0,strong_buy,80.8,,,,,2026-02-26T08:33:23.420354
BPRN,"Princeton Bancorp, Inc.",59.1,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,60.0,50.0,60.0,51.2,False,down,,,0,7.5,True,1,{'profit_margin_pct': 24.0},"{'revenue_growth_yoy': np.float64(7.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(1.9), 'rs_6m': np.float64(0.1), 'rs_line_percentile': 51.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 7.0, 'operating_margin_pct': 40.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 8.1}",34.69,234712528,Financial Services,Banks - Regional,0.9,3.3,False,37.99,-8.7,5.0,False,37.5,37.5,37.5,1.0,none,8.1,,,52.57,51.5,2026-02-26T08:31:23.596744
TCBI,"Texas Capital Bancshares, Inc.",59.1,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,60.0,50.0,60.0,72.2,False,up,,,0,16.8,False,0,{'profit_margin_pct': 27.5},"{'revenue_growth_yoy': np.float64(16.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(8.4), 'rs_6m': np.float64(6.7), 'rs_line_percentile': 72.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.4, 'operating_margin_pct': 42.5}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.3}",99.47,4540167168,Financial Services,Banks - Regional,5.6,4.5,False,108.92,-8.7,8.0,True,105.79,115.0,88.0,14.0,hold,6.3,,,203.7,104.8,2026-02-26T08:31:06.125437
ARX,Accelerant Holdings,59.0,⭐ AVERAGE,🟡 Average,50.0,100.0,15.0,60.0,70.0,15.0,3.1,False,down,,,0,65.6,True,2,{'profit_margin_pct': -182.9},"{'revenue_growth_yoy': np.float64(65.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-29.3), 'rs_6m': np.float64(-73.0), 'rs_line_percentile': 3.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': -280.1, 'debt_to_equity': 0.17, 'current_ratio': 32.67, 'operating_margin_pct': 0.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 96.9}",10.24,2271437312,Financial Services,Insurance Brokers,,1.7,False,31.18,-67.2,,,20.17,36.0,13.0,9.0,buy,96.9,,,,,2026-02-26T08:31:04.958017
ITW,Illinois Tool Works Inc.,59.0,⭐ AVERAGE,🟡 Average,55.0,60.0,63.9,65.0,50.0,60.0,55.8,False,up,,,0,6.6,True,1,{'profit_margin_pct': 19.1},"{'revenue_growth_yoy': np.float64(6.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(16.3), 'rs_6m': np.float64(2.2), 'rs_line_percentile': 55.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 93.7, 'debt_to_equity': 2.86, 'current_ratio': 1.21, 'operating_margin_pct': 26.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -3.8}",289.74,83503063040,Industrials,Specialty Industrial Machinery,3.1,5.5,False,303.16,-4.4,7.0,True,278.62,312.0,219.0,16.0,hold,-3.8,132.61,-54.2,104.9,-63.8,2026-02-26T08:34:18.594827
SPFX,Standard Premium Finance Holdin,58.8,⭐ AVERAGE,🟡 Average,50.0,80.0,56.6,50.0,50.0,35.0,49.9,False,down,,,0,110.7,False,0,{},"{'revenue_growth_yoy': np.float64(110.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(21.0), 'rs_6m': np.float64(7.3), 'rs_line_percentile': 49.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}",{},"{'days_to_earnings': 'N/A', 'recommendation': 'none'}",1.95,5852373,Financial Services,Credit Services,,,False,2.4099,-19.1,6.0,False,,,,,none,,,,2.6,33.3,2026-02-26T08:35:35.183767
IMVT,"Immunovant, Inc.",58.5,⭐ AVERAGE,🟡 Average,50.0,50.0,86.3,45.0,70.0,95.0,94.3,False,flat,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(12.8), 'rs_6m': np.float64(72.5), 'rs_line_percentile': 94.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 95}","{'roe_pct': -69.3, 'current_ratio': 15.74}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 51.0}",27.23,5542180864,Healthcare,Biotechnology,18.6,11.1,True,29.25,-6.9,8.0,True,41.12,57.0,22.0,16.0,buy,51.0,,,,,2026-02-26T08:34:19.804887
GBLI,"Global Indemnity Group, LLC",58.5,⭐ AVERAGE,🟡 Average,50.0,70.0,38.7,75.0,70.0,15.0,3.2,False,down,,,0,5.3,True,2,{'profit_margin_pct': 6.3},"{'revenue_growth_yoy': np.float64(5.3), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(2.1), 'rs_6m': np.float64(-11.2), 'rs_line_percentile': 3.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 4.0, 'debt_to_equity': 0.01, 'current_ratio': 1.23, 'operating_margin_pct': 14.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 98.2}",27.7499,397488288,Financial Services,Insurance - Property & Casualty,0.2,2.1,False,37.0,-25.0,2.0,False,55.0,55.0,55.0,1.0,strong_buy,98.2,94.0,238.7,19.4,-30.1,2026-02-26T08:35:05.450348
INR,"Infinity Natural Resources, Inc",58.5,⭐ AVERAGE,🟡 Average,50.0,70.0,53.9,55.0,70.0,35.0,38.9,False,up,,,0,15.4,True,1,{'profit_margin_pct': -0.8},"{'revenue_growth_yoy': np.float64(15.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(18.8), 'rs_6m': np.float64(5.6), 'rs_line_percentile': 38.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -3.1, 'debt_to_equity': 0.09, 'current_ratio': 0.52, 'operating_margin_pct': 49.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 32.0}",16.08,251324816,Energy,Oil & Gas E&P,6.0,5.2,False,20.0,-19.6,6.0,False,21.22,27.0,18.0,9.0,strong_buy,32.0,,,,,2026-02-26T08:35:16.024350
HLF,Herbalife Ltd.,58.5,⭐ AVERAGE,🟡 Average,50.0,50.0,89.0,55.0,50.0,95.0,93.1,False,up,,,0,5.5,False,0,{'profit_margin_pct': 4.5},"{'revenue_growth_yoy': np.float64(5.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(57.2), 'rs_6m': np.float64(100.6), 'rs_line_percentile': 93.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'current_ratio': 1.13, 'operating_margin_pct': 8.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -14.3}",19.26,1989764480,Consumer Defensive,Packaged Foods,9.4,6.0,True,20.34,-5.3,8.0,True,16.5,25.0,9.0,4.0,buy,-14.3,35.28,83.2,31.3,62.5,2026-02-26T08:30:37.890736
SMBK,"SmartFinancial, Inc.",58.3,⭐ AVERAGE,🟡 Average,60.0,50.0,63.9,60.0,60.0,60.0,70.2,False,up,,,0,0.6,False,0,{'profit_margin_pct': 26.1},"{'revenue_growth_yoy': np.float64(0.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(12.1), 'rs_6m': np.float64(3.8), 'rs_line_percentile': 70.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.6, 'operating_margin_pct': 38.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.2}",41.11,700075200,Financial Services,Banks - Regional,0.7,1.4,False,43.91,-6.4,8.0,True,44.5,48.0,42.0,6.0,buy,8.2,,,89.4,117.5,2026-02-26T08:34:40.288043
SRRK,Scholar Rock Holding Corporatio,58.3,⭐ AVERAGE,🟡 Average,50.0,50.0,82.7,55.0,60.0,95.0,93.2,False,flat,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(8.4), 'rs_6m': np.float64(31.0), 'rs_line_percentile': 93.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 95}","{'roe_pct': -218.0, 'debt_to_equity': 0.45, 'current_ratio': 6.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 7.2}",46.97,4791290368,Healthcare,Biotechnology,25.6,15.1,True,49.82,-5.7,8.0,True,50.36,60.0,42.0,14.0,strong_buy,7.2,,,,,2026-02-26T08:34:36.809878
NTLA,"Intellia Therapeutics, Inc.",58.3,⭐ AVERAGE,🟡 Average,50.0,60.0,61.4,60.0,70.0,35.0,25.3,False,up,,,0,7.1,True,1,{},"{'revenue_growth_yoy': np.float64(7.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(56.8), 'rs_6m': np.float64(10.1), 'rs_line_percentile': 25.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -52.1, 'debt_to_equity': 0.13, 'current_ratio': 6.21, 'operating_margin_pct': -808.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 77.8}",13.42,1554437632,Healthcare,Biotechnology,43.9,7.0,True,28.25,-52.5,5.0,False,23.86,106.0,5.0,21.0,buy,77.8,,,,,2026-02-26T08:32:09.257056
GBCS,"Selectis Health,Inc.",58.1,⭐ AVERAGE,🟡 Average,50.0,60.0,85.4,40.0,50.0,95.0,93.0,False,up,,,0,4.2,True,1,{'profit_margin_pct': -1.9},"{'revenue_growth_yoy': np.float64(4.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(78.9), 'rs_6m': np.float64(19.9), 'rs_line_percentile': 93.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'current_ratio': 0.2, 'operating_margin_pct': -2.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.2,9814592,Healthcare,Medical Care Facilities,,,False,4.5,-28.9,7.0,True,,,,,none,,0.04,-98.8,,,2026-02-26T08:32:31.411590
EVLV,"Evolv Technologies Holdings, In",58.1,⭐ AVERAGE,🟡 Average,50.0,90.0,32.0,55.0,60.0,35.0,28.2,False,down,,,0,47.3,True,1,{'profit_margin_pct': -43.8},"{'revenue_growth_yoy': np.float64(47.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-18.3), 'rs_6m': np.float64(-44.1), 'rs_line_percentile': 28.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': -51.7, 'debt_to_equity': 0.41, 'current_ratio': 1.27, 'operating_margin_pct': -20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 86.0}",5.31,927219392,Industrials,Security & Protection Services,7.3,4.7,False,8.91,-40.4,3.0,False,9.88,10.0,9.5,4.0,none,86.0,,,,,2026-02-26T08:33:58.315201
CWT,California Water Service Group,58.0,⭐ AVERAGE,🟡 Average,55.0,80.0,36.0,55.0,60.0,15.0,16.6,False,up,,,0,40.1,False,0,{'profit_margin_pct': 13.6},"{'revenue_growth_yoy': np.float64(40.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-0.4), 'rs_6m': np.float64(-6.9), 'rs_line_percentile': 16.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 8.1, 'debt_to_equity': 0.89, 'current_ratio': 0.55, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 11.5}",46.64,2779340032,Utilities,Utilities - Regulated Water,2.5,2.8,False,51.63,-9.7,3.0,False,52.0,55.0,49.0,2.0,strong_buy,11.5,,,22.8,-51.1,2026-02-26T08:34:28.385713
UTI,Universal Technical Institute I,58.0,⭐ AVERAGE,🟡 Average,50.0,50.0,75.0,70.0,50.0,60.0,61.5,False,up,,,0,6.5,False,0,{'profit_margin_pct': 6.3},"{'revenue_growth_yoy': np.float64(6.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(56.3), 'rs_6m': np.float64(23.4), 'rs_line_percentile': 61.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.4, 'debt_to_equity': 0.86, 'current_ratio': 1.14, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 7.0}",34.88,1919115264,Consumer Defensive,Education & Training Services,5.6,4.0,False,36.32,-4.0,5.0,False,37.33,40.0,36.0,6.0,none,7.0,11.0,-68.5,9.6,-72.5,2026-02-26T08:33:24.757309
FBRX,"Forte Biosciences, Inc.",57.9,⭐ AVERAGE,🟡 Average,50.0,50.0,83.0,45.0,70.0,80.0,75.6,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(45.3), 'rs_6m': np.float64(144.5), 'rs_line_percentile': 75.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -110.7, 'current_ratio': 7.34}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 124.2}",28.44,356266048,Healthcare,Biotechnology,6.5,3.2,False,35.62,-20.2,7.0,True,63.75,75.0,54.0,4.0,strong_buy,124.2,,,,,2026-02-26T08:34:45.955169
IRD,"Opus Genetics, Inc.",57.6,⭐ AVERAGE,🟡 Average,50.0,40.0,83.0,60.0,70.0,80.0,85.1,False,up,,,0,-28.4,True,1,{},"{'revenue_growth_yoy': np.float64(-28.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(71.0), 'rs_6m': np.float64(181.2), 'rs_line_percentile': 85.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -338.8, 'debt_to_equity': 0.18, 'current_ratio': 1.24, 'operating_margin_pct': -269.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 121.4}",3.5,241374720,Healthcare,Biotechnology,1.0,1.0,False,3.97,-11.8,8.0,True,7.75,9.0,6.0,12.0,strong_buy,121.4,0.39,-88.9,,,2026-02-26T08:32:41.601743
GBCI,"Glacier Bancorp, Inc.",57.6,⭐ AVERAGE,🟡 Average,60.0,60.0,50.3,60.0,55.0,35.0,49.2,False,up,,,0,17.1,False,0,{'profit_margin_pct': 24.9},"{'revenue_growth_yoy': np.float64(17.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(12.7), 'rs_6m': np.float64(-6.5), 'rs_line_percentile': 49.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 6.4, 'operating_margin_pct': 34.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 16.5}",48.5,6302155776,Financial Services,Banks - Regional,5.3,4.6,False,53.99,-10.2,7.0,True,56.5,59.0,54.0,6.0,none,16.5,,,20.0,-58.8,2026-02-26T08:30:40.193475
FAST,Fastenal Company,56.8,⭐ AVERAGE,🟡 Average,55.0,50.0,46.7,90.0,50.0,35.0,30.3,False,up,,,0,3.5,False,0,{'profit_margin_pct': 15.3},"{'revenue_growth_yoy': np.float64(3.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(9.4), 'rs_6m': np.float64(-17.8), 'rs_line_percentile': 30.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 33.3, 'debt_to_equity': 0.11, 'current_ratio': 4.85, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.1}",44.63,51243237376,Industrials,Industrial Distribution,3.5,3.8,False,50.63,-11.9,5.0,False,44.68,52.0,38.0,13.0,hold,0.1,13.44,-69.9,10.9,-75.6,2026-02-26T08:31:02.643134
FUSB,"First US Bancshares, Inc.",56.7,⭐ AVERAGE,🟡 Average,55.0,50.0,68.7,60.0,50.0,60.0,53.6,False,up,,,0,8.1,False,0,{'profit_margin_pct': 16.2},"{'revenue_growth_yoy': np.float64(8.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(7.2), 'rs_6m': np.float64(25.2), 'rs_line_percentile': 53.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.9, 'operating_margin_pct': 28.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.255,87973880,Financial Services,Banks - Regional,0.1,0.8,False,15.99,-4.6,7.0,True,,,,,none,,,,24.4,59.9,2026-02-26T08:31:41.594845
MNSB,"MainStreet Bancshares, Inc.",56.6,⭐ AVERAGE,🟡 Average,60.0,50.0,60.3,60.0,50.0,60.0,70.9,False,up,,,0,7.3,False,0,{'profit_margin_pct': 21.2},"{'revenue_growth_yoy': np.float64(7.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.6), 'rs_6m': np.float64(-7.8), 'rs_line_percentile': 70.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 7.3, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",22.76,170621984,Financial Services,Banks - Regional,3.2,4.7,False,23.44,-2.9,8.0,True,,,,,none,,,,17.6,-22.7,2026-02-26T08:35:36.385704
ALG,"Alamo Group, Inc.",56.4,⭐ AVERAGE,🟡 Average,50.0,50.0,63.0,75.0,50.0,60.0,55.9,False,up,,,0,9.0,False,0,{'profit_margin_pct': 7.2},"{'revenue_growth_yoy': np.float64(9.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(29.6), 'rs_6m': np.float64(-10.0), 'rs_line_percentile': 55.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.8, 'debt_to_equity': 0.2, 'current_ratio': 4.43, 'operating_margin_pct': 8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.1}",213.09,2581676544,Industrials,Farm & Heavy Construction Machinery,7.3,6.4,False,233.29,-8.7,5.0,False,219.75,252.0,190.0,4.0,none,3.1,172.15,-19.2,96.3,-54.8,2026-02-26T08:32:01.988358
QTIH,"QT Imaging Holdings, Inc.",56.4,⭐ AVERAGE,🟡 Average,50.0,80.0,42.0,40.0,70.0,60.0,58.4,False,down,,,0,395.2,False,0,{'profit_margin_pct': -201.7},"{'revenue_growth_yoy': np.float64(395.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-18.5), 'rs_6m': np.float64(-35.1), 'rs_line_percentile': 58.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'current_ratio': 0.89, 'operating_margin_pct': -39.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 144.2}",5.405,64461680,Healthcare,Medical Devices,1.0,0.8,False,9.2094,-41.3,3.0,False,13.2,13.2,13.2,1.0,strong_buy,144.2,,,,,2026-02-26T08:32:27.777811
KYTX,"Kyverna Therapeutics, Inc.",56.2,⭐ AVERAGE,🟡 Average,50.0,50.0,68.7,60.0,60.0,60.0,65.7,False,down,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(4.1), 'rs_6m': np.float64(106.0), 'rs_line_percentile': 65.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': -70.8, 'debt_to_equity': 0.03, 'current_ratio': 5.16}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 265.9}",8.09,482217440,Healthcare,Biotechnology,8.5,3.6,True,13.67,-40.8,5.0,False,29.6,33.0,20.0,5.0,none,265.9,,,,,2026-02-26T08:31:51.312198
EXP,Eagle Materials Inc,56.2,⭐ AVERAGE,🟡 Average,55.0,60.0,38.7,80.0,50.0,15.0,19.0,False,down,,,0,18.2,False,0,{'profit_margin_pct': 18.7},"{'revenue_growth_yoy': np.float64(18.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.4), 'rs_6m': np.float64(-14.1), 'rs_line_percentile': 19.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 28.8, 'debt_to_equity': 1.21, 'current_ratio': 4.27, 'operating_margin_pct': 24.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.1}",222.27,7126837760,Basic Materials,Building Materials,6.2,2.8,False,243.64,-8.8,3.0,False,222.55,244.0,205.0,11.0,hold,0.1,73.14,-67.1,132.3,-40.5,2026-02-26T08:31:46.366390
KYMR,"Kymera Therapeutics, Inc.",55.8,⭐ AVERAGE,🟡 Average,50.0,30.0,89.0,60.0,65.0,95.0,92.1,False,flat,,,0,-62.6,False,0,{},"{'revenue_growth_yoy': np.float64(-62.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(34.3), 'rs_6m': np.float64(98.6), 'rs_line_percentile': 92.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 95}","{'roe_pct': -32.1, 'debt_to_equity': 0.09, 'current_ratio': 7.38, 'operating_margin_pct': -3207.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 28.7}",90.68,7254311424,Healthcare,Biotechnology,14.1,12.6,True,103.0,-12.0,8.0,True,116.71,138.0,90.0,21.0,strong_buy,28.7,,,,,2026-02-26T08:34:31.984638
ABCL,AbCellera Biologics Inc.,55.8,⭐ AVERAGE,🟡 Average,50.0,80.0,24.0,60.0,70.0,15.0,21.0,False,down,,,0,77.3,False,0,{'profit_margin_pct': -194.9},"{'revenue_growth_yoy': np.float64(77.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-14.6), 'rs_6m': np.float64(-35.1), 'rs_line_percentile': 21.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': -14.5, 'debt_to_equity': 0.14, 'current_ratio': 11.32, 'operating_margin_pct': -63.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 187.4}",3.19,954878784,Healthcare,Biotechnology,21.2,10.1,True,6.515,-51.0,3.0,False,9.17,12.0,7.0,6.0,strong_buy,187.4,,,,,2026-02-26T08:35:06.544631
