ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
NDSN,Nordson Corporation,72.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,90.0,60.0,60.3,85.0,60.0,60.0,74.6,False,up,21.5,True,1,10.3,False,0,"{'eps_growth_yoy': 21.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.6}","{'revenue_growth_yoy': 10.3, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 6.4, 'rs_6m': 2.6, 'rs_line_percentile': 74.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.8, 'debt_to_equity': 0.56, 'current_ratio': 1.82, 'operating_margin_pct': 27.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.2}",314.47,17515780096,Industrials,Specialty Industrial Machinery,3.3,3.9,False,339.12,-7.3,8,True,349.71,375.0,282.0,7.0,buy,11.2,361.45,14.9,227.01,-27.8,3.5,11.02,1.2,33.2,3.76,1.08,True,-1.41,8.4,16.1,86.0,2026-12-09,False,False,7,NEUTRAL,3.65,65.0,1.06,34.2,,,,2026-09-14T04:57:42.954650
TT,Trane Technologies plc,72.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,90.0,80.0,36.0,80.0,65.0,15.0,23.8,False,down,7.3,True,2,10.6,True,2,"{'eps_growth_yoy': 7.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}","{'revenue_growth_yoy': 10.6, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -6.5, 'rs_6m': -10.8, 'rs_line_percentile': 23.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.1}",442.52,97364656128,Industrials,Building Products & Equipment,1.4,3.0,False,505.87,-12.5,4,False,526.99,575.0,422.0,21.0,buy,19.1,248.18,-43.9,134.1,-69.7,3.21,14.19,0.95,29.7,4.2,1.19,True,-1.39,18.0,5.0,45.0,2026-10-29,False,False,9,STRONG,3.88,102.0,3.56,17.5,,,,2026-09-14T04:57:09.086189
HHH,Howard Hughes Holdings Inc.,72.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (-1,133,985,280) se aparta del derivado de flujo operativo menos capex (783,653,000)",90.0,90.0,36.0,65.0,60.0,15.0,0.0,False,down,,True,2,330.2,True,1,"{'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 12.3}","{'revenue_growth_yoy': 330.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -11.2, 'rs_6m': -19.7, 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.5, 'debt_to_equity': 1.35, 'current_ratio': 3.48, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 45.7}",61.55,3675829760,Real Estate,Real Estate - Development,11.3,8.1,True,91.07,-32.4,0,False,89.67,100.0,79.0,3.0,none,45.7,,,151.8,146.6,-30.85,-18.99,,,,,False,,3.2,,56.0,2026-11-09,False,False,6,NEUTRAL,5.1,14.6,,22.4,,,,2026-09-14T05:00:11.137421
KO,The Coca-Cola Company,72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (5,218,749,952) se aparta del derivado de flujo operativo menos capex (14,229,999,616)",85.0,70.0,56.7,80.0,60.0,60.0,73.7,False,up,16.1,False,0,6.7,True,2,"{'eps_growth_yoy': 16.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}","{'revenue_growth_yoy': 6.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 4.2, 'rs_6m': -1.1, 'rs_line_percentile': 73.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.3}",88.29,379872051200,Consumer Defensive,Beverages - Non-Alcoholic,0.9,2.7,False,92.49,-4.5,8,True,94.7,104.0,75.0,23.0,buy,7.3,31.5,-64.3,56.28,-36.3,1.37,1.21,2.4,62.5,2.12,2.86,True,-0.25,12.0,16.9,36.0,2026-10-20,False,False,7,NEUTRAL,4.31,91.1,1.48,15.6,,,,2026-09-14T04:53:43.007773
MA,Mastercard Incorporated,72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,0.9925,,95.0,70.0,50.3,65.0,65.0,35.0,41.5,False,up,18.6,True,1,14.1,True,1,"{'eps_growth_yoy': 18.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}","{'revenue_growth_yoy': 14.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 13.1, 'rs_6m': -1.3, 'rs_line_percentile': 41.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 17.1}",569.19,498616074240,Financial Services,Credit Services,0.9,2.6,False,601.62,-5.4,5,False,666.71,740.0,550.0,37.0,strong_buy,17.1,618.54,8.7,401.34,-29.5,3.4,19.51,0.61,17.9,3.48,0.55,True,-3.17,28.0,22.1,45.0,2026-10-29,False,False,9,STRONG,3.77,622.8,1.12,19.7,0.2,0.01,-19.5,2026-09-14T04:53:04.828547
EQIX,"Equinix, Inc.",72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (3,776,000,000) se aparta del derivado de flujo operativo menos capex (-368,999,872)",90.0,70.0,54.0,70.0,65.0,60.0,59.7,False,flat,30.2,False,0,16.4,True,1,"{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}","{'revenue_growth_yoy': 16.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -4.6, 'rs_6m': -8.0, 'rs_line_percentile': 59.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 10.7, 'debt_to_equity': 1.62, 'current_ratio': 1.13, 'operating_margin_pct': 27.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.8}",1037.72,102393577472,Real Estate,REIT - Specialty,1.9,2.8,False,1128.68,-8.1,6,False,1233.23,1400.0,1060.0,30.0,buy,18.8,1554.22,49.8,448.42,-56.8,3.69,38.27,1.99,126.8,20.64,1.86,False,,4.0,28.8,44.0,2026-10-28,False,False,6,NEUTRAL,1.63,7.8,1.93,22.1,0.2,0.01,-21.9,2026-09-14T04:57:27.680740
UBER,"Uber Technologies, Inc.",72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (7,244,749,824) se aparta del derivado de flujo operativo menos capex (10,088,000,512)",100.0,70.0,38.7,65.0,70.0,15.0,8.3,False,down,76.7,True,2,12.2,True,1,"{'eps_growth_yoy': 76.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.3}","{'revenue_growth_yoy': 12.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 0.8, 'rs_6m': -18.3, 'rs_line_percentile': 8.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 37.2, 'debt_to_equity': 0.52, 'current_ratio': 0.84, 'operating_margin_pct': 13.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 41.2}",71.67,146390286336,Technology,Software - Application,2.3,2.4,False,101.99,-29.7,0,False,101.21,150.0,70.0,47.0,buy,41.2,150.42,109.9,136.8,90.9,4.95,3.55,,,,,True,-4.72,15.5,85.5,50.0,2026-11-03,False,False,6,NEUTRAL,3.98,133.2,0.19,32.7,0.8,0.02,-31.9,2026-09-14T05:00:06.944576
IDXX,"IDEXX Laboratories, Inc.",72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (909,368,384) se aparta del derivado de flujo operativo menos capex (1,233,284,016)",100.0,70.0,24.0,85.0,70.0,15.0,0.0,False,down,15.1,True,2,9.7,True,2,"{'eps_growth_yoy': 15.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 25.0}","{'revenue_growth_yoy': 9.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -13.3, 'rs_6m': -28.1, 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 74.2, 'debt_to_equity': 0.68, 'current_ratio': 1.17, 'operating_margin_pct': 35.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 38.5}",504.7,39760830464,Healthcare,Diagnostics & Research,3.0,3.4,False,769.98,-34.5,0,False,698.92,805.0,470.0,13.0,buy,38.5,308.05,-39.0,250.45,-50.4,2.29,11.54,,,,,True,-2.96,38.7,12.3,49.0,2026-11-02,False,False,8,STRONG,3.35,120.0,1.71,25.2,,,,2026-09-14T04:54:08.435660
NDAQ,"Nasdaq, Inc.",72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,85.0,80.0,44.0,75.0,65.0,35.0,38.0,False,up,12.2,False,0,20.5,True,1,"{'eps_growth_yoy': 12.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.0}","{'revenue_growth_yoy': 20.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.5, 'rs_6m': -8.3, 'rs_line_percentile': 38.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 16.5, 'debt_to_equity': 0.78, 'current_ratio': 1.01, 'operating_margin_pct': 49.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.3}",91.19,50973147136,Financial Services,Financial Data & Stock Exchanges,1.6,2.2,False,101.79,-10.4,4,False,109.67,135.0,84.0,15.0,buy,20.3,70.38,-22.8,48.36,-47.0,3.32,3.03,1.27,32.7,1.16,1.29,True,-2.56,8.3,14.1,38.0,2026-10-22,False,False,9,STRONG,4.18,205.3,1.38,21.1,,,,2026-09-14T04:57:01.353953
V,Visa Inc.,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.9127,"acciones × precio no cuadra con la capitalización (ratio 0.9127): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",75.0,80.0,63.9,70.0,60.0,60.0,62.5,False,flat,6.8,False,0,14.4,True,2,"{'eps_growth_yoy': 6.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}","{'revenue_growth_yoy': 14.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 11.8, 'rs_6m': 5.1, 'rs_line_percentile': 62.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 13.2}",370.45,691647676416,Financial Services,Credit Services,1.2,3.0,False,385.57,-3.9,5,False,419.36,466.0,330.0,37.0,strong_buy,13.2,,,,,2.95,11.97,0.72,22.1,2.68,0.71,True,-3.09,35.7,10.2,43.0,2026-10-27,False,False,6,NEUTRAL,3.84,381.9,2.42,19.7,,,,2026-09-14T04:52:22.557850
BAC,Bank of America Corporation,71.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,95.0,50.0,73.1,65.0,60.0,80.0,88.5,False,up,16.6,True,1,7.2,False,0,"{'eps_growth_yoy': 16.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}","{'revenue_growth_yoy': 7.2, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 9.2, 'rs_6m': 19.6, 'rs_line_percentile': 88.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.1}",62.69,438375383040,Financial Services,Banks - Diversified,0.0,0.0,False,65.23,-3.9,8,True,69.0,79.0,62.0,21.0,buy,10.1,76.49,22.0,129.9,107.2,2.88,1.8,2.04,25.9,1.28,2.35,True,-5.74,,34.1,30.0,2026-10-14,False,False,5,NEUTRAL,,,0.35,15.7,0.8,0.05,-14.9,2026-09-14T04:58:52.235464
ALLY,Ally Financial Inc.,70.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,"FCF declarado (-546,000,000) se aparta del derivado de flujo operativo menos capex (291,000,128)",100.0,70.0,39.6,60.0,65.0,15.0,12.8,False,down,16.5,True,2,11.4,True,1,"{'eps_growth_yoy': 16.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}","{'revenue_growth_yoy': 11.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -7.8, 'rs_6m': 2.0, 'rs_line_percentile': 12.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 9.7, 'operating_margin_pct': 25.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 27.8}",42.07,12797680640,Financial Services,Credit Services,4.6,5.0,False,47.29,-11.0,3,False,53.77,58.0,45.0,18.0,buy,27.8,,,57.38,36.4,-4.27,-1.79,2.85,28.2,1.2,3.2,True,-13.04,,13.5,32.0,2026-10-16,False,False,5,NEUTRAL,,,0.48,22.8,,,,2026-09-14T04:59:19.764777
DHR,Danaher Corporation,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,60.0,46.7,70.0,60.0,35.0,31.8,False,flat,56.8,False,0,5.5,True,1,"{'eps_growth_yoy': 56.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.9}","{'revenue_growth_yoy': 5.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 8.1, 'rs_6m': -8.7, 'rs_line_percentile': 31.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 7.6, 'debt_to_equity': 0.53, 'current_ratio': 1.65, 'operating_margin_pct': 19.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.5}",200.14,140695633920,Healthcare,Diagnostics & Research,1.5,2.8,False,242.8,-17.6,2,False,229.09,310.0,195.0,23.0,strong_buy,14.5,260.92,30.4,168.0,-16.1,3.07,6.15,0.8,25.7,1.6,0.44,True,-2.06,17.3,59.7,36.0,2026-10-20,False,False,5,NEUTRAL,2.74,39.2,0.36,29.7,,,,2026-09-14T04:56:14.906836
CLPBY,Coloplast A/S,70.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,DKK,True,True,False,0.9201,"acciones × precio no cuadra con la capitalización (ratio 0.9201): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (722,267,470) se aparta del derivado de flujo operativo menos capex (-158,622,",98.0,60.0,38.7,80.0,65.0,15.0,13.6,False,up,60.3,True,1,6.1,True,1,"{'eps_growth_yoy': 60.3, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7}","{'revenue_growth_yoy': 6.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 6.4, 'rs_6m': -19.9, 'rs_line_percentile': 13.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.8}",6.57,14806687744,Healthcare,Medical Instruments & Supplies,,,False,9.71,-32.3,0,False,8.33,12.2,6.7,4.0,buy,26.8,,,,,4.88,0.35,5.48,187.0,0.36,2.72,False,,4.6,32.7,,,False,False,7,NEUTRAL,19.03,105.6,0.2,34.8,,,,2026-09-14T04:54:59.044499
QSR,Restaurant Brands International Inc.,70.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.7613,"acciones × precio no cuadra con la capitalización (ratio 0.7613): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",100.0,60.0,46.7,65.0,60.0,35.0,33.8,False,flat,166.8,True,2,4.6,True,1,"{'eps_growth_yoy': 166.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1}","{'revenue_growth_yoy': 4.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 0.5, 'rs_6m': -8.2, 'rs_line_percentile': 33.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.6}",76.96,35256221696,Consumer Cyclical,Restaurants,6.3,7.9,False,81.96,-6.1,6,False,85.92,104.0,79.0,24.0,buy,11.6,,,,,4.86,4.91,3.38,63.8,2.6,3.41,True,-0.48,5.2,151.2,45.0,2026-10-29,False,False,6,NEUTRAL,5.14,51.7,0.11,23.9,0.8,0.03,-23.1,2026-09-14T05:00:02.771420
PAYX,"Paychex, Inc.",70.0,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,"FCF declarado (2,321,800,000) se aparta del derivado de flujo operativo menos capex (944,300,000)",95.0,60.0,58.7,65.0,50.0,35.0,41.5,False,up,41.5,False,0,12.5,False,0,"{'eps_growth_yoy': 41.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 26.6}","{'revenue_growth_yoy': 12.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 13.0, 'rs_6m': 12.0, 'rs_line_percentile': 41.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'debt_to_equity': 1.24, 'current_ratio': 1.15, 'operating_margin_pct': 38.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 3.0}",115.8,41222541312,Technology,Software - Application,6.4,8.9,False,135.78,-14.7,5,False,119.27,150.0,95.0,15.0,hold,3.0,276.6,138.9,146.7,26.7,5.63,6.52,4.11,90.6,4.76,2.83,True,-1.48,9.6,17.4,9.0,2026-09-23,False,True,7,NEUTRAL,5.78,106.4,0.42,30.7,,,,2026-09-14T04:53:58.887913
UNH,UnitedHealth Group Incorporated,70.0,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,95.0,60.0,62.4,50.0,65.0,60.0,53.5,False,down,61.0,False,0,0.4,True,1,"{'eps_growth_yoy': 61.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 3.1}","{'revenue_growth_yoy': 0.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -10.0, 'rs_6m': 19.1, 'rs_line_percentile': 53.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.4}",379.09,340269203456,Healthcare,Healthcare Plans,1.9,3.7,False,461.62,-17.9,6,False,475.23,529.0,313.0,26.0,buy,25.4,1146.78,202.5,466.2,23.0,7.13,27.04,2.45,57.5,9.28,1.65,True,-0.48,5.5,61.5,43.0,2026-10-27,False,False,6,NEUTRAL,4.8,173.8,0.27,20.8,0.4,0.02,-20.4,2026-09-14T04:59:15.844524
CNI,Canadian National Railway Company,69.5,⭐⭐ GOOD,🟡 Good,USD,CAD,True,True,True,1.0,"FCF declarado (2,181,418,416) se aparta del derivado de flujo operativo menos capex (1,398,940,730)",85.0,70.0,57.6,60.0,60.0,60.0,60.0,False,flat,6.6,True,1,11.3,True,1,"{'eps_growth_yoy': 6.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}","{'revenue_growth_yoy': 11.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.0, 'rs_6m': 1.7, 'rs_line_percentile': 60.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",122.25,73949020160,Industrials,Railroads,,5.7,False,131.55,-7.1,6,False,139.85,153.27,113.22,13.0,buy,14.4,71.68,-41.4,57.63,-52.9,2.95,3.61,2.17,46.3,2.66,2.04,True,-4.07,7.8,7.1,46.0,2026-10-30,False,False,7,NEUTRAL,7.45,14.5,1.84,18.1,,,,2026-09-14T04:55:14.002753
ETN,Eaton Corporation plc,69.1,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,60.0,90.0,60.3,70.0,60.0,60.0,67.7,False,up,-16.4,True,1,21.4,True,2,"{'eps_growth_yoy': -16.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.8}","{'revenue_growth_yoy': 21.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 5.6, 'rs_6m': 4.3, 'rs_line_percentile': 67.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 19.7, 'debt_to_equity': 1.05, 'current_ratio': 1.24, 'operating_margin_pct': 16.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.4}",425.37,165213700096,Industrials,Specialty Industrial Machinery,1.9,3.6,False,478.0,-11.0,7,True,478.17,534.0,333.0,25.0,buy,12.4,117.67,-72.3,98.3,-76.9,1.88,8.0,1.08,43.6,4.4,1.55,True,-0.34,11.9,-15.9,50.0,2026-11-03,False,False,7,NEUTRAL,2.78,64.1,,37.3,,,,2026-09-14T04:56:49.854284
MCO,Moody's Corporation,69.0,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,100.0,60.0,38.7,65.0,65.0,15.0,21.7,False,down,51.9,True,2,15.1,False,0,"{'eps_growth_yoy': 51.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 34.3}","{'revenue_growth_yoy': 15.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 3.0, 'rs_6m': -5.1, 'rs_line_percentile': 21.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 76.9, 'debt_to_equity': 2.41, 'current_ratio': 1.19, 'operating_margin_pct': 49.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.3}",474.95,82252316672,Financial Services,Financial Data & Stock Exchanges,1.7,3.6,False,546.88,-13.2,4,False,561.9,610.0,505.0,21.0,buy,18.3,631.57,33.0,473.1,-0.4,3.14,14.89,0.87,25.0,4.12,0.81,False,,14.5,56.7,37.0,2026-10-21,False,False,8,STRONG,3.85,106.3,0.44,26.9,,,,2026-09-14T04:53:51.060912
SYK,Stryker Corporation,68.8,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,100.0,60.0,24.0,80.0,70.0,15.0,1.9,False,down,44.3,True,1,9.4,True,1,"{'eps_growth_yoy': 44.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.4}","{'revenue_growth_yoy': 9.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -14.8, 'rs_6m': -33.7, 'rs_line_percentile': 1.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 16.5, 'debt_to_equity': 0.64, 'current_ratio': 2.16, 'operating_margin_pct': 27.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.6}",275.56,105697386496,Healthcare,Medical Devices,2.1,3.3,False,392.55,-29.8,0,False,376.28,465.0,315.0,25.0,buy,36.6,454.14,64.8,289.2,4.9,3.89,10.71,1.28,36.1,3.52,0.99,False,,20.0,44.1,45.0,2026-10-29,False,False,5,NEUTRAL,4.35,47.3,0.37,38.7,1.6,0.04,-37.1,2026-09-14T04:54:16.947267
