ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes
SYK,0.0,,,,9.1,Stryker Corporation,48.7,Healthcare,Medical Devices,50.0,30.0,38.7,80.0,65.0,325.7,124860604416.0,15.0,23.1,False,flat,-15.7,False,0.0,-0.0,False,0.0,1.9,2.5,False,396.86,-17.9,2.0,False,"{'roe_pct': 16.5, 'debt_to_equity': 0.64, 'current_ratio': 2.16, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': -15.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.4}",383.73,465.0,315.0,26.0,buy,17.8,454.39,39.5,258.9,-20.5,3.29,10.71,1.08,39.8,0.99,False,,35.5,44.1,87.0,2026-10-29,False,False,5.0,NEUTRAL,3.74,47.3,0.44,BULLISH,0.3,70.0,4.0,2.0,5.0,0.0,2.7,14.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,347.8,25.0,17.3,15.0,False,flat,23.1,0.0,False,0.0,False,0.0,0.0,21,29.0,31.0,Bajo 50%,27.2,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,43.935,0.0,3.0,0.0,0.0,5.0,-0.72,-0.79,0.0,1.0,0.0,17.8,8.3,,2.22,2.0,0.0,87,0,,0,MIXED/WATCH (0),CAUTION,0.0,41,0.0909,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
V,0.0,,,,12.0,Visa Inc.,71.6,Financial Services,Credit Services,85.0,70.0,60.3,70.0,60.0,366.13,683582029824.0,60.0,55.8,False,up,10.6,False,0.0,8.5,True,2.0,1.4,2.4,False,373.97,-2.1,5.0,False,"{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}",413.45,450.0,330.0,38.0,strong_buy,12.9,,,,,2.98,11.97,0.73,22.1,0.7,True,-3.12,35.7,10.2,85.0,2026-10-27,False,False,6.0,NEUTRAL,3.89,381.9,2.4,BULLISH,0.16,80.0,5.0,3.0,19.1,0.0,3.6,21.5,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,1703.2,23.0,25.1,60.0,False,up,55.8,2.0,False,0.0,True,2.0,2.0,12,29.0,62.1,Medio,39.9,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,43.74000000000001,0.0,0.0,0.0,3.0,3.0,2.53,3.7,1.0,0.0,1.5,,,,1.61,2.0,2.0,31,0,,-8,RELIABLE/AVOID (-8),CAUTION,-17.0,45,0.1204,BAJA,26.66,⚪ WEAK,🔴 Weak,,,,,,,,,,
UNH,0.0,,,,37.1,UnitedHealth Group Incorporated,71.3,Healthcare,Healthcare Plans,100.0,50.0,76.7,50.0,60.0,414.4,376335040512.0,80.0,84.7,False,up,84.4,True,1.0,0.1,False,0.0,2.1,2.9,False,461.62,-10.2,8.0,True,"{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}",475.23,529.0,313.0,26.0,buy,14.7,1062.83,156.5,397.8,-4.0,6.05,25.06,2.24,66.6,1.65,True,-0.68,4.7,61.5,85.0,2026-10-27,False,False,6.0,NEUTRAL,4.47,173.8,0.3,,,,,,49.5,0.0,11.1,21.4,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,903.3,3.0,32.5,80.0,False,up,84.7,5.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,84.7,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,43.375,0.0,6.0,3.0,3.0,5.0,0.0,15.38,3.0,0.0,0.0,14.7,-61.6,,1.84,2.0,2.0,23,0,,-8,RELIABLE/AVOID (-8),,0.0,45,0.3714,BAJA,31.13,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-10.2% from high) - wait for pullback,-10.2,NEUTRAL,BUY,False,,,
PGR,0.0,,,,50.0,Progressive Corporation (The),51.5,Financial Services,Insurance - Property & Casualty,50.0,50.0,38.7,75.0,50.0,211.42,122919583744.0,15.0,24.9,False,up,-11.2,False,0.0,0.8,False,0.0,1.7,2.5,False,254.93,-17.1,4.0,False,"{'roe_pct': 34.9, 'debt_to_equity': 0.24, 'current_ratio': 0.28, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': -11.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}",230.24,308.0,198.0,21.0,hold,8.9,473.9,124.2,199.4,-5.7,13.99,29.58,6.57,69.7,1.97,True,-0.48,53.3,2.0,72.0,2026-10-14,False,False,6.0,NEUTRAL,11.21,,2.6,,,,,,5.0,0.0,,15.4,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,579.1,23.0,22.1,15.0,False,up,24.9,2.0,False,0.0,False,0.0,0.0,8,29.0,75.9,Top 25%,42.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,43.1,0.0,8.0,0.0,3.0,1.0,-1.04,-0.31,0.0,2.0,-1.5,8.9,-50.4,,1.11,0.0,2.0,,0,,8,RELIABLE/BUY (+8),,0.0,45,,,5.15,⚪ WEAK,🔴 Weak,,,,,,,,,,
RACE,0.0,,,,10.0,Ferrari N.V.,78.7,Consumer Cyclical,Auto Manufacturers,100.0,70.0,58.7,90.0,60.0,393.87,69233205248.0,35.0,27.5,False,up,21.2,True,2.0,9.7,True,2.0,2.9,6.7,False,504.49,-21.9,4.0,False,"{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}",452.22,530.2,397.92,14.0,strong_buy,14.8,130.0,-67.0,107.36,-72.7,1.67,6.57,1.07,39.0,0.68,True,-1.15,63.9,10.1,92.0,2026-11-03,False,False,9.0,STRONG,2.96,46.9,3.08,,,,,,16.6,0.0,3.0,23.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.4x ratio, 55% up volume)",HIGH_FLOAT,173.6,20.0,26.6,35.0,False,up,27.5,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,42.980000000000004,0.0,0.0,0.0,3.0,3.0,1.52,2.5,2.0,0.0,1.5,-67.0,84.6,ALTA,1.85,2.0,10.0,105,0,,-8,RELIABLE/AVOID (-8),WATCH,4.0,45,0.0996,BAJA,7.87,⚪ WEAK,🔴 Weak,,,,,,,,,,
CBOE,0.0,,,,50.0,"Cboe Global Markets, Inc.",79.0,Financial Services,Financial Data & Stock Exchanges,100.0,70.0,57.6,100.0,50.0,310.23,32466745344.0,60.0,56.0,False,down,64.1,True,1.0,8.5,True,2.0,3.0,2.9,False,371.18,-16.4,6.0,False,"{'roe_pct': 26.3, 'debt_to_equity': 0.28, 'current_ratio': 1.56, 'operating_margin_pct': 34.6}","{'eps_growth_yoy': 64.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.7}",314.0,380.0,258.0,14.0,hold,1.2,274.84,-11.4,385.2,24.2,2.09,6.48,0.93,22.4,1.29,True,-0.24,36.0,20.1,88.0,2026-10-30,False,False,8.0,STRONG,5.12,70.3,0.41,,,,,,36.9,0.0,,23.7,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",HIGH_FLOAT,104.0,7.0,33.9,60.0,False,down,56.0,0.0,True,1.0,True,2.0,5.0,15,29.0,51.7,Medio,34.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,2/3,42.6,0.0,0.0,0.0,3.0,5.0,0.76,-1.81,2.0,1.0,0.0,1.2,-5.2,,0.15,-3.0,10.0,39,0,,-5,MIXED/AVOID (-5),CAUTION,-4.0,45,,,15.4,⚪ WEAK,🔴 Weak,,,,,,,,,,
WM,0.0,,,,29.6,"Waste Management, Inc.",69.5,Industrials,Waste Management,100.0,70.0,44.0,45.0,65.0,226.55,90555482112.0,35.0,26.7,False,up,30.2,True,1.0,3.7,True,2.0,1.6,2.8,False,248.13,-8.7,5.0,False,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}",260.64,285.0,220.0,25.0,buy,15.0,108.01,-52.3,38.1,-83.2,2.59,5.88,1.56,93.2,1.49,True,-1.11,5.0,8.3,84.0,2026-10-26,False,False,8.0,STRONG,3.83,21.3,2.99,,,,,,31.7,0.0,8.9,20.8,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,66,Passes Minervini Template (4/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,398.5,8.0,29.7,35.0,False,up,26.7,2.0,True,1.0,True,2.0,5.0,24,29.0,20.7,Bottom 25%,22.9,-3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,41.779999999999994,5.0,0.0,-2.0,3.0,3.0,1.05,1.8,1.0,0.0,1.5,-52.3,82.8,ALTA,1.88,2.0,10.0,106,0,,-8,RELIABLE/AVOID (-8),WATCH,7.0,39,0.2965,BAJA,20.45,⚪ WEAK,🔴 Weak,,,,,,,,,,
CLPBY,0.0,,,,37.1,Coloplast AS,47.0,Healthcare,Medical Instruments & Supplies,38.0,50.0,26.7,75.0,65.0,6.7,15099574272.0,15.0,17.1,False,up,-206.5,False,0.0,2.2,False,0.0,,,False,10.03,-33.2,1.0,False,"{'roe_pct': 14.1, 'debt_to_equity': 1.89, 'current_ratio': 1.75, 'operating_margin_pct': 25.7}","{'eps_growth_yoy': -206.5, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 7.5}",8.3,12.2,6.5,4.0,buy,23.9,,,,,4.29,0.31,5.37,244.9,2.72,False,,3.9,,,,False,False,7.0,NEUTRAL,18.8,105.6,,,,,,,0.0,0.0,11.1,14.1,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 39% up volume)",MEGA_FLOAT,1445.7,30.0,25.2,15.0,False,up,17.1,2.0,False,0.0,False,0.0,0.0,18,29.0,41.4,Bajo 50%,30.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,41.05499999999999,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.99,2.0,5.0,8,0,,3,MIXED/BUY (+3),BEST,8.0,13,0.3707,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
QSR,0.0,,,,21.5,Restaurant Brands International,60.5,Consumer Cyclical,Restaurants,100.0,30.0,47.6,50.0,60.0,74.02,0.0,35.0,27.3,False,down,77.9,True,1.0,-6.1,False,0.0,6.3,5.6,False,81.96,-9.7,6.0,False,"{'roe_pct': 28.1, 'debt_to_equity': 2.96, 'current_ratio': 0.99, 'operating_margin_pct': 25.9}","{'eps_growth_yoy': 77.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.0}",85.04,100.0,76.0,24.0,buy,14.9,,,93.3,26.0,,,3.51,80.7,3.41,False,,4.6,100.0,3.0,2026-08-06,True,False,6.0,NEUTRAL,5.27,51.7,0.17,,,,,,29.6,0.0,6.5,18.1,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,298.3,3.0,24.6,35.0,False,down,27.3,0.0,True,1.0,False,0.0,2.0,25,29.0,17.2,Bottom 25%,19.1,-3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,40.275000000000006,0.0,0.0,0.0,0.0,5.0,0.0,-1.02,0.0,0.0,0.0,20.4,-11.1,,1.86,2.0,2.0,46,1,Pershing Square (Ackman),0,RELIABLE/INSUFFICIENT (0),,0.0,45,0.2151,BAJA,22.55,⚪ WEAK,🔴 Weak,,,,,,,,,,
ORLY,0.0,,,,50.0,"O'Reilly Automotive, Inc.",54.2,Consumer Cyclical,Auto Parts,60.0,60.0,36.0,50.0,65.0,89.35,72924413952.0,15.0,17.5,False,down,-9.6,True,1.0,0.8,True,1.0,2.8,2.5,False,108.72,-17.8,2.0,False,"{'current_ratio': 0.75, 'operating_margin_pct': 20.2}","{'eps_growth_yoy': -9.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.3}",108.17,120.0,89.0,24.0,buy,21.1,38.45,-57.0,32.44,-63.7,2.16,1.93,,,,True,-3.37,14.5,10.3,86.0,2026-10-28,False,False,7.0,NEUTRAL,4.23,40.2,2.38,,,,,,0.0,0.0,,16.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,808.5,25.0,23.2,15.0,False,down,17.5,0.0,True,1.0,True,1.0,5.0,28,29.0,6.9,Bottom 25%,11.4,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,40.18,0.0,0.0,0.0,3.0,3.0,-1.1,-1.89,0.0,1.0,-1.5,-57.0,81.4,ALTA,2.64,2.0,5.0,78,0,,8,RELIABLE/BUY (+8),WATCH,4.0,12,,,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
WMT,63.8,Excellent,Stage Unknown,16.595146269194565,22.6,Walmart Inc.,51.0,Consumer Defensive,Discount Stores,55.0,50.0,36.0,55.0,65.0,111.2,884938375168.0,15.0,5.8,False,down,-24.1,True,1.0,0.2,False,0.0,1.7,3.2,False,135.16,-17.7,3.0,False,"{'roe_pct': 24.1, 'debt_to_equity': 0.75, 'current_ratio': 0.77, 'operating_margin_pct': 4.2}","{'eps_growth_yoy': -24.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}",138.02,155.0,81.0,41.0,buy,24.1,24.67,-77.8,55.1,-50.4,0.78,0.86,0.89,33.5,1.26,True,-0.63,11.7,19.4,17.0,2026-08-20,False,True,7.0,NEUTRAL,3.37,20.6,1.75,BULLISH,0.31,100.0,10.0,5.0,21.6,25.5,6.8,15.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,4374.5,30.0,47.6,15.0,False,down,5.8,0.0,True,1.0,False,0.0,2.0,27,29.0,10.3,Bottom 25%,11.5,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,39.53,0.0,0.0,0.0,3.0,5.0,-0.18,-0.4,0.0,0.0,0.0,-50.4,88.2,ALTA,3.01,0.0,5.0,115,0,,8,RELIABLE/BUY (+8),WATCH,0.0,41,0.2259,BAJA,37.0,⚪ WEAK,🔴 Weak,,,,,,,,,,
WST,0.0,,,,13.1,"West Pharmaceutical Services, I",78.6,Healthcare,Medical Instruments & Supplies,100.0,50.0,76.7,95.0,65.0,340.96,23995318272.0,80.0,77.9,False,up,10.0,True,2.0,8.4,False,0.0,3.9,2.9,False,386.0,-11.7,8.0,True,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.82, 'operating_margin_pct': 22.5}","{'eps_growth_yoy': 10.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.0}",404.73,459.0,340.0,15.0,strong_buy,18.7,107.46,-68.5,141.36,-58.5,1.16,3.95,0.26,11.1,0.25,True,-1.9,155.1,18.1,80.0,2026-10-22,False,False,7.0,NEUTRAL,2.52,19.0,1.89,,,,,,50.5,0.0,3.9,23.6,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 60% up volume)",HIGH_FLOAT,69.9,0.0,27.5,80.0,False,up,77.9,5.0,True,2.0,False,0.0,5.0,18,29.0,41.4,Bajo 50%,30.5,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,38.845,0.0,0.0,0.0,3.0,5.0,0.45,12.81,3.0,0.0,0.0,-58.5,82.2,ALTA,2.34,2.0,5.0,121,0,,-5,MIXED/AVOID (-5),WATCH,4.0,45,0.1314,BAJA,31.86,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-11.7% from high) - wait for pullback | Elevated P/E (43.7) - watch valuation | Strong upside (+18.7%) - analyst support,-11.7,NEUTRAL,STRONG_BUY,True,,,
BRK-B,0.0,,,,15.8,Berkshire Hathaway Inc. New,73.1,Financial Services,Insurance - Diversified,100.0,60.0,46.7,85.0,60.0,511.54,1103317041152.0,35.0,37.2,False,up,119.6,False,0.0,10.5,False,0.0,1.0,2.3,False,516.85,-1.0,5.0,False,"{'roe_pct': 10.5, 'debt_to_equity': 0.18, 'current_ratio': 2.88, 'operating_margin_pct': 14.4}","{'eps_growth_yoy': 119.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.3}",525.33,585.0,481.0,3.0,buy,2.7,,,,,5.55,43.79,,,,True,-0.02,14.4,83.7,5.0,2026-08-08,True,False,4.0,NEUTRAL,,,0.2,,,,,,14.7,0.0,4.7,21.9,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MICRO_FLOAT,1.2,22.0,26.7,35.0,False,up,37.2,2.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,37.2,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,1/3,38.32999999999999,0.0,6.0,0.0,3.0,5.0,0.96,0.96,1.0,0.0,0.0,,,,0.34,-3.0,0.0,,0,,0,UNRELIABLE/INSUFFICIENT (0),BEST,5.0,45,0.1577,BAJA,26.81,⚪ WEAK,🔴 Weak,,,,,,,,,,
FAST,0.0,,,,18.4,Fastenal Company,68.3,Industrials,Industrial Distribution,80.0,60.0,50.3,95.0,50.0,47.71,54747111424.0,35.0,30.8,False,up,14.1,False,0.0,11.9,False,0.0,3.1,3.6,False,50.63,-5.8,5.0,False,"{'roe_pct': 34.3, 'debt_to_equity': 0.11, 'current_ratio': 4.18, 'operating_margin_pct': 21.0}","{'eps_growth_yoy': 14.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.5}",47.84,55.0,39.9,13.0,hold,0.3,18.94,-60.3,17.08,-64.2,1.67,0.8,2.01,78.6,2.16,True,-0.09,395.6,5.8,72.0,2026-10-14,False,False,8.0,STRONG,3.02,39.6,2.34,,,,,,11.0,0.0,5.5,20.5,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,False,66,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1144.2,23.0,26.0,35.0,False,up,30.8,2.0,False,0.0,False,0.0,0.0,9,29.0,72.4,Medio,42.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,38.239999999999995,5.0,0.0,0.0,3.0,3.0,0.0,2.53,0.0,0.0,0.0,-60.3,62.6,ALTA,0.04,-3.0,10.0,111,0,,3,MIXED/BUY (+3),WATCH,0.0,45,0.1835,BAJA,20.33,⚪ WEAK,🔴 Weak,,,,,,,,,,
FCNCA,0.0,,,,11.6,"First Citizens BancShares, Inc.",57.6,Financial Services,Banks - Regional,55.0,60.0,56.7,65.0,50.0,2186.65,24906831872.0,60.0,60.7,False,up,-7.1,False,0.0,0.3,True,1.0,5.7,5.5,False,2237.82,-2.3,7.0,True,"{'roe_pct': 10.7, 'operating_margin_pct': 39.0}","{'eps_growth_yoy': -7.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 25.2}",2338.5,2475.0,2100.0,12.0,hold,6.9,,,,,5.46,131.05,0.38,4.4,0.3,True,-13.28,,12.4,80.0,2026-10-22,False,False,5.0,NEUTRAL,,,0.36,,,,,,42.8,0.0,3.5,17.3,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MICRO_FLOAT,8.2,0.0,20.8,60.0,False,up,60.7,2.0,False,0.0,True,1.0,2.0,3,29.0,93.1,Top 10%,58.8,5.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,38.120000000000005,0.0,6.0,0.0,3.0,3.0,1.47,4.96,2.0,0.0,1.5,,,,0.86,-3.0,0.0,,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,42,0.1159,BAJA,31.26,⚪ WEAK,🔴 Weak,,,,,,,,,,
KO,0.0,,,,3.1,Coca-Cola Company (The),75.6,Consumer Defensive,Beverages - Non-Alcoholic,85.0,70.0,73.1,80.0,60.0,87.59,376860246016.0,80.0,80.6,False,up,19.7,False,0.0,7.4,True,2.0,1.1,2.4,False,90.92,-3.7,8.0,True,"{'roe_pct': 42.1, 'debt_to_equity': 1.16, 'current_ratio': 1.3, 'operating_margin_pct': 34.9}","{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.6}",94.7,104.0,75.0,23.0,buy,8.1,31.5,-64.0,56.28,-35.7,1.38,1.21,2.42,62.5,2.87,True,-0.25,12.0,16.9,78.0,2026-10-20,False,False,7.0,NEUTRAL,4.34,91.1,1.47,BEARISH,3.12,100.0,5.0,6.0,37.6,0.0,0.9,22.7,2026-08-03 11:06:01,2026-08-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,3874.0,3.0,23.6,80.0,False,up,80.6,5.0,False,0.0,True,2.0,2.0,7,29.0,79.3,Top 25%,45.8,3.0,0.0,5.0,10.0,-8.0,0.0,0.0,0.0,False,3/3,37.394999999999996,0.0,0.0,3.0,3.0,5.0,7.24,10.14,2.0,0.0,3.0,-35.7,58.0,ALTA,1.01,0.0,5.0,45,1,Berkshire Hathaway (Buffett),8,RELIABLE/BUY (+8),WATCH,-8.0,45,0.0307,BAJA,37.56,⚪ WEAK,🔴 Weak,,,,,,,,,,
