ticker,super_score_4d,tier,vcp_score,insiders_score,sector_score,institutional_score,num_whales,top_whales,next_earnings,days_to_earnings,sector_name,sector_momentum,tier_boost,dj_ticker,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,entry_score,entry_bonus,super_score_5d,entry_price,entry_date,snapshot_id
AMPG,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,2.684999942779541,2026-02-18,20260218_155944
MU,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-18,38.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,421.0299987792969,2026-02-18,20260218_155944
SSGC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,0.20499999821186066,2026-02-18,20260218_155944
ALNT,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,68.98999786376953,2026-02-18,20260218_155944
SRCO,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,,2026-02-18,20260218_155944
CMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-03-19,39.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,80.41000366210938,2026-02-18,20260218_155944
CNXC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-25,45.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,32.79999923706055,2026-02-18,20260218_155944
FATN,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-02,-6.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,1.7999999523162842,2026-02-18,20260218_155944
WS,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2025-12-17,-53.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,45.79999923706055,2026-02-18,20260218_155944
FMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-04-29,80.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,14.635000228881836,2026-02-18,20260218_155944
APCX,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,0.3698999881744385,2026-02-18,20260218_155944
EMAT,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,11.34000015258789,2026-02-18,20260218_155944
APLE,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-23,15.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,12.40999984741211,2026-02-18,20260218_155944
GOGO,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,4.465000152587891,2026-02-18,20260218_155944
ADGM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.0099999904632568,2026-02-18,20260218_155944
UWHR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,11.229999542236328,2026-02-18,20260218_155944
PMT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-04-21,72.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,12.53499984741211,2026-02-18,20260218_155944
LOB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,40.76499938964844,2026-02-18,20260218_155944
CRVO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-11,-89.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.960000038146973,2026-02-18,20260218_155944
BFS,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,34.98500061035156,2026-02-18,20260218_155944
SRTS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.9484000205993652,2026-02-18,20260218_155944
BBWI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-03-04,24.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,24.7549991607666,2026-02-18,20260218_155944
HSY,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-04-30,81.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,218.13999938964844,2026-02-18,20260218_155944
FMBM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,31.729999542236328,2026-02-18,20260218_155944
MMS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-05,-3.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,74.53500366210938,2026-02-18,20260218_155944
JMSB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.229999542236328,2026-02-18,20260218_155944
WMG,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-02-05,-3.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,29.704999923706055,2026-02-18,20260218_155944
ADVM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-14,-86.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,,2026-02-18,20260218_155944
FCNCA,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,2042.2099609375,2026-02-18,20260218_155944
COO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-03-05,25.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,82.7300033569336,2026-02-18,20260218_155944
IIPR,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,46.36000061035156,2026-02-18,20260218_155944
CNS,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-15,66.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,66.44999694824219,2026-02-18,20260218_155944
MPB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,34.119998931884766,2026-02-18,20260218_155944
CVM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.785399913787842,2026-02-18,20260218_155944
FG,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-19,11.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,28.89929962158203,2026-02-18,20260218_155944
FNGR,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-01-14,-25.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,1.1276999711990356,2026-02-18,20260218_155944
EPSN,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,4.800000190734863,2026-02-18,20260218_155944
LITS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.1195000410079956,2026-02-18,20260218_155944
KLXE,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,2.674999952316284,2026-02-18,20260218_155944
SXTP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.117500066757202,2026-02-18,20260218_155944
WVVI,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,2.634999990463257,2026-02-18,20260218_155944
RHEP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.2999999523162842,2026-02-18,20260218_155944
WAFD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-10,61.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,33.060001373291016,2026-02-18,20260218_155944
NRIM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-23,-16.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,25.834999084472656,2026-02-18,20260218_155944
AARD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,12.649999618530273,2026-02-18,20260218_155944
BLNK,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,0.7059999704360962,2026-02-18,20260218_155944
OFLX,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,37.279998779296875,2026-02-18,20260218_155944
WEST,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,5.019999980926514,2026-02-18,20260218_155944
GMRE,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,36.25,2026-02-18,20260218_155944
TISI,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-12,-88.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,14.204999923706055,2026-02-18,20260218_155944
ICCC,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-25,17.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,6.447999954223633,2026-02-18,20260218_155944
BRN,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,0.9668999910354614,2026-02-18,20260218_155944
GCBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-21,72.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,24.0,2026-02-18,20260218_155944
CTEV,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-23,15.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,24.200000762939453,2026-02-18,20260218_155944
MTDR,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-24,16.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,48.779998779296875,2026-02-18,20260218_155944
NVCT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,8.949999809265137,2026-02-18,20260218_155944
FUNC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-20,71.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,37.68000030517578,2026-02-18,20260218_155944
MIDD,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,164.47000122070312,2026-02-18,20260218_155944
APRE,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.7027000188827515,2026-02-18,20260218_155944
EHSI,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.309999942779541,2026-02-18,20260218_155944
CLYM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,5.5,2026-02-18,20260218_155944
RDGL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.07800000160932541,2026-02-18,20260218_155944
ABTC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-26,18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,1.100000023841858,2026-02-18,20260218_155944
NTST,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-10,2.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,19.8700008392334,2026-02-18,20260218_155944
HNRG,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-10,-90.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,19.149999618530273,2026-02-18,20260218_155944
MDRR,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,11.529999732971191,2026-02-18,20260218_155944
IMNM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,22.704999923706055,2026-02-18,20260218_155944
DTIL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.9100000858306885,2026-02-18,20260218_155944
SILO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.2971000075340271,2026-02-18,20260218_155944
MGLD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,1.26010000705719,2026-02-18,20260218_155944
MDBH,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.113600015640259,2026-02-18,20260218_155944
TBTC,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.130000114440918,2026-02-18,20260218_155944
DIN,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-25,17.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,34.290000915527344,2026-02-18,20260218_155944
NZF,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,12.920000076293945,2026-02-18,20260218_155944
TBN,35.0,🔵 MODERADA,0.0,90,50.11,10.000015629,1,Tiger Global Management,2026-02-11,3.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,29.3700008392334,2026-02-18,20260218_155944
LAKE,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-09,-61.0,Consumer Cyclical,declining,0,DJUSGT,9.59,13.53,41.03,16.5,72.05422314911367,4,20.0,,,-9.072926754490137,-0.28969,0.04,0.0,0,35.0,9.760000228881836,2026-02-18,20260218_155944
AKTS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,18.245,25.87,41.78,31.66667,73.56355165798848,3,25.0,,,-3.6027204998468307,-0.26504,,0.0,0,35.0,17.735000610351562,2026-02-18,20260218_155944
OTH,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-15,-55.0,Consumer Cyclical,declining,0,DJUSGT,2.6,6.43,147.31,10.0,284.6153846153846,1,0.0,inf,,,,-0.072,10.0,0,35.0,2.5299999713897705,2026-02-18,20260218_155944
JYNT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,9.045,7.38,-18.44,10.66667,17.928911000552784,3,35.0,,,2.0000912507903648,-0.01013,0.057,10.0,0,35.0,9.095000267028809,2026-02-18,20260218_155944
EMBY,35.0,🔵 MODERADA,0.0,100,50.0,0.0,0,,,,,stable,0,,0.0,,,,,0,50.0,,,,,,,0,35.0,,2026-02-18,20260218_155944
DMLP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,25.2,31.88,26.51,,,0,50.0,23.333334,,9.0462574729282,0.15389,-0.338,25.0,0,35.0,25.375,2026-02-18,20260218_155944
GLP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,47.9,57.88,20.84,49.0,2.2964509394572064,2,35.0,23.028849,,8.481195132171502,0.13768,0.062,25.0,0,35.0,48.65999984741211,2026-02-18,20260218_155944
NYC,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-19,-81.0,Real Estate,improving,0,DJUSRE,8.4373,9.28,9.99,,,0,20.0,,,279.4200995352074,-0.25831,-0.206,0.0,0,35.0,8.437299728393555,2026-02-18,20260218_155944
VAC,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-25,17.0,Consumer Cyclical,declining,0,DJUSGT,56.9,80.85,42.08,61.90909,8.803321616871695,11,30.0,12.450766,,12.445822779512214,0.07084,-0.024,0.0,0,35.0,60.900001525878906,2026-02-18,20260218_155944
COSM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.3638,2.45,573.45,4.5,1136.9433754810334,1,25.0,,,-39.08517016508245,-0.63816,0.379,0.0,0,35.0,0.3725999891757965,2026-02-18,20260218_155944
LFT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-12,-88.0,Real Estate,improving,0,DJUSRE,1.3,1.43,10.0,,,0,12.5,12.999999,,,0.04143,-0.444,0.0,0,35.0,1.315000057220459,2026-02-18,20260218_155944
BETA,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-12-04,-66.0,Industrials,stable,0,DJUSIG,18.89,29.2,54.59,37.625,99.17946003176284,8,66.67,,,,,1.909,0.0,0,35.0,19.040000915527344,2026-02-18,20260218_155944
MLP,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-14,-86.0,Real Estate,improving,0,DJUSRE,16.88,,,,,0,30.0,,,-2.210036225614817,-0.33394,0.494,35.0,0,35.0,17.31999969482422,2026-02-18,20260218_155944
UFI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-04-29,80.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.114999771118164,2026-02-18,20260218_155944
ALT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,4.5865,11.36,147.65,17.66667,285.1884879537774,9,25.0,,,-6.558679495464979,-0.52615,0.0,15.0,0,35.0,4.485000133514404,2026-02-18,20260218_155944
CJMB,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,1.5,,,,,0,20.0,,,-25.16587928032069,-1.55258,0.008,0.0,0,35.0,1.5099999904632568,2026-02-18,20260218_155944
GAIA,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,3.225,5.59,73.26,7.625,136.43410852713177,4,45.0,,,20.94626297011321,-0.05605,0.134,0.0,0,35.0,3.190000057220459,2026-02-18,20260218_155944
ANDG,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,20.885,26.23,25.62,29.5,41.24970074215943,6,58.33,,,,,0.148,10.0,0,35.0,21.575000762939453,2026-02-18,20260218_155944
RNXT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.9896,3.89,292.96,6.6875,575.7780921584479,4,25.0,,,-17.920383042638683,-1.4661,,25.0,0,35.0,1.0,2026-02-18,20260218_155944
MIGI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,2.93,3.22,9.9,,,0,16.67,,,-57.37965079205864,,0.07,0.0,0,35.0,3.0899999141693115,2026-02-18,20260218_155944
ONMD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.6299,,,,,0,66.67,,,15.097131825025423,,0.246,0.0,0,35.0,0.6442999839782715,2026-02-18,20260218_155944
GPUS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,0.1898,0.21,10.64,,,0,0.0,0.1157317,,-54.020878123467206,-1.31472,-0.217,0.0,0,35.0,0.19130000472068787,2026-02-18,20260218_155944
EML,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,18.835,20.72,10.01,,,0,40.0,15.438523,,17.17685384609624,0.05192,-0.224,0.0,0,35.0,18.510000228881836,2026-02-18,20260218_155944
STEX,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,2.55,12.0,370.59,12.0,370.5882352941177,1,50.0,,,24.292264602492818,,,30.0,0,35.0,2.5999999046325684,2026-02-18,20260218_155944
AIRJ,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-13,-87.0,Industrials,stable,0,DJUSIG,3.255,6.26,92.28,8.9375,174.57757296466974,4,25.0,,,-2.5009208886380385,-0.00336,,0.0,0,35.0,3.309999942779541,2026-02-18,20260218_155944
HKHC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,28.49,,,,,0,60.0,,,-2.7671057628662035,0.49165002,0.37,15.0,0,35.0,28.0,2026-02-18,20260218_155944
XZO,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-25,17.0,Financial Services,declining,0,DJUSFI,15.32,21.43,39.85,26.0,69.71279373368147,2,58.33,19.15,,,,0.92,0.0,0,35.0,15.819999694824219,2026-02-18,20260218_155944
ELUT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,1.185,2.4,102.53,3.5,195.35864978902956,2,0.0,,,-27.343881235313997,,-0.093,15.0,0,35.0,1.2000000476837158,2026-02-18,20260218_155944
LUCY,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,1.135,2.12,87.22,3.0,164.3171806167401,1,37.5,,,-84.28976936353769,-0.74096,1.635,0.0,0,35.0,1.190000057220459,2026-02-18,20260218_155944
NEXT,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-18,-82.0,Energy,improving,0,DJUSEN,5.115,7.31,43.01,9.0,75.95307917888563,4,0.0,,,-246.86789812461348,-0.01269,,0.0,0,35.0,5.324999809265137,2026-02-18,20260218_155944
PMTS,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,12.199999809265137,2026-02-18,20260218_155944
COCP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.935,4.51,382.89,8.0,755.614973262032,3,25.0,,,-46.6301292560178,-0.94944,,0.0,0,35.0,0.9452999830245972,2026-02-18,20260218_155944
CBAN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-28,-11.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.57659912109375,2026-02-18,20260218_155944
HLF,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-02-18,10.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,16.280000686645508,2026-02-18,20260218_155944
BOTJ,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.790000915527344,2026-02-18,20260218_155944
OPK,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.2115000486373901,2026-02-18,20260218_155944
BPRN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,36.099998474121094,2026-02-18,20260218_155944
BHVN,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,11.609999656677246,2026-02-18,20260218_155944
SEI,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-24,16.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,54.47999954223633,2026-02-18,20260218_155944
CTTH,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.10000000149011612,2026-02-18,20260218_155944
WVE,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,13.149999618530273,2026-02-18,20260218_155944
SI,35.0,🔵 MODERADA,0.0,100,50.0,0.0,0,,2025-11-11,-89.0,,stable,0,,,,,,,0,,,,,,,,0,35.0,12.960000038146973,2026-02-18,20260218_155944
SRTA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.639999866485596,2026-02-18,20260218_155944
JFB,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,21.5,2026-02-18,20260218_155944
AVTR,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-11,3.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,9.1850004196167,2026-02-18,20260218_155944
PROP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-14,-86.0,Energy,improving,0,DJUSEN,1.775,2.64,48.83,3.33333,87.79323943661974,3,12.5,,,-104.4644924989559,0.13931,,0.0,0,35.0,1.7899999618530273,2026-02-18,20260218_155944
GSHD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,44.5099983215332,2026-02-18,20260218_155944
EP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-14,-86.0,Energy,improving,0,DJUSEN,3.04,,,,,0,10.0,,,-9.344223562500137,-0.31425,-0.13,0.0,0,35.0,2.9700000286102295,2026-02-18,20260218_155944
NWTG,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,1.5,2026-02-18,20260218_155944
