ticker,super_score_4d,tier,vcp_score,insiders_score,sector_score,institutional_score,num_whales,top_whales,next_earnings,days_to_earnings,sector_name,sector_momentum,tier_boost,dj_ticker,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,entry_score,entry_bonus,super_score_5d,entry_price,entry_date,snapshot_id
FLYW,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,10.970000267028809,2026-02-17,20260217_143327
PAR,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,20.860000610351562,2026-02-17,20260217_143327
UPBD,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-19,11.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,20.309999465942383,2026-02-17,20260217_143327
AMPG,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,2.700000047683716,2026-02-17,20260217_143327
MU,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-18,38.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,411.6600036621094,2026-02-17,20260217_143327
SRCO,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,0.11999999731779099,2026-02-17,20260217_143327
CMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-03-19,39.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,79.63999938964844,2026-02-17,20260217_143327
FATN,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-02-02,-6.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,1.8600000143051147,2026-02-17,20260217_143327
SSGC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,0.20999999344348907,2026-02-17,20260217_143327
ALNT,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,66.66000366210938,2026-02-17,20260217_143327
CNXC,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,2026-03-25,45.0,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,30.385000228881836,2026-02-17,20260217_143327
WS,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2025-12-17,-53.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,46.900001525878906,2026-02-17,20260217_143327
FMC,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,2026-04-29,80.0,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,14.34000015258789,2026-02-17,20260217_143327
APCX,32.5,🔵 MODERADA,0.0,90,77.81,0.0,0,,,,Technology,improving,3,DJUSTC,,,,,,0,,,,,,,,0,35.5,0.3889999985694885,2026-02-17,20260217_143327
EMAT,32.5,🔵 MODERADA,0.0,90,79.09,0.0,0,,,,Basic Materials,stable,3,DJUSBS,,,,,,0,,,,,,,,0,35.5,9.899999618530273,2026-02-17,20260217_143327
ADVM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-14,-86.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,,2026-02-17,20260217_143327
WMG,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-02-05,-3.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,29.450000762939453,2026-02-17,20260217_143327
GOGO,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,4.170000076293945,2026-02-17,20260217_143327
ADGM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.9850000143051147,2026-02-17,20260217_143327
UWHR,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,11.229999542236328,2026-02-17,20260217_143327
PMT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-04-21,72.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,12.640000343322754,2026-02-17,20260217_143327
LOB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,40.540000915527344,2026-02-17,20260217_143327
CRVO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-11,-89.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.71999979019165,2026-02-17,20260217_143327
BFS,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,34.41999816894531,2026-02-17,20260217_143327
SRTS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.859999895095825,2026-02-17,20260217_143327
BBWI,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-03-04,24.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,24.06999969482422,2026-02-17,20260217_143327
HSY,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-04-30,81.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,222.5800018310547,2026-02-17,20260217_143327
IMNM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,22.15999984741211,2026-02-17,20260217_143327
WAFD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-10,61.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,32.880001068115234,2026-02-17,20260217_143327
APLE,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-23,15.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,12.270000457763672,2026-02-17,20260217_143327
FCNCA,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,2005.8699951171875,2026-02-17,20260217_143327
MDBH,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,3.125,2026-02-17,20260217_143327
IIPR,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,45.93000030517578,2026-02-17,20260217_143327
CNS,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-15,66.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,66.66000366210938,2026-02-17,20260217_143327
FMBM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,31.739999771118164,2026-02-17,20260217_143327
CVM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.900000095367432,2026-02-17,20260217_143327
FG,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-19,11.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,28.440000534057617,2026-02-17,20260217_143327
FNGR,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,2026-01-14,-25.0,Communication Services,improving,0,DJUSTL,,,,,,0,,,,,,,,0,35.0,1.1299999952316284,2026-02-17,20260217_143327
EPSN,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,4.920000076293945,2026-02-17,20260217_143327
LITS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-12,4.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.1200000047683716,2026-02-17,20260217_143327
KLXE,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,2.5399999618530273,2026-02-17,20260217_143327
SXTP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.509999990463257,2026-02-17,20260217_143327
WVVI,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,2.5799999237060547,2026-02-17,20260217_143327
RHEP,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.309999942779541,2026-02-17,20260217_143327
MMS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2026-02-05,-3.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,74.69000244140625,2026-02-17,20260217_143327
AARD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-13,-87.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,12.100000381469727,2026-02-17,20260217_143327
BLNK,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,0.6869999766349792,2026-02-17,20260217_143327
OFLX,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,36.86000061035156,2026-02-17,20260217_143327
WEST,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,,,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,5.010000228881836,2026-02-17,20260217_143327
GMRE,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,36.06999969482422,2026-02-17,20260217_143327
TISI,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-12,-88.0,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,14.210000038146973,2026-02-17,20260217_143327
ICCC,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-25,17.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,6.599999904632568,2026-02-17,20260217_143327
BRN,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,,,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,0.9800000190734863,2026-02-17,20260217_143327
GCBC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-21,72.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,23.780000686645508,2026-02-17,20260217_143327
CTEV,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-23,15.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,22.989999771118164,2026-02-17,20260217_143327
MTDR,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-24,16.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,47.79999923706055,2026-02-17,20260217_143327
NVCT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,8.760000228881836,2026-02-17,20260217_143327
FUNC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-20,71.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,37.619998931884766,2026-02-17,20260217_143327
NZF,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,12.970000267028809,2026-02-17,20260217_143327
MIDD,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,,,,,,0,,,,,,,,0,35.0,163.92999267578125,2026-02-17,20260217_143327
EHSI,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.350000023841858,2026-02-17,20260217_143327
CLYM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,5.670000076293945,2026-02-17,20260217_143327
RDGL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.0778999999165535,2026-02-17,20260217_143327
ABTC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-26,18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,1.1299999952316284,2026-02-17,20260217_143327
NTST,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2026-02-10,2.0,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,20.200000762939453,2026-02-17,20260217_143327
HNRG,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-10,-90.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,20.09000015258789,2026-02-17,20260217_143327
NRIM,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-23,-16.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,25.3700008392334,2026-02-17,20260217_143327
APRE,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.609000027179718,2026-02-17,20260217_143327
DTIL,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,3.890000104904175,2026-02-17,20260217_143327
SILO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.29100000858306885,2026-02-17,20260217_143327
MGLD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,1.0199999809265137,2026-02-17,20260217_143327
MDRR,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,12.0,2026-02-17,20260217_143327
TBTC,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,4.130000114440918,2026-02-17,20260217_143327
DIN,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-25,17.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,31.729999542236328,2026-02-17,20260217_143327
JMSB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-22,73.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.0,2026-02-17,20260217_143327
UA,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-06,-2.0,Consumer Cyclical,declining,0,DJUSGT,,,,,,0,,,,,,,,0,35.0,6.96999979019165,2026-02-17,20260217_143327
TBN,35.0,🔵 MODERADA,0.0,90,50.11,10.000015629,1,Tiger Global Management,2026-02-11,3.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,28.100000381469727,2026-02-17,20260217_143327
LAKE,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-09,-61.0,Consumer Cyclical,declining,0,DJUSGT,9.87,13.68,38.6,16.5,67.17325227963526,4,20.0,,,-8.815539112487611,-0.28969,0.04,15.0,0,35.0,9.869999885559082,2026-02-17,20260217_143327
VRCA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-14,-86.0,Healthcare,improving,0,DJUSHC,5.69,11.38,100.0,16.5,189.9824253075571,4,0.0,,,-27.499437473077183,,,0.0,0,35.0,5.690000057220459,2026-02-17,20260217_143327
PROP,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-14,-86.0,Energy,improving,0,DJUSEN,1.75,2.63,50.38,3.33333,90.476,3,12.5,,,-105.95683713047885,0.13931,,0.0,0,35.0,1.75,2026-02-17,20260217_143327
AKTS,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,17.76,25.6,44.16,31.66667,78.30332207207205,3,25.0,,,-3.7011057235015854,-0.26504,,0.0,0,35.0,17.760000228881836,2026-02-17,20260217_143327
OTH,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-15,-55.0,Consumer Cyclical,declining,0,DJUSGT,2.64,6.45,144.32,10.0,278.78787878787875,1,0.0,inf,,,,-0.072,25.0,0,35.0,2.640000104904175,2026-02-17,20260217_143327
JYNT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,8.68,7.26,-16.39,10.66667,22.88790322580645,3,35.0,,,2.0841962751013656,-0.01013,0.057,0.0,0,35.0,8.680000305175781,2026-02-17,20260217_143327
EMBY,35.0,🔵 MODERADA,0.0,100,50.0,0.0,0,,,,,stable,0,,0.0,,,,,0,50.0,,,,,,,0,35.0,,2026-02-17,20260217_143327
NYC,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-19,-81.0,Real Estate,improving,0,DJUSRE,8.27,9.1,10.04,,,0,20.0,,,285.07267959995005,-0.25831,-0.206,0.0,0,35.0,8.270000457763672,2026-02-17,20260217_143327
VAC,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2026-02-25,17.0,Consumer Cyclical,declining,0,DJUSGT,53.95,79.87,48.05,61.90909,14.752715477293776,11,30.0,11.805251,,13.126364145891731,0.07084,-0.024,0.0,0,35.0,53.95000076293945,2026-02-17,20260217_143327
COSM,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.3833,2.46,541.79,4.5,1074.0151317505872,1,25.0,,,-37.09675019390864,-0.63816,0.379,0.0,0,35.0,0.382999986410141,2026-02-17,20260217_143327
LFT,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-12,-88.0,Real Estate,improving,0,DJUSRE,1.33,1.46,9.77,,,0,12.5,13.3,,,0.04143,-0.444,0.0,0,35.0,1.3300000429153442,2026-02-17,20260217_143327
BETA,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-12-04,-66.0,Industrials,stable,0,DJUSIG,17.45,28.41,62.82,37.625,115.61604584527224,8,66.67,,,,,1.909,0.0,0,35.0,17.450000762939453,2026-02-17,20260217_143327
MLP,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,2025-11-14,-86.0,Real Estate,improving,0,DJUSRE,16.78,,,,,0,30.0,,,-2.2232066280606624,-0.33394,0.494,35.0,0,35.0,16.780000686645508,2026-02-17,20260217_143327
GABC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-26,-13.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,43.20000076293945,2026-02-17,20260217_143327
ALT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,4.53,11.32,149.96,17.66667,289.99271523178805,9,25.0,,,-6.640482041831019,-0.52615,0.0,0.0,0,35.0,4.53000020980835,2026-02-17,20260217_143327
CJMB,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,1.47,,,,,0,20.0,,,-25.67946826354796,-1.55258,0.008,0.0,0,35.0,1.4700000286102295,2026-02-17,20260217_143327
GAIA,35.0,🔵 MODERADA,0.0,100,18.22,0.0,0,,,,Communication Services,improving,0,DJUSTL,3.27,5.61,71.64,7.625,133.1804281345566,4,45.0,,,20.658010443422476,-0.05605,0.134,0.0,0,35.0,3.2699999809265137,2026-02-17,20260217_143327
ANDG,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,,,Consumer Cyclical,declining,0,DJUSGT,20.71,26.14,26.22,29.5,42.44326412361177,6,58.33,,,,,0.148,10.0,0,35.0,20.709999084472656,2026-02-17,20260217_143327
RNXT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.9333,3.8,306.76,6.5625,603.1501125040179,4,25.0,,,-19.001403522394497,-1.4661,,0.0,0,35.0,0.9330000281333923,2026-02-17,20260217_143327
MIGI,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,3.03,3.33,9.9,,,0,16.67,,,-55.48594907099351,,0.07,0.0,0,35.0,3.0299999713897705,2026-02-17,20260217_143327
ONMD,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,0.646,,,,,0,66.67,,,14.720870597408553,,0.246,0.0,0,35.0,0.6460000276565552,2026-02-17,20260217_143327
GPUS,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,0.198,0.22,11.11,,,0,0.0,0.12073171,,-51.78364664850682,-1.31472,-0.217,0.0,0,35.0,0.20000000298023224,2026-02-17,20260217_143327
EML,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,,,Industrials,stable,0,DJUSIG,18.61,20.47,9.99,,,0,40.0,15.254099,,17.38452453525126,0.05192,-0.224,0.0,0,35.0,18.610000610351562,2026-02-17,20260217_143327
STEX,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,2.41,12.0,397.93,12.0,397.9253112033195,1,50.0,,,25.70343203864553,,,30.0,0,35.0,2.4100000858306885,2026-02-17,20260217_143327
AIRJ,35.0,🔵 MODERADA,0.0,100,58.83,0.0,0,,2025-11-13,-87.0,Industrials,stable,0,DJUSIG,3.22,6.24,93.75,8.9375,177.56211180124222,4,25.0,,,-2.528104879120905,-0.00336,,0.0,0,35.0,3.2200000286102295,2026-02-17,20260217_143327
HKHC,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,28.5,,,,,0,60.0,,,-2.7661347714616342,0.49165002,0.37,15.0,0,35.0,28.0,2026-02-17,20260217_143327
XZO,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-02-25,17.0,Financial Services,declining,0,DJUSFI,15.4,21.47,39.42,26.0,68.83116883116882,2,58.33,19.25,,,,0.92,0.0,0,35.0,15.399999618530273,2026-02-17,20260217_143327
ELUT,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,1.05,2.33,121.9,3.5,233.33333333333331,2,0.0,,,-30.859523456917888,,-0.093,15.0,0,35.0,1.0499999523162842,2026-02-17,20260217_143327
LUCY,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,1.13,2.12,87.61,3.0,165.48672566371684,1,37.5,,,-84.6627201748282,-0.74096,1.635,0.0,0,35.0,1.1299999952316284,2026-02-17,20260217_143327
NEXT,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2025-11-18,-82.0,Energy,improving,0,DJUSEN,5.2,7.36,41.54,9.0,73.07692307692307,4,0.0,,,-242.83255017844664,-0.01269,,0.0,0,35.0,5.199999809265137,2026-02-17,20260217_143327
PMTS,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,11.380000114440918,2026-02-17,20260217_143327
COO,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-03-05,25.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,82.98999786376953,2026-02-17,20260217_143327
CBAN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-28,-11.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.360000610351562,2026-02-17,20260217_143327
HLF,35.0,🔵 MODERADA,0.0,100,20.85,0.0,0,,2026-02-18,10.0,Consumer Defensive,improving,0,DJUSFB,,,,,,0,,,,,,,,0,35.0,15.899999618530273,2026-02-17,20260217_143327
BOTJ,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,20.739999771118164,2026-02-17,20260217_143327
OPK,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,1.2300000190734863,2026-02-17,20260217_143327
BPRN,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-04-23,74.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,35.72999954223633,2026-02-17,20260217_143327
BHVN,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,11.359999656677246,2026-02-17,20260217_143327
SEI,35.0,🔵 MODERADA,0.0,100,50.11,0.0,0,,2026-02-24,16.0,Energy,improving,0,DJUSEN,,,,,,0,,,,,,,,0,35.0,56.630001068115234,2026-02-17,20260217_143327
CTTH,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,,,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,0.10000000149011612,2026-02-17,20260217_143327
WVE,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,12.680000305175781,2026-02-17,20260217_143327
SI,35.0,🔵 MODERADA,0.0,100,50.0,0.0,0,,2025-11-11,-89.0,,stable,0,,,,,,,0,,,,,,,,0,35.0,13.0600004196167,2026-02-17,20260217_143327
SRTA,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2025-11-10,-90.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,4.590000152587891,2026-02-17,20260217_143327
JFB,35.0,🔵 MODERADA,0.0,100,28.61,0.0,0,,,,Real Estate,improving,0,DJUSRE,,,,,,0,,,,,,,,0,35.0,29.8700008392334,2026-02-17,20260217_143327
AVTR,35.0,🔵 MODERADA,0.0,100,49.96,0.0,0,,2026-02-11,3.0,Healthcare,improving,0,DJUSHC,,,,,,0,,,,,,,,0,35.0,9.199999809265137,2026-02-17,20260217_143327
GME,35.0,🔵 MODERADA,0.0,100,68.9,0.0,0,,2025-12-09,-61.0,Consumer Cyclical,declining,0,DJUSGT,23.57,14.99,-36.39,,,0,15.0,26.78409,,1.877441520601104,0.083459996,-0.046,25.0,0,35.0,23.56999969482422,2026-02-17,20260217_143327
GSHD,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,,,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,48.689998626708984,2026-02-17,20260217_143327
MPB,35.0,🔵 MODERADA,0.0,100,64.96,0.0,0,,2026-01-21,-18.0,Financial Services,declining,0,DJUSFI,,,,,,0,,,,,,,,0,35.0,33.7400016784668,2026-02-17,20260217_143327
