ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
HQI,0.0,50.0,11.18,,,"HireQuest, Inc.",66.8,Industrials,Staffing & Employment Services,60.0,70.0,61.4,90.0,55.0,11.49,162008992,35.0,40.1,False,up,,,0,5.1,True,2,3.2,7.9,False,15.75,-27.0,5.0,False,"{'roe_pct': 11.1, 'debt_to_equity': 0.03, 'current_ratio': 2.4, 'operating_margin_pct': 31.5}",{'profit_margin_pct': 21.9},14.0,15.0,13.0,2.0,none,21.8,11.79,2.6,5.2,-54.7,,,,,,100.0,0.0,0.0,,12.0,0.0,15.0,20.0,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",MICRO_FLOAT,5.6,35.0,35.0,35.0,False,up,40.1,2.0,,0,True,2,2.0,38,54.0,31.5,Bajo 50%,20.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,False,1/3,48.72,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFS,0.0,50.0,18.93,,,"Saul Centers, Inc.",54.3,Real Estate,REIT - Retail,55.0,60.0,53.9,40.0,60.0,34.98,1204159104,35.0,41.1,False,up,,,0,6.0,True,1,3.0,5.2,False,37.89,-7.7,5.0,False,"{'roe_pct': 10.3, 'debt_to_equity': 3.28, 'current_ratio': 0.95, 'operating_margin_pct': 43.1}",{'profit_margin_pct': 13.8},45.5,47.0,44.0,2.0,none,30.1,50.0,42.9,11.4,-67.4,,,,,,100.0,0.0,0.0,,18.0,0.0,15.0,16.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",LOW_FLOAT,13.6,35.0,31.3,35.0,False,up,41.1,2.0,,0,True,1,2.0,9,54.0,85.2,Top 25%,53.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,False,1/3,48.72,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
RRBI,0.0,50.0,30.68,,,"Red River Bancshares, Inc.",66.8,Financial Services,Banks - Regional,60.0,70.0,83.0,65.0,50.0,87.77,577229056,80.0,87.1,False,up,,,0,11.3,True,1,2.0,2.2,False,93.9,-6.5,8.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 44.9}",{'profit_margin_pct': 34.1},93.5,97.0,90.0,2.0,none,6.5,,,168.43,91.9,,,,,,70.0,0.0,0.0,,50.0,0.0,15.0,20.0,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 62% up volume)",MICRO_FLOAT,5.1,15.0,35.0,80.0,False,up,87.1,5.0,,0,True,1,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,48.72,0.0,0.0,⚪ WEAK,🟡 Average,HOLD,50.0,Close to ATH (-5.9% from high) - wait for pullback,-5.9,NEUTRAL,NONE,False
FPI,0.0,50.0,28.36,,,Farmland Partners Inc.,58.6,Real Estate,REIT - Specialty,60.0,50.0,66.6,65.0,50.0,12.3,552434624,60.0,64.2,False,up,,,0,-47.6,True,2,7.4,5.4,False,12.47,-1.4,6.0,False,"{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}",{'profit_margin_pct': 60.2},13.0,14.0,12.5,3.0,hold,5.7,,,12.6,2.4,,,,,,70.0,0.0,0.0,,15.0,0.0,15.0,17.6,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,100,"Strong institutional buying (2.1x ratio, 67% up volume)",MEDIUM_FLOAT,39.7,35.0,32.6,60.0,False,up,64.2,2.0,,0,True,2,2.0,19,54.0,66.7,Medio,34.2,0.0,1.0,5.0,5.0,0.0,0.0,5.0,5.0,False,1/3,48.44,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
WMG,0.0,50.0,5.1,,,Warner Music Group Corp.,51.0,Communication Services,Entertainment,50.0,70.0,24.0,45.0,70.0,28.49,14881642496,15.0,7.5,False,up,,,0,24.0,False,0,5.5,3.6,False,36.102,-21.1,3.0,False,"{'roe_pct': 39.8, 'debt_to_equity': 5.56, 'current_ratio': 0.7, 'operating_margin_pct': 17.8}",{'profit_margin_pct': 4.4},37.44,46.0,30.0,18.0,buy,31.4,73.19,156.9,5.7,-80.0,,,,,,100.0,0.0,0.0,,6.0,0.0,15.0,15.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,50,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",HIGH_FLOAT,145.4,35.0,30.3,15.0,False,up,7.5,2.0,,0,False,0,0.0,43,54.0,22.2,Bottom 25%,14.1,-3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,False,1/3,48.4,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
MCY,0.0,50.0,13.85,,,Mercury General Corporation,63.5,Financial Services,Insurance - Property & Casualty,50.0,80.0,57.6,70.0,65.0,83.81,4642120704,60.0,65.0,False,down,,,0,16.0,True,2,7.0,8.9,False,100.06,-16.2,6.0,False,"{'roe_pct': 24.8, 'debt_to_equity': 0.24, 'current_ratio': 0.56, 'operating_margin_pct': 16.7}",{'profit_margin_pct': 9.0},100.0,100.0,100.0,1.0,strong_buy,19.3,1931.42,2204.5,293.1,249.7,,,,,,70.0,0.0,0.0,,27.0,0.0,15.0,19.0,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,45,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,26.6,20.0,34.0,60.0,False,down,65.0,0.0,,0,True,2,2.0,37,54.0,33.3,Bajo 50%,20.5,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,False,1/3,48.4,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ACNB,0.0,50.0,23.08,,,ACNB Corporation,65.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,60.0,49.71,516228992,60.0,59.6,False,down,,,0,50.7,False,0,1.1,4.0,False,53.89,-7.8,6.0,False,"{'roe_pct': 10.2, 'operating_margin_pct': 41.9}",{'profit_margin_pct': 25.3},56.67,57.0,56.0,3.0,buy,14.0,,,108.0,117.3,,,,,,70.0,0.0,0.0,,18.0,0.0,15.0,19.7,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MICRO_FLOAT,10.0,35.0,34.7,60.0,False,down,59.6,0.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,48.31999999999999,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
NGS,0.0,50.0,36.54,,,"Natural Gas Services Group, Inc",65.4,Energy,Oil & Gas Equipment & Services,55.0,60.0,88.3,75.0,50.0,37.8,475105056,100.0,100.0,True,up,,,0,6.7,True,1,1.7,1.2,False,38.37,-1.5,8.0,True,"{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}",{'profit_margin_pct': 11.2},41.5,45.0,39.0,4.0,none,9.8,,,22.05,-41.7,,,,,,90.0,0.0,0.0,,49.6,0.0,15.0,19.6,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",LOW_FLOAT,11.5,15.0,34.6,100.0,True,up,100.0,10.0,,0,True,1,2.0,12,54.0,79.6,Top 25%,50.6,3.0,0.0,5.0,10.0,0.0,0.0,5.0,5.0,False,2/3,48.16,8.0,0.0,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-0.9% from high) - poor entry point,-0.9,NEUTRAL,NONE,False
FRST,0.0,50.0,26.009999999999998,,,Primis Financial Corp.,65.1,Financial Services,Banks - Regional,60.0,60.0,79.4,65.0,65.0,13.35,329683392,80.0,82.0,False,up,,,0,5.7,True,1,1.2,3.4,False,14.55,-8.2,7.0,True,"{'roe_pct': 14.7, 'operating_margin_pct': 47.4}",{'profit_margin_pct': 29.1},16.0,16.0,16.0,1.0,strong_buy,19.9,,,24.9,86.5,,,,,,90.0,0.0,0.0,,27.0,0.0,15.0,19.5,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (1.0x ratio, 46% up volume)",LOW_FLOAT,21.9,40.0,34.5,80.0,False,up,82.0,5.0,,0,True,1,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,48.03999999999999,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BWFG,0.0,50.0,25.98,,,"Bankwell Financial Group, Inc.",64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,47.04,371613312,60.0,72.2,False,flat,,,0,34.6,False,0,2.6,5.4,False,51.54,-8.7,7.0,True,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,10.5,,,133.5,183.8,,,,,,100.0,0.0,0.0,,20.0,0.0,15.0,19.4,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.4x ratio, 54% up volume)",MICRO_FLOAT,6.0,35.0,34.4,60.0,False,flat,72.2,0.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,1/3,47.92,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ADC,0.0,50.0,28.23,,,Agree Realty Corporation,57.3,Real Estate,REIT - Retail,60.0,60.0,50.3,55.0,60.0,79.32,9548218368,35.0,31.3,False,up,,,0,12.6,False,0,6.2,4.0,False,79.65,-0.4,6.0,False,"{'roe_pct': 3.5, 'debt_to_equity': 0.53, 'current_ratio': 0.34, 'operating_margin_pct': 48.3}",{'profit_margin_pct': 28.4},82.31,92.0,75.0,18.0,buy,3.8,83.7,5.5,24.78,-68.8,,,,,,100.0,0.0,0.0,,16.0,0.0,15.0,17.2,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 57% up volume)",HIGH_FLOAT,117.7,35.0,32.2,35.0,False,up,31.3,2.0,,0,False,0,0.0,9,54.0,85.2,Top 25%,53.1,3.0,1.0,5.0,5.0,0.0,0.0,5.0,5.0,False,1/3,47.92,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FULT,0.0,50.0,30.46,,,Fulton Financial Corporation,64.6,Financial Services,Banks - Regional,60.0,70.0,71.9,65.0,50.0,21.26,3824570624,80.0,76.8,False,up,,,0,3.3,True,2,7.2,5.3,False,22.99,-7.5,8.0,True,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},22.75,24.0,22.0,4.0,none,7.0,,,62.4,193.5,,,,,,90.0,0.0,0.0,,31.0,0.0,15.0,19.4,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",HIGH_FLOAT,177.4,35.0,34.4,80.0,False,up,76.8,5.0,,0,True,2,2.0,4,54.0,94.4,Top 10%,66.0,5.0,1.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.839999999999996,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CBK,0.0,50.0,15.370000000000001,,,"Commercial Bancgroup, Inc.",63.7,Financial Services,Banks - Regional,60.0,70.0,64.7,65.0,55.0,26.35,360941952,80.0,82.3,False,up,,,0,1.8,True,2,2.5,5.0,False,27.825,-5.3,,,"{'roe_pct': 14.6, 'operating_margin_pct': 55.5}",{'profit_margin_pct': 41.0},33.0,33.0,33.0,1.0,none,25.2,,,87.6,232.4,,,,,,100.0,0.0,0.0,,20.0,0.0,15.0,19.1,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,95,"Strong institutional buying (3.0x ratio, 74% up volume)",MICRO_FLOAT,8.7,35.0,34.1,80.0,False,up,82.3,5.0,,0,True,2,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,False,1/3,47.480000000000004,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
INDV,0.0,50.0,25.33,,,"Indivior Pharmaceuticals, Inc.",58.3,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,50.0,74.0,50.0,70.0,32.93,4117054464,80.0,86.3,False,down,,,0,5.0,False,0,9.9,6.5,True,38.0,-13.3,7.0,True,"{'current_ratio': 0.95, 'operating_margin_pct': 36.9}",{'profit_margin_pct': 10.5},45.57,50.0,36.0,7.0,strong_buy,38.4,47.7,44.9,29.4,-10.7,,,,,,100.0,0.0,0.0,,26.0,0.0,15.0,17.5,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_DISTRIBUTION,15,"Strong selling pressure (0.5x ratio, 33% up volume)",HIGH_FLOAT,106.8,35.0,32.5,80.0,False,down,86.3,3.0,,0,False,0,0.0,5,54.0,92.6,Top 10%,64.0,5.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,1/3,47.32,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
GABC,0.0,50.0,22.810000000000002,,,"German American Bancorp, Inc.",63.1,Financial Services,Banks - Regional,60.0,80.0,46.7,65.0,60.0,41.99,1574443648,35.0,44.7,False,up,,,0,44.5,False,0,3.3,8.7,False,45.0,-6.7,6.0,False,"{'roe_pct': 12.0, 'operating_margin_pct': 46.9}",{'profit_margin_pct': 33.0},47.33,50.0,46.0,6.0,buy,12.7,,,65.79,56.7,,,,,,100.0,0.0,0.0,,20.0,0.0,15.0,18.9,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 53% up volume)",MEDIUM_FLOAT,35.9,35.0,33.9,35.0,False,up,44.7,2.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,47.24,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BY,0.0,50.0,30.310000000000002,,,"Byline Bancorp, Inc.",63.1,Financial Services,Banks - Regional,60.0,60.0,71.9,65.0,60.0,31.87,1460258816,80.0,76.9,False,up,,,0,10.1,False,0,4.7,1.9,False,33.89,-6.0,8.0,True,"{'roe_pct': 11.0, 'operating_margin_pct': 45.7}",{'profit_margin_pct': 31.7},35.6,38.0,33.0,5.0,buy,11.7,,,34.39,7.9,,,,,,90.0,0.0,0.0,,28.0,0.0,15.0,18.9,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,32.6,35.0,33.9,80.0,False,up,76.9,5.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.24,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AMH,0.0,50.0,0.0,,,American Homes 4 Rent,55.5,Real Estate,REIT - Residential,60.0,60.0,24.0,75.0,65.0,29.42,12429446144,15.0,1.1,False,down,,,0,9.6,True,1,4.1,2.3,False,39.49,-25.5,0.0,False,"{'roe_pct': 6.6, 'debt_to_equity': 0.66, 'current_ratio': 2.19, 'operating_margin_pct': 25.5}",{'profit_margin_pct': 24.5},36.21,40.0,32.0,21.0,buy,23.1,28.6,-2.8,11.8,-59.9,,,,,,90.0,0.0,0.0,,0.0,0.0,15.0,16.6,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,311.9,53.0,31.6,15.0,False,down,1.1,0.0,,0,True,1,2.0,34,54.0,38.9,Bajo 50%,21.9,0.0,0.0,0.0,-5.0,0.0,0.0,5.0,5.0,False,0/3,47.2,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFST,0.0,50.0,25.78,,,"Business First Bancshares, Inc.",62.8,Financial Services,Banks - Regional,60.0,70.0,60.3,65.0,55.0,27.89,915142144,60.0,64.9,False,up,,,0,4.4,True,2,0.8,2.0,False,30.32,-8.0,7.0,True,"{'roe_pct': 10.4, 'operating_margin_pct': 36.1}",{'profit_margin_pct': 28.1},32.88,35.0,31.0,4.0,none,17.9,,,83.7,200.1,,,,,,90.0,0.0,0.0,,24.0,0.0,15.0,18.8,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",MEDIUM_FLOAT,27.8,40.0,33.8,60.0,False,up,64.9,2.0,,0,True,2,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,47.120000000000005,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ATEX,0.0,50.0,20.28,,,Anterix Inc.,67.8,Communication Services,Telecom Services,60.0,60.0,75.0,85.0,70.0,36.31,680191168,60.0,60.9,False,up,,,0,13.2,False,0,12.5,4.7,True,39.62,-8.4,5.0,False,"{'roe_pct': 42.7, 'debt_to_equity': 0.02, 'current_ratio': 1.39, 'operating_margin_pct': -618.6}",{'profit_margin_pct': 1370.9},55.33,72.0,44.0,3.0,strong_buy,52.4,,,43.5,19.8,,,,,,90.0,0.0,0.0,,1.2999999999999972,0.0,15.0,20.3,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,100,"Strong institutional buying (2.5x ratio, 70% up volume)",LOW_FLOAT,12.8,35.0,35.3,60.0,False,up,60.9,2.0,,0,False,0,0.0,30,54.0,46.3,Bajo 50%,26.5,0.0,3.0,3.0,3.0,0.0,0.0,5.0,15.0,False,1/3,47.12,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CNK,0.0,50.0,0.0,,,Cinemark Holdings Inc Cinemark ,47.2,Communication Services,Entertainment,50.0,50.0,36.0,40.0,65.0,25.9,3042625792,15.0,23.1,False,up,,,0,5.3,False,0,13.4,4.2,True,34.01,-23.8,2.0,False,"{'roe_pct': 27.8, 'debt_to_equity': 7.23, 'current_ratio': 0.71, 'operating_margin_pct': 9.1}",{'profit_margin_pct': 4.4},31.82,37.0,22.0,11.0,buy,22.9,18.28,-29.4,11.0,-57.5,,,,,,90.0,0.0,0.0,,5.0,0.0,15.0,14.2,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,97.1,35.0,29.2,15.0,False,up,23.1,2.0,,0,False,0,0.0,43,54.0,22.2,Bottom 25%,14.1,-3.0,3.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,46.88,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AMRZ,0.0,50.0,21.95,,,Amrize Ltd,69.5,Basic Materials,Building Materials,55.0,70.0,87.4,80.0,60.0,63.63,35931996160,100.0,94.9,True,up,,,0,29.0,False,0,,3.5,False,65.72,-3.2,,,"{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}",{'profit_margin_pct': 10.0},66.12,75.0,57.0,20.0,buy,3.9,43.18,-32.1,21.4,-66.4,,,,,,80.0,0.0,0.0,,23.0,0.0,15.0,20.8,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,493.1,38.0,35.8,100.0,True,up,94.9,10.0,,0,False,0,0.0,7,54.0,88.9,Top 25%,60.4,3.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,46.8,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FIGR,0.0,50.0,0.0,,,"Figure Technology Solutions, In",61.6,Financial Services,Capital Markets,60.0,80.0,27.0,75.0,70.0,30.215,6520685568,15.0,3.2,False,down,,,0,56.5,False,0,8.9,3.4,True,78.0,-61.3,,,"{'debt_to_equity': 0.69, 'current_ratio': 2.26, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 34.1},60.25,75.0,42.0,8.0,buy,99.4,,,7.8,-74.2,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,18.5,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,30,"Moderate distribution (0.6x ratio, 39% up volume)",HIGH_FLOAT,128.4,50.0,33.5,15.0,False,down,3.2,0.0,,0,False,0,0.0,42,54.0,24.1,Bottom 25%,14.6,-3.0,3.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,0/3,46.64,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
THFF,0.0,50.0,30.15,,,First Financial Corporation,61.5,Financial Services,Banks - Regional,60.0,60.0,63.9,65.0,60.0,64.23,763101184,60.0,72.9,False,flat,,,0,6.4,True,1,1.9,3.2,False,69.21,-7.2,8.0,True,"{'roe_pct': 13.2, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 31.2},71.5,75.0,68.0,2.0,buy,11.3,,,200.4,212.0,,,,,,70.0,0.0,0.0,,38.4,0.0,15.0,18.4,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",LOW_FLOAT,11.3,20.0,33.4,60.0,False,flat,72.9,0.0,,0,True,1,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,46.6,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FCCO,0.0,50.0,25.63,,,First Community Corporation,61.3,Financial Services,Banks - Regional,60.0,60.0,60.3,65.0,65.0,29.76,278085088,60.0,73.5,False,flat,,,0,16.9,False,0,0.9,1.2,False,31.5,-5.5,7.0,True,"{'roe_pct': 13.1, 'operating_margin_pct': 35.4}",{'profit_margin_pct': 24.6},35.33,36.0,34.0,3.0,strong_buy,18.7,,,32.11,7.9,,,,,,90.0,0.0,0.0,,20.0,0.0,15.0,18.4,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",MICRO_FLOAT,6.4,35.0,33.4,60.0,False,flat,73.5,0.0,,0,False,0,0.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,1/3,46.519999999999996,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
HSY,0.0,50.0,36.57,,,The Hershey Company,65.7,Consumer Defensive,Confectioners,50.0,70.0,88.3,70.0,50.0,226.07,45843632128,100.0,98.2,True,up,,,0,10.2,True,1,7.3,5.2,False,234.87,-3.7,8.0,True,"{'roe_pct': 18.9, 'debt_to_equity': 1.24, 'current_ratio': 1.19, 'operating_margin_pct': 14.7}",{'profit_margin_pct': 7.6},229.65,267.0,165.0,23.0,hold,1.6,144.01,-36.3,43.4,-80.8,,,,,,100.0,0.0,0.0,,57.7,0.0,15.0,19.7,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",HIGH_FLOAT,145.1,15.0,34.7,100.0,True,up,98.2,10.0,,0,True,1,2.0,1,54.0,100.0,Top 10%,81.8,5.0,1.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,46.28,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,10.0,Near ATH (-2.0% from high) - poor entry point | High P/E (52.9) - valuation risk,-2.0,NEUTRAL,HOLD,True
BFC,0.0,50.0,30.05,,,Bank First Corporation,60.5,Financial Services,Banks - Regional,60.0,60.0,63.9,65.0,50.0,140.115,1571808896,60.0,74.0,False,up,,,0,6.8,True,1,3.3,6.2,False,153.0,-8.4,8.0,True,"{'roe_pct': 11.1, 'operating_margin_pct': 55.8}",{'profit_margin_pct': 41.4},155.0,160.0,150.0,2.0,none,10.6,,,72.3,-48.4,,,,,,90.0,0.0,0.0,,27.0,0.0,15.0,18.2,2026-02-25 07:47:09,2026-02-25,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,NEUTRAL,45,"No clear pattern (1.0x ratio, 48% up volume)",MICRO_FLOAT,8.9,40.0,33.2,60.0,False,up,74.0,2.0,,0,True,1,2.0,4,54.0,94.4,Top 10%,66.0,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,0/3,46.2,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
