ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
MSFT,0.0,,,,34.1,Microsoft Corporation,80.5,Technology,Software - Infrastructure,100.0,70.0,63.9,95.0,60.0,499.7,3710545297408.0,60.0,54.7,False,up,28.9,True,1.0,15.9,True,1.0,0.9,1.9,False,553.72,-9.8,5.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 0.29, 'current_ratio': 1.23, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 28.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.3}",572.92,870.0,400.0,52.0,strong_buy,14.7,94.49,-81.1,538.2,7.7,0.45,2.23,0.73,19.8,0.79,True,-0.6,55.4,31.7,50.0,2026-10-28,False,False,6.0,NEUTRAL,4.49,44.9,0.67,BULLISH,0.46,100.0,8.0,7.0,34.4,0.0,10.2,24.1,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (2.0x ratio, 59% up volume)",MEGA_FLOAT,7414.3,23.0,34.4,60.0,False,up,54.7,2.0,True,1.0,True,1.0,5.0,3.0,29.0,93.1,Top 10%,54.2,5.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,45.905,0.0,0.0,0.0,3.0,5.0,0.61,1.61,0.0,0.0,0.0,7.7,51.4,ALTA,1.84,2.0,2.0,67.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),EXIT,-16.0,36,0.3405,BAJA,21.55,⚪ WEAK,🟡 Average,,,,,,,,,,,489.71,466.73,621.42,4.69,26.9,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.87,False,-9.01,43.37,8.39,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
BAC,0.0,,,,20.2,Bank of America Corporation,74.6,Financial Services,Banks - Diversified,95.0,60.0,76.7,65.0,60.0,62.68,438305488896.0,80.0,84.9,False,up,19.7,True,1.0,10.3,False,0.0,0.0,0.0,False,65.23,-3.9,8.0,True,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 19.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}",68.77,75.0,62.0,22.0,buy,9.7,76.49,22.0,129.9,107.2,2.88,1.8,2.04,25.9,2.35,True,-5.74,,34.1,36.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.35,,,,,,47.4,0.0,6.1,22.4,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",MEGA_FLOAT,6965.3,3.0,28.4,80.0,False,up,84.9,5.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,84.9,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,45.85,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,-54.9,,1.21,0.0,0.0,,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,46,0.2019,BAJA,37.46,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-3.9% from high) - poor entry point,-3.9,NEUTRAL,BUY,False,,,,63.31,59.57,76.19,5.9,20.35,BUY NOW - At target entry price,True,3,0.929,False,-3.42,37.31,18.05,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
PGR,0.0,,,,23.5,The Progressive Corporation,70.6,Financial Services,Insurance - Property & Casualty,100.0,60.0,46.7,75.0,50.0,218.95,127231852544.0,35.0,29.8,False,down,26.6,True,1.0,4.9,True,1.0,1.0,2.1,False,249.71,-12.3,5.0,False,"{'roe_pct': 34.9, 'debt_to_equity': 0.24, 'current_ratio': 0.29, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': 26.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.8}",232.0,309.0,198.0,21.0,hold,6.0,416.65,90.3,199.2,-9.0,11.88,26.01,0.18,69.7,1.99,True,-0.94,50.8,2.0,36.0,2026-10-14,False,False,6.0,NEUTRAL,10.86,,2.69,,,,,,16.2,0.0,7.0,21.2,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,579.1,23.0,28.2,35.0,False,down,29.8,0.0,True,1.0,True,1.0,5.0,16.0,29.0,48.3,Bajo 50%,33.8,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,45.41499999999999,0.0,8.0,0.0,3.0,1.0,0.0,0.97,1.0,0.0,0.0,6.0,-34.6,,0.75,-3.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,46,0.235,BAJA,20.56,⚪ WEAK,🟡 Average,,,,,,,,,,,214.57,199.12,271.73,7.2,26.64,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.709,False,-8.53,16.6,-8.18,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
CNI,0.0,,,,34.1,Canadian National Railway Company,69.5,Industrials,Railroads,85.0,70.0,57.6,60.0,60.0,123.37,74626506752.0,60.0,58.5,False,down,9.7,True,1.0,14.1,True,1.0,,3.0,False,131.55,-6.2,6.0,False,"{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}",140.63,154.13,113.85,13.0,buy,14.0,72.08,-41.6,57.43,-53.4,2.94,3.63,2.11,46.3,2.04,True,-4.03,7.8,7.1,52.0,2026-10-30,False,False,7.0,NEUTRAL,7.4,14.5,1.86,,,,,,46.1,0.0,10.2,20.8,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,603.2,3.0,31.1,60.0,False,down,58.5,0.0,True,1.0,True,1.0,5.0,2.0,29.0,96.6,Top 10%,59.2,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,44.80499999999999,0.0,0.0,3.0,3.0,3.0,0.45,0.76,2.0,1.0,0.0,-41.6,61.5,ALTA,1.75,2.0,5.0,61.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.3405,BAJA,23.45,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-6.2% from high) - wait for pullback,-6.2,NEUTRAL,BUY,False,,,,122.01,117.23,151.64,3.92,24.29,BUY NOW - At target entry price,False,2,1.082,False,-6.22,37.56,1.46,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
CSU.TO,0.0,,,,31.5,Constellation Software Inc.,65.0,Technology,Software - Application,85.0,70.0,36.0,55.0,65.0,3023.96,64082337792.0,15.0,16.9,False,flat,30.5,False,0.0,13.2,True,1.0,,4.9,False,4594.91,-34.2,4.0,False,"{'roe_pct': 23.3, 'debt_to_equity': 1.2, 'current_ratio': 0.9, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 30.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 7.6}",3920.08,5449.78,3270.1,12.0,buy,29.6,7714.52,155.1,1887.0,-37.6,6.02,181.91,0.18,8.8,0.18,False,,6.2,389.3,59.0,2026-11-06,False,False,6.0,NEUTRAL,1.76,191.5,0.04,,,,,,3.899999999999999,0.0,9.4,19.5,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",LOW_FLOAT,20.3,27.0,28.9,15.0,False,flat,16.9,0.0,False,0.0,True,1.0,2.0,18.0,29.0,41.4,Bajo 50%,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,42.775000000000006,0.0,6.0,0.0,0.0,5.0,-0.5,0.24,0.0,2.0,0.0,29.6,-29.2,,3.7,0.0,2.0,70.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,39,0.3151,BAJA,6.5,⚪ WEAK,🔴 Weak,,,,,,,,,,,3001.86,2884.14,4333.87,3.92,44.37,BUY NOW - At target entry price,False,2,0.738,False,-34.64,37.85,-12.4,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
NDSN,0.0,,,,19.5,Nordson Corporation,67.9,Industrials,Specialty Industrial Machinery,80.0,50.0,68.3,85.0,50.0,318.36,17732450304.0,80.0,75.2,False,flat,0.8,True,1.0,8.8,False,0.0,3.0,4.6,False,339.12,-6.1,8.0,True,"{'roe_pct': 17.8, 'debt_to_equity': 0.56, 'current_ratio': 1.82, 'operating_margin_pct': 27.4}","{'eps_growth_yoy': 0.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.6}",349.71,375.0,282.0,7.0,none,9.8,361.45,13.5,227.01,-28.7,3.46,11.02,1.18,33.2,1.08,True,-1.39,8.4,11.5,92.0,2026-12-09,False,False,7.0,NEUTRAL,3.61,65.0,1.07,,,,,,47.2,0.0,5.8,20.4,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,49.6,0.0,26.2,80.0,False,flat,75.2,3.0,True,1.0,False,0.0,2.0,5.0,29.0,86.2,Top 25%,44.0,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,3/3,42.135000000000005,0.0,3.0,0.0,3.0,3.0,0.0,10.37,2.0,0.0,0.0,9.8,17.4,,1.23,0.0,5.0,84.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.1953,BAJA,30.79,⚪ WEAK,🔴 Weak,HOLD,50.0,Close to ATH (-6.1% from high) - wait for pullback,-6.1,NEUTRAL,NONE,False,,,,311.99,296.86,391.17,4.85,25.38,BUY ON PULLBACK - Wait for 2-5% dip,True,3,0.942,False,-6.12,45.89,3.8,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
ITW,65.125,Excellent,Stage Unknown,15.51325761964703,34.1,Illinois Tool Works Inc.,58.5,Industrials,Specialty Industrial Machinery,70.0,60.0,38.7,65.0,50.0,270.12,76930170880.0,15.0,24.5,False,down,-0.7,True,2.0,6.0,True,1.0,3.1,6.2,False,303.16,-10.9,4.0,False,"{'roe_pct': 104.6, 'debt_to_equity': 3.35, 'current_ratio': 1.11, 'operating_margin_pct': 26.9}","{'eps_growth_yoy': -0.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 19.4}",301.86,350.0,249.0,14.0,hold,11.7,169.1,-37.4,111.61,-58.7,3.16,8.54,2.55,58.3,2.26,True,-2.44,14.6,4.0,45.0,2026-10-23,False,False,5.0,NEUTRAL,4.96,118.3,2.16,,,,,,42.8,26.0,10.2,17.6,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MEGA_FLOAT,257.7,25.0,53.8,15.0,False,down,24.5,0.0,True,2.0,True,1.0,8.0,5.0,29.0,86.2,Top 25%,44.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,42.105,0.0,3.0,3.0,3.0,1.0,0.0,0.92,0.0,0.0,0.0,-37.4,59.8,ALTA,1.46,2.0,0.0,24.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,15,0.3405,BAJA,47.4125,⚪ WEAK,🔴 Weak,,,,,,,,,,,271.21,260.57,338.14,3.92,24.68,BUY NOW - At target entry price,False,2,0.896,False,-10.53,15.25,-15.28,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
CHTR,0.0,,,,19.8,"Charter Communications, Inc.",52.1,Communication Services,Telecom Services,85.0,30.0,30.3,50.0,55.0,151.99,20484831232.0,15.0,11.8,False,up,13.6,True,1.0,-1.1,False,0.0,51.6,8.1,True,285.82,-46.8,2.0,False,"{'roe_pct': 27.2, 'debt_to_equity': 4.42, 'current_ratio': 0.36, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 13.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}",184.41,380.0,101.0,17.0,hold,21.3,,,,,10.73,18.43,,,,True,-23.22,2.5,6.4,52.0,2026-10-30,False,False,7.0,NEUTRAL,10.48,26.9,0.21,,,,,,0.6000000000000014,0.0,5.9,15.6,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",HIGH_FLOAT,115.2,20.0,21.6,15.0,False,up,11.8,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,11.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,41.83,8.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,2.66,2.0,5.0,42.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,21,0.1983,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,148.95,141.09,241.27,5.28,61.98,BUY NOW - At target entry price,False,1,0.988,False,-46.82,36.25,-45.94,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
QSR,0.0,,,,12.6,Restaurant Brands International Inc.,70.1,Consumer Cyclical,Restaurants,100.0,60.0,46.7,65.0,60.0,80.17,36726755328.0,35.0,48.3,False,up,58.9,True,2.0,2.9,True,1.0,6.0,7.6,False,81.96,-2.2,7.0,True,"{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 58.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1}",85.92,104.0,79.0,24.0,buy,7.2,,,,,4.67,4.91,3.24,63.8,3.41,True,-0.46,5.2,151.2,51.0,2026-10-29,False,False,6.0,NEUTRAL,5.01,51.7,0.12,,,,,,40.8,0.0,3.8,21.0,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,317.7,3.0,24.8,35.0,False,up,48.3,2.0,True,2.0,True,1.0,8.0,23.0,29.0,24.1,Bottom 25%,21.9,-3.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,41.67,0.0,3.0,5.0,3.0,5.0,0.1,0.24,0.0,0.0,0.0,,,,0.9,-3.0,2.0,51.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),,0.0,46,0.1258,BAJA,32.51,⚪ WEAK,🔴 Weak,,,,,,,,,,,80.97,74.49,96.96,8.0,19.74,BUY NOW - At target entry price,True,3,0.865,False,-2.09,35.56,-2.9,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
SXYAY,0.0,,,,24.2,Sika AG,59.0,Basic Materials,Specialty Chemicals,50.0,50.0,75.0,70.0,60.0,23.632,37915000832.0,60.0,58.5,False,up,,,0.0,,,0.0,,,False,24.21,-2.4,7.0,True,"{'roe_pct': 16.0, 'debt_to_equity': 0.89, 'current_ratio': 1.3, 'operating_margin_pct': 14.3}",{'profit_margin_pct': 9.4},25.65,26.3,25.0,2.0,buy,8.5,11.58,-51.0,8.0,-66.1,3.33,0.79,1.95,57.0,1.36,,,,-0.3,,,False,False,7.0,NEUTRAL,3.49,45.5,,,,,,,36.0,0.0,7.3,17.7,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,95,"Strong institutional buying (2.3x ratio, 67% up volume)",MEGA_FLOAT,1600.0,3.0,25.0,60.0,False,up,58.5,2.0,,0.0,,0.0,0.0,11.0,29.0,65.5,Medio,36.4,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,41.010000000000005,0.0,3.0,3.0,0.0,0.0,4.06,4.06,1.0,0.0,3.0,-51.0,67.0,ALTA,1.06,0.0,5.0,94.0,0,,0,UNRELIABLE/INSUFFICIENT (0),BEST,8.0,5,0.2424,BAJA,31.4,⚪ WEAK,🔴 Weak,,,,,,,,,,,23.87,22.17,28.61,7.13,19.88,BUY NOW - At target entry price,True,3,0.686,True,-2.39,54.5,20.32,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
MRSH,74.60714285714286,Excellent,Stage 2 Early,16.191121708496638,13.2,"Marsh & McLennan Companies, Inc.",72.1,Financial Services,Insurance Brokers,100.0,60.0,50.3,80.0,50.0,185.74,88637218816.0,35.0,31.1,False,up,69.5,False,0.0,16.6,False,0.0,1.6,3.0,False,207.83,-10.6,5.0,False,"{'roe_pct': 25.9, 'debt_to_equity': 1.45, 'current_ratio': 1.14, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': 69.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.2}",207.1,238.0,182.0,21.0,hold,11.5,176.87,-4.8,81.9,-55.9,5.4,10.03,2.13,44.0,1.48,True,-3.28,6.6,2.9,37.0,2026-10-15,False,False,6.0,NEUTRAL,5.93,146.7,2.23,,,,,,40.4,29.8,4.0,21.6,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 47% up volume)",MEGA_FLOAT,476.3,23.0,55.4,35.0,False,up,31.1,2.0,False,0.0,False,0.0,0.0,21.0,29.0,31.0,Bajo 50%,24.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,40.5,0.0,6.0,3.0,3.0,1.0,0.0,0.76,0.0,0.0,0.0,-4.8,41.8,ALTA,1.44,2.0,2.0,11.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-6.0,29,0.1319,BAJA,58.01357142857143,⚪ WEAK,🔴 Weak,,,,,,,,,,,187.81,180.45,231.17,3.92,23.09,BUY NOW - At target entry price,False,2,0.824,False,-9.2,19.28,-9.83,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
TJX,0.0,,,,4.1,"The TJX Companies, Inc.",58.2,Consumer Cyclical,Apparel Retail,75.0,60.0,15.0,75.0,65.0,132.08,145284562944.0,15.0,0.7,False,down,5.4,True,1.0,0.4,True,1.0,1.8,4.0,False,170.0,-22.3,3.0,False,"{'roe_pct': 62.2, 'debt_to_equity': 1.34, 'current_ratio': 1.15, 'operating_margin_pct': 10.9}","{'eps_growth_yoy': 5.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7}",169.8,198.0,136.0,20.0,buy,28.6,134.13,1.6,127.44,-3.5,3.03,4.0,1.45,32.5,1.35,True,-1.92,108.3,23.6,71.0,2026-11-18,False,False,7.0,NEUTRAL,4.8,36.2,0.97,,,,,,5.0,0.0,1.2,17.5,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 36% up volume)",MEGA_FLOAT,1097.4,30.0,18.7,15.0,False,down,0.7,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,40.485,0.0,3.0,0.0,3.0,5.0,-0.35,-4.28,0.0,3.0,0.0,1.6,29.6,MEDIA,3.58,0.0,5.0,68.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,40,0.041,BAJA,5.82,⚪ WEAK,🔴 Weak,,,,,,,,,,,132.08,127.55,174.95,3.43,32.45,BUY NOW - At target entry price,False,1,0.671,False,-22.06,1.48,-30.1,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
WM,0.0,,,,35.5,"Waste Management, Inc.",65.5,Industrials,Waste Management,100.0,70.0,24.0,45.0,65.0,218.99,87533633536.0,15.0,6.7,False,down,30.2,True,1.0,3.7,True,2.0,1.5,3.2,False,248.13,-11.7,4.0,False,"{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}",259.92,277.0,220.0,25.0,buy,18.7,108.01,-50.7,70.7,-67.7,2.68,5.88,1.73,50.1,1.49,True,-1.15,5.0,8.3,48.0,2026-10-26,False,False,8.0,STRONG,3.93,21.3,2.89,,,,,,5.0,0.0,10.7,19.6,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,15,"Strong selling pressure (0.6x ratio, 33% up volume)",MEGA_FLOAT,398.5,33.0,30.3,15.0,False,down,6.7,0.0,True,1.0,True,2.0,5.0,25.0,29.0,17.2,Bottom 25%,18.5,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,39.975,0.0,0.0,3.0,3.0,3.0,0.0,-0.35,0.0,0.0,0.0,-50.7,77.9,ALTA,2.34,2.0,10.0,103.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,41,0.3555,BAJA,15.55,⚪ WEAK,🔴 Weak,,,,,,,,,,,220.6,211.94,275.18,3.92,24.74,BUY NOW - At target entry price,False,2,0.781,False,-11.39,14.2,-24.58,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
INTU,0.0,,,,50.0,Intuit Inc.,79.6,Technology,Software - Application,100.0,100.0,26.7,85.0,65.0,332.7,91005763584.0,15.0,12.3,False,up,704.2,True,2.0,123.4,True,2.0,3.8,2.4,False,705.08,-52.8,2.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.44, 'current_ratio': 1.51, 'operating_margin_pct': 17.6}","{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.3}",405.6,732.0,290.0,31.0,buy,21.9,346.35,4.1,164.7,-50.5,7.07,23.54,1.66,29.2,0.68,True,-4.49,30.4,-0.6,72.0,2026-11-19,False,False,9.0,STRONG,5.55,97.0,,NEUTRAL,1.45,60.0,2.0,1.0,16.1,0.0,,23.9,2026-09-08 08:51:22,2026-09-08,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 53% up volume)",MEGA_FLOAT,265.7,23.0,34.1,15.0,False,up,12.3,2.0,True,2.0,True,2.0,8.0,18.0,29.0,41.4,Bajo 50%,25.4,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.84,0.0,6.0,3.0,3.0,0.0,-4.22,-10.79,0.0,5.0,-3.0,4.1,45.1,ALTA,2.74,2.0,10.0,26.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-12.0,25,,,0.4599999999999991,⚪ WEAK,🔴 Weak,,,,,,,,,,,328.09,315.23,559.64,3.92,70.57,BUY NOW - At target entry price,False,1,1.162,False,-52.28,32.17,-43.39,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
