ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
EBMT,"Eagle Bancorp Montana, Inc.",58.9,⭐ AVERAGE,🟡 Average,55.0,50.0,79.4,60.0,50.0,80.0,76.6,False,up,,,0,9.7,False,0,{'profit_margin_pct': 16.4},"{'revenue_growth_yoy': np.float64(9.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(30.3), 'rs_6m': np.float64(19.4), 'rs_line_percentile': 76.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 8.1, 'operating_margin_pct': 27.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 1.4}",21.7,172683600,Financial Services,Banks - Regional,2.5,3.5,False,23.75,-8.6,8.0,True,22.0,23.0,20.0,3.0,hold,1.4,,,57.0,162.7,,,2.67,30.3,0.58,3.15,True,-0.92,,15.8,57.0,2026-04-28,False,False,2026-03-02T07:55:26.924651
NBTB,NBT Bancorp Inc.,58.7,⭐ AVERAGE,🟡 Average,60.0,70.0,38.7,60.0,65.0,15.0,20.5,False,down,,,0,25.4,False,0,{'profit_margin_pct': 25.5},"{'revenue_growth_yoy': np.float64(25.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.1), 'rs_6m': np.float64(-9.2), 'rs_line_percentile': 20.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 9.9, 'operating_margin_pct': 40.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",42.72,2238275584,Financial Services,Banks - Regional,2.0,3.5,False,47.92,-10.9,5.0,False,49.17,54.0,47.0,6.0,buy,15.1,,,99.9,133.8,,,3.39,42.6,1.45,3.11,False,,,27.6,52.0,2026-04-23,False,False,2026-03-02T07:48:03.086058
INR,"Infinity Natural Resources, Inc",58.6,⭐ AVERAGE,🟡 Average,50.0,70.0,56.6,55.0,65.0,35.0,44.7,False,up,,,0,15.4,True,1,{'profit_margin_pct': -0.8},"{'revenue_growth_yoy': np.float64(15.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(26.5), 'rs_6m': np.float64(5.8), 'rs_line_percentile': 44.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -3.1, 'debt_to_equity': 0.09, 'current_ratio': 0.52, 'operating_margin_pct': 49.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 27.8}",16.6,259452240,Energy,Oil & Gas E&P,6.0,5.2,False,19.899,-16.6,6.0,False,21.22,27.0,18.0,9.0,strong_buy,27.8,,,,,-0.85,-0.14,,,,,False,,-0.5,,8.0,2026-03-10,False,True,2026-03-02T07:55:51.962948
NWPP,"New Peoples Bankshares, Inc.",58.5,⭐ AVERAGE,🟡 Average,60.0,30.0,91.0,65.0,50.0,100.0,93.8,True,up,,,0,-3.9,False,0,{'profit_margin_pct': 23.3},"{'revenue_growth_yoy': np.float64(-3.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(26.4), 'rs_6m': np.float64(28.9), 'rs_line_percentile': 93.8, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 13.1, 'operating_margin_pct': 34.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",4.26,100529192,Financial Services,Banks - Regional,,,False,4.3,-0.9,8.0,True,,,,,none,,,,4.34,1.9,,,1.88,18.6,0.08,,True,-0.22,,5.1,,,False,False,2026-03-02T07:47:38.176926
NSPR,InspireMD Inc.,58.3,⭐ AVERAGE,🟡 Average,50.0,90.0,24.0,60.0,70.0,15.0,9.9,False,down,,,0,29.5,True,2,{},"{'revenue_growth_yoy': np.float64(29.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-16.1), 'rs_6m': np.float64(-32.8), 'rs_line_percentile': 9.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': -87.6, 'debt_to_equity': 0.05, 'current_ratio': 6.51, 'operating_margin_pct': -517.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 180.9}",1.78,75420368,Healthcare,Medical Devices,0.1,1.3,False,3.48,-48.9,1.0,False,5.0,6.0,4.0,3.0,buy,180.9,,,,,-21.95,-0.39,,,,,False,,-278.1,,9.0,2026-03-11,False,True,2026-03-02T07:49:15.935037
GOOD,Gladstone Commercial Corporatio,58.3,⭐ AVERAGE,🟡 Average,55.0,70.0,50.3,55.0,60.0,35.0,31.5,False,up,,,0,15.9,True,1,{'profit_margin_pct': 12.0},"{'revenue_growth_yoy': np.float64(15.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(15.2), 'rs_6m': np.float64(-7.4), 'rs_line_percentile': 31.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 5.6, 'debt_to_equity': 2.49, 'current_ratio': 1.67, 'operating_margin_pct': 40.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.1}",12.49,609926528,Real Estate,REIT - Diversified,5.3,5.4,False,16.4,-23.8,3.0,False,13.12,14.0,12.5,4.0,buy,5.1,21.58,72.8,1.4,-88.8,11.64,1.47,9.6,857.1,1.2,8.53,True,-0.74,1.5,-50.6,66.0,2026-05-07,False,False,2026-03-02T07:50:18.746851
NTLA,"Intellia Therapeutics, Inc.",58.3,⭐ AVERAGE,🟡 Average,50.0,60.0,61.4,60.0,70.0,35.0,27.7,False,up,,,0,7.1,True,1,{},"{'revenue_growth_yoy': np.float64(7.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(60.5), 'rs_6m': np.float64(12.5), 'rs_line_percentile': 27.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -53.5, 'debt_to_equity': 0.14, 'current_ratio': 5.08, 'operating_margin_pct': -428.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 74.5}",13.78,1596136320,Healthcare,Biotechnology,43.8,7.5,True,28.25,-51.2,5.0,False,24.05,106.0,5.0,21.0,buy,74.5,,,,,-14.62,-2.01,,,,,False,,-102.6,,66.0,2026-05-07,False,False,2026-03-02T07:50:44.916417
UTI,Universal Technical Institute I,58.0,⭐ AVERAGE,🟡 Average,50.0,50.0,75.0,70.0,50.0,60.0,70.1,False,up,,,0,6.5,False,0,{'profit_margin_pct': 6.3},"{'revenue_growth_yoy': np.float64(6.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(55.3), 'rs_6m': np.float64(28.3), 'rs_line_percentile': 70.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.4, 'debt_to_equity': 0.86, 'current_ratio': 1.14, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.1}",36.2,1991742336,Consumer Defensive,Education & Training Services,5.6,4.0,False,36.64,-1.2,6.0,False,37.33,40.0,36.0,6.0,none,3.1,11.0,-69.6,9.6,-73.5,2.07,0.75,,,,3.72,False,,15.8,-21.2,65.0,2026-05-06,False,False,2026-03-02T07:52:56.627835
AMH,American Homes 4 Rent,58.0,⭐ AVERAGE,🟡 Average,60.0,60.0,36.0,75.0,65.0,15.0,3.4,False,down,,,0,9.6,True,1,{'profit_margin_pct': 24.5},"{'revenue_growth_yoy': np.float64(9.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-6.4), 'rs_6m': np.float64(-20.0), 'rs_line_percentile': 3.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 6.6, 'debt_to_equity': 0.66, 'current_ratio': 2.19, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.8}",30.0,12674486272,Real Estate,REIT - Residential,3.0,2.0,False,39.49,-24.0,1.0,False,35.62,40.0,32.0,20.0,buy,18.8,28.6,-4.7,11.8,-60.7,5.68,1.94,4.1,98.3,1.23,2.19,False,,3.8,0.1,59.0,2026-04-30,False,False,2026-03-02T07:52:41.256000
GBLI,"Global Indemnity Group, LLC",58.0,⭐ AVERAGE,🟡 Average,50.0,70.0,36.0,75.0,70.0,15.0,5.7,False,flat,,,0,5.3,True,2,{'profit_margin_pct': 6.3},"{'revenue_growth_yoy': np.float64(5.3), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-1.3), 'rs_6m': np.float64(-9.6), 'rs_line_percentile': 5.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 4.0, 'debt_to_equity': 0.01, 'current_ratio': 1.23, 'operating_margin_pct': 14.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 97.3}",27.88,399351840,Financial Services,Insurance - Property & Casualty,0.3,2.9,False,37.0,-24.6,2.0,False,55.0,55.0,55.0,1.0,strong_buy,97.3,94.0,237.2,19.4,-30.4,16.84,6.39,5.02,72.2,1.4,3.86,False,,712.6,-3.2,8.0,2026-03-10,False,True,2026-03-02T07:55:33.084169
FBRX,"Forte Biosciences, Inc.",57.9,⭐ AVERAGE,🟡 Average,50.0,50.0,83.0,45.0,70.0,80.0,82.9,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(57.2), 'rs_6m': np.float64(162.8), 'rs_line_percentile': 82.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -110.7, 'current_ratio': 7.34}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 111.0}",30.22,378563968,Healthcare,Biotechnology,7.4,3.3,False,35.62,-15.2,8.0,True,63.75,75.0,54.0,4.0,strong_buy,111.0,,,,,-6.47,-1.95,,,,,False,,,,,,False,False,2026-03-02T07:54:58.649380
ADMQ,ADM Endeavors Inc.,57.8,⭐ AVERAGE,🟡 Average,50.0,100.0,15.0,65.0,50.0,15.0,10.5,False,down,,,0,67.6,True,2,{'profit_margin_pct': 9.4},"{'revenue_growth_yoy': np.float64(67.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-33.2), 'rs_6m': np.float64(-41.8), 'rs_line_percentile': 10.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 17.3, 'debt_to_equity': 1.82, 'current_ratio': 1.3, 'operating_margin_pct': 9.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.026,4121531,Industrials,Specialty Business Services,,,False,0.0505,-48.5,1.0,False,,,,,none,,,,,,-94.77,-0.02,,,,,False,,19.2,35.4,,,False,False,2026-03-02T07:49:23.165058
CWT,California Water Service Group,57.7,⭐ AVERAGE,🟡 Average,55.0,80.0,36.0,50.0,65.0,15.0,12.2,False,up,,,0,40.1,False,0,{'profit_margin_pct': 12.8},"{'revenue_growth_yoy': np.float64(40.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-1.4), 'rs_6m': np.float64(-8.8), 'rs_line_percentile': 12.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 7.7, 'debt_to_equity': 0.95, 'current_ratio': 0.85, 'operating_margin_pct': 10.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.4}",45.08,2686377728,Utilities,Utilities - Regulated Water,2.5,2.8,False,51.63,-12.7,2.0,False,52.0,55.0,49.0,2.0,strong_buy,15.4,,,22.8,-49.4,-10.87,-4.9,2.74,51.7,1.24,2.0,True,-0.05,3.4,-21.1,59.0,2026-04-30,False,False,2026-03-02T07:54:27.893719
SMBK,"SmartFinancial, Inc.",57.6,⭐ AVERAGE,🟡 Average,60.0,50.0,60.3,60.0,60.0,60.0,53.4,False,flat,,,0,0.6,False,0,{'profit_margin_pct': 26.1},"{'revenue_growth_yoy': np.float64(0.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(6.2), 'rs_6m': np.float64(0.3), 'rs_line_percentile': 53.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 9.6, 'operating_margin_pct': 38.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.5}",39.21,667719488,Financial Services,Banks - Regional,0.7,1.4,False,43.91,-10.7,6.0,False,44.5,48.0,42.0,6.0,buy,13.5,,,89.4,128.0,,,0.82,10.7,0.32,1.08,False,,,29.4,49.0,2026-04-20,False,False,2026-03-02T07:54:48.509492
EVMN,"Evommune, Inc.",57.6,⭐ AVERAGE,🟡 Average,50.0,50.0,63.0,70.0,70.0,60.0,65.1,False,up,,,0,,,0,{},{},"{'rs_3m': np.float64(32.7), 'rs_line_percentile': 65.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'debt_to_equity': 0.01, 'current_ratio': 7.87, 'operating_margin_pct': -133.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 107.7}",26.0,819626368,Healthcare,Biotechnology,10.0,2.7,True,33.2,-21.7,,,54.0,65.0,48.0,6.0,strong_buy,107.7,,,,,,,,,,,False,,-1341.2,,24.0,2026-03-26,False,False,2026-03-02T07:52:54.447092
FAST,Fastenal Company,57.6,⭐ AVERAGE,🟡 Average,55.0,50.0,50.3,90.0,50.0,35.0,44.4,False,up,,,0,3.5,False,0,{'profit_margin_pct': 15.3},"{'revenue_growth_yoy': np.float64(3.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(13.6), 'rs_6m': np.float64(-13.6), 'rs_line_percentile': 44.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 33.3, 'debt_to_equity': 0.11, 'current_ratio': 4.85, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -2.8}",46.04,52862173184,Industrials,Industrial Distribution,3.3,3.2,False,50.63,-9.1,6.0,False,44.76,52.0,38.0,13.0,hold,-2.8,13.44,-70.8,10.9,-76.3,1.52,0.7,1.95,80.3,0.9,2.16,False,,259.6,3.7,42.0,2026-04-13,False,False,2026-03-02T07:50:02.162012
ABCL,AbCellera Biologics Inc.,57.4,⭐ AVERAGE,🟡 Average,50.0,80.0,32.0,60.0,70.0,35.0,32.4,False,up,,,0,77.3,False,0,{'profit_margin_pct': -194.9},"{'revenue_growth_yoy': np.float64(77.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-2.1), 'rs_6m': np.float64(-22.4), 'rs_line_percentile': 32.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -14.5, 'debt_to_equity': 0.15, 'current_ratio': 11.32, 'operating_margin_pct': -63.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 153.9}",3.61,1080599424,Healthcare,Biotechnology,21.8,10.6,True,6.515,-44.6,3.0,False,9.17,12.0,7.0,6.0,strong_buy,153.9,,,,,-16.29,-0.59,,,,,False,,-34.5,,66.0,2026-05-07,False,False,2026-03-02T07:55:35.134737
ALG,"Alamo Group, Inc.",57.4,⭐ AVERAGE,🟡 Average,50.0,50.0,63.0,75.0,60.0,60.0,58.9,False,up,,,0,9.0,False,0,{'profit_margin_pct': 7.2},"{'revenue_growth_yoy': np.float64(9.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(31.7), 'rs_6m': np.float64(-6.7), 'rs_line_percentile': 58.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 10.8, 'debt_to_equity': 0.2, 'current_ratio': 4.43, 'operating_margin_pct': 8.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.9}",213.53,2587007232,Industrials,Farm & Heavy Construction Machinery,7.3,6.4,False,233.29,-8.5,5.0,False,219.75,252.0,190.0,4.0,buy,2.9,172.15,-19.4,96.3,-54.9,5.48,11.7,0.58,12.0,1.24,0.5,True,-0.12,11.7,-5.5,0.0,2026-03-02,True,False,2026-03-02T07:50:31.292673
SHBI,"Shore Bancshares, Inc.",57.3,⭐ AVERAGE,🟡 Average,60.0,50.0,60.3,65.0,50.0,60.0,68.4,False,flat,,,0,6.6,False,0,{'profit_margin_pct': 27.5},"{'revenue_growth_yoy': np.float64(6.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(3.9), 'rs_6m': np.float64(3.1), 'rs_line_percentile': 68.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 10.5, 'operating_margin_pct': 42.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 13.7}",18.58,621069120,Financial Services,Banks - Regional,1.7,2.0,False,20.68,-10.2,6.0,False,21.12,22.0,20.0,4.0,none,13.7,,,34.35,84.9,,,2.58,27.0,0.48,3.15,False,,,9.7,59.0,2026-04-30,False,False,2026-03-02T07:53:56.286941
FKYS,First Keystone Corp.,57.3,⭐ AVERAGE,🟡 Average,60.0,50.0,63.9,60.0,50.0,60.0,57.7,False,up,,,0,8.3,False,0,{'profit_margin_pct': 21.1},"{'revenue_growth_yoy': np.float64(8.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(17.7), 'rs_6m': np.float64(9.3), 'rs_line_percentile': 57.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.3, 'operating_margin_pct': 31.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",19.49,121737600,Financial Services,Banks - Regional,,,False,20.0,-2.6,7.0,True,,,,,none,,,,44.1,126.3,,,5.75,76.2,1.12,6.25,False,,,42.4,,,False,False,2026-03-02T07:48:26.334702
CNK,Cinemark Holdings Inc Cinemark ,57.1,⭐ AVERAGE,🟡 Average,50.0,80.0,50.3,40.0,60.0,35.0,35.8,False,up,,,0,43.6,False,0,{'profit_margin_pct': 4.4},"{'revenue_growth_yoy': np.float64(43.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.8), 'rs_6m': np.float64(4.8), 'rs_line_percentile': 35.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 27.8, 'debt_to_equity': 7.23, 'current_ratio': 0.71, 'operating_margin_pct': 9.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.7}",28.24,3317519616,Communication Services,Entertainment,12.7,4.3,True,34.01,-17.0,4.0,False,31.82,37.0,22.0,11.0,buy,12.7,18.59,-34.2,10.4,-63.2,4.4,1.26,1.27,31.7,0.36,4.05,True,-2.26,1.9,-15.7,60.0,2026-05-01,False,False,2026-03-02T07:50:14.517013
SRRK,Scholar Rock Holding Corporatio,57.1,⭐ AVERAGE,🟡 Average,50.0,50.0,76.7,55.0,60.0,80.0,81.8,False,flat,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.4), 'rs_6m': np.float64(26.7), 'rs_line_percentile': 81.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 80}","{'roe_pct': -218.0, 'debt_to_equity': 0.45, 'current_ratio': 6.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 13.8}",44.27,4515870208,Healthcare,Biotechnology,25.7,15.5,True,49.82,-11.1,7.0,True,50.36,60.0,42.0,14.0,strong_buy,13.8,,,,,-3.25,-1.44,,,,,False,,-140.2,,1.0,2026-03-03,True,False,2026-03-02T07:54:42.290071
MGLD,"The Marygold Companies, Inc.",57.0,⭐ AVERAGE,🟡 Average,50.0,60.0,65.1,60.0,50.0,60.0,54.1,False,up,,,0,8.8,True,1,{'profit_margin_pct': -11.9},"{'revenue_growth_yoy': np.float64(8.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(0.5), 'rs_6m': np.float64(18.7), 'rs_line_percentile': 54.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -14.9, 'debt_to_equity': 0.05, 'current_ratio': 3.9, 'operating_margin_pct': -8.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",1.038,44997060,Financial Services,Asset Management,0.6,0.1,False,1.38,-24.8,7.0,True,,,,,none,,,,,,-2.41,-0.03,,,,,True,-0.03,-3.9,,,,False,False,2026-03-02T07:48:38.577165
BDSX,"Biodesix, Inc.",57.0,⭐ AVERAGE,🟡 Average,50.0,50.0,75.0,50.0,70.0,60.0,65.1,False,up,,,0,6.6,False,0,{'profit_margin_pct': -49.3},"{'revenue_growth_yoy': np.float64(6.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(93.6), 'rs_6m': np.float64(65.5), 'rs_line_percentile': 65.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -302.6, 'current_ratio': 1.84, 'operating_margin_pct': -32.4}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 95.7}",15.33,122640000,Healthcare,Diagnostics & Research,5.5,0.6,False,19.14,-19.9,7.0,True,30.0,40.0,20.0,4.0,strong_buy,95.7,,,,,-12.89,-1.99,,,,,False,,-4.3,,72.0,2026-05-13,False,False,2026-03-02T07:49:54.053390
MNSB,"MainStreet Bancshares, Inc.",56.6,⭐ AVERAGE,🟡 Average,60.0,50.0,60.3,60.0,50.0,60.0,65.6,False,flat,,,0,7.3,False,0,{'profit_margin_pct': 21.2},"{'revenue_growth_yoy': np.float64(7.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(13.2), 'rs_6m': np.float64(-7.0), 'rs_line_percentile': 65.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 7.3, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",22.2,166423904,Financial Services,Banks - Regional,2.9,3.3,False,23.44,-5.3,7.0,True,,,,,none,,,,17.6,-20.7,,,1.8,22.7,0.4,,True,-0.28,,,11.0,2026-03-13,False,True,2026-03-02T07:56:26.651157
RMCF,Rocky Mountain Chocolate Factor,56.6,⭐ AVERAGE,🟡 Average,50.0,50.0,83.0,50.0,50.0,80.0,76.0,False,up,,,0,-15.2,True,2,{'profit_margin_pct': -13.6},"{'revenue_growth_yoy': np.float64(-15.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(49.7), 'rs_6m': np.float64(68.3), 'rs_line_percentile': 76.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -51.0, 'debt_to_equity': 1.54, 'current_ratio': 1.66, 'operating_margin_pct': 1.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",2.55,23798696,Consumer Defensive,Confectioners,0.2,0.2,False,2.99,-14.7,8.0,True,,,,,none,,0.01,-99.6,,,0.02,0.0,,,,5.48,False,,-3.9,,79.0,2026-05-20,False,False,2026-03-02T07:48:10.114743
RCKT,"Rocket Pharmaceuticals, Inc.",56.5,⭐ AVERAGE,🟡 Average,50.0,50.0,65.0,60.0,70.0,35.0,27.5,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(51.1), 'rs_6m': np.float64(43.2), 'rs_line_percentile': 27.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': -60.3, 'debt_to_equity': 0.09, 'current_ratio': 6.38}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 61.9}",5.01,542193344,Healthcare,Biotechnology,25.9,6.8,True,9.42,-46.8,4.0,False,8.11,16.0,2.0,11.0,buy,61.9,,,,,-26.17,-1.31,,,,,False,,-126.4,,66.0,2026-05-07,False,False,2026-03-02T07:51:45.119787
RLI,RLI Corp.,56.5,⭐ AVERAGE,🟡 Average,60.0,60.0,36.0,75.0,50.0,15.0,13.6,False,down,,,0,16.0,False,0,{'profit_margin_pct': 21.4},"{'revenue_growth_yoy': np.float64(16.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-0.3), 'rs_6m': np.float64(-10.7), 'rs_line_percentile': 13.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 24.4, 'debt_to_equity': 0.06, 'current_ratio': 0.55, 'operating_margin_pct': 27.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -4.1}",62.32,5725899264,Financial Services,Insurance - Property & Casualty,3.8,3.4,False,81.79,-23.8,2.0,False,59.75,70.0,52.0,4.0,hold,-4.1,536.08,760.2,131.1,110.4,20.28,12.64,1.03,14.4,0.64,0.84,False,,97.9,49.8,51.0,2026-04-22,False,False,2026-03-02T07:47:57.057577
AARD,"Aardvark Therapeutics, Inc.",56.5,⭐ AVERAGE,🟡 Average,50.0,50.0,65.0,60.0,70.0,35.0,44.3,False,down,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(27.9), 'rs_6m': np.float64(40.8), 'rs_line_percentile': 44.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': -48.1, 'debt_to_equity': 0.0, 'current_ratio': 12.04}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 157.7}",12.49,271948160,Healthcare,Biotechnology,13.2,11.2,True,17.94,-30.4,5.0,False,32.18,47.0,18.0,11.0,strong_buy,157.7,,,,,-9.37,-1.17,,,,,False,,-1962.2,,28.0,2026-03-30,False,False,2026-03-02T07:49:35.703251
