ticker,company,purchase_count,unique_insiders,days_span,first_purchase,last_purchase,total_qty,confidence_score
BV,"Brightview Holdings, Inc.",5,1,70,2025-12-04,2026-02-12,35000.0,110
ECBK,"Ecb Bancorp, Inc. /Md/",5,1,64,2025-12-10,2026-02-12,13600.0,110
FUNC,First United Corp/Md/,4,3,0,2026-02-09,2026-02-09,310.0,110
CVM,Cel Sci Corp,5,1,53,2025-12-08,2026-01-30,160481.0,110
FNGR,"Fingermotion, Inc.",5,1,24,2025-12-09,2026-01-02,50000.0,110
KLXE,"Klx Energy Services Holdings, Inc.",5,1,3,2025-12-16,2025-12-19,149500.0,110
SXTP,"60 Degrees Pharmaceuticals, Inc.",5,1,6,2025-12-13,2025-12-19,54936.0,110
MIDD,Middleby Corp,5,1,7,2025-12-10,2025-12-17,208146.0,110
MGLD,"Marygold Companies, Inc.",5,1,11,2025-12-05,2025-12-16,105704.0,110
OFLX,"Omega Flex, Inc.",5,1,7,2025-12-09,2025-12-16,8652.0,110
RHEP,"Regional Health Properties, Inc",5,1,5,2025-12-10,2025-12-15,28953.0,110
TISI,Team Inc,5,1,6,2025-12-04,2025-12-10,48094.0,110
NXDT,Nexpoint Diversified Real Estate Trust,5,1,6,2025-12-04,2025-12-10,45407.0,110
UFI,Unifi Inc,5,1,6,2025-12-03,2025-12-09,188250.0,110
VEEE,"Twin Vee Powercats, Co.",4,2,1,2026-02-26,2026-02-27,240000.0,100
FRAF,Franklin Financial Services Corp /Pa/,4,2,17,2026-02-10,2026-02-27,1159.0,100
RVSB,Riverview Bancorp Inc,4,2,75,2025-12-11,2026-02-24,7950.0,100
CVCO,"Cavco Industries, Inc.",4,2,1,2026-02-09,2026-02-10,2300.0,100
SEI,"Solaris Energy Infrastructure, Inc.",4,2,3,2025-12-19,2025-12-22,16578.0,100
ULBI,Ultralife Corp,4,2,2,2025-12-16,2025-12-18,109478.0,100
RLMD,"Relmada Therapeutics, Inc.",4,2,1,2025-12-17,2025-12-18,78330.0,100
SI,"Shoulder Innovations, Inc.",4,2,1,2025-12-16,2025-12-17,18400.0,100
SRTA,"Strata Critical Medical, Inc.",4,2,4,2025-12-08,2025-12-12,44000.0,100
JFB,Jfb Construction Holdings,4,2,2,2025-12-10,2025-12-12,14900.0,100
INV,"Innventure, Inc.",4,2,1,2025-12-04,2025-12-05,33800.0,100
FISV,Fiserv Inc,4,2,1,2025-12-03,2025-12-04,49800.0,100
RPC,"Ridgepost Capital, Inc.",4,1,3,2026-02-24,2026-02-27,35000.0,90
SBCF,Seacoast Banking Corp of Florida,4,1,8,2026-02-18,2026-02-26,9400.0,90
ARAY,Accuray Inc,4,1,2,2026-02-23,2026-02-25,500000.0,90
FRPH,"Frp Holdings, Inc.",4,1,5,2026-02-19,2026-02-24,26432.0,90
SLQT,"Selectquote, Inc.",4,1,5,2026-02-19,2026-02-24,475604.0,90
EXE,Expand Energy Corp,4,1,5,2026-02-19,2026-02-24,4000.0,90
DIS,Walt Disney Co,4,1,65,2025-12-16,2026-02-19,37832.0,90
FEED,"Envue Medical, Inc.",4,1,5,2026-02-12,2026-02-17,960000.0,90
LAW,"Cs Disco, Inc.",4,1,5,2026-02-12,2026-02-17,12000.0,90
AVR,Anteris Technologies Global Corp.,4,1,3,2026-02-10,2026-02-13,20000000.0,90
CEPS,"Cantor Equity Partners Vi, Inc.",4,1,3,2026-02-10,2026-02-13,1200000.0,90
PATK,Patrick Industries Inc,4,1,3,2026-02-10,2026-02-13,4000.0,90
OFRM,"Once Upon A Farm, Pbc",4,1,3,2026-02-10,2026-02-13,22220.0,90
SHBI,Shore Bancshares Inc,4,1,71,2025-12-03,2026-02-12,16000.0,90
PAYX,Paychex Inc,4,1,1,2026-02-09,2026-02-10,4000.0,90
SHCO,Soho House & Co Inc.,4,1,3,2026-02-03,2026-02-06,44444444.0,90
CNXC,Concentrix Corp,4,1,3,2026-02-03,2026-02-06,4000.0,90
FCBC,First Community Bankshares Inc /Va/,4,1,3,2026-02-03,2026-02-06,2004.0,90
FCCO,First Community Corp /Sc/,4,1,3,2026-02-03,2026-02-06,2000.0,90
SGU,"Star Group, L.P.",4,1,3,2026-02-03,2026-02-06,420.0,90
MLAA,Mountain Lake Acquisition Corp. II,4,1,3,2026-02-02,2026-02-05,2040000.0,90
NOMA,Nomadar Corp.,4,1,3,2026-02-02,2026-02-05,1041732.0,90
AGL,"Agilon Health, Inc.",4,1,3,2026-02-02,2026-02-05,324000.0,90
PKBK,"Parke Bancorp, Inc.",4,1,3,2026-02-02,2026-02-05,4000.0,90
BFC,Bank First Corp,4,1,3,2026-02-02,2026-02-05,600.0,90
NBTB,Nbt Bancorp Inc,4,1,5,2026-01-30,2026-02-04,90920.0,90
WS,"Worthington Steel, Inc.",4,1,5,2026-01-30,2026-02-04,28000.0,90
ANIX,Anixa Biosciences Inc,4,1,5,2026-01-30,2026-02-04,40000.0,90
STRW,"Strawberry Fields Reit, Inc.",4,1,5,2026-01-30,2026-02-04,5724.0,90
EMAT,Evolution Metals & Technologies Corp.,4,1,5,2026-01-30,2026-02-04,4000.0,90
HLXC,Helix Acquisition Corp. III,4,1,5,2026-01-29,2026-02-03,3200000.0,90
LOB,"Live Oak Bancshares, Inc.",4,1,5,2026-01-29,2026-02-03,10380.0,90
Q,"Qnity Electronics, Inc.",4,1,5,2026-01-29,2026-02-03,4000.0,90
FATN,Fatpipe Inc/Ut,4,1,5,2026-01-29,2026-02-03,18000.0,90
UBSI,United Bankshares Inc/Wv,4,1,5,2026-01-29,2026-02-03,404.0,90
MIRM,"Mirum Pharmaceuticals, Inc.",4,1,5,2026-01-28,2026-02-02,525700.0,90
INTC,Intel Corp,4,1,5,2026-01-28,2026-02-02,23528.0,90
EQPT,Equipmentshare.Com Inc,4,1,5,2026-01-28,2026-02-02,17140.0,90
CRSP,Crispr Therapeutics AG,4,1,5,2026-01-28,2026-02-02,6032.0,90
PMT,Pennymac Mortgage Investment Trust,4,1,5,2026-01-28,2026-02-02,5804.0,90
CVS,Cvs Health Corp,4,1,5,2026-01-28,2026-02-02,96.0,90
UAA,"Under Armour, Inc.",4,1,3,2026-01-27,2026-01-30,9341400.0,90
QTIH,"Qt Imaging Holdings, Inc.",4,1,3,2026-01-26,2026-01-29,96428.0,90
CMC,Commercial Metals Co,4,1,5,2026-01-23,2026-01-28,8000.0,90
RMCF,"Rocky Mountain Chocolate Factory, Inc.",4,1,5,2026-01-23,2026-01-28,45200.0,90
FIS,"Fidelity National Information Services, Inc.",4,1,5,2026-01-21,2026-01-26,3764.0,90
AKAN,Akanda Corp.,4,1,5,2026-01-21,2026-01-26,116144.0,90
PLAY,"Dave & Buster'S Entertainment, Inc.",4,1,5,2026-01-21,2026-01-26,2920.0,90
SRCO,"Sparta Commercial Services, Inc.",4,1,5,2026-01-21,2026-01-26,292000.0,90
AHH,"Armada Hoffler Properties, Inc.",4,1,5,2026-01-21,2026-01-26,1312.0,90
NVT,Nvent Electric Plc,4,1,3,2026-01-19,2026-01-22,8000.0,90
PK,Park Hotels & Resorts Inc.,4,1,3,2026-01-19,2026-01-22,11796.0,90
PRIM,Primoris Services Corp,4,1,3,2026-01-19,2026-01-22,48.0,90
MU,Micron Technology Inc,4,1,5,2026-01-16,2026-01-21,92800.0,90
GBCS,"Selectis Health, Inc.",4,1,5,2026-01-15,2026-01-20,24768.0,90
CLNN,Clene Inc.,4,1,5,2026-01-14,2026-01-19,133332.0,90
AMPG,"Amplitech Group, Inc.",4,1,5,2026-01-14,2026-01-19,8000.0,90
LPG,Dorian Lpg Ltd.,4,1,3,2026-01-12,2026-01-15,60000.0,90
APG,Api Group Corp,4,1,3,2026-01-12,2026-01-15,28000.0,90
ZNTL,"Zentalis Pharmaceuticals, Inc.",4,1,5,2026-01-09,2026-01-14,25839892.0,90
UPBD,"Upbound Group, Inc.",4,1,5,2026-01-09,2026-01-14,10008.0,90
VAC,Marriott Vacations Worldwide Corp,4,1,5,2026-01-09,2026-01-14,436.0,90
PAR,Par Technology Corp,4,1,5,2026-01-08,2026-01-13,784140.0,90
NTLA,"Intellia Therapeutics, Inc.",4,1,5,2026-01-08,2026-01-13,600000.0,90
CDTX,"Cidara Therapeutics, Inc.",4,1,5,2026-01-08,2026-01-13,17048.0,90
RPLRT,Rithm Perpetual Life Residential Trust,4,1,5,2026-01-08,2026-01-13,60000.0,90
UNFI,United Natural Foods Inc,4,1,5,2026-01-07,2026-01-12,68000.0,90
CASY,Caseys General Stores Inc,4,1,5,2026-01-07,2026-01-12,1200.0,90
RCKT,"Rocket Pharmaceuticals, Inc.",4,1,5,2026-01-07,2026-01-12,40000.0,90
CPAY,"Corpay, Inc.",4,1,3,2026-01-06,2026-01-09,32000.0,90
GTLB,Gitlab Inc.,4,1,3,2026-01-06,2026-01-09,13104.0,90
OSG,Octave Specialty Group Inc,4,1,3,2026-01-06,2026-01-09,48000.0,90
NNUP,Nocopi Technologies Inc/Md/,4,1,3,2026-01-06,2026-01-09,133332.0,90
LTC,Ltc Properties Inc,4,1,3,2026-01-05,2026-01-08,40000.0,90
EFOI,"Energy Focus, Inc/De",4,1,5,2026-01-01,2026-01-06,1048036.0,90
LGL,Lgl Group Inc,4,1,5,2026-01-01,2026-01-06,381548.0,90
IRD,"Opus Genetics, Inc.",4,1,5,2026-01-01,2026-01-06,656000.0,90
CLPR,Clipper Realty Inc.,4,1,5,2026-01-01,2026-01-06,233052.0,90
RDGL,Vivos Inc,4,1,27,2025-12-10,2026-01-06,600000.0,90
AISP,"Airship Ai Holdings, Inc.",4,1,5,2025-12-31,2026-01-05,400000.0,90
AROW,Arrow Financial Corp,4,1,5,2025-12-31,2026-01-05,12140.0,90
SGRP,"Spar Group, Inc.",4,1,5,2025-12-31,2026-01-05,220000.0,90
MBIO,"Mustang Bio, Inc.",4,1,5,2025-12-31,2026-01-05,988.0,90
NRXS,"Neuraxis, Inc",4,1,3,2025-12-30,2026-01-02,1144552.0,90
EPD,Enterprise Products Partners L.P.,4,1,3,2025-12-30,2026-01-02,60000.0,90
USIO,"Usio, Inc.",4,1,3,2025-12-30,2026-01-02,792928.0,90
HHH,Howard Hughes Holdings Inc.,4,1,3,2025-12-30,2026-01-02,20000.0,90
MNPR,Monopar Therapeutics,4,1,3,2025-12-30,2026-01-02,6000.0,90
IMA,"Imagenebio, Inc.",4,1,3,2025-12-30,2026-01-02,64000.0,90
DLTH,Duluth Holdings Inc.,4,1,3,2025-12-30,2026-01-02,114216.0,90
TXMD,"Therapeuticsmd, Inc.",4,1,3,2025-12-30,2026-01-02,33600.0,90
QRHC,Quest Resource Holding Corp,4,1,3,2025-12-30,2026-01-02,20000.0,90
FFAI,Faraday Future Intelligent Electric Inc.,4,1,3,2025-12-30,2026-01-02,4.0,90
TCRX,"Tscan Therapeutics, Inc.",4,1,5,2025-12-24,2025-12-29,647204.0,90
PLX,"Protalix Biotherapeutics, Inc.",4,1,5,2025-12-24,2025-12-29,224000.0,90
AMLX,"Amylyx Pharmaceuticals, Inc.",4,1,5,2025-12-24,2025-12-29,32400.0,90
ESOA,Energy Services of America Corp,4,1,5,2025-12-24,2025-12-29,36400.0,90
ALNT,Allient Inc,4,1,5,2025-12-24,2025-12-29,3388.0,90
SSGC,Safespace Global Corp,4,1,5,2025-12-24,2025-12-29,400000.0,90
MCFT,"Mastercraft Boat Holdings, Inc.",4,1,3,2025-12-23,2025-12-26,539228.0,90
CNK,"Cinemark Holdings, Inc.",4,1,3,2025-12-23,2025-12-26,200000.0,90
KYTX,"Kyverna Therapeutics, Inc.",4,1,3,2025-12-23,2025-12-26,533332.0,90
AVGO,Broadcom Inc.,4,1,3,2025-12-23,2025-12-26,4000.0,90
EPSN,Epsilon Energy Ltd.,4,1,3,2025-12-23,2025-12-26,114000.0,90
LITS,"Lite Strategy, Inc.",4,1,3,2025-12-23,2025-12-26,280000.0,90
EVMN,"Evommune, Inc.",4,1,3,2025-12-23,2025-12-26,4000.0,90
NMZ,Nuveen Municipal High Income Opportunity Fund,4,1,3,2025-12-23,2025-12-26,4000.0,90
GLGI,"Greystone Logistics, Inc.",4,1,3,2025-12-23,2025-12-26,70000.0,90
CCXIU,Churchill Capital Corp Xi,4,1,3,2025-12-22,2025-12-25,2000000.0,90
LQR,Lqr House Inc.,4,1,3,2025-12-22,2025-12-25,8000000.0,90
HNRG,Hallador Energy Co,4,1,3,2025-12-22,2025-12-25,80000.0,90
XELB,"Xcel Brands, Inc.",4,1,15,2025-12-08,2025-12-23,262932.0,90
ATEX,Anterix Inc.,4,1,12,2025-12-11,2025-12-23,7220.0,90
BSBK,Bogota Financial Corp.,4,1,8,2025-12-10,2025-12-18,7600.0,90
VRA,"Vera Bradley, Inc.",4,1,1,2025-12-16,2025-12-17,706000.0,90
NGS,Natural Gas Services Group Inc,4,1,2,2025-12-10,2025-12-12,6250.0,90
JMSB,"John Marshall Bancorp, Inc.",4,1,5,2025-12-05,2025-12-10,3690.0,90
FULT,Fulton Financial Corp,4,1,5,2025-12-05,2025-12-10,1658.0,90
UTI,Universal Technical Institute Inc,4,1,5,2025-12-04,2025-12-09,2510346.0,90
ICCC,Immucell Corp /De/,4,1,4,2025-12-04,2025-12-08,31630.0,90
GSHD,"Goosehead Insurance, Inc.",3,2,86,2025-12-03,2026-02-27,16150.0,80
CAR,"Avis Budget Group, Inc.",3,1,2,2026-02-25,2026-02-27,1275000.0,70
FIG,"Figma, Inc.",3,1,2,2026-02-25,2026-02-27,4400556.0,70
CVI,Cvr Energy Inc,3,1,2,2026-02-25,2026-02-27,2350212.0,70
UBER,"Uber Technologies, Inc",3,1,2,2026-02-25,2026-02-27,67359.0,70
TZOO,Travelzoo,3,1,2,2026-02-25,2026-02-27,600000.0,70
RYAN,"Ryan Specialty Holdings, Inc.",3,1,2,2026-02-25,2026-02-27,77595.0,70
ACOG,Alpha Cognition Inc.,3,1,2,2026-02-25,2026-02-27,514230.0,70
NP,Neptune Insurance Holdings Inc.,3,1,2,2026-02-25,2026-02-27,69000.0,70
OCUL,"Ocular Therapeutix, Inc",3,1,2,2026-02-25,2026-02-27,180687.0,70
EIG,"Employers Holdings, Inc.",3,1,2,2026-02-25,2026-02-27,6000.0,70
TCBX,"Third Coast Bancshares, Inc.",3,1,2,2026-02-25,2026-02-27,3600.0,70
KGS,"Kodiak Gas Services, Inc.",3,1,2,2026-02-25,2026-02-27,1299.0,70
RRBI,Red River Bancshares Inc,3,1,18,2026-02-09,2026-02-27,875.0,70
ARDX,"Ardelyx, Inc.",3,1,2,2026-02-24,2026-02-26,999999.0,70
F,Ford Motor Co,3,1,2,2026-02-24,2026-02-26,420000.0,70
LPX,Louisiana-Pacific Corp,3,1,2,2026-02-24,2026-02-26,60000.0,70
HBAN,Huntington Bancshares Inc /Md/,3,1,2,2026-02-24,2026-02-26,42600.0,70
FELE,Franklin Electric Co Inc,3,1,2,2026-02-24,2026-02-26,1500.0,70
RCEL,"Avita Medical, Inc.",3,1,2,2026-02-24,2026-02-26,9000.0,70
ACAAU,Averin Capital Acquisition Corp.,3,1,2,2026-02-23,2026-02-25,600000.0,70
OFG,Ofg Bancorp,3,1,2,2026-02-23,2026-02-25,4620.0,70
PLYX,"Polaryx Therapeutics, Inc.",3,1,2,2026-02-23,2026-02-25,8601.0,70
WLIIU,Willow Lane Acquisition Corp. II,3,1,4,2026-02-20,2026-02-24,1110915.0,70
MH,"McGraw Hill, Inc.",3,1,4,2026-02-20,2026-02-24,174000.0,70
EFX,Equifax Inc,3,1,4,2026-02-20,2026-02-24,7200.0,70
CMRC,"Commerce.Com, Inc.",3,1,4,2026-02-20,2026-02-24,300000.0,70
USAC,"USA Compression Partners, LP",3,1,4,2026-02-20,2026-02-24,30000.0,70
LBRT,Liberty Energy Inc.,3,1,4,2026-02-20,2026-02-24,29088.0,70
NRC,National Research Corp,3,1,4,2026-02-20,2026-02-24,24000.0,70
FBRT,"Franklin Bsp Realty Trust, Inc.",3,1,4,2026-02-20,2026-02-24,12000.0,70
HBCP,"Home Bancorp, Inc.",3,1,4,2026-02-20,2026-02-24,1500.0,70
HURC,Hurco Companies Inc,3,1,4,2026-02-20,2026-02-24,4350.0,70
SAH,Sonic Automotive Inc,3,1,4,2026-02-19,2026-02-23,300000.0,70
LNZA,"Lanzatech Global, Inc.",3,1,4,2026-02-19,2026-02-23,2909574.0,70
FAF,First American Financial Corp,3,1,4,2026-02-19,2026-02-23,179523.0,70
DEI,Douglas Emmett Inc,3,1,4,2026-02-19,2026-02-23,294000.0,70
ABX,"Abacus Global Management, Inc.",3,1,4,2026-02-19,2026-02-23,258621.0,70
FCPT,"Four Corners Property Trust, Inc.",3,1,4,2026-02-19,2026-02-23,30240.0,70
VELO,"Velo3D, Inc.",3,1,4,2026-02-19,2026-02-23,21000.0,70
COTY,Coty Inc.,3,1,4,2026-02-19,2026-02-23,15000.0,70
HIPO,Hippo Holdings Inc.,3,1,4,2026-02-19,2026-02-23,1995.0,70
FWRD,Forward Air Corp,3,1,2,2026-02-18,2026-02-20,675000.0,70
DKNG,Draftkings Inc.,3,1,2,2026-02-18,2026-02-20,300000.0,70
ERNA,Ernexa Therapeutics Inc.,3,1,2,2026-02-18,2026-02-20,12000000.0,70
APC,Arko Petroleum Corp.,3,1,2,2026-02-18,2026-02-20,60000.0,70
CHGG,"Chegg, Inc",3,1,2,2026-02-18,2026-02-20,300000.0,70
VLY,Valley National Bancorp,3,1,2,2026-02-18,2026-02-20,7500.0,70
FMBH,"First Mid Bancshares, Inc.",3,1,2,2026-02-18,2026-02-20,651.0,70
OVLY,Oak Valley Bancorp,3,1,1,2026-02-18,2026-02-19,844.0,70
PSNL,"Personalis, Inc.",3,1,2,2026-02-16,2026-02-18,960801.0,70
NPB,Northpointe Bancshares Inc,3,1,2,2026-02-16,2026-02-18,112965.0,70
NRX,"Neuraxis, Inc",3,1,2,2026-02-16,2026-02-18,240000.0,70
ONEW,Onewater Marine Inc.,3,1,2,2026-02-16,2026-02-18,73059.0,70
SCSC,"Scansource, Inc.",3,1,2,2026-02-16,2026-02-18,18000.0,70
PFSI,"Pennymac Financial Services, Inc.",3,1,2,2026-02-16,2026-02-18,6750.0,70
PNFP,"Pinnacle Financial Partners, Inc.",3,1,2,2026-02-16,2026-02-18,3000.0,70
UACU,United Acquisition Corp. I,3,1,2,2026-02-16,2026-02-18,1371.0,70
RBLX,Roblox Corp,3,1,2,2026-02-16,2026-02-18,66.0,70
THS,"Treehouse Foods, Inc.",3,1,4,2026-02-13,2026-02-17,1073751.0,70
RDDT,"Reddit, Inc.",3,1,4,2026-02-13,2026-02-17,151500.0,70
IMDX,Insight Molecular Diagnostics Inc.,3,1,4,2026-02-13,2026-02-17,1565217.0,70
FIEE,"Fiee, Inc.",3,1,4,2026-02-13,2026-02-17,6414543.0,70
AON,Aon Plc,3,1,4,2026-02-13,2026-02-17,12000.0,70
MAT,Mattel Inc /De/,3,1,4,2026-02-13,2026-02-17,195000.0,70
NBHC,National Bank Holdings Corp,3,1,4,2026-02-13,2026-02-17,72600.0,70
MOH,"Molina Healthcare, Inc.",3,1,4,2026-02-13,2026-02-17,2400.0,70
COSO,"Coastalsouth Bancshares, Inc.",3,1,4,2026-02-13,2026-02-17,4500.0,70
BCBP,Bcb Bancorp Inc,3,1,4,2026-02-13,2026-02-17,6000.0,70
CAQ,Cambridge Acquisition Corp.,3,1,2,2026-02-11,2026-02-13,1486500.0,70
BANC,"Banc of California, Inc.",3,1,2,2026-02-11,2026-02-13,42000.0,70
GL,Globe Life Inc.,3,1,2,2026-02-11,2026-02-13,6000.0,70
LADR,Ladder Capital Corp,3,1,2,2026-02-11,2026-02-13,15000.0,70
HCIC,Hennessy Capital Investment Corp. VIII,3,1,2,2026-02-10,2026-02-12,2013000.0,70
TDG,Transdigm Group Inc,3,1,2,2026-02-10,2026-02-12,2850.0,70
CBC,"Central Bancompany, Inc.",3,1,2,2026-02-10,2026-02-12,120000.0,70
FDBC,Fidelity D & D Bancorp Inc,3,1,2,2026-02-10,2026-02-12,31242.0,70
ADM,Archer-Daniels-Midland Co,3,1,2,2026-02-10,2026-02-12,22500.0,70
URI,"United Rentals, Inc.",3,1,2,2026-02-10,2026-02-12,204.0,70
FNWB,First Northwest Bancorp,3,1,2,2026-02-10,2026-02-12,14310.0,70
CXM,"Sprinklr, Inc.",3,1,2,2026-02-10,2026-02-12,60.0,70
TVA,Texas Ventures Acquisition III Corp,3,1,2,2026-02-09,2026-02-11,2775000.0,70
RUM,Rumble Inc.,3,1,2,2026-02-09,2026-02-11,2331036.0,70
LW,"Lamb Weston Holdings, Inc.",3,1,2,2026-02-09,2026-02-11,150000.0,70
BATRA,"Atlanta Braves Holdings, Inc.",3,1,2,2026-02-09,2026-02-11,116007.0,70
APH,Amphenol Corp /De/,3,1,2,2026-02-09,2026-02-11,30000.0,70
ROP,Roper Technologies Inc,3,1,2,2026-02-09,2026-02-11,4200.0,70
HWKN,Hawkins Inc,3,1,2,2026-02-09,2026-02-11,9000.0,70
WDFC,Wd 40 Co,3,1,2,2026-02-09,2026-02-11,1272.0,70
FLG,"Flagstar Bank, National Association",3,1,2,2026-02-09,2026-02-11,285.0,70
CV,"Capsovision, Inc",3,1,2,2026-02-09,2026-02-11,60.0,70
CLBRU,Colombier Acquisition Corp. III,3,1,4,2026-02-06,2026-02-10,450000.0,70
JCI,Johnson Controls International Plc,3,1,4,2026-02-06,2026-02-10,22995.0,70
GLXY,Galaxy Digital Inc.,3,1,4,2026-02-06,2026-02-10,75000.0,70
BCAL,California Bancorp  Ca,3,1,4,2026-02-06,2026-02-10,81000.0,70
LUMN,"Lumen Technologies, Inc.",3,1,4,2026-02-06,2026-02-10,236055.0,70
ENPH,"Enphase Energy, Inc.",3,1,4,2026-02-06,2026-02-10,15000.0,70
NTRS,Northern Trust Corp,3,1,4,2026-02-06,2026-02-10,3000.0,70
SBSI,Southside Bancshares Inc,3,1,63,2025-12-08,2026-02-09,3914.0,70
VKI,Invesco Advantage Municipal Income Trust II,3,1,2,2026-01-06,2026-01-08,25593.0,70
NAD,Nuveen Quality Municipal Income Fund,3,1,2,2026-01-06,2026-01-08,19122.0,70
EDBL,Edible Garden AG Inc,3,1,2,2026-01-06,2026-01-08,11100.0,70
SUNS,"Sunrise Realty Trust, Inc.",3,1,2,2026-01-05,2026-01-07,411000.0,70
FBRX,"Forte Biosciences, Inc.",3,1,2,2026-01-05,2026-01-07,29040.0,70
FG,"F&G Annuities & Life, Inc.",3,1,2,2026-01-05,2026-01-07,15000.0,70
CUE,"Cue Biopharma, Inc.",3,1,2,2026-01-05,2026-01-07,971571.0,70
BDL,Flanigans Enterprises Inc,3,1,2,2026-01-05,2026-01-07,5598.0,70
BETR,Better Home & Finance Holding Co,3,1,2,2026-01-05,2026-01-07,4500.0,70
ONFO,"Onfolio Holdings, Inc",3,1,2,2026-01-05,2026-01-07,223500.0,70
JOBY,"Joby Aviation, Inc.",3,1,2,2026-01-05,2026-01-07,3300.0,70
S,"Sentinelone, Inc.",3,1,4,2025-12-19,2025-12-23,120000.0,70
SGHT,"Sight Sciences, Inc.",3,1,4,2025-12-19,2025-12-23,41874.0,70
OMCC,Old Market Capital Corp,3,1,4,2025-12-19,2025-12-23,6300.0,70
HTFL,"Heartflow, Inc.",3,1,4,2025-12-18,2025-12-22,120000.0,70
OXY,Occidental Petroleum Corp /De/,3,1,4,2025-12-18,2025-12-22,15000.0,70
INR,"Infinity Natural Resources, Inc.",3,1,4,2025-12-18,2025-12-22,25938.0,70
PLUG,Plug Power Inc,3,1,4,2025-12-18,2025-12-22,111900.0,70
SRRK,Scholar Rock Holding Corp,3,1,2,2025-12-17,2025-12-19,88797.0,70
GOGO,Gogo Inc.,3,1,2,2025-12-17,2025-12-19,510000.0,70
DHC,Diversified Healthcare Trust,3,1,2,2025-12-17,2025-12-19,60000.0,70
SILO,"Silo Pharma, Inc.",3,1,2,2025-12-17,2025-12-19,15000.0,70
IMVT,"Immunovant, Inc.",3,1,3,2025-12-13,2025-12-16,49999998.0,70
ITW,Illinois Tool Works Inc,3,1,3,2025-12-13,2025-12-16,20127.0,70
NOG,"Northern Oil & Gas, Inc.",3,1,3,2025-12-13,2025-12-16,75000.0,70
IFF,International Flavors & Fragrances Inc,3,1,3,2025-12-13,2025-12-16,9300.0,70
OXM,Oxford Industries Inc,3,1,3,2025-12-13,2025-12-16,15000.0,70
APLE,"Apple Hospitality Reit, Inc.",3,1,3,2025-12-13,2025-12-16,15000.0,70
IAUX,I-80 Gold Corp.,3,1,3,2025-12-13,2025-12-16,60000.0,70
MSGM,Motorsport Games Inc.,3,1,3,2025-12-13,2025-12-16,15000.0,70
TTRX,Turn Therapeutics Inc.,3,1,3,2025-12-13,2025-12-16,7500.0,70
CRMT,Americas Carmart Inc,3,1,3,2025-12-13,2025-12-16,591.0,70
DLX,Deluxe Corp,3,1,3,2025-12-13,2025-12-16,525.0,70
KYMR,"Kymera Therapeutics, Inc.",3,1,3,2025-12-12,2025-12-15,6017439.0,70
SEVN,Seven Hills Realty Trust,3,1,3,2025-12-12,2025-12-15,6047244.0,70
WEST,Westrock Coffee Co,3,1,3,2025-12-12,2025-12-15,300000.0,70
DFDV,Defi Development Corp.,3,1,3,2025-12-12,2025-12-15,53280.0,70
RSG,"Republic Services, Inc.",3,1,3,2025-12-12,2025-12-15,1434.0,70
SURG,"Surgepays, Inc.",3,1,3,2025-12-12,2025-12-15,115266.0,70
WULF,Terawulf Inc.,3,1,3,2025-12-12,2025-12-15,12534.0,70
MCY,Mercury General Corp,3,1,3,2025-12-12,2025-12-15,1656.0,70
CWT,California Water Service Group,3,1,3,2025-12-12,2025-12-15,1650.0,70
SATL,Satellogic Inc.,3,1,3,2025-12-12,2025-12-15,30000.0,70
MERC,Mercer International Inc.,3,1,2,2025-12-10,2025-12-12,3043620.0,70
MNR,Mach Natural Resources LP,3,1,9,2025-12-03,2025-12-12,100000.0,70
FIGR,"Figure Technology Solutions, Inc.",3,1,2,2025-12-10,2025-12-12,12000.0,70
BLND,"Blend Labs, Inc.",3,1,4,2025-12-04,2025-12-08,3929469.0,70
TBRG,"Trubridge, Inc.",3,1,4,2025-12-04,2025-12-08,390000.0,70
STCB,"Starco Brands, Inc.",3,1,2,2025-12-03,2025-12-05,688503.0,70
SXC,"Suncoke Energy, Inc.",2,2,0,2026-02-27,2026-02-27,22500.0,60
ADTN,"Adtran Holdings, Inc.",2,2,0,2025-12-03,2025-12-03,19009.0,60
KTTA,Pasithea Therapeutics Corp.,2,2,0,2025-12-03,2025-12-03,166666.0,60
SCKT,"Socket Mobile, Inc.",2,2,0,2025-12-03,2025-12-03,26279.0,60
IBATF,International Battery Metals Ltd.,2,1,1,2026-02-26,2026-02-27,52854106.0,50
POOL,Pool Corp,2,1,1,2026-02-26,2026-02-27,11120.0,50
JAGU,Jaguar Uranium Corp.,2,1,1,2026-02-26,2026-02-27,500000.0,50
STEP,Stepstone Group Inc.,2,1,1,2026-02-26,2026-02-27,25586.0,50
ZION,"Zions Bancorporation, National Association /Ut/",2,1,1,2026-02-26,2026-02-27,9000.0,50
NEU,Newmarket Corp,2,1,1,2026-02-26,2026-02-27,800.0,50
HUM,Humana Inc,2,1,1,2026-02-26,2026-02-27,1620.0,50
AERA,Ai Era Corp.,2,1,1,2026-02-26,2026-02-27,260000.0,50
SMG,Scotts Miracle-Gro Co,2,1,1,2026-02-26,2026-02-27,1386.0,50
DTM,"Dt Midstream, Inc.",2,1,1,2026-02-26,2026-02-27,370.0,50
MKZR,"Mackenzie Realty Capital, Inc.",2,1,1,2026-02-26,2026-02-27,10000.0,50
GBCI,"Glacier Bancorp, Inc.",2,1,1,2026-02-26,2026-02-27,374.0,50
