ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
NDAQ,"Nasdaq, Inc.",72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,85.0,80.0,44.0,75.0,65.0,35.0,45.1,False,up,19.9,False,0,29.3,True,1,"{'eps_growth_yoy': 19.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.0}","{'revenue_growth_yoy': 29.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 45.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 16.5, 'debt_to_equity': 0.78, 'current_ratio': 1.01, 'operating_margin_pct': 49.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.9}",94.14,52622127104,Financial Services,Financial Data & Stock Exchanges,2.4,1.7,False,101.79,-7.5,0.0,False,110.07,135.0,84.0,15.0,buy,16.9,70.38,-25.2,48.36,-48.6,3.21,3.03,1.23,32.7,1.16,1.28,True,-2.48,8.3,14.1,79.0,2026-10-22,False,False,9.0,STRONG,4.07,205.3,1.43,30.2,,,,2026-08-04T06:34:36.310096
G24.DE,Scout24 SE                    N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,50.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 40.2}",75.1,5310732288,Communication Services,Internet Content & Information,,,False,121.6,-38.2,0.0,False,105.28,140.0,80.0,18.0,buy,40.2,158.18,110.6,108.3,44.2,4.97,3.73,2.02,36.6,1.5,1.51,,,44.1,40.6,2.0,2026-08-06,True,False,6.0,NEUTRAL,5.04,635.9,0.39,39.8,,,,2026-08-04T06:36:36.985336
CP,Canadian Pacific Kansas City Li,71.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,CAD,True,True,True,1.0,"FCF declarado (1,551,663,412) se aparta del derivado de flujo operativo menos capex (772,279,758)",95.0,70.0,54.0,55.0,60.0,60.0,60.0,False,up,11.3,True,1,13.7,True,1,"{'eps_growth_yoy': 11.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.0}","{'revenue_growth_yoy': 13.7, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 60.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.2, 'debt_to_equity': 0.53, 'current_ratio': 0.59, 'operating_margin_pct': 39.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.2}",90.65,79688531968,Industrials,Railroads,2.2,7.3,False,93.95,-3.5,0.0,False,99.9,109.27,74.85,13.0,buy,10.2,25.97,-71.4,30.7,-66.1,1.95,1.77,0.8,22.1,0.71,0.76,True,-5.23,6.6,-13.5,85.0,2026-10-28,False,False,7.0,NEUTRAL,6.03,11.8,,20.5,,,,2026-08-04T06:36:00.292360
CNI,Canadian National Railway Compa,70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,CAD,True,True,True,1.0,"FCF declarado (2,152,820,820) se aparta del derivado de flujo operativo menos capex (1,332,646,092)",85.0,70.0,62.0,60.0,60.0,80.0,82.0,False,up,9.7,True,1,14.1,True,1,"{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}","{'revenue_growth_yoy': 14.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 82.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.1}",125.81,76102467584,Industrials,Railroads,,2.0,False,131.55,-4.4,1.0,False,138.48,151.26,113.2,13.0,buy,10.1,70.74,-43.8,56.61,-55.0,2.83,3.56,2.04,46.3,2.6,2.04,True,-3.95,7.8,7.1,87.0,2026-10-30,False,False,7.0,NEUTRAL,7.29,14.5,1.92,18.9,,,,2026-08-04T06:32:26.750558
V,Visa Inc.,70.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,False,0.9127,"acciones × precio no cuadra con la capitalización (ratio 0.9127): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",85.0,70.0,54.0,70.0,60.0,60.0,55.8,False,up,10.6,False,0,8.5,True,2,"{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 55.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 13.1}",365.67,682723180544,Financial Services,Credit Services,1.4,2.4,False,373.97,-2.2,0.0,False,413.45,450.0,330.0,38.0,strong_buy,13.1,,,,,2.99,11.97,0.73,22.1,2.68,0.7,True,-3.13,35.7,10.2,84.0,2026-10-27,False,False,6.0,NEUTRAL,3.63,356.4,2.4,20.5,,,,2026-08-04T06:29:03.173039
DSGX,The Descartes Systems Group Inc,70.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,USD,USD,False,True,True,1.0,,100.0,50.0,36.0,90.0,70.0,15.0,13.7,False,up,27.5,True,1,7.7,False,0,"{'eps_growth_yoy': 27.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.3}","{'revenue_growth_yoy': 7.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 13.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 11.4, 'debt_to_equity': 0.0, 'current_ratio': 2.05, 'operating_margin_pct': 32.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.3}",76.59,6563059712,Technology,Software - Application,,4.7,False,109.0,-29.7,0.0,False,99.79,126.0,82.0,14.0,buy,30.3,132.77,73.4,60.3,-21.3,4.09,3.13,,,,,True,-0.32,243.4,34.1,29.0,2026-09-02,False,False,6.0,NEUTRAL,3.51,77.7,0.69,49.9,,,,2026-08-04T06:33:02.723348
CTAS,Cintas Corporation,69.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,90.0,60.0,44.0,85.0,60.0,35.0,39.2,False,up,4.0,True,2,6.9,True,1,"{'eps_growth_yoy': 4.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 17.8}","{'revenue_growth_yoy': 6.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 39.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 40.7, 'debt_to_equity': 0.53, 'current_ratio': 1.43, 'operating_margin_pct': 23.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.6}",204.01,81638588416,Industrials,Specialty Business Services,4.1,5.4,False,226.75,-10.0,0.0,False,215.38,250.0,160.0,16.0,buy,5.6,90.31,-55.7,76.6,-62.5,1.79,3.66,1.02,36.7,2.08,0.89,True,-1.17,24.6,10.9,50.0,2026-09-23,False,False,8.0,STRONG,3.11,82.2,2.14,38.4,,,,2026-08-04T06:29:07.799833
ICE,Intercontinental Exchange Inc.,69.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,85.0,70.0,44.0,75.0,65.0,35.0,29.5,False,flat,17.4,False,0,20.1,False,0,"{'eps_growth_yoy': 17.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 38.2}","{'revenue_growth_yoy': 20.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 29.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 14.1, 'debt_to_equity': 0.69, 'current_ratio': 1.01, 'operating_margin_pct': 52.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 20.0}",151.8,85219688448,Financial Services,Financial Data & Stock Exchanges,1.8,1.8,False,189.35,-19.8,0.0,False,182.23,218.0,163.0,13.0,strong_buy,20.0,151.13,-0.4,100.68,-33.7,4.26,6.47,1.36,28.2,2.08,1.23,True,-2.47,7.6,14.2,86.0,2026-10-29,False,False,8.0,STRONG,4.91,118.3,1.22,23.5,,,,2026-08-04T06:32:31.416552
WM,"Waste Management, Inc.",69.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,"FCF declarado (2,348,375,040) se aparta del derivado de flujo operativo menos capex (3,290,000,192)",100.0,70.0,44.0,45.0,65.0,35.0,26.7,False,up,30.2,True,1,3.7,True,2,"{'eps_growth_yoy': 30.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.1}","{'revenue_growth_yoy': 3.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 26.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 29.8, 'debt_to_equity': 2.35, 'current_ratio': 0.91, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",226.43,90507509760,Industrials,Waste Management,1.6,2.8,False,248.13,-8.7,0.0,False,260.64,285.0,220.0,25.0,buy,15.1,108.01,-52.3,38.1,-83.2,2.59,5.88,1.56,93.2,3.54,1.49,True,-1.11,5.0,8.3,83.0,2026-10-26,False,False,8.0,STRONG,3.83,21.3,2.98,29.1,,,,2026-08-04T06:28:57.875855
GWW,"W.W. Grainger, Inc.",68.8,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,75.0,60.0,68.0,85.0,50.0,95.0,91.6,False,up,15.1,False,0,4.1,True,1,"{'eps_growth_yoy': 15.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.7}","{'revenue_growth_yoy': 4.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 91.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 46.1, 'debt_to_equity': 0.64, 'current_ratio': 2.69, 'operating_margin_pct': 16.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -5.8}",1371.25,64740990976,Industrials,Industrial Distribution,2.9,3.2,False,1419.91,-3.4,1.0,False,1292.29,1460.0,930.0,14.0,hold,-5.8,666.57,-51.4,676.68,-50.7,1.78,24.4,0.72,24.3,9.96,1.0,True,-1.55,32.5,7.3,0.0,2026-08-04,True,False,6.0,NEUTRAL,3.73,40.8,1.49,21.0,,,,2026-08-04T06:36:18.714937
TECK,Teck Resources Ltd,68.5,⭐⭐ GOOD,🟡 Good,USD,CAD,True,True,True,0.9845,,100.0,50.0,54.0,75.0,40.0,60.0,71.7,False,down,203.9,False,0,6.5,False,0,"{'eps_growth_yoy': 203.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.9}","{'revenue_growth_yoy': 6.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 71.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 8.7, 'debt_to_equity': 0.34, 'current_ratio': 3.12, 'operating_margin_pct': 44.1}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -11.2}",60.2,29534119936,Basic Materials,Copper,,3.5,False,71.25,-15.5,1.0,False,53.47,68.17,36.09,4.0,hold,-11.2,108.49,80.2,108.9,80.9,4.18,2.56,0.59,9.8,0.35,0.99,True,-0.49,6.5,129.8,79.0,2026-10-22,False,False,8.0,STRONG,6.95,6.5,0.05,56.8,,,,2026-08-04T06:38:47.176399
MA,Mastercard Incorporated,68.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,0.9925,,95.0,60.0,44.0,65.0,65.0,35.0,45.6,False,up,11.7,True,1,7.8,True,1,"{'eps_growth_yoy': 11.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3}","{'revenue_growth_yoy': 7.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 45.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 15.7}",570.97,500175372288,Financial Services,Credit Services,1.0,2.3,False,601.77,-5.1,0.0,False,660.34,735.0,550.0,38.0,strong_buy,15.7,618.54,8.3,401.56,-29.7,3.39,19.51,0.61,17.9,3.48,0.54,True,-3.16,28.0,22.1,86.0,2026-10-29,False,False,9.0,STRONG,3.76,622.8,1.12,23.8,,,,2026-08-04T06:29:52.888108
UNH,UnitedHealth Group Incorporated,68.4,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,100.0,50.0,62.0,50.0,60.0,80.0,84.7,False,up,84.4,True,1,0.1,False,0,"{'eps_growth_yoy': 84.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}","{'revenue_growth_yoy': 0.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 84.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 14.2, 'debt_to_equity': 0.69, 'current_ratio': 0.78, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",415.36,377206833152,Healthcare,Healthcare Plans,2.1,2.9,False,461.62,-10.0,1.0,False,475.23,529.0,313.0,26.0,buy,14.4,1062.83,155.9,397.8,-4.2,6.03,25.06,2.24,66.6,9.28,1.65,True,-0.67,4.7,61.5,84.0,2026-10-27,False,False,6.0,NEUTRAL,4.46,173.8,0.3,25.7,,,,2026-08-04T06:37:18.181456
ATLKY,Atlas Copco AB,68.3,⭐⭐ GOOD,🟡 Good,USD,SEK,True,True,False,0.6801,"acciones × precio no cuadra con la capitalización (ratio 0.6801): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (2,716,972,502) se aparta del derivado de flujo operativo menos capex (26,379,",80.0,60.0,54.0,80.0,65.0,60.0,63.5,False,up,8.2,True,1,9.1,True,1,"{'eps_growth_yoy': 8.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 9.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 63.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 21.6}",21.39,104353693696,Industrials,Specialty Industrial Machinery,,,False,22.05,-3.0,0.0,False,26.0,26.0,26.0,1.0,strong_buy,21.6,,,,,2.6,0.82,2.63,73.8,0.56,1.57,False,,126.5,4.0,,,False,False,6.0,NEUTRAL,,53.6,3.37,34.1,,,,2026-08-04T06:35:23.469112
CPRT,"Copart, Inc.",68.2,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,85.0,60.0,36.0,90.0,70.0,15.0,6.8,False,down,1.5,True,1,10.0,True,1,"{'eps_growth_yoy': 1.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 33.5}","{'revenue_growth_yoy': 10.0, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 6.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 17.6, 'debt_to_equity': 0.01, 'current_ratio': 7.61, 'operating_margin_pct': 37.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 37.3}",29.35,28273102848,Industrials,Specialty Business Services,5.1,2.7,False,50.11,-41.4,0.0,False,40.3,55.0,26.0,10.0,buy,37.3,15.27,-48.0,16.1,-45.1,3.54,1.04,,,,,True,-5.0,,1.6,30.0,2026-09-03,False,False,6.0,NEUTRAL,7.35,19.3,7.58,39.2,,,,2026-08-04T06:29:45.363353
ISRG,"Intuitive Surgical, Inc.",68.0,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,85.0,70.0,36.0,75.0,65.0,15.0,5.6,False,down,16.1,False,0,15.5,True,1,"{'eps_growth_yoy': 16.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': 15.5, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 5.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 17.4, 'current_ratio': 4.96, 'operating_margin_pct': 33.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 27.1}",375.41,134501163008,Healthcare,Medical Instruments & Supplies,1.9,2.4,False,603.88,-37.8,0.0,False,477.25,685.0,324.0,29.0,buy,27.1,272.63,-27.4,231.34,-38.4,1.94,7.3,,,,,True,-2.65,,26.5,77.0,2026-10-20,False,False,7.0,NEUTRAL,2.31,22.5,1.17,64.3,,,,2026-08-04T06:36:41.704748
CME,CME Group Inc.,68.0,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,"FCF declarado (2,909,012,480) se aparta del derivado de flujo operativo menos capex (4,225,500,192)",85.0,60.0,44.0,85.0,60.0,35.0,35.7,False,down,14.7,False,0,11.0,False,0,"{'eps_growth_yoy': 14.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 63.4}","{'revenue_growth_yoy': 11.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 35.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 15.8, 'debt_to_equity': 0.15, 'current_ratio': 1.02, 'operating_margin_pct': 65.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.7}",266.17,95709216768,Financial Services,Financial Data & Stock Exchanges,1.8,1.5,False,329.16,-19.1,0.0,False,283.93,330.0,230.0,15.0,buy,6.7,119.04,-55.3,117.8,-55.7,3.04,8.09,1.94,95.4,5.2,3.57,True,-1.56,33.0,1.8,78.0,2026-10-21,False,False,6.0,NEUTRAL,5.66,101.4,8.23,26.3,,,,2026-08-04T06:30:01.902200
MCO,Moody's Corporation,67.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,100.0,50.0,44.0,65.0,65.0,35.0,25.0,False,up,35.9,True,2,8.9,False,0,"{'eps_growth_yoy': 35.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 34.3}","{'revenue_growth_yoy': 8.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 25.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 76.9, 'debt_to_equity': 2.41, 'current_ratio': 1.19, 'operating_margin_pct': 49.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.6}",483.36,83708764160,Financial Services,Financial Data & Stock Exchanges,2.1,3.1,False,546.88,-11.6,0.0,False,558.81,610.0,500.0,21.0,buy,15.6,631.57,30.7,472.2,-2.3,3.08,14.89,0.86,25.0,4.12,0.81,False,,14.5,56.7,78.0,2026-10-21,False,False,7.0,NEUTRAL,3.79,,0.45,28.1,,,,2026-08-04T06:30:48.880316
CSU.TO,CONSTELLATION SOFTWARE INC.,67.5,⭐⭐ GOOD,🟡 Good,CAD,USD,True,True,True,1.0,,100.0,60.0,36.0,55.0,70.0,15.0,17.0,False,up,555.4,True,1,11.9,False,0,"{'eps_growth_yoy': 555.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.1}","{'revenue_growth_yoy': 11.9, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 17.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 19.7, 'debt_to_equity': 1.21, 'current_ratio': 0.91, 'operating_margin_pct': 13.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.4}",3002.99,63637950464,Technology,Software - Application,,5.7,False,4922.93,-39.0,3.0,False,3944.69,5699.32,3240.78,12.0,buy,31.4,7741.48,157.8,1477.5,-50.8,6.08,182.55,0.19,11.4,5.68,0.19,False,,5.5,169.9,7.0,2026-08-11,True,False,7.0,NEUTRAL,1.79,191.5,0.09,54.0,,,,2026-08-04T06:30:25.659245
AME,"AMETEK, Inc.",67.5,⭐⭐ GOOD,🟡 Good,USD,USD,False,True,True,1.0,,85.0,50.0,54.0,85.0,60.0,60.0,65.3,False,up,11.4,False,0,8.5,False,0,"{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 65.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 14.6, 'debt_to_equity': 0.22, 'current_ratio': 1.14, 'operating_margin_pct': 26.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.0}",243.77,55872819200,Industrials,Specialty Industrial Machinery,1.6,2.8,False,244.97,-0.5,0.0,False,263.39,303.0,217.0,18.0,buy,8.0,142.82,-41.4,95.99,-60.6,2.48,6.04,0.56,19.2,1.36,0.62,True,-0.79,23.3,14.5,0.0,2026-08-04,True,False,6.0,NEUTRAL,3.25,144.0,1.91,18.6,,,,2026-08-04T06:35:18.931457
DBOEY,Deutsche Boerse AG,67.3,⭐⭐ GOOD,🟡 Good,USD,EUR,True,True,True,1.0,,85.0,60.0,44.0,80.0,60.0,35.0,45.5,False,flat,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan, 'rs_line_percentile': 45.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 35}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.2}",30.7,55348310016,Financial Services,Financial Data & Stock Exchanges,,,False,31.44,-2.4,0.0,False,35.06,35.06,35.06,1.0,strong_buy,14.2,31.88,3.8,18.22,-40.7,4.54,1.39,1.62,36.0,0.49,1.9,,,,6.9,77.0,2026-10-20,False,False,5.0,NEUTRAL,5.07,66.8,1.43,24.8,,,,2026-08-04T06:32:44.202837
