ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
CDNS,73.77083333333334,Excellent,Stage 1-2 Transition,19.201083050717983,27.5,"Cadence Design Systems, Inc.",77.0,Technology,Software - Application,100.0,70.0,47.6,90.0,65.0,343.9,94707646464.0,35.0,31.2,False,down,27.8,True,1.0,18.3,True,1.0,1.6,1.9,False,416.69,-17.5,5.0,False,"{'roe_pct': 23.2, 'debt_to_equity': 0.39, 'current_ratio': 1.74, 'operating_margin_pct': 28.6}","{'eps_growth_yoy': 27.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.6}",403.12,470.0,300.0,27.0,strong_buy,17.2,247.88,-27.9,150.6,-56.2,1.7,5.85,,,,True,-1.07,15.6,125.4,60.0,2026-10-26,False,False,7.0,NEUTRAL,1.76,44.0,0.29,,,,,,38.9,29.5,8.2,23.1,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,83,200 MA declining - structural weakness,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,274.2,30.0,60.9,35.0,False,down,31.2,0.0,True,1.0,True,1.0,5.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,1/3,49.175,5.0,0.0,0.0,0.0,3.0,5.0,-0.14,1.81,0.0,0.0,0.0,-27.9,59.2,ALTA,2.15,2.0,5.0,116.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.2747,BAJA,49.085416666666674,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.703,False,-17.97,30.08,0.56,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CSU.TO,0.0,,,,24.7,Constellation Software Inc.,69.2,Technology,Software - Application,100.0,60.0,47.1,55.0,65.0,3105.0,65799700480.0,15.0,19.4,False,up,555.4,True,1.0,11.9,False,0.0,,5.3,False,4634.98,-33.0,4.0,False,"{'roe_pct': 23.3, 'debt_to_equity': 1.2, 'current_ratio': 0.9, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 555.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 7.6}",3939.76,5476.93,3288.24,12.0,buy,26.9,7752.94,149.7,1878.9,-39.5,5.89,182.82,0.18,8.8,0.19,False,,5.5,389.3,71.0,2026-11-06,False,False,6.0,NEUTRAL,1.74,191.5,0.04,,,,,,10.2,0.0,7.4,20.8,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,20.3,22.0,28.2,15.0,False,up,19.4,2.0,True,1.0,False,0.0,2.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,49.11500000000001,5.0,0.0,6.0,0.0,0.0,5.0,0.43,-0.69,1.0,1.0,0.0,26.9,-28.2,,3.36,0.0,2.0,68.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,27,0.2469,BAJA,6.920000000000001,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.761,False,-32.56,42.23,11.07,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
QSR,0.0,,,,1.2,Restaurant Brands International Inc.,70.1,Consumer Cyclical,Restaurants,100.0,60.0,46.7,65.0,60.0,78.75,36076240896.0,35.0,40.3,False,up,58.9,True,2.0,2.9,True,1.0,6.0,7.6,False,81.96,-3.9,6.0,False,"{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 58.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1}",85.87,104.0,78.0,23.0,buy,9.0,,,,,4.75,4.91,3.28,63.8,3.41,True,-0.47,5.2,151.2,62.0,2026-10-29,False,False,6.0,NEUTRAL,5.04,51.7,0.12,,,,,,35.4,0.0,0.4,21.0,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,317.7,3.0,21.4,35.0,False,up,40.3,2.0,True,2.0,True,1.0,8.0,24.0,29.0,20.7,Bottom 25%,18.9,-3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,49.1,0.0,0.0,3.0,5.0,3.0,5.0,0.25,0.97,1.0,0.0,0.0,,,,1.12,0.0,2.0,50.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),,0.0,45,0.0117,BAJA,29.51,⚪ WEAK,🟡 Average,,,,,,,,,,,True,3,0.971,False,-3.35,33.82,-0.49,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
FHN,0.0,,,,34.4,First Horizon Corporation,58.0,Financial Services,Banks - Regional,85.0,40.0,36.0,65.0,55.0,24.385,11553055744.0,15.0,23.4,False,down,3.1,True,1.0,-0.5,True,1.0,0.0,0.0,False,26.56,-8.2,5.0,False,"{'roe_pct': 11.5, 'operating_margin_pct': 41.3}","{'eps_growth_yoy': 3.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.2}",28.11,31.0,25.0,19.0,none,15.3,36.77,50.8,41.6,70.6,5.15,1.26,2.77,30.8,3.3,True,-8.12,,10.0,47.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.53,,,,,,35.7,0.0,10.3,17.4,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,468.3,3.0,27.7,15.0,False,down,23.4,0.0,True,1.0,True,1.0,5.0,14.0,29.0,55.2,Medio,34.2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,48.92,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.56,0.0,0.0,0.0,50.8,-45.4,,1.91,2.0,0.0,,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,45,0.3445,BAJA,19.3,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.882,False,-7.57,25.98,-8.65,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
TYL,0.0,,,,46.6,"Tyler Technologies, Inc.",62.7,Technology,Software - Application,80.0,50.0,42.3,75.0,65.0,369.32,15124493312.0,15.0,21.4,False,up,10.8,False,0.0,8.3,False,0.0,10.6,4.5,True,566.58,-34.8,3.0,False,"{'roe_pct': 9.7, 'debt_to_equity': 0.48, 'current_ratio': 1.55, 'operating_margin_pct': 14.7}","{'eps_growth_yoy': 10.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.4}",426.64,525.0,335.0,22.0,buy,15.5,356.81,-3.4,118.11,-68.0,3.93,14.52,,,,True,-6.14,65.3,15.5,62.0,2026-10-28,False,False,8.0,STRONG,2.65,139.0,1.55,,,,,,9.799999999999995,0.0,14.0,18.8,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEDIUM_FLOAT,38.0,20.0,32.8,15.0,False,up,21.4,2.0,False,0.0,False,0.0,0.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,2/3,48.41,5.0,0.0,3.0,0.0,3.0,5.0,0.0,-2.51,0.0,0.0,0.0,-3.4,51.2,ALTA,1.94,2.0,10.0,75.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,13,0.4658,MEDIA,6.27,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.999,False,-34.44,37.21,-8.12,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
HRI,0.0,,,,16.1,Herc Holdings Inc.,52.2,Industrials,Rental & Leasing Services,48.0,50.0,60.3,45.0,65.0,156.785,5241549312.0,60.0,53.2,False,up,-36.7,True,1.0,-7.7,True,2.0,8.2,4.0,True,188.35,-16.8,6.0,False,"{'roe_pct': 2.6, 'debt_to_equity': 5.06, 'current_ratio': 1.1, 'operating_margin_pct': 12.2}","{'eps_growth_yoy': -36.7, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 1.0}",186.58,240.0,115.0,12.0,buy,19.0,443.73,183.0,34.34,-78.1,9.59,15.04,1.79,164.7,,False,,1.1,,60.0,2026-10-27,False,False,3.0,NEUTRAL,2.83,4.9,0.43,,,,,,7.0,0.0,4.8,15.7,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEDIUM_FLOAT,30.5,27.0,20.5,60.0,False,up,53.2,2.0,True,1.0,True,2.0,5.0,,29.0,,Sin datos suficientes,53.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,False,1/3,48.385000000000005,5.0,10.0,8.0,-2.0,0.0,0.0,1.91,6.72,2.0,0.0,1.5,19.0,-33.4,,2.38,2.0,0.0,124.0,1,Appaloosa (Tepper),0,MIXED/INSUFFICIENT (0),,0.0,6,0.1609,BAJA,12.72,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.837,False,-16.0,78.05,-0.18,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
DSGX,0.0,,,,4.0,The Descartes Systems Group Inc.,71.0,Technology,Software - Application,100.0,50.0,42.3,90.0,65.0,80.47,6895540736.0,15.0,19.4,False,up,27.5,True,1.0,7.7,False,0.0,,5.7,False,109.0,-26.2,2.0,False,"{'roe_pct': 11.4, 'debt_to_equity': 0.0, 'current_ratio': 2.05, 'operating_margin_pct': 32.9}","{'eps_growth_yoy': 27.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.3}",100.23,126.0,82.0,13.0,buy,24.6,132.77,65.0,60.3,-25.1,3.89,3.13,,,,True,-0.3,243.4,34.1,14.0,2026-09-10,False,True,6.0,NEUTRAL,3.47,77.7,0.74,,,,,,1.5,0.0,1.2,21.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",HIGH_FLOAT,85.5,20.0,22.5,15.0,False,up,19.4,2.0,True,1.0,False,0.0,2.0,16.0,29.0,48.3,Bajo 50%,31.3,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,47.9,5.0,0.0,3.0,0.0,3.0,5.0,0.45,0.45,0.0,0.0,0.0,24.6,4.7,,3.08,0.0,2.0,79.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,27,0.0401,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.796,False,-26.15,28.67,8.66,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CHTR,0.0,,,,27.2,"Charter Communications, Inc.",51.3,Communication Services,Telecom Services,85.0,30.0,26.7,50.0,55.0,151.54,20424179712.0,15.0,11.6,False,up,13.6,True,1.0,-1.1,False,0.0,51.6,8.1,True,285.82,-47.0,2.0,False,"{'roe_pct': 27.2, 'debt_to_equity': 4.42, 'current_ratio': 0.36, 'operating_margin_pct': 23.5}","{'eps_growth_yoy': 13.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.1}",184.41,380.0,101.0,17.0,hold,21.7,,,,,10.76,18.43,,,,True,-23.29,2.5,6.4,63.0,2026-10-30,False,False,7.0,NEUTRAL,10.46,26.9,0.21,,,,,,0.5,0.0,8.2,15.4,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,115.2,22.0,23.5,15.0,False,up,11.6,2.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,11.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.88,5.0,0.0,8.0,0.0,3.0,3.0,0.0,-11.54,0.0,0.0,0.0,,,,2.71,2.0,5.0,42.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,9,0.2716,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,1.024,False,-47.03,35.72,-48.32,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
MKC,0.0,,,,22.5,"McCormick & Company, Incorporated",55.1,Consumer Defensive,Packaged Foods,55.0,70.0,30.3,60.0,60.0,54.15,14558312448.0,15.0,21.1,False,up,-33.4,False,0.0,12.3,True,1.0,,0.0,False,72.41,-25.2,1.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,11.9,,,,,4.9,2.81,3.48,30.9,2.11,True,-0.19,5.5,-9.9,39.0,2026-10-06,False,False,6.0,NEUTRAL,5.55,66.6,,,,,,,0.0,0.0,6.8,16.5,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,95,"Strong institutional buying (2.2x ratio, 67% up volume)",MEGA_FLOAT,265.5,23.0,23.3,15.0,False,up,21.1,2.0,False,0.0,True,1.0,2.0,23.0,29.0,24.1,Bottom 25%,24.0,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,47.465,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.49,2.0,2.0,32.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.2248,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.922,False,-23.26,22.89,-34.62,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
HEI,0.0,,,,38.8,HEICO Corporation,76.3,Industrials,Aerospace & Defense,100.0,70.0,44.0,90.0,65.0,335.26,0.0,35.0,44.4,False,down,31.8,True,1.0,19.9,True,1.0,1.4,1.7,False,376.86,-11.0,5.0,False,"{'roe_pct': 17.7, 'debt_to_equity': 0.45, 'current_ratio': 2.72, 'operating_margin_pct': 25.1}","{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.4}",392.42,472.0,290.0,19.0,buy,17.0,,,179.7,-46.4,,,0.07,4.2,0.1,False,,9.0,32.5,112.0,2026-12-17,False,False,8.0,STRONG,2.0,52.3,1.46,,,,,,23.5,0.0,11.6,22.9,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",HIGH_FLOAT,123.9,22.0,34.5,35.0,False,down,44.4,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,44.4,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,46.85999999999999,5.0,0.0,0.0,0.0,0.0,5.0,1.06,1.53,1.0,0.0,1.5,-14.7,63.4,ALTA,2.12,2.0,10.0,109.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.3877,BAJA,21.13,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,1.083,False,-10.35,31.97,-7.04,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
AUTO.L,0.0,,,,1.2,Autotrader Group plc,61.1,Communication Services,Internet Content & Information,60.0,50.0,60.5,90.0,50.0,534.0,4150574080.0,,,,,,,0.0,,,0.0,,,False,828.8,-35.6,2.0,False,"{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}",{'profit_margin_pct': 47.1},562.06,800.0,410.0,18.0,hold,5.3,,,,,5.87,0.31,2.15,32.0,1.35,,,,2.0,69.0,2026-11-05,False,False,5.0,NEUTRAL,8.62,332.4,2.39,,,,,,0.0,0.0,0.4,18.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEGA_FLOAT,803.0,23.0,18.7,,,,,0.0,,0.0,,0.0,0.0,3.0,29.0,93.1,Top 10%,60.5,5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,46.5,5.0,0.0,6.0,3.0,0.0,1.0,0.0,-0.7,0.0,0.0,0.0,,,,0.66,-3.0,0.0,2.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,45,0.0117,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,1.102,False,-35.29,28.11,4.66,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RACE,0.0,,,,33.4,Ferrari N.V.,77.6,Consumer Cyclical,Auto Manufacturers,100.0,70.0,53.0,90.0,60.0,415.88,73097076736.0,35.0,31.2,False,up,21.2,True,2.0,9.7,True,2.0,2.7,6.8,False,504.49,-17.6,6.0,False,"{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}",464.26,536.07,402.33,14.0,strong_buy,11.6,131.46,-68.4,109.28,-73.7,1.6,6.64,1.02,39.0,0.68,True,-1.09,63.9,10.1,67.0,2026-11-03,False,False,9.0,STRONG,2.83,46.9,3.22,,,,,,28.3,0.0,10.0,23.3,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.9x ratio, 61% up volume)",HIGH_FLOAT,173.5,20.0,33.3,35.0,False,up,31.2,2.0,True,2.0,True,2.0,8.0,,29.0,,Sin datos suficientes,31.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,False,2/3,46.21,0.0,0.0,0.0,0.0,3.0,3.0,0.25,4.52,3.0,0.0,0.0,-68.4,82.6,ALTA,1.45,2.0,10.0,106.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,45,0.3341,BAJA,15.259999999999998,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.822,False,-16.73,34.43,-2.27,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
NYT,0.0,,,,24.6,The New York Times Company,64.0,Communication Services,Publishing,90.0,60.0,24.0,75.0,60.0,67.86,10944704512.0,15.0,13.0,False,down,14.4,True,1.0,8.8,True,1.0,7.3,5.3,False,87.1,-22.1,3.0,False,"{'roe_pct': 19.7, 'current_ratio': 1.58, 'operating_margin_pct': 17.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.3}",77.67,90.0,63.0,9.0,buy,14.5,66.38,-2.2,33.6,-50.5,4.2,2.87,1.34,32.1,0.93,True,-1.59,857.1,14.0,68.0,2026-11-04,False,False,8.0,STRONG,4.36,52.8,1.55,,,,,,9.6,0.0,7.4,19.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,133.7,22.0,26.6,15.0,False,down,13.0,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,45.23,5.0,0.0,3.0,0.0,3.0,3.0,-2.78,-6.92,0.0,2.0,-1.5,-2.2,40.8,ALTA,1.81,2.0,10.0,64.0,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,45,0.246,BAJA,6.4,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.658,False,-21.89,26.42,-27.34,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
SHW,0.0,,,,15.5,The Sherwin-Williams Company,67.3,Basic Materials,Specialty Chemicals,90.0,70.0,50.3,45.0,60.0,346.76,84178812928.0,35.0,33.2,False,up,1.3,True,2.0,6.8,True,2.0,2.6,3.2,False,377.77,-8.2,5.0,False,"{'roe_pct': 65.1, 'debt_to_equity': 3.9, 'current_ratio': 0.73, 'operating_margin_pct': 18.1}","{'eps_growth_yoy': 1.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 11.0}",391.0,420.0,340.0,22.0,buy,12.8,242.0,-30.2,155.01,-55.3,2.98,10.32,0.92,29.3,0.87,True,-3.12,7.8,14.3,60.0,2026-10-27,False,False,6.0,NEUTRAL,3.85,62.0,1.78,BULLISH,0.0,60.0,2.0,0.0,22.8,0.0,4.6,20.2,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MEGA_FLOAT,224.7,23.0,24.8,35.0,False,up,33.2,2.0,True,2.0,True,2.0,8.0,10.0,29.0,69.0,Medio,40.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,44.695,0.0,0.0,0.0,0.0,3.0,3.0,0.11,3.0,0.0,0.0,0.0,-30.2,55.6,ALTA,1.6,2.0,2.0,73.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,45,0.1549,BAJA,20.23,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.822,False,-7.38,20.13,-16.35,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
V,0.0,,,,50.0,Visa Inc.,72.3,Financial Services,Credit Services,85.0,70.0,63.9,70.0,60.0,380.265,709972787200.0,60.0,59.0,False,up,10.6,False,0.0,8.5,True,2.0,1.3,3.2,False,385.57,-1.4,5.0,False,"{'roe_pct': 61.2, 'debt_to_equity': 0.68, 'current_ratio': 0.98, 'operating_margin_pct': 66.1}","{'eps_growth_yoy': 10.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 50.8}",417.9,460.0,330.0,37.0,strong_buy,9.9,,,,,2.87,11.97,0.7,22.1,0.7,True,-3.01,35.7,10.2,61.0,2026-10-27,False,False,6.0,NEUTRAL,3.71,381.9,2.48,BULLISH,0.04,100.0,8.0,3.0,25.0,0.0,,21.7,2026-08-27 15:13:46,2026-08-27,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,1703.4,23.0,31.0,60.0,False,up,59.0,2.0,False,0.0,True,2.0,2.0,13.0,29.0,58.6,Medio,35.4,0.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,43.92,0.0,0.0,0.0,0.0,3.0,3.0,0.41,3.63,0.0,0.0,0.0,,,,1.24,0.0,2.0,35.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-8.0,45,,,26.73,⚪ WEAK,🔴 Weak,,,,,,,,,,,False,2,0.835,False,-1.12,30.24,6.72,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
