ticker,company_name,super_score_5d,tier,description,vcp_score,insiders_score,sector_score,institutional_score,sector_name,sector_momentum,tier_boost,dj_ticker,timing_convergence,timing_bonus,timing_reason,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,num_whales,top_whales,vcp_repeater,repeat_count,consistency_score,repeater_bonus,thesis_short,investment_thesis
CFBK,CF Bankshares,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,29.28,32.8,12.02,29.0,-0.9562841530054711,1,37.5,10.884758,,,0.09942,0.136,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
HLNE,HLNE,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,105.57,119.76,13.44,172.85715,63.73699914748507,7,65.0,18.818182,,3.868611016307571,0.31697,0.18,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
RMBI,"Richmond Mutual Bancorporation,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,13.57,16.96,24.98,,,0,37.5,11.59829,,,0.08309,0.164,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $16.96"
ASST,"Strive Asset Management, LLC",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,8.51,19.68,131.26,30.0,252.52643948296125,1,66.67,,,,,0.568,0,,False,0,0,0,131% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 131% hasta precio objetivo $19.68"
XZO,"Exzeo Group,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,15.2,22.12,45.55,26.0,71.05263157894737,2,75.0,15.353535,,6.633653149847786,0.61372,0.237,0,,False,0,0,0,46% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 46% hasta precio objetivo $22.12
• 📊 FUNDAMENTALS: FCF yield 6.6% (Score: 75/100)"
BRR,"ProCap Financial,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,2.84,,,,,0,50.0,,,,,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
TBBK,"The Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,52.98,67.14,26.73,75.0,41.562853907134766,2,50.0,10.768292,,,0.30848,0.023,0,,False,0,0,0,27% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 27% hasta precio objetivo $67.14"
ABTC,American Bitcoin,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,1.1,2.6,136.82,4.0,263.6363636363636,2,25.0,,,,-0.1926,,0,,False,0,0,0,137% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 137% hasta precio objetivo $2.60"
QNTO,"Quaint Oak Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,15.26,16.79,10.03,,,0,0.0,127.16667,,,0.00614,-0.151,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
HKHC,Horizon Kinetics Holding,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,33.75,,,,,0,60.0,,,-2.3358470465197687,0.49165002,0.37,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
FFIN,"First Financial Bankshares,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,30.26,36.13,19.4,36.4,20.290812954395232,5,62.5,17.096046,,,0.14392,0.145,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
FRST,Primis Financial,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,12.92,15.11,16.91,16.0,23.839009287925705,1,75.0,5.188755,,,0.14682999,12.626,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
LIFE,Ethos Technologies,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,13.24,17.98,35.83,20.25,52.94561933534743,8,75.0,11.614035,,6.1336882722177535,0.21028,0.655,0,,False,0,0,0,36% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 36% hasta precio objetivo $17.98
• 📊 FUNDAMENTALS: FCF yield 6.1% (Score: 75/100)"
IOR,"Income Opportunity Realty Investors,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,18.23,20.05,9.98,,,0,16.67,18.049505,,-6.005280923844377,0.03359,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
BOTJ,"Bank of the James Financial Group,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,19.82,24.77,24.97,,,0,50.0,9.959799,,,0.12452,0.088,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $24.77"
CCNE,CNB Financial,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,27.36,33.43,22.2,32.66667,19.39572368421054,3,50.0,13.028572,,,0.0892,0.805,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 22% hasta precio objetivo $33.43"
CBK,"Commercial Bancgroup,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,25.27,32.3,27.8,33.0,30.589631974673527,1,25.0,8.65411,,,0.1462,0.025,0,,False,0,0,0,28% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 28% hasta precio objetivo $32.30"
AIG,"American International Group,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,77.62,86.41,11.33,87.45,12.664261788198905,20,30.0,14.294661,,26.880649348972803,0.07399,-0.072,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 26.9% (Score: 30/100)"
AMTB,Amerant Bancorp,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,21.31,23.97,12.48,24.5,14.969497888315342,4,25.0,16.912699,,,0.05731,0.081,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
RLI,RLI,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,61.03,68.02,11.45,59.75,-2.097329182369323,4,60.0,13.965675,,20.70336511173459,0.24443,0.061,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 20.7% (Score: 60/100)"
DOMH,Dominari,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,3.21,3.53,9.97,,,0,75.0,0.39875776,,,0.90376997,11.57,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
SOFI,"SoFi Technologies,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,18.79,23.59,25.52,26.5,41.03246407663652,19,37.5,48.179493,,,0.05658,0.402,0,,False,0,0,0,26% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 26% hasta precio objetivo $23.59"
ATLO,Ames National,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,26.67,33.34,25.01,,,0,50.0,12.462616,,,0.09946,0.37,0,,False,0,0,0,25% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $33.34"
NZF,Nuveen Municipal Creditome Fund,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,12.73,9.04,-29.02,,,0,5.0,42.43333,,1.9841327459028304,0.022969998,-0.012,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
AASP,Agassi Sports Entertainment,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,4.74,,,,,0,16.67,,,-1.4725909569483848,-3.86099,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
NWBI,"Northwest Bancshares,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,12.31,13.96,13.43,13.85714,12.568155970755468,7,50.0,13.380435,,,0.072270006,0.251,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
PEBO,Peoples Bancorp,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,31.86,36.06,13.17,34.83333,9.332485875706208,6,0.0,10.655519,,,0.09212,0.037,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
QNBC,QNB,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,37.41,46.76,24.99,,,0,75.0,9.896826,,,0.12099,0.24,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $46.76"
FKYS,First Keystone,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,19.35,24.19,25.01,,,0,37.5,13.503402,,,0.08253,0.2,0,,False,0,0,0,25% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $24.19"
NDAQ,"Nasdaq,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,88.05,90.57,2.87,108.53333,23.26329358319137,15,45.0,28.495148,,3.3191680528114866,0.15253,0.134,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
SPGI,S&P Global,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,445.28,450.28,1.12,537.9048,20.801473230326994,21,40.0,30.39454,,3.617682547538599,0.13087,0.09,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
PCB,PCB,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,21.69,26.18,20.7,25.25,16.413093591516812,2,37.5,8.406978,,,0.09937,0.163,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 21% hasta precio objetivo $26.18"
DGICA,Donegal Group,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,16.99,17.76,4.51,20.75,22.130665097115966,2,35.0,7.7935777,,5.677636545357554,0.13377,-0.039,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 5.7% (Score: 35/100)"
HBAN,HBAN,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,16.12,19.19,19.02,20.64286,28.05744416873448,21,62.5,11.597123,,,0.10095,0.103,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
NMCO,Nuveen Municipal Credit Opportunities Fund,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,10.65,13.33,25.14,,,0,45.0,532.5,,6.385075209366881,0.00182,0.19,0,,False,0,0,0,25% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $13.33
• 📊 FUNDAMENTALS: FCF yield 6.4% (Score: 45/100)"
BFST,"Business First Bancshares,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,26.55,33.03,24.42,32.875,23.822975517890765,4,62.5,9.516129,,,0.103590004,0.129,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 24% hasta precio objetivo $33.03"
FNWD,FNWD,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,37.45,39.85,6.41,38.5,2.8037383177569986,2,0.0,19.920214,,,0.0496,-0.019,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
MSCI,MSCI,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,564.41,514.99,-8.76,678.3125,20.180808277670504,16,41.67,35.97259,,2.746033782688099,,0.106,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
SMBK,"SmartFinancial,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,38.17,46.11,20.79,44.5,16.583704479958072,6,37.5,12.808724,,,0.09645,0.101,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 21% hasta precio objetivo $46.11"
NBBK,"NB Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,20.91,23.5,12.39,24.0,14.777618364418931,2,50.0,15.604477,,,0.06194,0.403,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
SKWD,SKWD,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,46.26,55.58,20.15,60.27273,30.291245136186774,11,50.0,11.366093,,-3.2601160072183624,0.18855,0.267,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 20% hasta precio objetivo $55.58"
ARES,Ares Management,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,108.85,138.44,27.18,167.94118,54.2867983463482,17,40.0,63.65497,,5.600056816592423,0.13520001,0.195,0,,False,0,0,0,27% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 27% hasta precio objetivo $138.44
• 📊 FUNDAMENTALS: FCF yield 5.6% (Score: 40/100)"
CSBB,"CSB Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,58.233,64.06,10.01,,,0,50.0,11.485799,,,0.11083999,0.051,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
PBHC,"Pathfinder Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,13.6,,,,,0,0.0,,,,-0.02819,-0.956,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
OVBC,Ohio Valley Banc,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,42.31,52.89,25.01,,,0,0.0,12.782478,,,0.09733,-0.034,0,,False,0,0,0,25% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $52.89"
FMNB,FMNB,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,12.53,13.81,10.24,14.66667,17.05243415802076,3,50.0,8.641378,,,0.12242,0.067,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
SRBK,"SR Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,16.85,18.27,8.43,18.0,6.824925816023719,1,25.0,31.203703,,,0.022119999,0.06,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
NPB,"Northpointe Bancshares,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,17.84,21.9,22.76,21.5,20.515695067264584,2,87.5,8.454977,,,0.16172001,0.551,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 23% hasta precio objetivo $21.90"
FRAF,Franklin Financial Services,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,48.86,53.75,10.01,,,0,75.0,10.308018,,,0.13648,0.547,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
AVX,AVX,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,0.745,,,,,0,12.5,,,-6.500671371209068,-1.96233,,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
WTW,Willis Towers Watson Public,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,294.67,331.19,12.39,369.42105,25.367716428547183,19,40.0,18.111248,,6.802857742325746,0.20076,-0.033,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 6.8% (Score: 40/100)"
BY,"Byline Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,30.95,35.28,14.01,35.6,15.0242326332795,5,50.0,10.709342,,,0.110240005,0.095,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
UWHR,Uwharrie Capital,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,11.0,13.75,25.0,,,0,75.0,8.029197,,,0.17041999,0.101,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $13.75"
ARX,Accelerant,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,10.94,15.82,44.61,19.61111,79.26060329067643,9,40.0,,,-143.406013139521,-2.8006399,0.571,0,,False,0,0,0,45% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 45% hasta precio objetivo $15.82"
WULF,TeraWulf,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,13.85,20.32,46.73,25.40385,83.42129963898917,13,10.0,,,-1.935315927499182,-3.4369102,0.024,0,,False,0,0,0,47% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 47% hasta precio objetivo $20.32"
PKBK,"Parke Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,27.215,34.02,25.0,,,0,75.0,8.612342,,,0.12096,0.339,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $34.02"
OVLY,Oak Valley Bancorp,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,32.51,34.3,5.51,,,0,50.0,11.288194,,,0.12529,0.059,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)"
RPC,RPC,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,7.68,9.98,29.9,16.66667,117.01393229166666,3,25.0,45.176468,,4.443578664592204,0.05811,-0.047,0,,False,0,0,0,30% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 30% hasta precio objetivo $9.98"
CINF,Cincinnati Financial,37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,163.32,188.91,15.67,173.66667,6.335213078618684,6,65.0,10.7659855,,24.102325237844127,0.16036,0.218,0,,False,0,0,0,Multiple signals converging,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 📊 FUNDAMENTALS: FCF yield 24.1% (Score: 65/100)"
ECBK,"ECB Bancorp,",37.1,🔵 MODERADA,Seguimiento recomendado,0.0,100,60.75,0.0,Financial Services,improving,0,DJUSFI,False,0,,17.19,21.49,25.01,,,0,50.0,18.287235,,,0.045689996,0.249,0,,False,0,0,0,25% upside,"⚡ MODERATE (0.0/100 - 🔵 MODERADA)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 💰 UPSIDE POTENTIAL: 25% hasta precio objetivo $21.49"
