ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
AON,Aon plc,68.2,⭐⭐ GOOD,🟡 Good,100.0,50.0,36.0,80.0,65.0,15.0,1.8,False,down,75.4,True,2,-9.1,True,2,"{'eps_growth_yoy': np.float64(75.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.5}","{'revenue_growth_yoy': np.float64(-9.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-6.0), 'rs_6m': np.float64(-9.0), 'rs_line_percentile': 1.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.9, 'debt_to_equity': 1.68, 'current_ratio': 1.11, 'operating_margin_pct': 31.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.2}",321.68,69140373504,Financial Services,Insurance Brokers,1.1,1.8,False,381.0,-15.6,1.0,False,389.95,436.0,310.0,19.0,buy,21.2,605.65,88.3,510.6,58.7,4.43,14.28,1.02,17.1,3.28,0.75,True,-1.45,6.8,96.8,2.0,2026-05-01,True,False,8.0,STRONG,6.75,141.9,0.11,2026-04-29T07:40:06.929721
MSCI,MSCI Inc.,68.0,⭐⭐ GOOD,🟡 Good,100.0,60.0,47.6,50.0,60.0,35.0,39.3,False,up,33.7,True,1,10.1,False,0,"{'eps_growth_yoy': np.float64(33.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}","{'revenue_growth_yoy': np.float64(10.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-5.5), 'rs_6m': np.float64(5.1), 'rs_line_percentile': 39.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'current_ratio': 0.86, 'operating_margin_pct': 53.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.9}",594.78,43256918016,Financial Services,Financial Data & Stock Exchanges,1.9,2.5,False,626.28,-5.0,5.0,False,683.56,730.0,550.0,16.0,buy,14.9,703.29,18.2,524.7,-11.8,2.79,16.58,1.38,42.5,8.2,0.99,True,-6.21,7.7,49.1,83.0,2026-07-21,False,False,8.0,STRONG,3.44,851.3,0.54,2026-04-29T07:39:27.479287
COST,Costco Wholesale Corporation,67.3,⭐⭐ GOOD,🟡 Good,75.0,70.0,50.3,75.0,60.0,35.0,26.6,False,down,6.9,True,1,10.1,True,1,"{'eps_growth_yoy': np.float64(6.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.0}","{'revenue_growth_yoy': np.float64(10.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(1.0), 'rs_6m': np.float64(2.7), 'rs_line_percentile': 26.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 29.7, 'debt_to_equity': 0.6, 'current_ratio': 1.06, 'operating_margin_pct': 3.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.9}",994.0,440990629888,Consumer Defensive,Discount Stores,1.5,3.7,False,1067.08,-6.8,4.0,False,1072.16,1315.0,650.0,32.0,buy,7.9,639.52,-35.7,575.4,-42.1,1.52,15.08,0.59,27.0,5.88,0.6,True,-0.21,77.5,45.5,29.0,2026-05-28,False,False,7.0,NEUTRAL,2.5,30.6,0.97,2026-04-29T07:38:33.503816
MCO,Moody's Corporation,67.0,⭐⭐ GOOD,🟡 Good,95.0,60.0,36.0,65.0,65.0,15.0,19.6,False,up,14.4,True,1,9.5,True,1,"{'eps_growth_yoy': np.float64(14.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 31.7}","{'revenue_growth_yoy': np.float64(9.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.8), 'rs_6m': np.float64(-11.6), 'rs_line_percentile': 19.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 71.4, 'debt_to_equity': 2.36, 'current_ratio': 1.16, 'operating_margin_pct': 45.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.8}",457.99,80000057344,Financial Services,Financial Data & Stock Exchanges,2.4,3.4,False,546.88,-16.3,2.0,False,535.0,610.0,460.0,20.0,buy,16.8,233.63,-49.0,139.2,-69.6,2.83,12.97,0.9,27.6,4.12,0.8,False,,12.7,7.8,85.0,2026-07-23,False,False,8.0,STRONG,3.96,106.3,3.16,2026-04-29T07:39:31.312407
ABT,Abbott Laboratories,66.8,⭐⭐ GOOD,🟡 Good,100.0,60.0,24.0,70.0,65.0,15.0,3.9,False,down,34.0,True,1,10.6,False,0,"{'eps_growth_yoy': np.float64(34.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.9}","{'revenue_growth_yoy': np.float64(10.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-13.6), 'rs_6m': np.float64(-29.8), 'rs_line_percentile': 3.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'debt_to_equity': 0.27, 'operating_margin_pct': 16.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 26.4}",93.86,163098918912,Healthcare,Medical Devices,1.4,1.7,False,139.06,-32.5,0.0,False,118.64,143.0,92.0,25.0,buy,26.4,,,35.7,-62.0,,,2.68,67.2,2.52,1.77,True,-0.55,19.5,-19.7,78.0,2026-07-16,False,False,6.0,NEUTRAL,5.3,42.0,,2026-04-29T07:42:35.529051
FAST,Fastenal Company,66.7,⭐⭐ GOOD,🟡 Good,80.0,60.0,42.3,95.0,50.0,15.0,22.9,False,down,2.9,True,1,5.8,True,1,"{'eps_growth_yoy': np.float64(2.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.4}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(0.9), 'rs_6m': np.float64(2.3), 'rs_line_percentile': 22.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 33.8, 'debt_to_equity': 0.11, 'current_ratio': 4.39, 'operating_margin_pct': 20.3}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.1}",44.68,51294208000,Industrials,Industrial Distribution,2.4,2.8,False,50.63,-11.8,4.0,False,46.49,55.0,39.9,12.0,hold,4.1,18.09,-59.5,15.59,-65.1,1.76,0.79,2.06,79.7,0.92,2.16,True,-0.04,311.9,5.5,75.0,2026-07-13,False,False,8.0,STRONG,3.23,39.6,2.37,2026-04-29T07:43:02.914038
CTAS,Cintas Corporation,66.7,⭐⭐ GOOD,🟡 Good,90.0,50.0,36.0,90.0,65.0,15.0,1.0,False,down,12.1,True,1,6.5,False,0,"{'eps_growth_yoy': np.float64(12.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}","{'revenue_growth_yoy': np.float64(6.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-10.3), 'rs_6m': np.float64(-11.7), 'rs_line_percentile': 1.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.9}",174.22,69703172096,Industrials,Specialty Business Services,3.5,4.1,False,229.24,-24.0,1.0,False,212.41,255.0,160.0,17.0,buy,21.9,73.41,-57.9,47.4,-72.8,2.16,3.77,1.03,36.7,1.8,0.91,True,-1.71,24.3,6.8,78.0,2026-07-16,False,False,8.0,STRONG,3.27,64.5,3.31,2026-04-29T07:38:05.134390
JKHY,"Jack Henry & Associates, Inc.",66.5,⭐⭐ GOOD,🟡 Good,85.0,50.0,36.0,95.0,70.0,15.0,3.3,False,down,12.2,False,0,5.9,False,0,"{'eps_growth_yoy': np.float64(12.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.6}","{'revenue_growth_yoy': np.float64(5.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-17.3), 'rs_6m': np.float64(-6.0), 'rs_line_percentile': 3.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 24.3, 'debt_to_equity': 0.03, 'current_ratio': 1.6, 'operating_margin_pct': 25.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.5}",152.8,11059226624,Technology,Information Technology Services,8.1,5.5,True,193.39,-21.0,2.0,False,199.36,216.0,180.0,14.0,buy,30.5,185.96,21.7,197.95,29.5,3.03,4.65,1.54,33.3,2.35,1.21,True,-1.3,96.7,28.4,6.0,2026-05-05,True,False,9.0,STRONG,5.39,162.7,0.77,2026-04-29T07:44:13.103547
MA,Mastercard Incorporated,66.5,⭐⭐ GOOD,🟡 Good,85.0,70.0,36.0,65.0,65.0,15.0,2.3,False,down,23.8,False,0,21.5,False,0,"{'eps_growth_yoy': np.float64(23.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 45.6}","{'revenue_growth_yoy': np.float64(21.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-5.1), 'rs_6m': np.float64(-15.5), 'rs_line_percentile': 2.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 209.9, 'debt_to_equity': 2.56, 'current_ratio': 1.03, 'operating_margin_pct': 57.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 28.6}",507.62,448927236096,Financial Services,Credit Services,0.7,1.9,False,601.77,-15.6,2.0,False,652.69,735.0,550.0,36.0,strong_buy,28.6,635.83,25.3,399.3,-21.3,3.62,18.53,0.69,18.4,3.48,0.53,True,-2.61,26.7,24.2,1.0,2026-04-30,True,False,9.0,STRONG,4.18,622.8,0.93,2026-04-29T07:38:43.967526
JNJ,Johnson & Johnson,66.2,⭐⭐ GOOD,🟡 Good,75.0,50.0,62.4,85.0,60.0,60.0,54.2,False,down,-5.5,True,2,1.3,False,0,"{'eps_growth_yoy': np.float64(-5.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.8}","{'revenue_growth_yoy': np.float64(1.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-2.1), 'rs_6m': np.float64(16.6), 'rs_line_percentile': 54.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 26.4, 'debt_to_equity': 0.68, 'current_ratio': 1.02, 'operating_margin_pct': 27.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.8}",227.79,548339908608,Healthcare,Drug Manufacturers - General,0.9,2.6,False,251.71,-9.5,6.0,False,252.42,285.0,155.0,24.0,buy,10.8,76.48,-66.4,86.3,-62.1,2.28,5.2,2.35,60.2,5.36,2.77,True,-1.43,25.0,-37.0,77.0,2026-07-15,False,False,4.0,NEUTRAL,5.77,136.0,,2026-04-29T07:43:57.325688
7741.T,HOYA CORP,66.1,⭐⭐ GOOD,🟡 Good,60.0,50.0,80.5,90.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 27.4},{},"{'rs_3m': np.float64(14.0), 'rs_6m': np.float64(22.8)}","{'roe_pct': 24.2, 'debt_to_equity': 0.04, 'current_ratio': 4.96, 'operating_margin_pct': 42.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -0.2}",29305.0,9831498907648,Healthcare,Medical Instruments & Supplies,,,False,30400.0,-3.6,7.0,True,29253.33,35000.0,23100.0,15.0,buy,-0.2,11933.46,-59.3,18198.3,-37.9,0.96,281.4,0.82,39.5,240.0,0.72,,,,86.2,0.0,2026-04-30,True,False,6.0,NEUTRAL,2.79,28.7,0.5,2026-04-29T07:41:32.155338
MKC,"McCormick & Company, Incorporat",66.0,⭐⭐ GOOD,🟡 Good,100.0,60.0,24.0,65.0,65.0,15.0,2.1,False,down,484.2,True,1,12.9,False,0,"{'eps_growth_yoy': np.float64(484.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.1}","{'revenue_growth_yoy': np.float64(12.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-19.2), 'rs_6m': np.float64(-27.1), 'rs_line_percentile': 2.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 25.3, 'debt_to_equity': 0.65, 'current_ratio': 0.76, 'operating_margin_pct': 14.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.6}",51.14,13748640768,Consumer Defensive,Packaged Foods,,0.0,False,78.16,-34.6,0.0,False,62.69,77.0,52.0,13.0,buy,22.6,62.24,21.7,183.0,257.8,2.71,1.47,3.75,30.0,1.92,2.03,True,-0.21,5.7,369.8,64.0,2026-07-02,False,False,6.0,NEUTRAL,5.82,66.6,0.03,2026-04-29T07:44:05.556583
ISRG,"Intuitive Surgical, Inc.",65.5,⭐⭐ GOOD,🟡 Good,85.0,60.0,36.0,75.0,65.0,15.0,4.4,False,down,24.8,False,0,13.6,False,0,"{'eps_growth_yoy': np.float64(24.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}","{'revenue_growth_yoy': np.float64(13.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-13.2), 'rs_6m': np.float64(-19.8), 'rs_line_percentile': 4.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 17.2, 'current_ratio': 4.61, 'operating_margin_pct': 30.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.7}",466.64,165266554880,Healthcare,Medical Instruments & Supplies,1.9,4.0,False,603.88,-22.7,2.0,False,577.01,750.0,378.0,30.0,buy,23.7,177.93,-61.9,154.35,-66.9,1.36,6.36,,,,,True,-2.07,,18.8,83.0,2026-07-21,False,False,4.0,NEUTRAL,1.83,22.5,2.11,2026-04-29T07:44:28.108626
PGR,Progressive Corporation (The),65.5,⭐⭐ GOOD,🟡 Good,90.0,60.0,36.0,75.0,50.0,15.0,1.9,False,down,15.0,True,1,11.4,False,0,"{'eps_growth_yoy': np.float64(15.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.9}","{'revenue_growth_yoy': np.float64(11.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-7.1), 'rs_6m': np.float64(-4.7), 'rs_line_percentile': 1.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 37.9, 'debt_to_equity': 0.26, 'current_ratio': 0.29, 'operating_margin_pct': 16.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 13.4}",203.03,118650732544,Financial Services,Insurance - Property & Casualty,1.4,2.6,False,289.96,-30.0,0.0,False,230.14,312.0,190.0,21.0,hold,13.4,,,196.5,-3.2,,,6.85,70.7,13.9,1.85,True,-0.14,53.8,3.9,77.0,2026-07-15,False,False,6.0,NEUTRAL,11.61,,1.28,2026-04-29T07:43:06.883634
EQIX,"Equinix, Inc.",64.8,⭐⭐ GOOD,🟡 Good,50.0,70.0,83.0,65.0,60.0,80.0,88.0,False,up,-22.7,False,0,8.8,True,2,"{'eps_growth_yoy': np.float64(-22.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.6}","{'revenue_growth_yoy': np.float64(8.8), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(30.0), 'rs_6m': np.float64(24.7), 'rs_line_percentile': 88.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 9.7, 'debt_to_equity': 1.6, 'current_ratio': 1.32, 'operating_margin_pct': 21.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.6}",1076.4,106158325760,Real Estate,REIT - Specialty,2.1,3.3,False,1128.68,-4.6,8.0,True,1125.41,1250.0,894.0,27.0,buy,4.6,523.81,-51.3,137.8,-87.2,2.67,28.73,1.79,136.3,19.23,1.85,False,,3.9,,0.0,2026-04-29,True,False,6.0,NEUTRAL,1.61,7.8,10.43,2026-04-29T07:43:10.615665
ECL,Ecolab Inc.,64.7,⭐⭐ GOOD,🟡 Good,90.0,60.0,36.0,60.0,65.0,15.0,5.1,False,down,40.1,False,0,13.6,False,0,"{'eps_growth_yoy': np.float64(40.1), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.8}","{'revenue_growth_yoy': np.float64(13.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-7.5), 'rs_6m': np.float64(-8.5), 'rs_line_percentile': 5.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.4, 'debt_to_equity': 0.91, 'current_ratio': 0.99, 'operating_margin_pct': 16.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.5}",266.96,75395850240,Basic Materials,Specialty Chemicals,1.3,2.2,False,309.27,-13.7,4.0,False,318.95,352.0,270.0,21.0,buy,19.5,,,72.9,-72.7,,,1.03,36.8,2.76,1.05,True,-1.04,9.3,7.8,,,False,False,6.0,NEUTRAL,3.4,52.2,3.53,2026-04-29T07:40:41.786900
DHR,Danaher Corporation,64.5,⭐⭐ GOOD,🟡 Good,100.0,50.0,15.0,80.0,70.0,15.0,2.9,False,down,85.4,False,0,0.3,False,0,"{'eps_growth_yoy': np.float64(85.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(0.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-22.7), 'rs_6m': np.float64(-23.2), 'rs_line_percentile': 2.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.1, 'debt_to_equity': 0.37, 'current_ratio': 1.87, 'operating_margin_pct': 22.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 39.8}",178.98,126676787200,Healthcare,Diagnostics & Research,1.3,2.1,False,242.8,-26.3,1.0,False,250.14,310.0,205.0,22.0,strong_buy,39.8,126.22,-29.5,51.5,-71.2,3.61,6.45,0.89,26.4,1.6,0.42,True,-1.59,17.9,9.8,83.0,2026-07-21,False,False,5.0,NEUTRAL,3.2,39.2,2.01,2026-04-29T07:41:56.156526
NOW,"ServiceNow, Inc.",64.2,⭐⭐ GOOD,🟡 Good,90.0,70.0,15.0,65.0,70.0,15.0,3.1,False,down,21.8,True,1,17.3,True,1,"{'eps_growth_yoy': np.float64(21.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.6}","{'revenue_growth_yoy': np.float64(17.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-32.8), 'rs_6m': np.float64(-56.6), 'rs_line_percentile': 3.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 16.1, 'debt_to_equity': 0.21, 'current_ratio': 0.84, 'operating_margin_pct': 13.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 58.4}",90.49,93323059200,Technology,Software - Application,3.8,2.0,False,211.478,-57.2,0.0,False,143.34,226.0,85.0,43.0,strong_buy,58.4,72.88,-19.5,16.8,-81.4,5.47,4.95,,,,,True,-4.04,104.4,2.3,84.0,2026-07-22,False,False,4.0,NEUTRAL,2.52,73.1,7.86,2026-04-29T07:41:48.196649
ITW,Illinois Tool Works Inc.,63.8,⭐⭐ GOOD,🟡 Good,80.0,60.0,50.3,65.0,50.0,35.0,31.3,False,down,12.9,False,0,6.6,True,1,"{'eps_growth_yoy': np.float64(12.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.1}","{'revenue_growth_yoy': np.float64(6.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(2.0), 'rs_6m': np.float64(5.3), 'rs_line_percentile': 31.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 93.7, 'debt_to_equity': 2.86, 'current_ratio': 1.21, 'operating_margin_pct': 26.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.8}",268.47,77373054976,Industrials,Specialty Industrial Machinery,3.1,7.2,False,303.16,-11.4,5.0,False,275.88,310.0,219.0,16.0,hold,2.8,132.67,-50.6,105.0,-60.9,2.8,7.52,2.4,59.3,6.44,2.24,True,-1.94,14.6,2.9,1.0,2026-04-30,True,False,5.0,NEUTRAL,4.97,118.3,3.03,2026-04-29T07:42:15.566222
NDSN,Nordson Corporation,63.3,⭐⭐ GOOD,🟡 Good,80.0,30.0,65.1,85.0,60.0,60.0,61.3,False,down,18.7,False,0,-2.0,False,0,"{'eps_growth_yoy': np.float64(18.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}","{'revenue_growth_yoy': np.float64(-2.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(1.3), 'rs_6m': np.float64(14.6), 'rs_line_percentile': 61.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.5}",281.79,15719261184,Industrials,Specialty Industrial Machinery,2.2,3.1,False,305.28,-7.7,7.0,True,308.43,335.0,240.0,7.0,buy,9.5,391.11,38.8,277.2,-1.6,3.27,9.22,1.16,34.6,3.28,1.07,True,-2.11,7.4,44.2,21.0,2026-05-20,False,True,7.0,NEUTRAL,3.97,65.0,0.51,2026-04-29T07:43:26.730669
VEEV,Veeva Systems Inc.,62.8,⭐⭐ GOOD,🟡 Good,75.0,70.0,15.0,85.0,70.0,15.0,0.8,False,down,7.0,False,0,10.1,True,1,"{'eps_growth_yoy': np.float64(7.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': np.float64(10.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-29.9), 'rs_6m': np.float64(-50.9), 'rs_line_percentile': 0.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.88, 'operating_margin_pct': 29.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 66.9}",158.49,26052880384,Healthcare,Health Information Services,3.9,2.8,False,310.5,-49.0,0.0,False,264.46,350.0,176.0,28.0,buy,66.9,212.06,33.8,126.21,-20.4,4.02,6.42,,,,,False,,191.2,23.2,28.0,2026-05-27,False,False,7.0,NEUTRAL,4.72,14.1,0.69,2026-04-29T07:40:30.189323
AXP,American Express Company,62.5,⭐⭐ GOOD,🟡 Good,80.0,50.0,36.0,85.0,60.0,15.0,3.2,False,down,3.0,True,1,5.9,False,0,"{'eps_growth_yoy': np.float64(3.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.3}","{'revenue_growth_yoy': np.float64(5.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-13.8), 'rs_6m': np.float64(-16.6), 'rs_line_percentile': 3.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 34.4, 'debt_to_equity': 1.78, 'current_ratio': 1.57, 'operating_margin_pct': 21.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.5}",315.9,215546920960,Financial Services,Credit Services,2.1,3.5,False,387.49,-18.5,4.0,False,361.8,450.0,285.0,22.0,buy,14.5,,,281.95,-10.7,,,1.2,21.3,3.8,1.11,True,-3.02,,12.3,86.0,2026-07-24,False,False,4.0,NEUTRAL,,,0.89,2026-04-29T07:43:42.109072
NDAQ,"Nasdaq, Inc.",62.3,⭐⭐ GOOD,🟡 Good,85.0,50.0,44.0,60.0,65.0,35.0,33.0,False,up,14.8,False,0,2.2,False,0,"{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}","{'revenue_growth_yoy': np.float64(2.2), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-9.8), 'rs_6m': np.float64(-1.0), 'rs_line_percentile': 33.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 16.2, 'debt_to_equity': 0.79, 'current_ratio': 1.0, 'operating_margin_pct': 48.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.8}",91.31,51639529472,Financial Services,Financial Data & Stock Exchanges,1.7,2.6,False,101.79,-10.3,3.0,False,106.67,120.0,82.0,15.0,buy,16.8,116.95,28.1,99.6,9.1,3.02,2.76,1.23,32.5,1.12,1.28,True,-2.03,7.8,33.8,85.0,2026-07-23,False,False,9.0,STRONG,4.12,205.3,0.61,2026-04-29T07:42:42.726969
