ticker,vcp_score,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
TNE.AX,0.0,71.2,TECH ONE FPO [TNE],57.6,Technology,Software - Application,60.0,50.0,34.5,95.0,60.0,28.61,9366013952.0,,,,,,,0.0,,,0.0,,,False,42.88,-33.3,2.0,False,"{'roe_pct': 33.2, 'debt_to_equity': 0.12, 'current_ratio': 1.14, 'operating_margin_pct': 30.5}",{'profit_margin_pct': 23.0},31.34,38.7,22.0,16.0,buy,9.5,8.34,-70.8,4.2,-85.3,1.75,0.5,0.93,57.4,1.01,,,,4.2,19.0,2026-05-19,False,True,3.0,NEUTRAL,2.04,162.9,7.97,,,,,,5.600000000000001,0.0,21.4,17.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEGA_FLOAT,294.9,23.0,38.6,,,,,0.0,,0.0,,0.0,0.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,49.20000000000001,8.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.19,0.0,0.0,60,0,,0,MIXED/INSUFFICIENT (0),WATCH,-3.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ITRK.L,0.0,30.5,INTERTEK GROUP PLC ORD 1P,57.6,Industrials,Specialty Business Services,55.0,50.0,54.5,75.0,65.0,4603.0,7065430016.0,,,,,,,0.0,,,0.0,,,False,5160.0,-10.8,4.0,False,"{'roe_pct': 28.2, 'debt_to_equity': 1.46, 'current_ratio': 1.08, 'operating_margin_pct': 18.5}",{'profit_margin_pct': 10.0},5313.67,6200.0,4475.0,15.0,buy,15.4,3473.0,-24.5,2160.0,-53.1,5.13,2.36,3.59,74.0,2.58,,,,-5.7,93.0,2026-07-31,False,False,4.0,NEUTRAL,6.44,63.8,,,,,,,9.399999999999999,0.0,9.2,17.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",HIGH_FLOAT,150.9,20.0,26.4,,,,,0.0,,0.0,,0.0,0.0,14,22.0,40.9,Bajo 50%,15.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,49.065000000000005,0.0,6.0,5.0,0.0,0.0,,,0.0,0.0,0.0,1.92,0.0,0.0,30,0,,0,MIXED/INSUFFICIENT (0),,0.0,14.760000000000002,⚪ WEAK,🟡 Average,,,,,,,
VEEV,0.0,75.5,Veeva Systems Inc.,62.8,Healthcare,Health Information Services,75.0,70.0,15.0,85.0,70.0,158.49,26052880384.0,15.0,0.8,False,down,7.0,False,0.0,10.1,True,1.0,3.9,2.8,False,310.5,-49.0,0.0,False,"{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.88, 'operating_margin_pct': 29.4}","{'eps_growth_yoy': np.float64(7.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.4}",264.46,350.0,176.0,28.0,buy,66.9,212.06,33.8,126.21,-20.4,4.02,6.42,,,,False,,,23.2,28.0,2026-05-27,False,False,7.0,NEUTRAL,4.72,14.1,0.69,,,,,,8.5,0.0,22.6,18.8,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 48% up volume)",HIGH_FLOAT,149.8,25.0,41.5,15.0,False,down,0.8,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,0.8,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,48.894999999999996,0.0,3.0,0.0,0.0,5.0,,,0.0,0.0,0.0,8.36,3.0,5.0,77,0,,0,MIXED/INSUFFICIENT (0),BEST,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ATLKY,0.0,79.5,Atlas Copco AB,59.8,Industrials,Specialty Industrial Machinery,70.0,50.0,44.0,80.0,55.0,18.94,92351881216.0,35.0,36.4,False,down,-15.1,True,2.0,-7.0,True,2.0,,,False,22.05,-14.1,5.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.32, 'current_ratio': 1.55}","{'eps_growth_yoy': np.float64(-15.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 15.7}",23.5,23.5,23.5,1.0,none,24.1,120.36,535.5,5.9,-68.8,29.36,8.18,2.95,55.5,1.54,False,,345.7,-7.5,,,False,False,6.0,NEUTRAL,,53.6,,,,,,,57.8,0.0,23.8,17.9,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,3939.2,3.0,41.8,35.0,False,down,36.4,0.0,True,2.0,True,2.0,8.0,2,22.0,95.5,Top 10%,48.3,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,48.894999999999996,0.0,8.0,3.0,0.0,0.0,,,0.0,0.0,0.0,3.01,3.0,2.0,,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,19.48,⚪ WEAK,🟡 Average,HOLD,60.0,Close to ATH (-14.1% from high) - wait for pullback | Strong upside (+24.1%) - analyst support,-14.1,NEUTRAL,NONE,False
AON,65.41666666666667,73.6,Aon plc,68.2,Financial Services,Insurance Brokers,100.0,50.0,36.0,80.0,65.0,321.68,69140373504.0,15.0,1.8,False,down,75.4,True,2.0,-9.1,True,2.0,1.1,1.8,False,381.0,-15.6,1.0,False,"{'roe_pct': 46.9, 'debt_to_equity': 1.68, 'current_ratio': 1.11, 'operating_margin_pct': 31.3}","{'eps_growth_yoy': np.float64(75.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.5}",389.95,436.0,310.0,19.0,buy,21.2,605.65,88.3,510.6,58.7,4.43,14.28,1.02,17.1,0.75,True,-1.45,6.8,96.8,2.0,2026-05-01,True,False,8.0,STRONG,6.75,141.9,0.11,,,,,,45.7,26.2,22.1,20.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEGA_FLOAT,208.0,23.0,68.7,15.0,False,down,1.8,0.0,True,2.0,True,2.0,8.0,22,22.0,4.5,Bottom 25%,0.7,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,48.86,0.0,3.0,0.0,3.0,5.0,,,0.0,0.0,0.0,2.65,1.0,10.0,8,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-6.0,32.028333333333336,⚪ WEAK,🟡 Average,BUY,100.0,Good pullback (-15.6% from high) - valid VCP setup | Strong upside (+21.2%) - analyst support,-15.6,NEUTRAL,BUY,False
MCD,0.0,39.9,McDonald's Corporation,61.7,Consumer Cyclical,Restaurants,85.0,60.0,36.0,50.0,65.0,292.39,207838904320.0,15.0,3.1,False,down,15.8,False,0.0,17.7,False,0.0,1.3,2.6,False,341.75,-14.4,4.0,False,"{'current_ratio': 0.95, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': np.float64(15.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 31.9}",345.0,407.0,250.0,33.0,buy,18.0,162.17,-44.5,119.6,-59.1,3.03,8.86,2.54,60.0,2.2,True,-0.99,7.9,5.7,8.0,2026-05-07,False,True,6.0,NEUTRAL,4.77,29.1,2.48,,,,,,3.0,0.0,12.0,18.5,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,709.4,38.0,30.5,15.0,False,down,3.1,0.0,False,0.0,False,0.0,0.0,,22.0,,Sin datos suficientes,3.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,48.675,0.0,3.0,3.0,3.0,3.0,,,0.0,0.0,0.0,2.25,1.0,2.0,68,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,15.17,⚪ WEAK,🟡 Average,,,,,,,
NDSN,0.0,43.5,Nordson Corporation,63.3,Industrials,Specialty Industrial Machinery,80.0,30.0,65.1,85.0,60.0,281.79,15719261184.0,60.0,61.3,False,down,18.7,False,0.0,-2.0,False,0.0,2.2,3.1,False,305.28,-7.7,7.0,True,"{'roe_pct': 17.5, 'debt_to_equity': 0.67, 'current_ratio': 2.72, 'operating_margin_pct': 25.0}","{'eps_growth_yoy': np.float64(18.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.4}",308.43,335.0,240.0,7.0,buy,9.5,391.11,38.8,277.2,-1.6,3.27,9.22,1.16,34.6,1.07,True,-2.11,7.4,44.2,21.0,2026-05-20,False,True,7.0,NEUTRAL,3.97,65.0,0.51,,,,,,42.0,0.0,13.0,19.0,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,49.7,5.0,32.0,60.0,False,down,61.3,0.0,False,0.0,False,0.0,0.0,2,22.0,95.5,Top 10%,48.3,5.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,47.19500000000001,0.0,3.0,0.0,3.0,5.0,,,0.0,0.0,0.0,1.19,0.0,5.0,65,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,25.83,⚪ WEAK,🟡 Average,HOLD,55.0,Close to ATH (-7.7% from high) - wait for pullback,-7.7,NEUTRAL,BUY,False
DHR,0.0,24.1,Danaher Corporation,64.5,Healthcare,Diagnostics & Research,100.0,50.0,15.0,80.0,70.0,178.98,126676787200.0,15.0,2.9,False,down,85.4,False,0.0,0.3,False,0.0,1.3,2.1,False,242.8,-26.3,1.0,False,"{'roe_pct': 7.1, 'debt_to_equity': 0.37, 'current_ratio': 1.87, 'operating_margin_pct': 22.9}","{'eps_growth_yoy': np.float64(85.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}",250.14,310.0,205.0,22.0,strong_buy,39.8,126.22,-29.5,51.5,-71.2,3.61,6.45,0.89,26.4,0.42,True,-1.59,17.9,9.8,83.0,2026-07-21,False,False,5.0,NEUTRAL,3.2,39.2,2.01,,,,,,0.0,0.0,7.2,19.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.8x ratio, 43% up volume)",MEGA_FLOAT,630.7,28.0,26.6,15.0,False,down,2.9,0.0,False,0.0,False,0.0,0.0,18,22.0,22.7,Bottom 25%,3.4,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,46.005,0.0,3.0,0.0,3.0,3.0,,,0.0,0.0,0.0,4.97,3.0,0.0,89,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
NOW,0.0,44.5,"ServiceNow, Inc.",64.2,Technology,Software - Application,90.0,70.0,15.0,65.0,70.0,90.49,93323059200.0,15.0,3.1,False,down,21.8,True,1.0,17.3,True,1.0,3.8,2.0,False,211.478,-57.2,0.0,False,"{'roe_pct': 16.1, 'debt_to_equity': 0.21, 'current_ratio': 0.84, 'operating_margin_pct': 13.3}","{'eps_growth_yoy': np.float64(21.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.6}",143.34,226.0,85.0,43.0,strong_buy,58.4,72.88,-19.5,16.8,-81.4,5.47,4.95,,,,True,-4.04,104.4,2.3,84.0,2026-07-22,False,False,4.0,NEUTRAL,2.52,73.1,7.86,,,,,,4.600000000000001,0.0,13.3,19.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_ACCUMULATION,75,"Strong institutional buying (1.0x ratio, 50% up volume)",MEGA_FLOAT,1028.3,23.0,32.6,15.0,False,down,3.1,0.0,True,1.0,True,1.0,5.0,16,22.0,31.8,Bajo 50%,9.3,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,45.905,8.0,6.0,0.0,3.0,1.0,,,0.0,0.0,0.0,7.3,3.0,0.0,78,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
WM,0.0,85.3,"Waste Management, Inc.",60.9,Industrials,Waste Management,90.0,50.0,39.6,50.0,60.0,227.35,91698388992.0,15.0,24.7,False,down,16.5,True,1.0,4.9,False,0.0,1.5,3.4,False,248.13,-8.4,4.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 2.39, 'current_ratio': 0.89, 'operating_margin_pct': 20.0}","{'eps_growth_yoy': np.float64(16.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.7}",254.72,285.0,210.0,25.0,buy,12.0,144.2,-36.6,158.12,-30.5,1.89,4.3,1.5,49.5,1.49,False,,4.8,23.6,,,False,False,8.0,STRONG,3.76,21.3,1.03,,,,,,20.9,0.0,25.6,18.3,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,402.2,28.0,43.9,15.0,False,down,24.7,0.0,True,1.0,False,0.0,2.0,15,22.0,36.4,Bajo 50%,11.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,45.625,0.0,0.0,3.0,0.0,5.0,,,0.0,0.0,0.0,1.5,0.0,10.0,90,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,15.09,⚪ WEAK,🟡 Average,,,,,,,
ZTS,0.0,15.1,Zoetis Inc.,52.5,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,60.0,24.0,65.0,65.0,116.65,49241198592.0,15.0,0.2,False,down,-4.4,False,0.0,7.5,True,1.0,3.6,3.7,False,172.23,-32.3,0.0,False,"{'roe_pct': 66.0, 'debt_to_equity': 2.8, 'current_ratio': 3.03, 'operating_margin_pct': 34.7}","{'eps_growth_yoy': np.float64(-4.4), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 28.2}",150.29,190.0,127.0,17.0,buy,28.8,71.45,-38.7,60.2,-48.4,3.64,4.26,1.82,33.2,0.9,True,-6.57,16.1,6.1,8.0,2026-05-07,False,True,6.0,NEUTRAL,6.37,42.1,2.52,,,,,,0.0,0.0,4.5,15.8,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,421.3,23.0,20.3,15.0,False,down,0.2,0.0,False,0.0,True,1.0,2.0,,22.0,,Sin datos suficientes,0.2,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,45.455,0.0,3.0,3.0,3.0,3.0,,,0.0,0.0,0.0,3.6,3.0,2.0,41,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
SBGSY,0.0,66.0,Schneider Electric SE,57.3,Industrials,Specialty Industrial Machinery,55.0,50.0,63.9,70.0,50.0,63.7,178927812608.0,60.0,68.9,False,flat,,,0.0,,,0.0,,,False,66.53,-4.3,7.0,True,"{'roe_pct': 15.6, 'debt_to_equity': 0.81, 'current_ratio': 1.19, 'operating_margin_pct': 17.6}",{'profit_margin_pct': 10.4},72.0,72.0,72.0,2.0,none,13.0,20.87,-67.2,18.7,-70.6,2.23,1.42,1.55,48.2,1.82,,,,-3.1,92.0,2026-07-30,False,False,6.0,NEUTRAL,13.09,74.6,,,,,,,51.0,0.0,19.8,17.2,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEGA_FLOAT,562.2,3.0,37.0,60.0,False,flat,68.9,0.0,,0.0,,0.0,0.0,2,22.0,95.5,Top 10%,48.3,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,45.22,0.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,1.62,0.0,2.0,17,0,,0,MIXED/INSUFFICIENT (0),,0.0,31.23,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-4.3% from high) - poor entry point,-4.3,NEUTRAL,NONE,False
COST,0.0,45.0,Costco Wholesale Corporation,67.3,Consumer Defensive,Discount Stores,75.0,70.0,50.3,75.0,60.0,994.0,440990629888.0,35.0,26.6,False,down,6.9,True,1.0,10.1,True,1.0,1.5,3.7,False,1067.08,-6.8,4.0,False,"{'roe_pct': 29.7, 'debt_to_equity': 0.6, 'current_ratio': 1.06, 'operating_margin_pct': 3.7}","{'eps_growth_yoy': np.float64(6.9), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.0}",1072.16,1315.0,650.0,32.0,buy,7.9,639.52,-35.7,575.4,-42.1,1.52,15.08,0.59,27.0,0.6,True,-0.21,77.5,45.5,29.0,2026-05-28,False,False,7.0,NEUTRAL,2.5,30.6,0.97,BULLISH,0.0,50.0,1.0,0.0,23.700000000000003,0.0,13.5,20.2,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,440.9,28.0,33.7,35.0,False,down,26.6,0.0,True,1.0,True,1.0,5.0,3,22.0,90.9,Top 10%,45.3,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,1/3,45.17,0.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,0.99,-3.0,5.0,96,0,,0,MIXED/INSUFFICIENT (0),CAUTION,-3.0,15.73,⚪ WEAK,🟡 Average,,,,,,,
IDXX,0.0,23.4,"IDEXX Laboratories, Inc.",61.5,Healthcare,Diagnostics & Research,75.0,50.0,36.0,85.0,65.0,568.3,45250334720.0,15.0,2.7,False,down,2.3,False,0.0,9.2,False,0.0,3.0,4.1,False,769.98,-26.2,3.0,False,"{'roe_pct': 66.2, 'debt_to_equity': 0.61, 'current_ratio': 1.23, 'operating_margin_pct': 29.8}","{'eps_growth_yoy': np.float64(2.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 24.6}",730.93,823.0,470.0,14.0,buy,28.6,268.8,-52.7,233.95,-58.8,1.75,9.96,,,,True,-2.69,35.1,12.5,6.0,2026-05-05,True,False,8.0,STRONG,2.96,120.0,1.94,,,,,,0.0,0.0,7.0,18.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",HIGH_FLOAT,78.8,25.0,25.5,15.0,False,down,2.7,0.0,False,0.0,False,0.0,0.0,18,22.0,22.7,Bottom 25%,3.4,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,44.17,0.0,0.0,0.0,3.0,3.0,,,0.0,0.0,0.0,3.58,3.0,10.0,60,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,6.15,⚪ WEAK,🔴 Weak,,,,,,,
SXYAY,0.0,48.1,SIKA AG,51.2,Basic Materials,Specialty Chemicals,50.0,50.0,36.0,70.0,60.0,18.26,29296205824.0,15.0,9.1,False,down,,,0.0,,,0.0,,,False,27.52,-33.6,1.0,False,"{'roe_pct': 15.2, 'debt_to_equity': 0.83, 'current_ratio': 1.25, 'operating_margin_pct': 10.7}",{'profit_margin_pct': 9.3},20.75,25.5,16.0,2.0,buy,13.6,10.75,-41.1,8.3,-54.5,4.0,0.73,2.53,55.2,1.3,,,,-23.2,,,False,False,7.0,NEUTRAL,19.72,45.5,,,,,,,0.0,0.0,14.4,15.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 40% up volume)",HIGH_FLOAT,160.2,35.0,29.8,15.0,False,down,9.1,0.0,,0.0,,0.0,0.0,11,22.0,54.5,Medio,23.4,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,44.08500000000001,0.0,3.0,3.0,0.0,-3.0,,,0.0,0.0,0.0,1.7,0.0,5.0,25,0,,0,MIXED/INSUFFICIENT (0),BEST,8.0,0.0,⚪ WEAK,🔴 Weak,,,,,,,
PG,0.0,17.9,Procter & Gamble Company (The),60.2,Consumer Defensive,Household & Personal Products,80.0,50.0,36.0,70.0,60.0,149.17,347357118464.0,15.0,13.0,False,down,8.8,True,1.0,1.7,False,0.0,1.2,2.5,False,170.99,-12.8,4.0,False,"{'roe_pct': 31.1, 'debt_to_equity': 0.68, 'current_ratio': 0.73, 'operating_margin_pct': 23.0}","{'eps_growth_yoy': np.float64(8.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.2}",164.14,186.0,145.0,22.0,buy,10.0,90.6,-39.3,68.5,-54.1,3.67,5.47,2.86,61.8,2.46,True,-1.4,25.6,4.1,91.0,2026-07-29,False,False,6.0,NEUTRAL,5.65,88.2,3.62,,,,,,5.0,0.0,5.4,18.1,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 42% up volume)",MEGA_FLOAT,2324.4,38.0,23.4,15.0,False,down,13.0,0.0,True,1.0,False,0.0,2.0,12,22.0,50.0,Medio,20.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,43.974999999999994,0.0,3.0,3.0,3.0,1.0,,,0.0,0.0,0.0,1.25,0.0,2.0,28,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,15.02,⚪ WEAK,🔴 Weak,,,,,,,
WST,0.0,29.0,"West Pharmaceutical Services, I",74.8,Healthcare,Medical Instruments & Supplies,80.0,70.0,63.0,95.0,65.0,292.13,20638281728.0,60.0,60.8,False,up,5.3,True,1.0,10.2,True,1.0,4.4,3.2,False,322.34,-9.4,6.0,False,"{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'eps_growth_yoy': np.float64(5.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}",349.85,400.0,310.0,13.0,buy,19.8,165.47,-43.4,224.4,-23.2,1.34,3.9,0.3,11.5,0.25,True,-1.46,336.2,56.1,85.0,2026-07-23,False,False,7.0,NEUTRAL,2.94,19.0,0.55,,,,,,46.1,0.0,8.7,22.4,2026-04-29 09:39:54,2026-04-29,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,70.1,0.0,31.1,60.0,False,up,60.8,2.0,True,1.0,True,1.0,5.0,8,22.0,68.2,Medio,29.3,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,43.67,0.0,0.0,0.0,3.0,5.0,,,0.0,0.0,0.0,2.48,1.0,5.0,97,0,,0,MIXED/INSUFFICIENT (0),WATCH,0.0,23.98,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-9.4% from high) - wait for pullback | Elevated P/E (39.1) - watch valuation | Strong upside (+19.8%) - analyst support,-9.4,NEUTRAL,BUY,False
