ticker,company_name,fundamental_score,sin_score_motivo,base_periodos,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,dist_ma50_pct,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,pe_eps_usado,pe_ancla,pe_sin_ancla_motivo,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,ai_descartados,piotroski_evaluables,piotroski_motivo,interest_coverage,interest_coverage_base,interest_coverage_ebit,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_fecha_conocida,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,pe_ancla_n,pe_ancla_dispersion,pe_ancla_fragil,dcf_no_aplicable,acciones_efectivas,per_share_no_fiable,pe_ancla_excluidos,shares_change_es_gasto,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,why_cheap,why_cheap_resumen,why_cheap_fuentes,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
HEXA-B.ST,Hexagon AB (publ),69.8,,trimestral,⭐⭐ GOOD,🟡 Good,SEK,EUR,True,True,True,0.9589,"FCF declarado (842,100,000) se aparta del derivado de flujo operativo menos capex (15,644,030,501)",85.0,60.0,50.0,95.0,50.0,,,,,84.9,False,0,9.2,True,1,"{'eps_growth_yoy': 84.9, 'op_growth_yoy': 26.6, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 51.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.0, 'score_bruto_sin_capar': 95.0, 'satura': False}","{'revenue_growth_yoy': 9.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.3, 'debt_to_equity': 0.47, 'current_ratio': 1.53, 'operating_margin_pct': 24.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.7}",98.8,265216540672,Technology,Scientific & Technical Instruments,,,False,122.1,-19.1,0,False,,101.43,132.6,80.12,16,hold,2.7,79.31,-19.7,,,reportado,,múltiplo propio 335x fuera del rango 8-45,5.9,5.83,1.54,17.8,1.52,1.24,False,0.0,,9,,8.0,Operating Income,20.6,,29.0,2026-10-23,False,True,False,6,NEUTRAL,0.38,128.6,0.01,18.8,,,,2026-09-24T05:18:31.784068,OMXSTO,,,,,,,,,47.9,6.0,5.0,0.0,0.0,0.34,0.0,CONFIRMED_UPTREND,,,-8.5,22.4,MEDIA,EVENTO,"Hexagon sufrió una caída inicial de 10.21% en abril de 2026 tras reportar márgenes brutos comprimidos (-150 pb) y un cargo por deterioro de EUR 186M en Q1, aunque la empresa mantiene crecimiento orgánico sostenido (8%) y márgenes operativos resilientes (26%+). El descenso adicional desde entonces re",https://es.investing.com/news/transcripts/hexagon-ab-reporta-crecimiento-de-ingresos-en-el-primer-trimestre-de-2026-en-medio-de-vientos-en-contra-cambiarios-93CH-3616879 | https://finance.yahoo.com/quote/HEXA-B.ST/ | https://www.tradingview.com/symbols/OMXSTO-HEXA_B/ | https://finance.yahoo.com/quote/HEXA-B.ST/key-statistics/,0,,False,2,0.863,False,-18.96,38.07,-6.36,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 11 veces anteriores (RSI normal, sobre su MA200 que baja) o paró casi donde estaba o se desplomó hasta -30% — sin término medio; al año el 45% estaba en positivo (mediana -5%).",11,-25.8,-30.4,45,True,"soporte vivo más cercano en 98.77 (-0.1%), puesto a prueba hace 25 días; aguantó 3 y se rompió 6",98.77,-0.1,25,3,6,False
SU.PA,Schneider Electric S.E.,60.8,,anual,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,70.0,50.0,50.0,75.0,60.0,,,,,1.4,False,0,5.2,False,0,"{'eps_growth_yoy': 1.4, 'op_growth_yoy': 6.7, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.3, 'score_bruto_sin_capar': 70.0, 'satura': False}","{'revenue_growth_yoy': 5.2, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.6, 'debt_to_equity': 0.84, 'current_ratio': 1.09, 'operating_margin_pct': 18.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 12.3}",293.35,165244403712,Industrials,Specialty Industrial Machinery,,,False,312.3,-6.1,0,False,,329.51,370.0,262.0,24,strong_buy,12.3,159.24,-45.7,234.33,-20.1,reportado,múltiplo propio,,3.45,10.12,1.42,49.5,4.2,1.76,,,,9,,,,,29.3,154.0,2027-02-25,False,True,False,6,NEUTRAL,3.86,77.8,0.82,35.6,,,,2026-09-24T05:18:00.601117,CAC40,4.0,0.41,False,,,,,,46.3,3.0,0.0,0.0,5.0,1.54,0.0,CONFIRMED_UPTREND,25.6,DISPERSOS,-20.1,45.2,ALTA,,,,0,,True,3,1.143,False,-5.54,35.94,14.8,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 10% de mediana (peor caso -34%); al año el 71% estaba en positivo (mediana +16%).",45,-9.9,-34.4,71,False,"soporte vivo más cercano en 290.20 (-1.6%), puesto a prueba hace 13 días; aguantó 2 y se rompió 1",290.2,-1.6,13,2,1,False
HEIA.AS,Heineken N.V.,57.8,,anual,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,85.0,30.0,50.0,55.0,65.0,,,,,92.7,True,1,-3.6,False,0,"{'eps_growth_yoy': 92.7, 'op_growth_yoy': -4.4, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 25.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 7.7, 'score_bruto_sin_capar': 95.0, 'satura': False}","{'revenue_growth_yoy': -3.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 12.1, 'debt_to_equity': 0.95, 'current_ratio': 0.75, 'operating_margin_pct': 10.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.7}",70.92,39278714880,Consumer Defensive,Beverages - Brewers,,,False,80.44,-11.8,0,False,,89.14,126.0,70.0,23,buy,25.7,92.97,31.1,83.68,18.0,reportado,múltiplo propio,,8.67,6.15,2.68,46.3,1.92,2.04,,,,9,,,,,54.1,139.0,2027-02-10,False,True,False,7,NEUTRAL,5.62,22.9,0.23,16.2,,,,2026-09-24T05:18:51.265808,AEX25,3.0,0.19,True,,,,2024-12-31,,46.1,8.0,5.0,0.0,5.0,3.21,0.0,CONFIRMED_UPTREND,13.1,COHERENTES,25.7,1.1,,,,,0,,False,2,0.963,False,-9.99,13.3,-1.39,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 36 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 11% de mediana (peor caso -32%); al año el 61% estaba en positivo (mediana +3%).",36,-10.6,-31.6,61,False,"soporte vivo más cercano en 71.34 (-0.5%), puesto a prueba hace 28 días; aguantó 4 y se rompió 4",71.34,-0.5,28,4,4,False
COLO-B.CO,Coloplast A/S,67.5,,trimestral,⭐⭐ GOOD,🟡 Good,DKK,DKK,False,True,True,0.9201,acciones × precio no cuadra (ratio 0.9201) pero la divisa sí: son clases múltiples. Se usan 225 M de acciones efectivas (capitalización ÷ precio) en vez de las 207 M declaradas,85.0,60.0,50.0,80.0,50.0,,,,,60.3,True,1,6.1,True,1,"{'eps_growth_yoy': 60.3, 'op_growth_yoy': 2.0, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 27.0, 'positive_quarters': 3, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.7, 'score_bruto_sin_capar': 88.0, 'satura': False}","{'revenue_growth_yoy': 6.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.6}",419.6,94564474880,Healthcare,Medical Instruments & Supplies,,,False,631.4,-33.5,0,False,,468.29,625.0,377.0,21,hold,11.6,539.6,28.6,413.54,-1.4,reportado,múltiplo propio,,6.69,28.07,5.47,187.6,23.0,2.93,False,,,9,,7.2,Operating Income,4.6,32.7,40.0,2026-11-03,False,True,False,7,NEUTRAL,6.2,107.0,0.2,26.2,,,,2026-09-24T05:17:22.915824,OMXCPH,4.0,0.24,False,,225368148.0,,,,46.0,6.0,-2.0,0.0,5.0,1.45,0.0,CONFIRMED_UPTREND,30.0,CONTRADICEN,,13.0,,,,,0,,False,1,0.83,False,-30.42,13.74,-11.37,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 9 veces anteriores (sobrevendido (RSI<25), bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -39% — sin término medio; al año el 67% estaba en positivo (mediana +14%).",9,-12.7,-39.0,67,True,"soporte vivo más cercano en 415.34 (-1.2%), puesto a prueba hace 11 días; aguantó 4 y se rompió 1",415.34,-1.2,11,4,1,False
INDT.ST,Indutrade AB (publ),71.5,,trimestral,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,True,1.0,,95.0,70.0,50.0,70.0,50.0,,,,,25.7,True,1,11.8,True,1,"{'eps_growth_yoy': 25.7, 'op_growth_yoy': 22.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.1, 'score_bruto_sin_capar': 95.0, 'satura': False}","{'revenue_growth_yoy': 11.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 15.7, 'debt_to_equity': 0.61, 'current_ratio': 1.49, 'operating_margin_pct': 12.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 10.7}",253.6,92392316928,Industrials,Industrial Distribution,,,False,266.6,-4.9,0,False,,280.75,320.0,261.0,8,none,10.7,127.31,-49.8,242.75,-4.3,reportado,múltiplo propio,,3.88,9.84,1.21,42.1,3.1,1.1,False,,,9,,,,,11.4,29.0,2026-10-23,False,True,False,8,STRONG,3.72,33.7,1.24,17.9,,,,2026-09-24T05:18:34.008358,OMXSTO,4.0,0.26,False,,,,,,44.6,3.0,0.0,0.0,3.0,1.34,0.0,CONFIRMED_UPTREND,45.5,DISPERSOS,-4.3,37.8,MEDIA,,,,0,,False,2,0.928,False,-2.68,41.56,16.7,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback,"las 47 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -36%); al año el 83% estaba en positivo (mediana +22%).",47,-8.2,-36.5,83,False,"soporte vivo más cercano en 245.32 (-4.1%), puesto a prueba hace 67 días; aguantó 2 y se rompió 4",245.32,-4.1,67,2,4,False
ABBN.SW,ABB Ltd,73.2,,trimestral,⭐⭐⭐ EXCELLENT,🟢 Excellent,CHF,USD,True,True,True,1.0,,80.0,80.0,56.0,80.0,60.0,,,,,14.8,False,0,28.4,True,1,"{'eps_growth_yoy': 14.8, 'op_growth_yoy': 32.1, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.1, 'score_bruto_sin_capar': 80.0, 'satura': False}","{'revenue_growth_yoy': 28.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -8.4, 'rs_6m': 5.5}","{'roe_pct': 32.6, 'debt_to_equity': 0.56, 'current_ratio': 1.43, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 1.6}",82.42,149243101184,Industrials,Electrical Equipment & Parts,,,False,89.14,-7.5,7,True,3.2,83.72,96.71,68.31,24,strong_buy,1.6,35.83,-56.5,46.88,-43.1,reportado,múltiplo propio,,2.59,2.13,1.13,43.2,0.94,2.13,True,-1.25,,9,,105.6,Operating Income,115.6,8.2,26.0,2026-10-20,False,True,False,7,NEUTRAL,3.73,39.2,3.42,28.0,,,,2026-09-24T05:19:14.077316,SMI20,4.0,0.24,False,,,,,,44.3,0.0,0.0,3.0,3.0,0.2,0.0,CONFIRMED_UPTREND,13.4,COHERENTES,-43.1,51.4,ALTA,,,,0,,True,3,0.964,False,-7.54,55.52,11.96,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado,"las 39 veces anteriores (RSI normal, sobre su MA200 que sube) o paró casi donde estaba o se desplomó hasta -37% — sin término medio; al año el 77% estaba en positivo (mediana +14%).",39,-7.9,-36.7,77,True,"soporte vivo más cercano en 81.50 (-1.1%), puesto a prueba hace 72 días; aguantó 4 de 4 veces",81.5,-1.1,72,4,0,False
SAF.PA,Safran SA,61.0,,anual,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,"FCF declarado (3,562,749,952) se aparta del derivado de flujo operativo menos capex (4,895,000,064)",65.0,60.0,50.0,70.0,60.0,,,,,,True,1,12.5,False,0,"{'positive_quarters': 2, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.6, 'score_bruto_sin_capar': 65.0, 'satura': False}","{'revenue_growth_yoy': 12.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 27.5, 'debt_to_equity': 0.34, 'current_ratio': 0.92, 'operating_margin_pct': 14.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.9}",336.0,139230265344,Industrials,Aerospace & Defense,,,False,366.5,-8.3,0,False,,382.86,460.0,257.0,22,buy,13.9,261.46,-22.2,,,reportado,,sin histórico de múltiplo (beneficio negativo o pocos años),3.52,11.83,1.01,36.0,3.35,0.78,,,,9,,,,,-65.1,138.0,2027-02-09,False,True,False,7,NEUTRAL,3.32,73.4,,26.8,,,,2026-09-24T05:17:47.415064,CAC40,,,,,,,,,41.4,3.0,0.0,0.0,-3.0,1.74,0.0,CONFIRMED_UPTREND,,,-4.1,36.1,MEDIA,,,,0,,False,2,1.042,False,-9.41,27.85,8.2,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 46 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 7% de mediana (peor caso -64%); al año el 74% estaba en positivo (mediana +26%).",46,-7.2,-64.0,74,False,"soporte vivo más cercano en 328.00 (-1.2%), puesto a prueba hace 21 días; aguantó 3 y se rompió 1",328.0,-1.2,21,3,1,False
KNEBV.HE,KONE Oyj,68.2,,trimestral,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,0.853,acciones × precio no cuadra (ratio 0.8530) pero la divisa sí: son clases múltiples. Se usan 518 M de acciones efectivas (capitalización ÷ precio) en vez de las 442 M declaradas,85.0,60.0,50.0,75.0,65.0,,,,,11.9,True,1,9.9,True,1,"{'eps_growth_yoy': 11.9, 'op_growth_yoy': 16.4, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 8.3, 'score_bruto_sin_capar': 85.0, 'satura': False}","{'revenue_growth_yoy': 9.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 41.4, 'debt_to_equity': 0.29, 'current_ratio': 0.99, 'operating_margin_pct': 11.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.3}",51.56,26722705408,Industrials,Specialty Industrial Machinery,,,False,64.42,-20.0,0,False,,59.98,83.0,45.0,22,buy,16.3,43.59,-15.5,47.41,-8.0,reportado,múltiplo propio,,4.66,2.4,3.44,98.9,1.8,3.56,False,,,9,,25.0,Operating Income,26.1,-9.2,34.0,2026-10-28,False,True,False,8,STRONG,5.08,98.9,,18.0,,,,2026-09-24T05:17:44.987949,OMXHEL,4.0,0.32,False,,518283658.0,,,,41.3,3.0,-2.0,0.0,0.0,2.04,0.0,CONFIRMED_UPTREND,7.5,COHERENTES,-8.0,28.0,MEDIA,,,,0,,False,1,0.974,False,-16.15,13.37,-14.38,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 15 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -37% — sin término medio; al año el 80% estaba en positivo (mediana +15%).",15,-5.6,-37.2,80,True,"soporte vivo más cercano en 50.21 (-4.2%), puesto a prueba hace 15 días; aguantó 5 y se rompió 2",50.21,-4.2,15,5,2,False
STMN.SW,Straumann Holding AG,59.5,,anual,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,"FCF declarado (399,016,384) se aparta del derivado de flujo operativo menos capex (299,766,008)",50.0,50.0,56.0,95.0,65.0,,,,,-22.1,False,0,4.1,False,0,"{'eps_growth_yoy': -22.1, 'op_growth_yoy': -8.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.0, 'score_bruto_sin_capar': 50.0, 'satura': False}","{'revenue_growth_yoy': 4.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -13.8, 'rs_6m': 0.9}","{'roe_pct': 17.0, 'debt_to_equity': 0.21, 'current_ratio': 2.26, 'operating_margin_pct': 25.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.2}",97.22,15501806592,Healthcare,Medical Instruments & Supplies,,,False,109.8,-11.5,4,False,-0.4,113.0,136.0,86.0,19,buy,16.2,24.99,-74.3,95.77,-1.5,reportado,múltiplo propio,,1.93,1.88,1.02,43.3,1.0,0.71,,,,9,,,,,5.8,34.0,2026-10-28,False,True,False,6,NEUTRAL,3.54,33.6,4.37,20.1,,,,2026-09-24T05:17:38.326930,SMI20,3.0,1.16,True,,,,,,40.8,0.0,0.0,0.0,3.0,2.02,0.0,CONFIRMED_UPTREND,72.8,DISPERSOS,-1.5,54.1,ALTA,,,,0,,False,1,0.847,False,-11.46,34.62,7.45,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 8 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 14% de mediana (peor caso -29%); al año el 62% estaba en positivo (mediana +20%).",8,-13.5,-29.4,62,False,"soporte vivo más cercano en 95.19 (-2.1%), puesto a prueba hace 34 días; aguantó 4 y se rompió 5",95.19,-2.1,34,4,5,False
LONN.SW,Lonza Group AG,76.0,,anual,⭐⭐⭐ EXCELLENT,🟢 Excellent,CHF,CHF,False,True,True,1.0,"FCF declarado (-1,567,000,064) se aparta del derivado de flujo operativo menos capex (62,000,064)",100.0,70.0,50.0,80.0,65.0,,,,,51.2,True,2,19.2,True,1,"{'eps_growth_yoy': 51.2, 'op_growth_yoy': 54.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': -1.6, 'score_bruto_sin_capar': 115.0, 'satura': True}","{'revenue_growth_yoy': 19.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -0.7, 'rs_6m': -0.6}","{'roe_pct': 12.9, 'debt_to_equity': 0.51, 'current_ratio': 1.66, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.5}",561.8,39238488064,Healthcare,Diagnostics & Research,,,False,597.8,-6.0,4,False,-0.4,688.17,835.0,550.0,23,buy,22.5,,,600.46,6.9,reportado,múltiplo propio,,0.16,0.9,0.89,32.3,5.0,0.69,,,,9,,,,,39.2,125.0,2027-01-27,False,True,False,6,NEUTRAL,3.16,11.8,0.65,20.0,,,,2026-09-24T05:17:36.018507,SMI20,3.0,0.83,True,"el capex se lleva el 96% del flujo operativo: lo que queda no es lo que gana el dueño, es lo que sobra tras decidir invertir",,,,,40.4,0.0,0.0,0.0,5.0,2.81,0.0,CONFIRMED_UPTREND,,,14.7,15.6,,,,,0,,False,1,0.807,False,-6.02,24.88,5.92,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 45 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 8% de mediana (peor caso -46%); al año el 82% estaba en positivo (mediana +26%).",45,-8.4,-46.0,82,False,"soporte vivo más cercano en 554.57 (-1.3%), puesto a prueba hace 16 días; aguantó 9 y se rompió 6",554.57,-1.3,16,9,6,False
IMCD.AS,IMCD N.V.,52.2,,anual,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (266,937,248) se aparta del derivado de flujo operativo menos capex (363,683,008)",45.0,50.0,50.0,65.0,65.0,,,,,-21.8,False,0,1.1,False,0,"{'eps_growth_yoy': -21.8, 'op_growth_yoy': -12.7, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 4.6, 'score_bruto_sin_capar': 45.0, 'satura': False}","{'revenue_growth_yoy': 1.1, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 11.2, 'debt_to_equity': 0.85, 'current_ratio': 1.35, 'operating_margin_pct': 8.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.2}",93.76,5536055808,Basic Materials,Specialty Chemicals,,,False,105.05,-10.7,0,False,,117.36,150.0,75.0,14,buy,25.2,99.75,6.4,110.8,18.2,reportado,múltiplo propio,,6.57,6.16,1.9,46.5,1.81,1.6,,,,9,,,,,10.0,42.0,2026-11-05,False,True,False,5,NEUTRAL,5.23,40.4,1.45,23.1,,,,2026-09-24T05:17:29.547706,AEX25,3.0,0.23,True,,,,,,39.9,6.0,5.0,0.0,3.0,3.15,0.0,CONFIRMED_UPTREND,11.8,COHERENTES,18.2,12.9,,,,,0,,False,2,0.895,False,-7.77,42.18,5.52,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 35 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 10% de mediana (peor caso -51%); al año el 74% estaba en positivo (mediana +21%).",35,-10.5,-51.4,74,False,"soporte vivo más cercano en 93.68 (-1.6%), puesto a prueba hace 7 días; aguantó 5 y se rompió 2",93.68,-1.6,7,5,2,False
AI.PA,L'Air Liquide S.A.,59.0,,anual,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (243,312,496) se aparta del derivado de flujo operativo menos capex (1,652,500,160)",70.0,50.0,50.0,60.0,65.0,,,,,6.4,False,0,-0.4,True,2,"{'eps_growth_yoy': 6.4, 'op_growth_yoy': 1.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.1, 'score_bruto_sin_capar': 70.0, 'satura': False}","{'revenue_growth_yoy': -0.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 14.0, 'debt_to_equity': 0.63, 'current_ratio': 0.88, 'operating_margin_pct': 20.1}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 17.3}",168.18,107326414848,Basic Materials,Specialty Chemicals,,,False,182.26,-7.7,0,False,,197.32,216.0,162.0,20,strong_buy,17.3,,,138.56,-17.6,reportado,múltiplo propio,,1.54,2.59,2.01,60.5,3.36,1.83,,,,9,,,,,0.7,147.0,2027-02-18,False,True,False,7,NEUTRAL,4.26,19.8,33.52,18.7,,,,2026-09-24T05:17:11.714278,CAC40,4.0,0.2,False,"el capex se lleva el 70% del flujo operativo: lo que queda no es lo que gana el dueño, es lo que sobra tras decidir invertir",,,,,38.6,0.0,5.0,0.0,1.0,2.16,0.0,CONFIRMED_UPTREND,,,-0.2,34.9,MEDIA,,,,0,,False,2,0.93,False,-8.2,21.4,-1.25,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 50 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 6% de mediana (peor caso -23%); al año el 86% estaba en positivo (mediana +12%).",50,-6.0,-22.9,86,False,"soporte vivo más cercano en 165.06 (-1.4%), puesto a prueba hace 12 días; aguantó 1 de 1 veces",165.06,-1.4,12,1,0,False
