ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,dist_ma50_pct,health_details,earnings_details,sin_score_motivo,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,pe_ancla,pe_ancla_n,pe_ancla_dispersion,pe_ancla_fragil,pe_ancla_excluidos,pe_sin_ancla_motivo,pe_eps_usado,pe_eps_motivo,dcf_no_aplicable,ai_descartados,per_share_no_fiable,acciones_efectivas,shares_change_es_gasto,dividend_rate,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,interest_coverage_base,interest_coverage_ebit,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_fecha_conocida,earnings_catalyst,piotroski_score,piotroski_label,piotroski_evaluables,piotroski_motivo,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,modelos_dispersion_pts,modelos_acuerdo,upside_triangulated_pct,upside_divergence_pts,upside_divergence,upside_requiere_verificacion,risk_reward_ratio,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason,tasa_base_frase,tasa_base_n,tasa_base_caida_mediana_pct,tasa_base_caida_peor_pct,tasa_base_arriba_pct,tasa_base_bimodal,soporte_frase,soporte_nivel,soporte_distancia_pct,soporte_dias,soporte_aguanto,soporte_roto,soporte_antiguo
BAC,0.0,,,,55.3,Bank of America Corporation,66.0,Financial Services,Banks - Diversified,95.0,50.0,44.0,65.0,65.0,56.03,391803699200.0,35.0,37.5,False,down,16.6,True,1.0,7.2,False,0.0,0.0,0.0,False,65.23,-14.1,5.0,False,-8.8,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 16.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5, 'score_bruto_sin_capar': 95.0, 'satura': False}",,68.62,76.0,62.0,21.0,strong_buy,22.5,,,47.93,-14.5,múltiplo propio,4.0,0.42,False,,,reportado,,"Banks - Diversified: el flujo operativo son depósitos, préstamos o primas, no caja libre para el accionista",,,,,1.28,3.22,1.8,2.29,25.9,2.35,True,-4.67,,,,34.1,19.0,2026-10-14,False,True,True,5.0,NEUTRAL,7.0,,,,0.31,,,,,,41.4,0.0,16.6,19.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,6965.1,3.0,36.4,35.0,False,down,37.5,0.0,True,1.0,False,0.0,2.0,,32.0,,Sin datos suficientes,37.5,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,50.165000000000006,0.0,0.0,3.0,3.0,5.0,-0.35,-0.22,0.0,0.0,0.0,,,4.0,37.0,MEDIA,False,2.81,0.0,,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.5532,ALTA,20.1,🔵 DECENT,🟡 Average,,,,,,,,,,,False,2,1.264,False,-13.67,22.74,-2.18,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 10 veces anteriores (sobrevendido (RSI<25), sobre su MA200 que sube) cayó otro 11% de mediana (peor caso -41%); al año el 70% estaba en positivo (mediana +14%).",10,-11.1,-40.6,70,False,"el soporte más cercano está en 54.01 (-3.6%), sin visitar desde hace 7 meses; se rompió las 2 veces que se puso a prueba",54.01,-3.6,226.0,0.0,2.0,True
SAP,0.0,,,,8.9,SAP SE,74.8,Technology,Software - Application,95.0,60.0,56.6,90.0,65.0,209.11,241355653120.0,35.0,34.1,False,up,28.5,False,0.0,9.4,True,1.0,0.4,2.2,False,281.37,-25.7,4.0,False,5.2,"{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'eps_growth_yoy': 28.5, 'op_growth_yoy': 7.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4, 'score_bruto_sin_capar': 95.0, 'satura': False}",,251.5,319.0,177.0,12.0,buy,20.3,230.47,10.2,298.13,42.6,múltiplo propio,3.0,0.55,True,2024-12-31,,reportado,,,,,,,2.93,4.15,8.68,1.39,37.5,1.48,True,-1.45,18.2,Operating Income,20.7,30.6,26.0,2026-10-21,False,True,False,8.0,STRONG,9.0,,0.28,131.1,0.71,,,,,,6.100000000000001,0.0,2.7,22.4,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,14500.7,23.0,25.1,35.0,False,up,34.1,2.0,False,0.0,True,1.0,2.0,13.0,32.0,62.5,Medio,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,41.565,5.0,3.0,0.0,3.0,5.0,0.47,2.51,1.0,0.0,0.0,32.4,DISPERSOS,20.3,-6.1,,False,2.54,10.0,101.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-5.0,45,0.0891,BAJA,7.48,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.821,False,-24.39,44.24,6.39,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias,"las 12 veces anteriores (RSI normal, sobre su MA200 que baja) cayó otro 13% de mediana (peor caso -41%); al año el 50% estaba en positivo (mediana -3%).",12,-12.8,-40.9,50,False,"soporte vivo más cercano en 208.57 (-0.3%), puesto a prueba hace 6 días; aguantó 3 de 3 veces",208.57,-0.3,6.0,3.0,0.0,False
FHN,0.0,,,,25.1,First Horizon Corporation,67.0,Financial Services,Banks - Regional,95.0,60.0,36.0,65.0,65.0,23.18,10982154240.0,15.0,7.2,False,down,12.0,True,1.0,6.7,True,1.0,0.0,0.0,False,26.56,-12.7,4.0,False,-6.8,"{'roe_pct': 11.5, 'operating_margin_pct': 41.3}","{'eps_growth_yoy': 12.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 30.2, 'score_bruto_sin_capar': 95.0, 'satura': False}",,27.98,30.0,25.0,21.0,buy,20.7,,,26.9,16.0,múltiplo propio,4.0,0.42,False,,,reportado,,"Banks - Regional: el flujo operativo son depósitos, préstamos o primas, no caja libre para el accionista",,,,,0.68,9.34,2.17,2.95,30.8,3.28,True,-6.61,,,,14.0,20.0,2026-10-15,False,True,True,5.0,NEUTRAL,7.0,,,,0.5,,,,,,10.6,0.0,7.5,20.1,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 47% up volume)",MEGA_FLOAT,468.3,25.0,27.6,15.0,False,down,7.2,0.0,True,1.0,True,1.0,5.0,19.0,32.0,43.8,Bajo 50%,16.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,49.055,0.0,0.0,3.0,3.0,3.0,-0.25,-0.46,0.0,1.0,0.0,,,18.4,4.7,,False,2.59,0.0,,1,Appaloosa (Tepper),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.2514,BAJA,15.7,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.993,False,-11.69,20.36,-16.14,sideways,stage4_ma_alcista,ESPERAR,"Ha perdido la MA200, aunque la media sigue subiendo — corrección dentro de tendencia, espera a que la recupere","las 16 veces anteriores (RSI normal, bajo su MA200 que sube) cayó otro 6% de mediana (peor caso -54%); al año el 88% estaba en positivo (mediana +24%).",16,-6.3,-54.1,88,False,"soporte vivo más cercano en 23.09 (-0.4%), puesto a prueba hace 1 días; aguantó 9 y se rompió 1",23.09,-0.4,1.0,9.0,1.0,False
JKHY,0.0,,,,33.5,"Jack Henry & Associates, Inc.",52.8,Technology,Information Technology Services,50.0,50.0,26.7,90.0,65.0,147.75,10359138304.0,15.0,23.6,False,flat,-12.8,False,0.0,4.7,False,0.0,7.0,4.2,False,193.39,-23.6,1.0,False,-6.2,"{'roe_pct': 24.0, 'debt_to_equity': 0.04, 'current_ratio': 1.17, 'operating_margin_pct': 22.5}","{'eps_growth_yoy': -12.8, 'op_growth_yoy': -12.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.8, 'score_bruto_sin_capar': 50.0, 'satura': False}",,190.24,209.0,170.0,17.0,buy,28.8,202.53,37.1,206.6,39.8,múltiplo propio,4.0,0.41,False,,,reportado,,,,,,,2.44,4.89,7.22,1.64,34.1,1.22,True,-2.92,117.9,Operating Income,122.2,-10.4,39.0,2026-11-03,False,True,False,7.0,NEUTRAL,9.0,,6.09,202.7,,,,,,,0.0,0.0,10.0,15.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,69.6,22.0,25.9,15.0,False,flat,23.6,0.0,False,0.0,False,0.0,0.0,17.0,32.0,50.0,Medio,17.9,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,40.495000000000005,5.0,3.0,3.0,3.0,-3.0,0.0,-0.16,0.0,1.0,0.0,2.7,COHERENTES,37.1,-9.7,,False,3.6,5.0,6.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.3345,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,SENTIMIENTO,"<cite index=""4-4"">La caída responde a comentarios de gestión sobre presión de márgenes futura y crecimiento más lento en H2, junto con recompras ampliadas, señales mixtas que preocupan a inversores</cite>. <cite index=""2-6,2-7"">En Q4 FY2026 (reportado agosto 2026) JKHY superó EPS (1.57 vs 1.44 est.)",https://robinhood.com/us/en/stocks/JKHY/ | https://www.investing.com/equities/jack-henry---asso | https://www.mexc.com/stocks/jkhy | https://finance.yahoo.com/markets/stocks/articles/why-jack-henry-jkhy-down-111254889.html,False,1,1.112,False,-22.7,22.51,-24.89,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 10 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -24% — sin término medio; al año el 80% estaba en positivo (mediana +20%).",10,-7.2,-24.5,80,True,"soporte vivo más cercano en 145.01 (-1.9%), puesto a prueba hace 1 días; aguantó 6 y se rompió 1",145.01,-1.9,1.0,6.0,1.0,False
SPGI,0.0,,,,26.7,S&P Global Inc.,64.5,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,38.7,65.0,65.0,403.25,118878101504.0,15.0,6.9,False,down,13.5,False,0.0,10.4,False,0.0,2.2,3.5,False,522.46924,-22.8,1.0,False,-4.7,"{'roe_pct': 14.3, 'debt_to_equity': 0.43, 'current_ratio': 0.95, 'operating_margin_pct': 44.8}","{'eps_growth_yoy': 13.5, 'op_growth_yoy': 17.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 30.5, 'score_bruto_sin_capar': 85.0, 'satura': False}",,520.3,553.0,485.0,20.0,strong_buy,29.0,407.9,1.2,545.82,35.4,múltiplo propio,3.0,0.22,True,2023-12-31,,reportado,,,,,,,3.88,4.66,18.79,0.95,23.5,0.82,True,-3.46,21.2,Operating Income,22.7,17.7,34.0,2026-10-29,False,True,False,7.0,NEUTRAL,9.0,,4.55,893.9,1.13,,,,,,0.0,0.0,8.0,19.3,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,294.1,30.0,27.4,15.0,False,down,6.9,0.0,False,0.0,False,0.0,0.0,9.0,32.0,75.0,Top 25%,32.6,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,40.13499999999999,0.0,3.0,0.0,3.0,5.0,0.0,0.19,0.0,0.0,0.0,34.2,DISPERSOS,29.0,10.7,,False,3.62,5.0,14.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-3.0,46,0.2674,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,EVENTO,"Miss de EPS en Q2 2026 (14.1% bajo consenso) a pesar de revenue beat; ingresos y márgenes fundamentales siguen sólidos, Ratings/Indices crecen fuerte pero Energy débil por geopolítica. Castigo es por sorpresa de ejecución acotada, no deterioro estructural.",https://simplywall.st/es/stocks/us/diversified-financials/nyse-spgi/sp-global/news/has-sp-global-spgi-fallen-far-enough-to-look-cheap | https://www.rava.com/perfil/SPGI | https://www.investing.com/equities/mcgraw-hill | https://fernandodefrutos.substack.com/p/radar-quant-institucional-s-and-p,False,1,0.733,False,-22.28,12.47,-14.7,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 7 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -24% — sin término medio; al año el 86% estaba en positivo (mediana +26%).",7,-8.7,-24.3,86,True,"soporte vivo más cercano en 401.26 (-0.5%), puesto a prueba hace 8 días; aguantó 4 y se rompió 2",401.26,-0.5,8.0,4.0,2.0,False
MA,0.0,,,,38.7,Mastercard Incorporated,72.3,Financial Services,Credit Services,95.0,70.0,50.3,65.0,65.0,566.08,495891709952.0,35.0,45.3,False,up,18.6,True,1.0,14.1,True,1.0,0.8,2.7,False,601.23,-5.8,4.0,False,-0.4,"{'roe_pct': 241.2, 'debt_to_equity': 4.4, 'current_ratio': 1.06, 'operating_margin_pct': 61.1}","{'eps_growth_yoy': 18.6, 'op_growth_yoy': 16.6, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 46.3, 'score_bruto_sin_capar': 95.0, 'satura': False}",,666.71,740.0,550.0,37.0,strong_buy,17.8,592.78,4.7,635.56,12.3,múltiplo propio,4.0,0.12,False,,,reportado,,,,,,,3.48,3.27,18.51,0.62,17.9,0.55,True,-3.39,28.1,Operating Income,28.0,22.1,34.0,2026-10-29,False,True,False,9.0,STRONG,9.0,,3.83,629.7,1.11,,,,,,13.299999999999995,0.0,11.6,21.7,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,868.4,30.0,33.3,35.0,False,up,45.3,2.0,True,1.0,True,1.0,5.0,14.0,32.0,59.4,Medio,24.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,39.855,0.0,3.0,0.0,3.0,5.0,0.0,-0.09,0.0,0.0,0.0,7.6,COHERENTES,12.3,9.3,,False,2.22,10.0,38.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-12.0,46,0.3874,BAJA,16.23,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,0.787,False,-5.85,22.07,-6.55,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación,"las 50 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 7% de mediana (peor caso -32%); al año el 86% estaba en positivo (mediana +19%).",50,-6.8,-32.4,86,False,"soporte vivo más cercano en 558.24 (-1.4%), puesto a prueba hace 15 días; aguantó 6 y se rompió 3",558.24,-1.4,15.0,6.0,3.0,False
BR,0.0,,,,48.4,"Broadridge Financial Solutions, Inc.",64.0,Technology,Information Technology Services,80.0,50.0,42.3,80.0,70.0,162.66,18812979200.0,15.0,17.4,False,up,6.4,True,1.0,7.5,False,0.0,2.9,2.2,False,238.73,-31.9,0.0,False,-1.9,"{'roe_pct': 40.9, 'debt_to_equity': 1.24, 'current_ratio': 1.24, 'operating_margin_pct': 24.6}","{'eps_growth_yoy': 6.4, 'op_growth_yoy': 9.5, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.0, 'score_bruto_sin_capar': 80.0, 'satura': False}",,213.38,250.0,176.0,8.0,buy,31.2,245.52,50.9,294.66,81.2,múltiplo propio,4.0,0.62,False,,,reportado,,,,,,,4.36,6.55,10.65,2.67,40.6,1.69,True,-2.28,11.6,Operating Income,13.9,5.9,39.0,2026-11-03,False,True,False,8.0,STRONG,9.0,,6.0,176.7,1.67,,,,,,12.700000000000005,0.0,14.5,19.2,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",HIGH_FLOAT,113.5,20.0,33.7,15.0,False,up,17.4,2.0,True,1.0,False,0.0,2.0,17.0,32.0,50.0,Medio,17.9,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.81999999999999,5.0,6.0,3.0,3.0,3.0,0.0,0.06,0.0,0.0,0.0,30.3,DISPERSOS,50.9,-34.8,,True,3.9,10.0,7.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,2.0,46,0.4838,MEDIA,0.0,⚪ WEAK,🟡 Average,,,,,,,,SIN_DATOS,,,False,1,0.748,False,-31.25,22.29,-18.66,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 9 veces anteriores (RSI normal, bajo su MA200 que baja) o paró casi donde estaba o se desplomó hasta -15% — sin término medio; al año el 89% estaba en positivo (mediana +31%).",9,-2.4,-14.8,89,True,"soporte vivo más cercano en 160.73 (-1.2%), puesto a prueba hace 6 días; aguantó 2 y se rompió 1",160.73,-1.2,6.0,2.0,1.0,False
AVGO,0.0,,,,31.2,Broadcom Inc.,82.7,Technology,Semiconductors,100.0,100.0,36.0,90.0,70.0,350.36,1672488943616.0,15.0,4.5,False,down,216.1,True,2.0,85.5,True,2.0,1.1,2.0,False,495.0,-29.2,2.0,False,-6.9,"{'roe_pct': 44.2, 'debt_to_equity': 0.6, 'current_ratio': 2.5, 'operating_margin_pct': 54.3}","{'eps_growth_yoy': 216.1, 'op_growth_yoy': 164.4, 'crecimiento_respaldado': False, 'crecimiento_puntuado': 189.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 42.9, 'score_bruto_sin_capar': 125.0, 'satura': True}",,531.85,715.0,215.88,47.0,strong_buy,51.8,151.55,-56.7,,,,,,,,los P/E históricos se separan 2.5x la mediana: el ancla la decidiría un año suelto,normalizado,tasa fiscal efectiva 5.4% — el beneficio del periodo no es representativo,,,,,,2.6,2.39,8.37,0.73,32.4,1.76,False,0.56,13.9,Operating Income,14.0,215.3,75.0,2026-12-09,False,True,False,8.0,STRONG,9.0,,1.53,167.3,0.08,,,,,,12.200000000000005,0.0,9.4,24.8,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,4715.0,25.0,34.2,15.0,False,down,4.5,0.0,True,2.0,True,2.0,8.0,,32.0,,Sin datos suficientes,4.5,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.64000000000001,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,-2.5,108.5,ALTA,True,6.48,10.0,89.0,0,,0,UNRELIABLE/INSUFFICIENT (0),WATCH,0.0,6,0.3118,BAJA,0.7700000000000014,⚪ WEAK,🟡 Average,,,,,,,,,,,False,2,0.769,False,-28.98,21.24,-5.91,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 8 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 8% de mediana (peor caso -28%); al año el 100% estaba en positivo (mediana +58%).",8,-7.8,-28.3,100,False,"soporte vivo más cercano en 349.42 (-0.3%), puesto a prueba hace 1 días; aguantó 3 y se rompió 4",349.42,-0.3,1.0,3.0,4.0,False
META,0.0,,,,10.6,"Meta Platforms, Inc.",71.8,Communication Services,Internet Content & Information,55.0,80.0,75.0,95.0,60.0,777.59,1980915384320.0,60.0,69.6,False,up,-13.6,False,0.0,28.0,True,1.0,1.4,1.7,False,779.82,-0.3,5.0,False,26.7,"{'roe_pct': 29.8, 'debt_to_equity': 0.43, 'current_ratio': 2.23, 'operating_margin_pct': 34.8}","{'eps_growth_yoy': -13.6, 'op_growth_yoy': -8.2, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.8, 'score_bruto_sin_capar': 55.0, 'satura': False}",,786.8,1000.0,580.0,57.0,strong_buy,1.2,,,665.94,-14.4,múltiplo propio,4.0,0.59,False,,,reportado,,"el capex se lleva el 53% del flujo operativo: lo que queda no es lo que gana el dueño, es lo que sobra tras decidir invertir",,,2547506249.0,,2.1,3.06,23.79,0.28,7.9,,False,-0.16,42.9,Operating Income,44.2,-13.4,33.0,2026-10-28,False,True,False,5.0,NEUTRAL,9.0,,4.16,31.6,,,,,,,18.7,0.0,3.2,21.5,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,80,"Strong institutional buying (1.4x ratio, 57% up volume)",MEGA_FLOAT,2201.8,23.0,24.7,60.0,False,up,69.6,2.0,False,0.0,True,1.0,2.0,2.0,32.0,96.9,Top 10%,56.6,5.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,2/3,47.25,0.0,0.0,0.0,0.0,-3.0,4.17,4.17,2.0,0.0,3.0,,,-6.6,15.6,,False,0.15,0.0,109.0,1,Pershing Square (Ackman),0,UNRELIABLE/INSUFFICIENT (0),CAUTION,0.0,7,0.106,BAJA,26.68,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,1.223,False,-0.29,49.72,22.73,sideways,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback,"las 43 veces anteriores (RSI normal, sobre su MA200 que sube) cayó otro 9% de mediana (peor caso -71%); al año el 79% estaba en positivo (mediana +29%).",43,-9.3,-71.2,79,False,"soporte vivo más cercano en 655.41 (-15.7%), puesto a prueba hace 6 días; aguantó 3 y se rompió 5",655.41,-15.7,6.0,3.0,5.0,False
DOL.TO,0.0,,,,24.9,Dollarama Inc.,65.7,Consumer Defensive,Discount Stores,80.0,70.0,36.0,70.0,65.0,180.05,48319930368.0,15.0,17.8,False,down,8.7,True,1.0,17.6,True,1.0,,3.8,False,209.96,-14.2,1.0,False,-1.6,"{'roe_pct': 93.1, 'debt_to_equity': 4.0, 'current_ratio': 1.55, 'operating_margin_pct': 23.1}","{'eps_growth_yoy': 8.7, 'op_growth_yoy': 5.0, 'crecimiento_respaldado': True, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.3, 'score_bruto_sin_capar': 80.0, 'satura': False}",,207.47,236.0,148.0,17.0,buy,15.2,204.65,13.7,153.2,-14.9,múltiplo propio,4.0,0.36,False,,,reportado,,,,,,,0.47,3.56,6.41,0.26,9.1,0.26,True,-2.42,7.9,Operating Income,9.1,11.2,76.0,2026-12-10,False,True,False,5.0,NEUTRAL,9.0,,3.25,45.6,2.75,,,,,,5.199999999999999,0.0,7.5,19.7,2026-09-25 05:07:54,2026-09-25,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,45,"No clear pattern (0.8x ratio, 43% up volume)",MEGA_FLOAT,264.3,25.0,27.2,15.0,False,down,17.8,0.0,True,1.0,True,1.0,5.0,24.0,32.0,28.1,Bajo 50%,10.1,0.0,0.0,3.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.225,0.0,3.0,0.0,3.0,3.0,-0.23,-0.23,0.0,0.0,0.0,28.6,CONTRADICEN,,30.1,MEDIA,False,1.9,0.0,117.0,0,,0,,WATCH,-3.0,7,0.2495,BAJA,8.07,⚪ WEAK,🟡 Average,,,,,,,,,,,False,1,1.295,False,-14.08,10.29,-14.71,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo,"las 4 veces anteriores (RSI normal, bajo su MA200 que baja) cayó otro 11% de mediana (peor caso -28%); al año el 100% estaba en positivo (mediana +16%). ⚠ solo 4 casos, no decide nada",4,-10.7,-28.2,100,False,"soporte vivo más cercano en 176.77 (-1.8%), puesto a prueba hace 29 días; aguantó 4 y se rompió 1",176.77,-1.8,29.0,4.0,1.0,False
