ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
BY,"Byline Bancorp, Inc.",59.8,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,65.0,50.0,60.0,70.0,False,up,,,0,10.1,False,0,{'profit_margin_pct': 31.7},"{'revenue_growth_yoy': np.float64(10.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(7.5), 'rs_6m': np.float64(2.3), 'rs_line_percentile': 70.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.0, 'operating_margin_pct': 44.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 13.5}",31.36,1436891008,Financial Services,Banks - Regional,5.6,2.3,False,33.89,-7.5,8.0,True,35.6,38.0,33.0,5.0,none,13.5,,,37.57,19.8,,,1.34,13.8,0.42,1.4,True,-0.97,,6.5,48.0,2026-04-23,False,False,2026-03-06T07:43:03.442739
FAST,Fastenal Company,59.6,⭐ AVERAGE,🟡 Average,55.0,50.0,60.3,90.0,50.0,60.0,56.4,False,up,,,0,3.5,False,0,{'profit_margin_pct': 15.3},"{'revenue_growth_yoy': np.float64(3.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(15.5), 'rs_6m': np.float64(-10.5), 'rs_line_percentile': 56.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 33.3, 'debt_to_equity': 0.11, 'current_ratio': 4.85, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -5.4}",47.3,54308876288,Industrials,Industrial Distribution,3.3,3.2,False,50.63,-6.6,6.0,False,44.76,52.0,38.0,13.0,hold,-5.4,13.44,-71.6,10.9,-77.0,1.48,0.7,1.9,80.3,0.9,2.16,False,,259.6,3.7,38.0,2026-04-13,False,False,2026-03-06T07:38:12.331152
FUNC,First,59.5,⭐ AVERAGE,🟡 Average,60.0,70.0,44.0,65.0,55.0,35.0,45.3,False,down,,,0,9.3,True,2,{'profit_margin_pct': 28.5},"{'revenue_growth_yoy': np.float64(9.3), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-6.4), 'rs_6m': np.float64(-7.3), 'rs_line_percentile': 45.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': 12.8, 'operating_margin_pct': 43.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 22.2}",36.0,233981136,Financial Services,Banks - Regional,0.8,3.2,False,41.95,-14.2,5.0,False,44.0,44.0,44.0,1.0,none,22.2,,,37.7,4.7,,,2.89,24.4,1.04,3.19,True,-0.0,,-3.5,45.0,2026-04-20,False,False,2026-03-06T07:39:36.134831
AMTB,Amerant Bancorp Inc.,59.3,⭐ AVERAGE,🟡 Average,55.0,70.0,60.3,55.0,50.0,60.0,57.0,False,up,,,0,28.6,False,0,{'profit_margin_pct': 13.2},"{'revenue_growth_yoy': np.float64(28.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(12.4), 'rs_6m': np.float64(-4.3), 'rs_line_percentile': 57.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.7, 'operating_margin_pct': 10.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.8}",21.72,919822656,Financial Services,Banks - Regional,3.1,3.5,False,23.55,-7.8,7.0,True,24.5,25.0,23.0,4.0,none,12.8,,,12.6,-42.0,,,1.66,28.6,0.36,,True,-2.17,,-41.9,47.0,2026-04-22,False,False,2026-03-06T07:37:31.682799
CDTX,"Cidara Therapeutics, Inc.",59.3,⭐ AVERAGE,🟡 Average,50.0,50.0,89.0,60.0,50.0,95.0,94.6,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(100.0), 'rs_6m': np.float64(332.5), 'rs_line_percentile': 94.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -68.7, 'debt_to_equity': 0.0, 'current_ratio': 4.62}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 0.1}",221.38,6961583616,Healthcare,Biotechnology,6.4,1.3,False,221.42,-0.0,7.0,True,221.5,221.5,221.5,3.0,hold,0.1,,,,,-0.46,-1.02,,,,,False,,-1970.4,,,,False,False,2026-03-06T07:41:37.669108
IRD,"Opus Genetics, Inc.",59.2,⭐ AVERAGE,🟡 Average,50.0,40.0,91.0,60.0,70.0,100.0,100.0,True,up,,,0,-28.4,True,1,{},"{'revenue_growth_yoy': np.float64(-28.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(128.3), 'rs_6m': np.float64(267.1), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -338.8, 'debt_to_equity': 0.18, 'current_ratio': 1.24, 'operating_margin_pct': -269.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 85.2}",4.77,328959264,Healthcare,Biotechnology,1.4,0.9,False,4.82,-1.0,8.0,True,8.83,12.0,7.0,12.0,strong_buy,85.2,0.39,-91.8,,,0.56,0.03,,,,,True,-0.02,-47.4,,,,False,False,2026-03-06T07:42:33.159742
RMBI,"Richmond Mutual Bancorporation,",59.2,⭐ AVERAGE,🟡 Average,60.0,80.0,36.0,60.0,50.0,15.0,19.7,False,flat,,,0,14.0,True,2,{'profit_margin_pct': 24.8},"{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-1.0), 'rs_6m': np.float64(-11.5), 'rs_line_percentile': 19.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 15}","{'roe_pct': 8.3, 'operating_margin_pct': 32.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",13.715,133199600,Financial Services,Banks - Regional,2.7,18.9,False,15.24,-10.0,4.0,False,,,,,none,,,,35.1,155.9,,,4.37,51.3,0.6,3.51,True,-5.69,,22.8,48.0,2026-04-23,False,False,2026-03-06T07:43:09.556933
GBCS,"Selectis Health,Inc.",59.2,⭐ AVERAGE,🟡 Average,50.0,60.0,91.0,40.0,50.0,100.0,99.7,True,up,,,0,4.2,True,1,{'profit_margin_pct': -1.9},"{'revenue_growth_yoy': np.float64(4.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(90.9), 'rs_6m': np.float64(36.6), 'rs_line_percentile': 99.7, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'current_ratio': 0.2, 'operating_margin_pct': -2.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.34,10243980,Healthcare,Medical Care Facilities,,,False,4.5,-25.8,7.0,True,,,,,none,,0.04,-98.8,,,0.07,0.0,,,,,False,,0.4,,,,False,False,2026-03-06T07:42:16.614481
NBBK,"NB Bancorp, Inc.",59.1,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,60.0,50.0,60.0,67.5,False,up,,,0,11.7,False,0,{'profit_margin_pct': 24.1},"{'revenue_growth_yoy': np.float64(11.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(4.8), 'rs_6m': np.float64(6.1), 'rs_line_percentile': 67.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 6.2, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 13.2}",21.21,970798656,Financial Services,Banks - Regional,3.1,3.8,False,22.7,-6.6,7.0,True,24.0,24.0,24.0,2.0,none,13.2,,,13.3,-37.3,,,1.32,10.5,0.28,,True,-7.94,,-26.2,47.0,2026-04-22,False,False,2026-03-06T07:39:02.970967
UBSI,"United Bankshares, Inc.",59.1,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,60.0,50.0,60.0,57.6,False,up,,,0,10.0,False,0,{'profit_margin_pct': 38.6},"{'revenue_growth_yoy': np.float64(10.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(8.1), 'rs_6m': np.float64(2.1), 'rs_line_percentile': 57.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.9, 'operating_margin_pct': 56.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.3}",40.8,5688314880,Financial Services,Banks - Regional,3.5,4.5,False,45.93,-11.2,6.0,False,45.8,47.0,43.0,5.0,none,12.3,,,98.1,140.4,,,3.68,45.6,1.5,4.02,True,-2.23,,16.0,48.0,2026-04-23,False,False,2026-03-06T07:41:33.567686
TCBI,"Texas Capital Bancshares, Inc.",59.1,⭐ AVERAGE,🟡 Average,60.0,60.0,60.3,60.0,50.0,60.0,61.8,False,up,,,0,16.8,False,0,{'profit_margin_pct': 27.5},"{'revenue_growth_yoy': np.float64(16.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(2.0), 'rs_6m': np.float64(3.6), 'rs_line_percentile': 61.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 9.4, 'operating_margin_pct': 42.5}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 11.1}",95.18,4344356352,Financial Services,Banks - Regional,5.7,3.7,False,108.92,-12.6,6.0,False,105.79,115.0,88.0,14.0,none,11.1,,,203.7,114.0,,,,,,,True,-4.28,,24.5,41.0,2026-04-16,False,False,2026-03-06T07:37:40.202844
FCCO,First Community Corporation,59.0,⭐ AVERAGE,🟡 Average,60.0,60.0,54.0,65.0,55.0,60.0,55.6,False,down,,,0,16.9,False,0,{'profit_margin_pct': 24.6},"{'revenue_growth_yoy': np.float64(16.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-1.9), 'rs_6m': np.float64(-1.4), 'rs_line_percentile': 55.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 13.1, 'operating_margin_pct': 35.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 23.6}",28.58,267058864,Financial Services,Banks - Regional,0.9,1.0,False,31.5,-9.3,6.0,False,35.33,36.0,34.0,3.0,none,23.6,,,32.11,12.4,,,2.24,25.1,0.64,2.61,True,-0.17,,6.5,47.0,2026-04-22,False,False,2026-03-06T07:43:17.806122
ITW,Illinois Tool Works Inc.,59.0,⭐ AVERAGE,🟡 Average,55.0,60.0,63.9,65.0,50.0,60.0,53.0,False,up,,,0,6.6,True,1,{'profit_margin_pct': 19.1},"{'revenue_growth_yoy': np.float64(6.6), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(13.8), 'rs_6m': np.float64(2.1), 'rs_line_percentile': 53.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 93.7, 'debt_to_equity': 2.86, 'current_ratio': 1.21, 'operating_margin_pct': 26.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -0.6}",282.51,81419386880,Industrials,Specialty Industrial Machinery,3.1,5.5,False,303.16,-6.8,7.0,True,280.88,327.0,219.0,16.0,hold,-0.6,132.61,-53.1,104.8,-62.9,2.66,7.52,2.28,59.3,6.44,2.23,True,-1.84,14.6,2.9,54.0,2026-04-29,False,False,2026-03-06T07:45:00.714948
EBMT,"Eagle Bancorp Montana, Inc.",58.9,⭐ AVERAGE,🟡 Average,55.0,50.0,79.4,60.0,50.0,80.0,76.1,False,up,,,0,9.7,False,0,{'profit_margin_pct': 16.4},"{'revenue_growth_yoy': np.float64(9.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(27.4), 'rs_6m': np.float64(18.2), 'rs_line_percentile': 76.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 8.1, 'operating_margin_pct': 27.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 2.3}",21.51,171171616,Financial Services,Banks - Regional,2.5,3.5,False,23.75,-9.4,8.0,True,22.0,23.0,20.0,3.0,hold,2.3,,,57.0,165.0,,,2.7,30.3,0.58,3.15,True,-0.92,,15.8,53.0,2026-04-28,False,False,2026-03-06T07:46:15.009602
DOMH,Dominari Holdings Inc.,58.8,⭐ AVERAGE,🟡 Average,60.0,80.0,15.0,85.0,50.0,15.0,1.1,False,down,,,0,674.5,False,0,{'profit_margin_pct': 110.9},"{'revenue_growth_yoy': np.float64(674.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-22.0), 'rs_6m': np.float64(-46.8), 'rs_line_percentile': 1.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 90.4, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': -3.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.04,49316200,Financial Services,Capital Markets,4.4,3.9,False,8.4,-63.8,1.0,False,,,,,none,,,,80.5,2548.0,,,,,,,False,,-372.9,,,,False,False,2026-03-06T07:37:22.926208
SRRK,Scholar Rock Holding Corporatio,58.8,⭐ AVERAGE,🟡 Average,50.0,50.0,82.7,55.0,65.0,95.0,93.1,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(6.2), 'rs_6m': np.float64(36.7), 'rs_line_percentile': 93.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -123.1, 'debt_to_equity': 0.44, 'current_ratio': 6.95}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 19.3}",46.15,4707644416,Healthcare,Biotechnology,25.7,15.5,True,49.82,-7.4,8.0,True,55.07,70.0,47.0,14.0,strong_buy,19.3,,,,,-3.45,-1.59,,,,,False,,-140.2,,69.0,2026-05-14,False,False,2026-03-06T07:45:30.247267
ANNX,"Annexon, Inc.",58.5,⭐ AVERAGE,🟡 Average,50.0,50.0,75.0,60.0,70.0,60.0,71.5,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(27.0), 'rs_6m': np.float64(147.0), 'rs_line_percentile': 71.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': -84.0, 'debt_to_equity': 0.17, 'current_ratio': 4.42}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 164.0}",5.43,809373376,Healthcare,Biotechnology,12.7,6.8,True,7.18,-24.4,7.0,True,14.33,27.0,8.0,6.0,strong_buy,164.0,,,,,-11.5,-0.62,,,,,False,,-162.3,,3.0,2026-03-09,True,False,2026-03-06T07:39:52.391450
NWPP,"New Peoples Bankshares, Inc.",58.5,⭐ AVERAGE,🟡 Average,60.0,30.0,91.0,65.0,50.0,100.0,99.2,True,up,,,0,-3.9,False,0,{'profit_margin_pct': 23.3},"{'revenue_growth_yoy': np.float64(-3.9), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(26.4), 'rs_6m': np.float64(29.5), 'rs_line_percentile': 99.2, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 13.1, 'operating_margin_pct': 34.4}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",4.295,101355128,Financial Services,Banks - Regional,,,False,4.3,-0.1,8.0,True,,,,,none,,,,4.34,1.0,,,2.1,18.6,0.09,,True,-0.22,,5.1,,,False,False,2026-03-06T07:37:12.162616
GOOD,Gladstone Commercial Corporatio,58.3,⭐ AVERAGE,🟡 Average,55.0,70.0,50.3,55.0,60.0,35.0,32.3,False,up,,,0,15.9,True,1,{'profit_margin_pct': 12.0},"{'revenue_growth_yoy': np.float64(15.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(17.9), 'rs_6m': np.float64(-6.5), 'rs_line_percentile': 32.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 5.6, 'debt_to_equity': 2.49, 'current_ratio': 1.67, 'operating_margin_pct': 40.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.3}",12.46,608461568,Real Estate,REIT - Diversified,5.3,5.4,False,15.92,-21.7,3.0,False,13.12,14.0,12.5,4.0,buy,5.3,21.58,73.2,1.4,-88.8,11.67,1.47,9.63,857.1,1.2,8.53,True,-0.74,1.5,-50.6,62.0,2026-05-07,False,False,2026-03-06T07:41:13.932645
AMLX,"Amylyx Pharmaceuticals, Inc.",58.3,⭐ AVERAGE,🟡 Average,50.0,50.0,74.0,60.0,70.0,80.0,78.6,False,up,,,0,,False,0,{},"{'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-0.7), 'rs_6m': np.float64(36.1), 'rs_line_percentile': 78.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': -61.6, 'debt_to_equity': 0.02, 'current_ratio': 14.27}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 57.4}",14.1,1548455936,Healthcare,Drug Manufacturers - Specialty & Generic,14.1,9.4,True,17.49,-19.4,8.0,True,22.2,34.0,19.0,10.0,strong_buy,57.4,,,,,-4.33,-0.61,,,,,False,,-528.3,,62.0,2026-05-07,False,False,2026-03-06T07:42:44.674371
ELWT,"Elauwit Connection, Inc.",58.3,⭐ AVERAGE,🟡 Average,50.0,80.0,56.7,40.0,60.0,60.0,71.7,False,up,,,0,58.5,False,0,{'profit_margin_pct': -8.1},"{'revenue_growth_yoy': np.float64(58.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(4.4), 'rs_line_percentile': 71.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'current_ratio': 0.71, 'operating_margin_pct': 2.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 72.9}",6.94,45941384,Communication Services,Telecom Services,0.9,0.4,False,8.75,-20.7,,,12.0,12.0,12.0,1.0,none,72.9,,,,,,,,,,,False,,-3.5,,25.0,2026-03-31,False,False,2026-03-06T07:39:17.104863
INDV,"Indivior Pharmaceuticals, Inc.",58.3,⭐ AVERAGE,🟡 Average,55.0,50.0,74.0,50.0,70.0,80.0,82.0,False,down,,,0,5.0,False,0,{'profit_margin_pct': 16.9},"{'revenue_growth_yoy': np.float64(5.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-5.7), 'rs_6m': np.float64(24.0), 'rs_line_percentile': 82.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 80}","{'current_ratio': 0.71, 'operating_margin_pct': 37.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.2}",32.05,4007032832,Healthcare,Drug Manufacturers - Specialty & Generic,8.9,7.0,True,38.0,-15.7,7.0,True,46.86,54.0,39.0,7.0,strong_buy,46.2,75.22,134.7,29.4,-8.3,5.53,1.77,,,,,True,-1.55,5.7,376.2,55.0,2026-04-30,False,False,2026-03-06T07:40:12.997988
CNK,Cinemark Holdings Inc Cinemark ,58.3,⭐ AVERAGE,🟡 Average,50.0,80.0,56.6,40.0,60.0,35.0,37.5,False,up,,,0,43.6,False,0,{'profit_margin_pct': 4.4},"{'revenue_growth_yoy': np.float64(43.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(23.9), 'rs_6m': np.float64(6.3), 'rs_line_percentile': 37.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 27.8, 'debt_to_equity': 7.23, 'current_ratio': 0.71, 'operating_margin_pct': 9.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.6}",28.25,3318694400,Communication Services,Entertainment,13.0,4.3,True,34.01,-16.9,4.0,False,31.82,37.0,22.0,11.0,buy,12.6,18.59,-34.2,10.4,-63.2,4.4,1.26,1.27,31.7,0.36,4.05,True,-2.26,1.9,-15.7,56.0,2026-05-01,False,False,2026-03-06T07:41:09.385671
FKYS,First Keystone Corp.,58.2,⭐ AVERAGE,🟡 Average,60.0,50.0,68.7,60.0,50.0,60.0,60.7,False,up,,,0,8.3,False,0,{'profit_margin_pct': 21.1},"{'revenue_growth_yoy': np.float64(8.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(18.5), 'rs_6m': np.float64(16.2), 'rs_line_percentile': 60.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 8.3, 'operating_margin_pct': 31.0}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",19.81,123736368,Financial Services,Banks - Regional,,,False,20.0,-1.0,7.0,True,,,,,none,,,,44.1,122.6,,,5.66,76.2,1.12,6.25,False,,,42.4,,,False,False,2026-03-06T07:39:46.522697
AP,Ampco-Pittsburgh Corporation,58.2,⭐ AVERAGE,🟡 Average,50.0,50.0,91.0,50.0,50.0,100.0,97.9,True,up,,,0,7.0,False,0,{'profit_margin_pct': -1.2},"{'revenue_growth_yoy': np.float64(7.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(236.9), 'rs_6m': np.float64(224.1), 'rs_line_percentile': 97.9, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -4.1, 'debt_to_equity': 1.88, 'current_ratio': 1.84, 'operating_margin_pct': 4.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",9.23,187612544,Industrials,Metal Fabrication,1.5,0.5,False,9.69,-4.7,8.0,True,,,,,none,,23.84,158.3,,,11.93,1.1,,,,3.69,False,,0.9,,5.0,2026-03-11,True,False,2026-03-06T07:39:15.213545
MNSB,"MainStreet Bancshares, Inc.",58.1,⭐ AVERAGE,🟡 Average,60.0,50.0,60.3,60.0,65.0,60.0,67.4,False,up,,,0,7.3,False,0,{'profit_margin_pct': 21.2},"{'revenue_growth_yoy': np.float64(7.3), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(10.8), 'rs_6m': np.float64(-5.2), 'rs_line_percentile': 67.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 7.3, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 18.5}",22.16,166124032,Financial Services,Banks - Regional,2.9,3.3,False,23.44,-5.5,7.0,True,26.25,26.25,26.25,1.0,strong_buy,18.5,,,17.6,-20.6,,,1.81,22.7,0.4,,True,-0.28,,,7.0,2026-03-13,True,False,2026-03-06T07:47:14.613606
TH,Target Hospitality Corp.,58.1,⭐ AVERAGE,🟡 Average,50.0,80.0,46.7,45.0,70.0,35.0,47.5,False,down,,,0,18.7,True,2,{'profit_margin_pct': -3.1},"{'revenue_growth_yoy': np.float64(18.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(2.0), 'rs_6m': np.float64(-14.5), 'rs_line_percentile': 47.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'roe_pct': -2.3, 'debt_to_equity': 0.03, 'current_ratio': 0.96, 'operating_margin_pct': 0.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.7}",7.91,789256128,Industrials,Specialty Business Services,8.0,7.7,True,9.22,-14.2,6.0,False,10.5,11.0,10.0,2.0,buy,32.7,10.39,31.4,,,8.41,0.67,,,,,True,-1.47,0.3,,5.0,2026-03-11,True,False,2026-03-06T07:46:33.819917
UTI,Universal Technical Institute I,58.0,⭐ AVERAGE,🟡 Average,50.0,50.0,75.0,70.0,50.0,60.0,65.6,False,up,,,0,6.5,False,0,{'profit_margin_pct': 6.3},"{'revenue_growth_yoy': np.float64(6.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(40.3), 'rs_6m': np.float64(22.9), 'rs_line_percentile': 65.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.4, 'debt_to_equity': 0.86, 'current_ratio': 1.14, 'operating_margin_pct': 7.1}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 6.5}",35.07,1929569024,Consumer Defensive,Education & Training Services,5.6,4.0,False,38.02,-7.8,5.0,False,37.33,40.0,36.0,6.0,none,6.5,11.0,-68.6,9.6,-72.6,2.13,0.75,,,,3.72,False,,15.8,-21.2,61.0,2026-05-06,False,False,2026-03-06T07:43:46.049893
VRCA,Verrica Pharmaceuticals Inc.,58.0,⭐ AVERAGE,🟡 Average,50.0,80.0,35.0,60.0,70.0,35.0,30.1,False,down,,,0,4069.8,False,0,{'profit_margin_pct': -84.4},"{'revenue_growth_yoy': np.float64(4069.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-30.4), 'rs_6m': np.float64(-4.8), 'rs_line_percentile': 30.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 35}","{'current_ratio': 1.25, 'operating_margin_pct': 11.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 217.3}",5.2,83147280,Healthcare,Biotechnology,3.2,2.5,False,9.821,-47.1,3.0,False,16.5,20.0,10.0,4.0,strong_buy,217.3,,,,,-30.09,-1.56,,,,,False,,-2.0,,5.0,2026-03-11,True,False,2026-03-06T07:40:54.238484
