ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
WMT,0.0,,,,12.1,Walmart Inc.,49.1,Consumer Defensive,Discount Stores,55.0,50.0,27.0,55.0,65.0,111.84,890031505408.0,15.0,8.4,False,down,-24.1,True,1.0,0.2,False,0.0,1.9,3.2,False,135.16,-17.3,4.0,False,"{'roe_pct': 24.1, 'debt_to_equity': 0.75, 'current_ratio': 0.77, 'operating_margin_pct': 4.2}","{'eps_growth_yoy': -24.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 3.1}",138.59,155.0,81.0,41.0,buy,23.9,24.67,-77.9,55.1,-50.7,0.77,0.86,0.89,33.5,1.26,True,-0.63,11.7,19.4,47.0,2026-08-20,False,False,7.0,NEUTRAL,3.36,20.6,1.75,BULLISH,0.2,90.0,5.0,2.0,5.0,0.0,3.6,14.7,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.6x ratio, 37% up volume)",MEGA_FLOAT,4374.6,30.0,18.4,15.0,False,down,8.4,0.0,True,1.0,False,0.0,2.0,28,29.0,6.9,Bottom 25%,9.4,-3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,45.245,0.0,0.0,0.0,3.0,5.0,-0.26,0.48,0.0,0.0,0.0,2.99,2.0,5.0,115,0,,0,MIXED/WATCH (0),,0.0,37,0.1209,BAJA,4.91,-50.7,88.2,ALTA,⚪ WEAK,🟡 Average,,,,,,,
AME,0.0,,,,13.3,"AMETEK, Inc.",68.3,Industrials,Specialty Industrial Machinery,85.0,50.0,57.6,85.0,60.0,234.62,53775609856.0,60.0,55.1,False,down,11.4,False,0.0,8.5,False,0.0,1.8,3.0,False,244.71,-4.1,7.0,True,"{'roe_pct': 14.6, 'debt_to_equity': 0.22, 'current_ratio': 1.14, 'operating_margin_pct': 26.3}","{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1}",260.58,280.0,217.0,19.0,buy,11.1,142.82,-39.1,95.99,-59.1,2.58,6.04,0.58,19.2,0.62,True,-0.83,23.3,14.5,26.0,2026-07-30,False,False,6.0,NEUTRAL,3.37,144.0,1.84,,,,,,36.5,0.0,4.0,20.5,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,227.8,3.0,24.5,60.0,False,down,55.1,0.0,False,0.0,False,0.0,0.0,8,29.0,75.9,Top 25%,42.4,3.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,44.88499999999999,8.0,0.0,0.0,3.0,3.0,0.59,0.55,1.0,0.0,0.0,1.39,2.0,2.0,60,0,,-8,RELIABLE/AVOID (-8),,0.0,15,0.1326,BAJA,32.33,-39.1,60.2,ALTA,⚪ WEAK,🔴 Weak,AVOID,25.0,Near ATH (-4.1% from high) - poor entry point | Elevated P/E (35.4) - watch valuation,-4.1,NEUTRAL,BUY,False
NYT,0.0,,,,35.5,New York Times Company (The),60.0,Communication Services,Publishing,70.0,50.0,35.0,90.0,60.0,73.85,11953560576.0,35.0,35.5,False,down,6.0,False,0.0,3.8,False,0.0,8.0,7.5,True,87.1,-15.2,5.0,False,"{'roe_pct': 19.7, 'debt_to_equity': 0.02, 'current_ratio': 1.6, 'operating_margin_pct': 13.1}","{'eps_growth_yoy': 6.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.3}",84.11,95.0,66.0,9.0,buy,13.9,102.9,39.3,69.9,-5.3,3.27,2.43,1.25,40.8,0.92,True,-1.36,525.6,80.0,32.0,2026-08-05,False,False,8.0,STRONG,3.98,52.8,0.29,,,,,,7.600000000000001,0.0,10.7,18.0,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 40% up volume)",HIGH_FLOAT,134.7,27.0,28.6,35.0,False,down,35.5,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,35.5,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,False,1/3,44.675,-3.0,3.0,0.0,3.0,5.0,0.0,-0.92,0.0,1.0,0.0,1.74,2.0,10.0,69,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,45,0.3548,MEDIA,10.5,13.9,-3.1,,⚪ WEAK,🔴 Weak,,,,,,,
FHN,0.0,,,,7.7,First Horizon Corporation,61.5,Financial Services,Banks - Regional,75.0,50.0,54.0,65.0,60.0,25.68,12188185600.0,60.0,58.8,False,flat,8.7,False,0.0,3.7,False,0.0,0.0,0.0,False,26.56,-3.3,6.0,False,"{'roe_pct': 11.3, 'operating_margin_pct': 42.9}","{'eps_growth_yoy': 8.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 29.9}",27.37,30.0,25.0,19.0,buy,6.6,,,58.31,127.1,,,2.65,31.2,3.34,True,-6.47,,20.5,11.0,2026-07-15,False,True,5.0,NEUTRAL,,,0.37,,,,,,30.8,0.0,2.3,18.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",MEGA_FLOAT,469.2,3.0,20.8,60.0,False,flat,58.8,0.0,False,0.0,False,0.0,0.0,6,29.0,82.8,Top 25%,45.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,False,3/3,44.385,0.0,0.0,3.0,3.0,5.0,1.27,1.86,2.0,0.0,1.5,0.82,-3.0,0.0,,1,Appaloosa (Tepper),-8,RELIABLE/AVOID (-8),,0.0,4,0.0769,BAJA,28.65,66.8,-120.5,,⚪ WEAK,🔴 Weak,,,,,,,
IDXX,0.0,,,,50.0,"IDEXX Laboratories, Inc.",57.5,Healthcare,Diagnostics & Research,65.0,60.0,24.0,85.0,55.0,557.8,44000935936.0,15.0,10.0,False,down,-5.3,True,1.0,2.8,True,1.0,3.1,3.5,False,769.98,-27.6,1.0,False,"{'roe_pct': 72.9, 'debt_to_equity': 0.71, 'current_ratio': 1.12, 'operating_margin_pct': 31.8}","{'eps_growth_yoy': -5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 24.6}",709.14,805.0,470.0,14.0,none,27.1,262.09,-53.0,234.09,-58.0,1.79,9.97,,,,True,-2.65,36.2,8.6,31.0,2026-08-04,False,False,8.0,STRONG,3.04,120.0,1.96,,,,,,4.600000000000001,0.0,,17.2,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",HIGH_FLOAT,78.6,20.0,24.6,15.0,False,down,10.0,0.0,True,1.0,True,1.0,5.0,14,29.0,55.2,Medio,30.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,44.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.39,0.0,10.0,73,0,,-8,RELIABLE/AVOID (-8),,0.0,17,,,0.0,-53.0,82.6,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
IT,0.0,,,,50.0,"Gartner, Inc.",38.5,Technology,Information Technology Services,50.0,30.0,15.0,50.0,55.0,136.32,9126882304.0,15.0,2.9,False,down,-7.7,False,0.0,-10.4,False,0.0,25.8,7.5,True,403.96,-66.3,0.0,False,"{'roe_pct': 94.9, 'debt_to_equity': 52.93, 'current_ratio': 0.94, 'operating_margin_pct': 20.5}","{'eps_growth_yoy': -7.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.4}",165.0,203.0,120.0,13.0,hold,21.0,419.26,207.6,174.9,28.3,11.66,15.89,,,,True,-25.89,8.5,6.9,31.0,2026-08-04,False,False,6.0,NEUTRAL,10.11,255.4,0.51,,,,,,0.0,0.0,,11.5,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 51% up volume)",HIGH_FLOAT,61.0,20.0,16.5,15.0,False,down,2.9,0.0,False,0.0,False,0.0,0.0,29,29.0,3.4,Bottom 25%,9.2,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,43.4,0.0,8.0,0.0,3.0,3.0,0.0,-1.2,0.0,1.0,0.0,2.62,2.0,2.0,2,0,,-5,MIXED/AVOID (-5),,0.0,17,,,0.0,28.3,-97.0,,⚪ WEAK,🔴 Weak,,,,,,,
ITW,0.0,,,,50.0,Illinois Tool Works Inc.,55.8,Industrials,Specialty Industrial Machinery,80.0,30.0,47.6,65.0,50.0,272.76,78473052160.0,35.0,38.2,False,down,1.7,True,1.0,-0.9,False,0.0,3.3,6.8,False,303.16,-10.0,5.0,False,"{'roe_pct': 96.8, 'debt_to_equity': 2.83, 'current_ratio': 1.19, 'operating_margin_pct': 25.7}","{'eps_growth_yoy': 1.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.3}",277.55,317.0,219.0,14.0,hold,1.8,163.34,-40.1,127.09,-53.4,2.82,7.7,2.36,58.8,2.26,True,-1.91,14.6,4.7,25.0,2026-07-29,False,False,5.0,NEUTRAL,4.91,118.3,1.9,,,,,,19.9,0.0,,16.7,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,66,Passes Minervini Template (4/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MEGA_FLOAT,260.6,15.0,23.9,35.0,False,down,38.2,0.0,True,1.0,False,0.0,2.0,8,29.0,75.9,Top 25%,42.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,42.81999999999999,8.0,0.0,3.0,3.0,1.0,1.09,1.09,1.0,0.0,1.5,0.22,-3.0,0.0,29,0,,-5,MIXED/AVOID (-5),,0.0,0,,,19.08,-40.1,48.6,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ABT,0.0,,,,23.3,Abbott Laboratories,47.5,Healthcare,Medical Devices,50.0,50.0,15.0,70.0,65.0,95.4,166168969216.0,15.0,15.9,False,flat,-39.5,False,0.0,0.2,False,0.0,1.4,1.8,False,137.49,-30.6,1.0,False,"{'roe_pct': 12.3, 'debt_to_equity': 0.65, 'current_ratio': 1.39, 'operating_margin_pct': 13.5}","{'eps_growth_yoy': -39.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.9}",116.72,135.0,92.0,25.0,buy,22.3,53.57,-43.8,35.7,-62.6,3.82,3.64,2.64,67.2,1.82,True,-0.48,16.2,-19.7,12.0,2026-07-16,False,True,6.0,NEUTRAL,4.63,42.0,,,,,,,0.0,0.0,7.0,14.2,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",MEGA_FLOAT,1731.2,30.0,21.2,15.0,False,flat,15.9,0.0,False,0.0,False,0.0,0.0,23,29.0,24.1,Bottom 25%,19.1,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.165,5.0,3.0,3.0,3.0,-3.0,0.15,-0.49,0.0,0.0,0.0,2.79,2.0,2.0,62,0,,8,RELIABLE/BUY (+8),,0.0,23,0.233,BAJA,0.0,-43.8,75.5,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,16.5,"Automatic Data Processing, Inc.",75.5,Technology,Software - Application,100.0,80.0,38.7,85.0,50.0,242.27,96843620352.0,15.0,23.9,False,up,49.3,True,1.0,15.8,True,2.0,4.5,6.1,False,315.98,-23.3,3.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.8,305.0,190.0,15.0,hold,1.9,239.06,-1.3,112.46,-53.6,4.9,11.88,2.81,60.5,2.04,True,-1.85,13.5,4.2,25.0,2026-07-29,False,False,8.0,STRONG,5.88,192.0,1.89,,,,,,35.1,25.5,5.0,22.6,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,398.8,25.0,53.1,15.0,False,up,23.9,2.0,True,1.0,True,2.0,5.0,22,29.0,27.6,Bajo 50%,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,42.025000000000006,0.0,3.0,3.0,3.0,1.0,0.0,0.19,0.0,0.0,0.0,0.24,-3.0,10.0,8,0,,-8,RELIABLE/AVOID (-8),CAUTION,-3.0,45,0.1654,BAJA,39.41904761904762,-1.3,29.4,MEDIA,⚪ WEAK,🔴 Weak,,,,,,,
STZ,71.35,Excellent,Stage 1-2 Transition,24.73612166958498,50.0,"Constellation Brands, Inc.",44.9,Consumer Defensive,Beverages - Brewers,55.0,30.0,27.0,60.0,65.0,137.47,23480473600.0,15.0,4.9,False,down,-60.9,False,0.0,-23.7,False,0.0,5.0,3.5,False,178.14,-22.8,2.0,False,"{'roe_pct': 23.7, 'debt_to_equity': 1.23, 'current_ratio': 0.91, 'operating_margin_pct': 35.9}","{'eps_growth_yoy': -60.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.1}",174.64,209.0,117.0,22.0,buy,27.0,549.0,299.4,315.0,129.1,9.41,12.95,3.0,39.0,1.73,True,-3.94,7.8,21.5,93.0,2026-10-05,False,False,6.0,NEUTRAL,8.01,29.4,0.36,,,,,,34.0,28.5,,13.5,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",HIGH_FLOAT,153.8,22.0,60.0,15.0,False,down,4.9,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,4.9,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,41.96,0.0,8.0,5.0,3.0,5.0,-0.54,-1.18,0.0,0.0,0.0,3.38,0.0,2.0,47,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,45,,,32.665,129.1,-187.2,,⚪ WEAK,🔴 Weak,,,,,,,
SBGSY,0.0,,,,19.9,Schneider Electric SE,56.1,Industrials,Specialty Industrial Machinery,55.0,50.0,50.3,70.0,65.0,62.93,176937287680.0,35.0,47.8,False,down,,,0.0,,,0.0,,,False,67.16,-6.3,5.0,False,"{'roe_pct': 15.6, 'debt_to_equity': 0.81, 'current_ratio': 1.19, 'operating_margin_pct': 17.6}",{'profit_margin_pct': 10.4},75.17,76.0,74.0,3.0,strong_buy,19.4,20.85,-66.9,18.2,-71.1,2.25,1.42,1.56,48.2,1.8,,,,-6.2,26.0,2026-07-30,False,False,6.0,NEUTRAL,3.49,74.6,,,,,,,28.8,0.0,6.0,16.8,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEGA_FLOAT,2811.1,3.0,22.8,35.0,False,down,47.8,0.0,,0.0,,0.0,0.0,8,29.0,75.9,Top 25%,42.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,3/3,41.185,8.0,0.0,3.0,0.0,0.0,-0.11,3.2,0.0,1.0,0.0,2.42,2.0,2.0,79,0,,3,MIXED/BUY (+3),WATCH,-3.0,45,0.1991,BAJA,19.11,-66.9,88.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
7741.T,0.0,,,,23.9,HOYA CORP,61.5,Healthcare,Medical Instruments & Supplies,60.0,50.0,56.0,95.0,55.0,25930.0,8673960656896.0,,,,,,,0.0,,,0.0,,,False,30400.0,-14.7,5.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.04, 'current_ratio': 4.81, 'operating_margin_pct': 27.3}",{'profit_margin_pct': 26.7},30380.0,34000.0,23100.0,15.0,none,17.2,9051.9,-65.1,7446.7,-71.3,1.96,508.94,1.15,39.7,0.75,,,,3.8,27.0,2026-07-31,False,False,6.0,NEUTRAL,4.04,33.1,5.06,,,,,,6.0,0.0,7.2,18.4,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,83,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,334.5,30.0,25.6,,,,,0.0,,0.0,,0.0,0.0,11,29.0,65.5,Medio,35.9,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,1/3,40.795,5.0,0.0,0.0,0.0,1.0,0.0,0.89,1.0,0.0,0.0,2.15,2.0,2.0,89,0,,0,MIXED/INSUFFICIENT (0),WATCH,-3.0,23,0.2388,BAJA,19.65,-65.1,85.4,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ATLKY,0.0,,,,50.0,Atlas Copco AB,50.3,Industrials,Specialty Industrial Machinery,50.0,30.0,47.6,85.0,55.0,20.04,97767563264.0,35.0,44.2,False,down,-5.1,False,0.0,-5.1,False,0.0,,,False,22.05,-9.1,7.0,True,"{'roe_pct': 22.4, 'debt_to_equity': 0.29, 'current_ratio': 1.7}","{'eps_growth_yoy': -5.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 15.7}",25.5,25.5,25.5,1.0,none,27.2,95.06,374.4,5.5,-72.6,21.92,6.46,2.79,56.2,1.57,False,,161.9,-2.6,,,False,False,6.0,NEUTRAL,,53.6,,,,,,,29.6,0.0,,15.1,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,3947.2,5.0,21.6,35.0,False,down,44.2,0.0,False,0.0,False,0.0,0.0,8,29.0,75.9,Top 25%,42.4,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,2/3,40.120000000000005,8.0,8.0,3.0,0.0,0.0,0.0,6.25,1.0,0.0,0.0,3.4,0.0,2.0,,0,,-8,RELIABLE/AVOID (-8),WATCH,4.0,45,,,24.53,27.2,-123.7,,⚪ WEAK,🔴 Weak,,,,,,,
MSI,0.0,,,,50.0,"Motorola Solutions, Inc.",44.9,Technology,Communication Equipment,50.0,30.0,39.6,60.0,55.0,422.66,70159695872.0,15.0,20.7,False,down,-28.7,False,0.0,-1.8,False,0.0,2.1,2.6,False,492.22,-14.1,3.0,False,"{'roe_pct': 99.3, 'debt_to_equity': 3.74, 'current_ratio': 1.07, 'operating_margin_pct': 19.8}","{'eps_growth_yoy': -28.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 17.6}",506.55,530.0,470.0,11.0,none,19.8,160.9,-61.9,123.8,-70.7,2.59,10.93,1.15,37.1,1.12,True,-1.23,7.7,-6.9,26.0,2026-07-30,False,False,6.0,NEUTRAL,4.02,161.2,,,,,,,3.0,0.0,,13.5,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",HIGH_FLOAT,165.2,22.0,19.2,15.0,False,down,20.7,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,20.7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,39.96,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,2.0,2.0,36,0,,-8,RELIABLE/AVOID (-8),,0.0,0,,,13.49,-61.9,86.1,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
HEI,0.0,,,,50.0,Heico Corporation,79.8,Industrials,Aerospace & Defense,100.0,70.0,63.9,90.0,60.0,362.09,50569228288.0,60.0,68.6,False,up,31.8,True,1.0,19.9,True,1.0,1.6,1.1,False,366.59,-1.2,5.0,False,"{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}",386.05,471.0,290.0,20.0,buy,6.6,544.34,50.3,168.3,-53.5,1.4,12.84,0.07,4.3,0.1,False,,9.0,48.2,52.0,2026-08-25,False,False,8.0,STRONG,1.91,52.3,1.09,,,,,,29.200000000000003,0.0,,23.9,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 60% up volume)",HIGH_FLOAT,123.9,20.0,34.2,60.0,False,up,68.6,2.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,68.6,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,False,2/3,39.92,8.0,0.0,0.0,0.0,5.0,-0.01,0.81,0.0,0.0,0.0,0.82,-3.0,10.0,106,0,,-8,RELIABLE/AVOID (-8),,0.0,30,,,27.48,6.6,8.2,,⚪ WEAK,🔴 Weak,,,,,,,
RSG,0.0,,,,50.0,"Republic Services, Inc.",53.2,Industrials,Waste Management,70.0,40.0,36.0,60.0,60.0,217.34,66867712000.0,15.0,21.6,False,flat,6.1,False,0.0,-2.9,True,1.0,1.9,2.1,False,246.25,-11.7,3.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 1.18, 'current_ratio': 0.67, 'operating_margin_pct': 20.2}","{'eps_growth_yoy': 6.1, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.0}",243.58,270.0,200.0,24.0,buy,12.1,104.57,-51.9,69.8,-67.9,2.71,5.88,1.15,35.2,1.22,True,-1.66,5.4,5.2,33.0,2026-08-06,False,False,,,3.92,24.7,3.6,,,,,,5.0,0.0,,16.0,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,306.9,23.0,22.8,15.0,False,flat,21.6,0.0,False,0.0,True,1.0,2.0,17,29.0,44.8,Bajo 50%,27.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,39.28,8.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.51,2.0,0.0,100,0,,-8,RELIABLE/AVOID (-8),,0.0,8,,,14.32,-51.9,72.0,ALTA,⚪ WEAK,🔴 Weak,,,,,,,
ALLY,0.0,,,,29.2,Ally Financial Inc.,57.3,Financial Services,Credit Services,60.0,50.0,56.7,60.0,65.0,45.32,13891625984.0,60.0,52.1,False,down,-9.4,True,1.0,3.1,False,0.0,4.5,4.1,False,47.29,-4.2,6.0,False,"{'roe_pct': 9.4, 'operating_margin_pct': 21.0}","{'eps_growth_yoy': -9.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 18.2}",53.58,58.0,46.0,17.0,buy,18.2,,,81.16,79.1,,,2.65,29.1,3.2,True,-1.24,,,17.0,2026-07-21,False,True,5.0,NEUTRAL,,,0.32,,,,,,29.9,0.0,8.8,17.2,2026-07-03 20:42:01,2026-07-03,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,275.2,3.0,25.9,60.0,False,down,52.1,0.0,True,1.0,False,0.0,2.0,9,29.0,72.4,Medio,40.4,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,False,3/3,39.08,0.0,0.0,3.0,3.0,0.0,0.33,-0.8,0.0,1.0,0.0,2.28,2.0,0.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),,0.0,8,0.2923,BAJA,28.23,48.6,-60.9,,⚪ WEAK,🔴 Weak,,,,,,,
