ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,upside_triangulated_pct,upside_divergence_pts,upside_divergence,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,why_cheap,why_cheap_resumen,why_cheap_fuentes,entry_price,stop_loss,exit_price,risk_pct,reward_pct,entry_timing,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
TT,0.0,,,,30.2,Trane Technologies plc,72.7,Industrials,Building Products & Equipment,90.0,80.0,36.0,80.0,65.0,445.19,97952120832.0,15.0,20.6,False,down,9.1,True,2.0,10.6,True,2.0,1.3,2.2,False,505.87,-12.0,4.0,False,"{'roe_pct': 36.6, 'debt_to_equity': 0.53, 'current_ratio': 1.07, 'operating_margin_pct': 19.3}","{'eps_growth_yoy': 9.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.3}",526.99,575.0,422.0,21.0,buy,18.4,248.18,-44.3,136.2,-69.4,3.19,14.19,0.96,29.7,1.19,True,-1.39,18.0,5.0,55.0,2026-10-29,False,False,9.0,STRONG,3.86,102.0,3.58,,,,,,8.899999999999999,0.0,9.1,21.8,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,66,Price below 150/200 MA - weak trend,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,219.4,30.0,30.9,15.0,False,down,20.6,0.0,True,2.0,True,2.0,8.0,26.0,29.0,13.8,Bottom 25%,10.3,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,46.59,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.33,0.0,0.0,0.0,-44.3,75.2,ALTA,2.3,2.0,10.0,62.0,0,,0,MIXED/INSUFFICIENT (0),WATCH,3.0,46,0.3018,BAJA,16.27,⚪ WEAK,🟡 Average,,,,,,,,,,,442.68,425.32,560.93,3.92,26.71,BUY NOW - At target entry price,False,2,0.64,False,-12.0,28.51,-10.15,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
MSFT,0.0,,,,45.4,Microsoft Corporation,80.5,Technology,Software - Infrastructure,100.0,70.0,63.9,95.0,60.0,510.12,3787919458304.0,60.0,58.2,False,up,28.9,True,1.0,15.9,True,1.0,0.9,1.9,False,553.72,-7.9,5.0,False,"{'roe_pct': 34.0, 'debt_to_equity': 0.29, 'current_ratio': 1.23, 'operating_margin_pct': 45.1}","{'eps_growth_yoy': 28.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.3}",571.38,870.0,400.0,52.0,strong_buy,12.0,94.49,-81.5,538.2,5.5,0.44,2.23,0.73,19.8,0.79,True,-0.59,55.4,31.7,54.0,2026-10-28,False,False,6.0,NEUTRAL,4.4,44.9,0.68,BULLISH,0.41,100.0,19.0,11.0,37.8,0.0,13.6,24.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.4x ratio, 68% up volume)",MEGA_FLOAT,7414.5,23.0,37.8,60.0,False,up,58.2,2.0,True,1.0,True,1.0,5.0,3.0,29.0,93.1,Top 10%,56.0,5.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,46.47,0.0,0.0,0.0,0.0,3.0,5.0,0.34,1.54,0.0,0.0,0.0,5.5,50.0,ALTA,1.5,2.0,2.0,67.0,1,Pershing Square (Ackman),0,MIXED/INSUFFICIENT (0),EXIT,-16.0,32,0.4539,MEDIA,21.55,⚪ WEAK,🟡 Average,,,,,,,,,,,499.92,466.73,629.34,6.64,25.89,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.845,False,-7.12,46.36,9.64,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
OTIS,0.0,,,,28.1,Otis Worldwide Corporation,60.0,Industrials,Specialty Industrial Machinery,90.0,60.0,24.0,45.0,65.0,71.48,27210246144.0,15.0,3.0,False,down,14.4,True,1.0,4.6,True,1.0,4.5,3.9,False,94.565,-24.4,1.0,False,"{'current_ratio': 0.83, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.2}",88.83,105.0,75.0,12.0,buy,24.3,83.98,17.5,50.96,-28.7,5.28,3.77,2.48,43.7,1.5,True,-3.88,,9.1,54.0,2026-10-28,False,False,6.0,NEUTRAL,6.24,171.1,1.21,,,,,,4.399999999999999,0.0,8.4,18.0,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,379.9,25.0,26.4,15.0,False,down,3.0,0.0,True,1.0,True,1.0,5.0,8.0,29.0,75.9,Top 25%,39.8,3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,45.605,0.0,0.0,6.0,3.0,3.0,3.0,0.0,-1.84,0.0,0.0,0.0,17.5,29.9,MEDIA,3.04,0.0,2.0,7.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,37,0.2807,BAJA,0.0,⚪ WEAK,🟡 Average,,,,,,,,,,,71.48,68.7,95.43,3.89,33.51,BUY NOW - At target entry price,False,0,0.693,False,-23.49,3.98,-34.51,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
PGR,0.0,,,,24.7,The Progressive Corporation,70.6,Financial Services,Insurance - Property & Casualty,100.0,60.0,46.7,75.0,50.0,223.87,130090860544.0,35.0,33.3,False,flat,26.6,True,1.0,4.9,True,1.0,1.0,2.1,False,249.71,-10.3,5.0,False,"{'roe_pct': 34.9, 'debt_to_equity': 0.24, 'current_ratio': 0.29, 'operating_margin_pct': 18.2}","{'eps_growth_yoy': 26.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 12.8}",232.0,309.0,198.0,21.0,hold,3.6,416.65,86.1,201.5,-10.0,11.62,26.01,0.18,69.7,1.99,True,-0.92,50.8,2.0,40.0,2026-10-14,False,False,6.0,NEUTRAL,10.63,,2.75,,,,,,16.6,0.0,7.4,21.2,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,579.1,23.0,28.6,35.0,False,flat,33.3,0.0,True,1.0,True,1.0,5.0,9.0,29.0,72.4,Medio,38.6,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,2/3,45.475,0.0,0.0,8.0,0.0,3.0,1.0,0.52,0.95,1.0,0.0,0.0,3.6,-34.4,,0.45,-3.0,2.0,,0,,0,UNRELIABLE/INSUFFICIENT (0),BEST,5.0,46,0.247,BAJA,20.56,⚪ WEAK,🟡 Average,,,,,,,,,,,219.39,201.84,275.47,8.0,25.56,BUY ON PULLBACK - Wait for 2-5% dip,False,2,0.668,False,-6.48,19.22,-9.2,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
INTU,0.0,,,,32.7,Intuit Inc.,80.3,Technology,Software - Application,100.0,100.0,30.3,85.0,65.0,344.3,94178779136.0,15.0,14.2,False,up,704.2,True,2.0,123.4,True,2.0,3.8,2.4,False,705.08,-51.2,2.0,False,"{'roe_pct': 23.6, 'debt_to_equity': 0.44, 'current_ratio': 1.51, 'operating_margin_pct': 17.6}","{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.3}",411.7,921.0,290.0,31.0,buy,19.6,346.35,0.6,165.3,-52.0,6.84,23.54,,,,True,-4.34,24.8,-0.6,76.0,2026-11-19,False,False,9.0,STRONG,5.36,97.0,,BEARISH,27.57,90.0,2.0,5.0,7.899999999999999,0.0,9.8,24.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",MEGA_FLOAT,265.7,23.0,33.9,15.0,False,up,14.2,2.0,True,2.0,True,2.0,8.0,18.0,29.0,41.4,Bajo 50%,27.7,0.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,False,2/3,44.755,0.0,0.0,6.0,0.0,3.0,0.0,-3.95,-9.45,0.0,4.0,-3.0,0.6,45.3,ALTA,2.45,2.0,10.0,25.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,8.0,21,0.3272,BAJA,0.5299999999999994,⚪ WEAK,🔴 Weak,,,,,,,,,,,337.41,315.23,568.46,6.58,68.47,BUY NOW - At target entry price,False,1,1.138,False,-50.62,36.78,-43.51,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
MKC,0.0,,,,9.5,"McCormick & Company, Incorporated",54.8,Consumer Defensive,Packaged Foods,55.0,70.0,26.7,60.0,65.0,52.58,14136215552.0,15.0,16.3,False,up,-33.4,False,0.0,12.3,True,1.0,,0.0,False,72.41,-27.4,0.0,False,"{'roe_pct': 24.7, 'debt_to_equity': 0.65, 'current_ratio': 0.78, 'operating_margin_pct': 17.4}","{'eps_growth_yoy': -33.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.9}",60.62,75.0,52.0,13.0,buy,15.3,,,,,5.05,2.81,,,,True,-0.2,5.5,-9.9,27.0,2026-10-01,False,False,6.0,NEUTRAL,5.74,66.6,,,,,,,0.0,0.0,2.9,16.4,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 57% up volume)",MEGA_FLOAT,265.5,23.0,19.3,15.0,False,up,16.3,2.0,False,0.0,True,1.0,2.0,21.0,29.0,31.0,Bajo 50%,24.3,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,44.695,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.91,2.0,2.0,31.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,46,0.0949,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,52.58,50.87,71.26,3.25,35.52,BUY NOW - At target entry price,False,0,0.88,False,-26.07,18.38,-33.06,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
BAC,0.0,,,,33.5,Bank of America Corporation,73.6,Financial Services,Banks - Diversified,95.0,60.0,76.7,65.0,50.0,63.04,440822890496.0,80.0,83.5,False,up,20.6,True,1.0,14.4,False,0.0,0.0,0.0,False,65.23,-3.4,8.0,True,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}",68.77,75.0,62.0,22.0,none,9.1,76.49,21.3,130.8,107.5,2.86,1.8,2.04,25.9,2.35,True,-5.71,,17.1,40.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.35,,,,,,51.1,0.0,10.0,22.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 55% up volume)",MEGA_FLOAT,6965.3,3.0,32.1,80.0,False,up,83.5,5.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,83.5,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,44.115,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,21.3,-55.3,,1.14,0.0,0.0,,1,Berkshire Hathaway (Buffett),0,MIXED/INSUFFICIENT (0),,0.0,46,0.3349,BAJA,37.36,⚪ WEAK,🔴 Weak,AVOID,30.0,Near ATH (-3.4% from high) - poor entry point,-3.4,NEUTRAL,NONE,False,,,,63.67,59.88,76.61,5.96,20.33,BUY NOW - At target entry price,True,3,0.93,False,-3.36,37.4,14.68,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
CSU.TO,0.0,,,,30.4,Constellation Software Inc.,67.0,Technology,Software - Application,100.0,60.0,36.0,55.0,65.0,3041.38,64451493888.0,15.0,17.1,False,up,555.4,True,1.0,11.9,False,0.0,,5.3,False,4634.98,-34.4,4.0,False,"{'roe_pct': 23.3, 'debt_to_equity': 1.2, 'current_ratio': 0.9, 'operating_margin_pct': 15.1}","{'eps_growth_yoy': 555.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 7.6}",3922.21,5452.74,3271.88,12.0,buy,29.0,7718.82,153.8,1883.1,-38.1,5.98,182.01,0.18,8.8,0.18,False,,5.5,389.3,63.0,2026-11-06,False,False,6.0,NEUTRAL,1.75,191.5,0.04,,,,,,6.199999999999999,0.0,9.1,20.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",LOW_FLOAT,20.3,27.0,29.2,15.0,False,up,17.1,2.0,True,1.0,False,0.0,2.0,18.0,29.0,41.4,Bajo 50%,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,43.52,0.0,0.0,6.0,0.0,0.0,5.0,-0.69,-0.55,0.0,2.0,0.0,29.0,-28.9,,3.62,0.0,2.0,70.0,0,,0,UNRELIABLE/INSUFFICIENT (0),BEST,5.0,35,0.3038,BAJA,6.7,⚪ WEAK,🔴 Weak,,,,,,,,,,,3004.0,2886.2,4347.11,3.92,44.71,BUY NOW - At target entry price,False,2,0.711,False,-34.26,38.65,-12.86,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SYK,0.0,,,,57.0,Stryker Corporation,68.3,Healthcare,Medical Devices,100.0,60.0,24.0,80.0,65.0,307.99,118136659968.0,15.0,7.2,False,down,48.5,True,1.0,8.8,True,1.0,1.9,2.9,False,396.37,-22.3,1.0,False,"{'roe_pct': 16.5, 'debt_to_equity': 0.64, 'current_ratio': 2.16, 'operating_margin_pct': 27.0}","{'eps_growth_yoy': 48.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 14.4}",382.72,465.0,315.0,25.0,buy,24.3,454.14,47.5,285.6,-7.3,3.48,10.71,,,,False,,20.0,44.1,55.0,2026-10-29,False,False,5.0,NEUTRAL,3.94,47.3,0.42,,,,,,9.6,0.0,17.1,20.5,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 45% up volume)",MEGA_FLOAT,348.1,25.0,37.6,15.0,False,down,7.2,0.0,True,1.0,True,1.0,5.0,25.0,29.0,17.2,Bottom 25%,19.7,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,42.17,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.32,0.0,0.0,0.0,24.3,4.2,,3.04,0.0,0.0,80.0,0,,0,MIXED/INSUFFICIENT (0),,0.0,46,0.5697,ALTA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,307.99,300.37,406.93,2.47,32.12,BUY NOW - At target entry price,False,0,0.921,False,-21.6,9.9,-30.66,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
QSR,0.0,,,,20.8,Restaurant Brands International Inc.,70.1,Consumer Cyclical,Restaurants,100.0,60.0,46.7,65.0,60.0,80.26,36767989760.0,35.0,47.1,False,up,58.9,True,2.0,2.9,True,1.0,6.0,7.6,False,81.96,-2.1,7.0,True,"{'roe_pct': 34.8, 'debt_to_equity': 2.9, 'current_ratio': 1.01, 'operating_margin_pct': 27.7}","{'eps_growth_yoy': 58.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 13.1}",85.92,104.0,79.0,24.0,buy,7.0,,,,,4.66,4.91,,,,True,-0.46,5.2,151.2,55.0,2026-10-29,False,False,6.0,NEUTRAL,5.0,51.7,0.12,,,,,,46.3,0.0,6.2,21.0,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 58% up volume)",MEGA_FLOAT,317.7,3.0,27.3,35.0,False,up,47.1,2.0,True,2.0,True,1.0,8.0,22.0,29.0,27.6,Bajo 50%,22.3,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,42.08,0.0,0.0,3.0,0.0,3.0,5.0,0.05,1.03,0.0,0.0,0.0,,,,0.88,-3.0,2.0,53.0,1,Pershing Square (Ackman),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.2081,BAJA,32.51,⚪ WEAK,🔴 Weak,AVOID,35.0,Near ATH (-2.1% from high) - poor entry point,-2.1,NEUTRAL,BUY,False,,,,81.06,74.58,97.02,8.0,19.69,BUY NOW - At target entry price,True,3,0.882,False,-1.98,35.71,-5.16,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
CNI,0.0,,,,32.7,Canadian National Railway Company,69.5,Industrials,Railroads,85.0,70.0,57.6,60.0,60.0,123.17,74505527296.0,60.0,56.5,False,down,9.7,True,1.0,14.1,True,1.0,,3.0,False,131.55,-6.4,6.0,False,"{'roe_pct': 22.0, 'debt_to_equity': 1.04, 'current_ratio': 0.87, 'operating_margin_pct': 40.3}","{'eps_growth_yoy': 9.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 26.9}",140.59,154.08,113.81,13.0,buy,14.1,72.06,-41.5,58.14,-52.8,2.94,3.63,,,,True,-4.04,7.8,7.1,56.0,2026-10-30,False,False,7.0,NEUTRAL,7.41,14.5,1.86,,,,,,45.7,0.0,9.8,20.8,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,603.2,3.0,30.7,60.0,False,down,56.5,0.0,True,1.0,True,1.0,5.0,2.0,29.0,96.6,Top 10%,56.6,5.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,41.73499999999999,0.0,0.0,0.0,0.0,3.0,3.0,0.67,1.62,2.0,1.0,0.0,-41.5,61.2,ALTA,1.76,2.0,5.0,62.0,0,,0,UNRELIABLE/INSUFFICIENT (0),WATCH,3.0,46,0.3272,BAJA,23.45,⚪ WEAK,🔴 Weak,HOLD,55.0,Close to ATH (-6.4% from high) - wait for pullback,-6.4,NEUTRAL,BUY,False,,,,122.01,117.23,151.49,3.92,24.16,BUY NOW - At target entry price,False,2,1.079,False,-6.37,37.34,1.11,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
SXYAY,0.0,,,,17.7,Sika AG,57.3,Basic Materials,Specialty Chemicals,50.0,50.0,71.4,70.0,50.0,23.429,37589311488.0,60.0,55.3,False,up,,,0.0,,,0.0,,,False,24.21,-3.2,7.0,True,"{'roe_pct': 16.0, 'debt_to_equity': 0.89, 'current_ratio': 1.3, 'operating_margin_pct': 14.3}",{'profit_margin_pct': 9.4},25.65,26.3,25.0,2.0,none,9.5,11.62,-50.4,8.2,-65.0,3.37,0.79,2.0,57.0,1.36,,,,-0.3,,,False,False,7.0,NEUTRAL,3.52,45.5,,,,,,,33.5,0.0,5.3,17.2,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,95,"Strong institutional buying (2.2x ratio, 65% up volume)",MEGA_FLOAT,1600.0,3.0,22.5,60.0,False,up,55.3,2.0,,0.0,,0.0,0.0,11.0,29.0,65.5,Medio,36.2,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,False,3/3,39.805,0.0,0.0,3.0,3.0,0.0,0.0,4.06,4.06,1.0,0.0,3.0,-50.4,67.2,ALTA,1.19,0.0,5.0,94.0,0,,0,MIXED/INSUFFICIENT (0),BEST,8.0,1,0.1768,BAJA,31.23,⚪ WEAK,🔴 Weak,,,,,,,,,,,23.66,22.17,28.46,6.32,20.26,BUY NOW - At target entry price,True,3,0.712,True,-3.23,53.17,16.98,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
BRO,89.73913043478261,Excellent,Stage 2 Strong,22.06823784271061,27.8,"Brown & Brown, Inc.",65.8,Financial Services,Insurance Brokers,90.0,50.0,50.3,75.0,50.0,72.56,24279326720.0,35.0,27.9,False,up,26.9,False,0.0,6.7,False,0.0,5.6,5.2,False,96.55,-24.8,5.0,False,"{'roe_pct': 10.0, 'debt_to_equity': 0.64, 'current_ratio': 1.13, 'operating_margin_pct': 41.8}","{'eps_growth_yoy': 26.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 18.1}",76.69,90.0,60.0,16.0,hold,5.7,85.88,18.4,31.3,-56.9,6.77,4.91,0.92,20.6,0.65,True,-2.59,4.7,2.8,52.0,2026-10-26,False,False,4.0,NEUTRAL,5.33,175.4,2.12,,,,,,46.0,35.9,8.3,19.7,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,287.6,23.0,64.0,35.0,False,up,27.9,2.0,False,0.0,False,0.0,0.0,19.0,29.0,37.9,Bajo 50%,26.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,False,2/3,39.71,0.0,0.0,6.0,0.0,3.0,1.0,0.0,0.33,0.0,0.0,0.0,5.7,25.0,MEDIA,0.71,-3.0,0.0,12.0,0,,0,MIXED/INSUFFICIENT (0),BEST,5.0,46,0.2782,BAJA,55.9495652173913,⚪ WEAK,🔴 Weak,BUY,85.0,Good pullback (-24.8% from high) - valid VCP setup,-24.8,NEUTRAL,HOLD,False,,,,71.11,67.34,97.22,5.31,36.72,BUY NOW - At target entry price,False,2,0.825,False,-24.12,35.16,-16.36,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
CLPBY,0.0,,,,18.2,Coloplast A/S,50.4,Healthcare,Medical Instruments & Supplies,38.0,50.0,42.3,80.0,60.0,7.28,16406801408.0,15.0,23.2,False,up,-206.5,False,0.0,2.2,False,0.0,,,False,10.03,-27.4,2.0,False,"{'roe_pct': 18.5, 'debt_to_equity': 1.78, 'current_ratio': 1.56, 'operating_margin_pct': 26.2}","{'eps_growth_yoy': -206.5, 'positive_quarters': 3, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.7}",8.32,12.2,6.7,4.0,buy,14.3,,,,,4.42,0.35,4.86,187.0,2.72,False,,3.9,32.7,,,False,False,7.0,NEUTRAL,18.26,105.6,0.22,,,,,,0.0,0.0,5.5,15.1,2026-09-04 08:41:43,2026-09-04,CONFIRMED_UPTREND,TRADE,False,16,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 56% up volume)",MEGA_FLOAT,1445.7,23.0,20.6,15.0,False,up,23.2,2.0,False,0.0,False,0.0,0.0,20.0,29.0,34.5,Bajo 50%,25.9,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,39.47,0.0,0.0,3.0,-2.0,0.0,5.0,0.0,0.24,1.0,0.0,0.0,,,,1.79,2.0,5.0,8.0,0,,0,MIXED/INSUFFICIENT (0),CAUTION,2.0,45,0.1818,BAJA,0.0,⚪ WEAK,🔴 Weak,,,,,,,,,,,7.13,6.56,9.89,8.0,38.67,BUY NOW - At target entry price,False,1,1.058,True,-26.54,29.08,-13.83,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
