ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
MSGM,0.0,50.0,0.0,,,Motorsport Games Inc.,70.8,Communication Services,Electronic Gaming & Multimedia,60.0,80.0,63.9,100.0,50.0,3.22,16352612.0,60.0,56.3,False,up,,,0.0,57.1,False,0.0,3.3,0.6,False,5.409,-40.5,5.0,False,"{'roe_pct': 70.3, 'debt_to_equity': 0.0, 'current_ratio': 1.92, 'operating_margin_pct': 25.8}",{'profit_margin_pct': 36.6},,,,,none,,,,4.2,30.4,,,,,,70.0,0.0,0.0,,26.200000000000003,0.0,15.0,21.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,85,"Strong institutional buying (2.1x ratio, 63% up volume)",MICRO_FLOAT,2.2,15.0,36.2,60.0,False,up,56.3,2.0,,0.0,False,0.0,0.0,27,53.0,50.9,Medio,28.2,0.0,0.0,-5.0,3.0,0.0,0.0,5.0,0.0,False,2/3,49.571999999999996,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
RRBI,0.0,50.0,36.8,,,"Red River Bancshares, Inc.",68.0,Financial Services,Banks - Regional,60.0,70.0,89.0,65.0,50.0,89.31,587356992.0,95.0,90.8,False,up,,,0.0,11.3,True,1.0,2.0,2.2,False,93.9,-4.9,8.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 44.9}",{'profit_margin_pct': 34.1},93.5,97.0,90.0,2.0,none,4.7,,,168.43,88.6,,,,,,70.0,0.0,0.0,,52.4,0.0,15.0,20.4,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.9x ratio, 63% up volume)",MICRO_FLOAT,5.1,15.0,35.4,95.0,False,up,90.8,5.0,,0.0,True,1.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,2/3,49.2,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-4.8% from high) - poor entry point,-4.8,NEUTRAL,NONE,False
FULT,0.0,50.0,36.77,,,Fulton Financial Corporation,67.7,Financial Services,Banks - Regional,60.0,70.0,87.4,65.0,50.0,22.19,3991873280.0,100.0,92.8,True,up,,,0.0,3.3,True,2.0,7.2,5.3,False,22.99,-3.5,8.0,True,"{'roe_pct': 11.7, 'operating_margin_pct': 39.3}",{'profit_margin_pct': 30.7},22.75,24.0,22.0,4.0,none,2.5,,,62.4,181.2,,,,,,90.0,0.0,0.0,,38.3,0.0,15.0,20.3,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",HIGH_FLOAT,177.4,35.0,35.3,100.0,True,up,92.8,10.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,1.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,49.08,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BWFG,0.0,50.0,30.740000000000002,,,"Bankwell Financial Group, Inc.",67.4,Financial Services,Banks - Regional,60.0,80.0,73.1,65.0,50.0,48.37,382120224.0,80.0,78.7,False,flat,,,0.0,34.6,False,0.0,2.6,5.4,False,51.54,-6.2,8.0,True,"{'roe_pct': 12.3, 'operating_margin_pct': 50.0}",{'profit_margin_pct': 32.8},52.0,55.0,49.0,2.0,none,7.5,,,133.5,176.0,,,,,,100.0,0.0,0.0,,26.200000000000003,0.0,15.0,20.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MICRO_FLOAT,6.0,35.0,35.2,80.0,False,flat,78.7,3.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,48.96,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FRST,0.0,50.0,30.7,,,Primis Financial Corp.,67.0,Financial Services,Banks - Regional,60.0,60.0,89.0,65.0,65.0,13.8,340796288.0,95.0,90.9,False,up,,,0.0,5.7,True,1.0,1.2,3.4,False,14.55,-5.2,8.0,True,"{'roe_pct': 14.7, 'operating_margin_pct': 47.4}",{'profit_margin_pct': 29.1},16.0,16.0,16.0,1.0,strong_buy,15.9,,,24.9,80.4,,,,,,90.0,0.0,0.0,,30.1,0.0,15.0,20.1,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 51% up volume)",LOW_FLOAT,21.9,35.0,35.1,95.0,False,up,90.9,5.0,,0.0,True,1.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,48.8,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
GABC,0.0,50.0,32.15,,,"German American Bancorp, Inc.",66.5,Financial Services,Banks - Regional,60.0,80.0,63.9,65.0,60.0,43.42,1628062336.0,60.0,59.0,False,up,,,0.0,44.5,False,0.0,3.3,8.7,False,45.0,-3.5,7.0,True,"{'roe_pct': 12.0, 'operating_margin_pct': 46.9}",{'profit_margin_pct': 33.0},47.33,50.0,46.0,6.0,buy,9.0,,,65.79,51.5,,,,,,100.0,0.0,0.0,,24.0,0.0,15.0,20.0,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 56% up volume)",MEDIUM_FLOAT,35.9,35.0,35.0,60.0,False,up,59.0,2.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,7.0,0.0,0.0,5.0,0.0,False,1/3,48.6,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
MCY,0.0,50.0,25.85,,,Mercury General Corporation,63.5,Financial Services,Insurance - Property & Casualty,50.0,80.0,57.6,70.0,65.0,85.325,4726034432.0,60.0,70.6,False,down,,,0.0,16.0,True,2.0,7.0,8.9,False,96.5,-11.6,7.0,True,"{'roe_pct': 24.8, 'debt_to_equity': 0.24, 'current_ratio': 0.56, 'operating_margin_pct': 16.7}",{'profit_margin_pct': 9.0},100.0,100.0,100.0,1.0,strong_buy,17.2,1931.42,2163.6,237.9,178.8,,,,,,70.0,0.0,0.0,,37.0,0.0,15.0,19.0,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.1x ratio, 52% up volume)",MEDIUM_FLOAT,26.6,15.0,34.0,60.0,False,down,70.6,0.0,,0.0,True,2.0,2.0,26,53.0,52.8,Medio,29.5,0.0,1.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,48.4,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
ACNB,0.0,50.0,36.58,,,ACNB Corporation,65.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,60.0,51.39,533675488.0,60.0,73.7,False,flat,,,0.0,50.7,False,0.0,1.1,4.0,False,53.89,-4.6,8.0,True,"{'roe_pct': 10.2, 'operating_margin_pct': 41.9}",{'profit_margin_pct': 25.3},56.67,57.0,56.0,3.0,buy,10.3,,,108.0,110.2,,,,,,70.0,0.0,0.0,,25.0,0.0,15.0,19.7,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MICRO_FLOAT,10.0,35.0,34.7,60.0,False,flat,73.7,0.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,48.31999999999999,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFST,0.0,50.0,36.56,,,"Business First Bancshares, Inc.",65.6,Financial Services,Banks - Regional,60.0,70.0,76.7,65.0,50.0,28.95,949923520.0,80.0,77.7,False,up,,,0.0,4.4,True,2.0,0.8,2.0,False,30.32,-4.5,8.0,True,"{'roe_pct': 10.4, 'operating_margin_pct': 36.1}",{'profit_margin_pct': 28.1},32.88,35.0,31.0,4.0,none,13.6,,,83.7,189.1,,,,,,90.0,0.0,0.0,,32.0,0.0,15.0,19.7,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEDIUM_FLOAT,27.8,35.0,34.7,80.0,False,up,77.7,5.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,48.239999999999995,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
NGS,0.0,50.0,36.54,,,"Natural Gas Services Group, Inc",65.4,Energy,Oil & Gas Equipment & Services,55.0,60.0,88.3,75.0,50.0,37.465,470894464.0,100.0,99.2,True,up,,,0.0,6.7,True,1.0,1.7,1.2,False,37.8,-0.9,8.0,True,"{'roe_pct': 7.2, 'debt_to_equity': 0.77, 'current_ratio': 1.83, 'operating_margin_pct': 24.7}",{'profit_margin_pct': 11.2},41.5,45.0,39.0,4.0,none,10.8,,,22.05,-41.1,,,,,,90.0,0.0,0.0,,49.6,0.0,15.0,19.6,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 61% up volume)",LOW_FLOAT,11.5,15.0,34.6,100.0,True,up,99.2,10.0,,0.0,True,1.0,2.0,14,53.0,75.5,Top 25%,52.0,3.0,0.0,5.0,10.0,0.0,0.0,5.0,5.0,False,2/3,48.16,8.0,0.0,⚪ WEAK,🟡 Average,AVOID,30.0,Near ATH (-1.4% from high) - poor entry point,-1.4,NEUTRAL,NONE,False
CMPR,0.0,50.0,25.75,,,Cimpress PLC,62.5,Industrials,Specialty Business Services,50.0,90.0,65.1,40.0,60.0,71.67,1768226688.0,60.0,73.4,False,flat,,,0.0,32.0,True,1.0,13.8,15.3,True,82.43,-13.1,7.0,True,"{'current_ratio': 0.68, 'operating_margin_pct': 8.6}",{'profit_margin_pct': 0.7},97.5,100.0,95.0,2.0,none,36.0,111.84,56.0,9.8,-86.3,,,,,,70.0,0.0,0.0,,20.0,0.0,15.0,18.8,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",LOW_FLOAT,13.7,50.0,33.8,60.0,False,flat,73.4,0.0,,0.0,True,1.0,2.0,20,53.0,64.2,Medio,34.1,0.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,0/3,48.0,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
OFLX,0.0,50.0,21.810000000000002,,,"Omega Flex, Inc.",53.1,Industrials,Specialty Industrial Machinery,55.0,30.0,56.6,85.0,50.0,36.93,372783328.0,35.0,46.7,False,up,,,0.0,-10.1,False,0.0,4.4,2.8,False,42.08,-12.2,6.0,False,"{'roe_pct': 19.1, 'debt_to_equity': 0.06, 'current_ratio': 5.61, 'operating_margin_pct': 17.3}",{'profit_margin_pct': 16.1},,,,,none,,19.43,-47.4,15.9,-56.9,,,,,,100.0,0.0,0.0,,18.0,0.0,15.0,15.9,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,66,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.5x ratio, 59% up volume)",MICRO_FLOAT,3.5,35.0,30.9,35.0,False,up,46.7,2.0,,0.0,False,0.0,0.0,12,53.0,79.2,Top 25%,53.6,3.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,47.804,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CBK,0.0,50.0,21.45,,,"Commercial Bancgroup, Inc.",64.5,Financial Services,Banks - Regional,60.0,70.0,68.7,65.0,55.0,26.5,362996640.0,90.0,83.3,True,up,,,0.0,1.8,True,2.0,2.5,5.0,False,27.825,-4.8,,,"{'roe_pct': 14.6, 'operating_margin_pct': 55.5}",{'profit_margin_pct': 41.0},33.0,33.0,33.0,1.0,none,24.5,,,87.6,230.6,,,,,,100.0,0.0,0.0,,27.0,0.0,15.0,19.3,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,95,"Strong institutional buying (3.4x ratio, 76% up volume)",MICRO_FLOAT,8.7,35.0,34.3,90.0,True,up,83.3,10.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,47.8,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BY,0.0,50.0,36.41,,,"Byline Bancorp, Inc.",64.1,Financial Services,Banks - Regional,60.0,60.0,76.7,65.0,60.0,32.86,1505619840.0,80.0,88.5,False,up,,,0.0,10.1,False,0.0,4.7,1.9,False,33.89,-3.0,8.0,True,"{'roe_pct': 11.0, 'operating_margin_pct': 45.7}",{'profit_margin_pct': 31.7},35.6,38.0,33.0,5.0,buy,8.3,,,34.39,4.7,,,,,,90.0,0.0,0.0,,30.0,0.0,15.0,19.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,32.6,35.0,34.2,80.0,False,up,88.5,5.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.64,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
THFF,0.0,50.0,36.41,,,First Financial Corporation,64.1,Financial Services,Banks - Regional,60.0,60.0,76.7,65.0,60.0,66.405,788941760.0,80.0,84.7,False,up,,,0.0,6.4,True,1.0,1.9,3.2,False,69.21,-4.1,8.0,True,"{'roe_pct': 13.2, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 31.2},71.5,75.0,68.0,2.0,buy,7.7,,,200.4,201.8,,,,,,70.0,0.0,0.0,,46.2,0.0,15.0,19.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",LOW_FLOAT,11.3,20.0,34.2,80.0,False,up,84.7,5.0,,0.0,True,1.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.64,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-3.1% from high) - poor entry point,-3.1,NEUTRAL,BUY,False
MRP,0.0,50.0,22.86,,,"Millrose Properties, Inc.",63.6,Real Estate,REIT - Residential,60.0,70.0,56.7,75.0,55.0,30.97,5141128192.0,60.0,58.9,False,flat,,,0.0,20.5,False,0.0,6.3,4.4,False,36.0,-14.0,6.0,False,"{'roe_pct': 4.0, 'debt_to_equity': 0.34, 'current_ratio': 64.22, 'operating_margin_pct': 85.3}",{'profit_margin_pct': 52.8},38.6,40.0,35.0,5.0,none,24.6,,,13.1,-57.7,,,,,,70.0,0.0,0.0,,13.100000000000001,0.0,15.0,19.1,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,83,Passes Minervini Template (5/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 43% up volume)",HIGH_FLOAT,153.3,30.0,34.1,60.0,False,flat,58.9,0.0,,0.0,False,0.0,0.0,38,53.0,30.2,Bajo 50%,20.9,0.0,1.0,3.0,5.0,0.0,0.0,5.0,5.0,False,1/3,47.44,5.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
CCNE,0.0,50.0,37.55,,,CNB Financial Corporation,75.5,Financial Services,Banks - Regional,60.0,100.0,87.4,60.0,60.0,29.73,876328576.0,100.0,96.1,True,up,,,0.0,31.6,True,2.0,1.2,2.5,False,30.84,-3.6,8.0,True,"{'roe_pct': 8.9, 'operating_margin_pct': 50.9}",{'profit_margin_pct': 24.2},32.0,35.0,29.0,2.0,buy,7.6,,,63.0,111.9,,,,,,100.0,0.0,0.0,,34.6,0.0,15.0,22.6,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEDIUM_FLOAT,28.3,35.0,37.6,100.0,True,up,96.1,10.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,5.0,False,1/3,47.2,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FCCO,0.0,50.0,36.29,,,First Community Corporation,62.9,Financial Services,Banks - Regional,60.0,60.0,68.3,65.0,65.0,30.45,284532640.0,80.0,82.1,False,up,,,0.0,16.9,False,0.0,0.9,1.2,False,31.5,-3.3,8.0,True,"{'roe_pct': 13.1, 'operating_margin_pct': 35.4}",{'profit_margin_pct': 24.6},35.33,36.0,34.0,3.0,strong_buy,16.0,,,32.11,5.5,,,,,,90.0,0.0,0.0,,30.0,0.0,15.0,18.9,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 63% up volume)",MICRO_FLOAT,6.4,35.0,33.9,80.0,False,up,82.1,5.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,1/3,47.16,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
AMRZ,0.0,50.0,22.02,,,Amrize Ltd,70.2,Basic Materials,Building Materials,55.0,70.0,91.0,80.0,60.0,64.22,35518930944.0,100.0,100.0,True,up,,,0.0,29.0,False,0.0,,3.5,False,65.26,-1.6,,,"{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}",{'profit_margin_pct': 10.0},65.07,75.0,57.0,20.0,buy,1.3,43.18,-32.8,23.9,-62.8,,,,,,80.0,0.0,0.0,,25.0,0.0,15.0,21.1,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,493.1,38.0,36.1,100.0,True,up,100.0,10.0,,0.0,False,0.0,0.0,5,53.0,92.5,Top 10%,67.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,47.08,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
BFC,0.0,50.0,30.21,,,Bank First Corporation,62.1,Financial Services,Banks - Regional,60.0,60.0,71.9,65.0,50.0,141.79,1590598912.0,80.0,77.8,False,up,,,0.0,6.8,True,1.0,3.3,6.2,False,153.0,-7.3,8.0,True,"{'roe_pct': 11.1, 'operating_margin_pct': 55.8}",{'profit_margin_pct': 41.4},155.0,160.0,150.0,2.0,none,9.3,,,72.3,-49.0,,,,,,90.0,0.0,0.0,,30.0,0.0,15.0,18.6,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MICRO_FLOAT,8.9,35.0,33.6,80.0,False,up,77.8,5.0,,0.0,True,1.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,1/3,46.84,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
IT,55.225,50.0,10.032500000000002,,,"Gartner, Inc.",49.2,Technology,Information Technology Services,55.0,70.0,15.0,45.0,55.0,154.33,11123665920.0,15.0,0.1,False,down,,,0.0,14.2,True,1.0,9.4,6.1,True,517.06,-70.2,0.0,False,"{'roe_pct': 86.9, 'debt_to_equity': 10.47, 'current_ratio': 1.0, 'operating_margin_pct': 19.0}",{'profit_margin_pct': 11.2},190.46,255.0,150.0,13.0,hold,23.4,192.74,24.9,96.5,-37.5,,,,,,70.0,0.0,0.0,,5.0,22.1,15.0,14.8,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",HIGH_FLOAT,68.0,50.0,51.8,15.0,False,down,0.1,0.0,,0.0,True,1.0,2.0,47,53.0,13.2,Bottom 25%,7.8,-3.0,3.0,-5.0,-5.0,0.0,0.0,5.0,0.0,False,0/3,46.68000000000001,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
SHBI,0.0,50.0,30.16,,,"Shore Bancshares, Inc.",61.6,Financial Services,Banks - Regional,60.0,50.0,76.7,65.0,60.0,19.56,653827328.0,80.0,87.0,False,up,,,0.0,6.6,False,0.0,1.8,3.0,False,20.68,-5.4,8.0,True,"{'roe_pct': 10.5, 'operating_margin_pct': 42.0}",{'profit_margin_pct': 27.5},21.12,22.0,20.0,4.0,buy,8.0,,,34.35,75.6,,,,,,80.0,0.0,0.0,,46.5,0.0,15.0,18.5,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 62% up volume)",MEDIUM_FLOAT,30.4,15.0,33.5,80.0,False,up,87.0,5.0,,0.0,False,0.0,0.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,46.64,0.0,0.0,⚪ WEAK,🟡 Average,AVOID,35.0,Near ATH (-4.7% from high) - poor entry point,-4.7,NEUTRAL,BUY,False
FIGR,0.0,50.0,0.0,,,"Figure Technology Solutions, In",61.6,Financial Services,Capital Markets,60.0,80.0,27.0,75.0,70.0,29.66,6400911360.0,15.0,0.0,False,down,,,0.0,56.5,False,0.0,8.9,3.4,True,78.0,-62.0,,,"{'debt_to_equity': 0.69, 'current_ratio': 2.26, 'operating_margin_pct': 34.2}",{'profit_margin_pct': 34.1},60.25,75.0,42.0,8.0,buy,103.1,,,7.8,-73.7,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,18.5,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,DISTRIBUTION,30,"Moderate distribution (0.6x ratio, 39% up volume)",HIGH_FLOAT,128.4,50.0,33.5,15.0,False,down,0.0,0.0,,0.0,False,0.0,0.0,43,53.0,20.8,Bottom 25%,13.8,-3.0,3.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,0/3,46.64,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
RHLD,0.0,50.0,16.66,,,Resolute Holdings Management,61.6,Industrials,Specialty Business Services,60.0,60.0,80.3,50.0,50.0,193.685,1651358080.0,80.0,84.1,False,down,,,0.0,11.6,False,0.0,10.8,2.9,True,236.19,-18.0,7.0,True,"{'debt_to_equity': 4.77, 'current_ratio': 3.67, 'operating_margin_pct': 34.3}",{'profit_margin_pct': 23.8},,,,,none,,295.34,52.5,,,,,,,,100.0,0.0,0.0,,36.5,0.0,15.0,18.5,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,50,"No clear pattern (0.7x ratio, 42% up volume)",MICRO_FLOAT,3.6,15.0,33.5,80.0,False,down,84.1,3.0,,0.0,False,0.0,0.0,20,53.0,64.2,Medio,34.1,0.0,3.0,0.0,7.0,0.0,0.0,5.0,0.0,False,1/3,46.444,8.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
FUNC,0.0,50.0,22.55,,,First,60.5,Financial Services,Banks - Regional,60.0,70.0,44.0,65.0,65.0,36.695,238498272.0,35.0,44.3,False,down,,,0.0,9.3,True,2.0,0.8,2.4,False,41.95,-12.5,6.0,False,"{'roe_pct': 13.4, 'operating_margin_pct': 43.4}",{'profit_margin_pct': 29.8},44.0,44.0,44.0,1.0,buy,19.9,,,37.7,2.7,,,,,,100.0,0.0,0.0,,20.0,0.0,15.0,18.2,2026-02-23 07:48:38,2026-02-23,CORRECTION,AVOID,False,0,Error: Too Many Requests. Rate limited. Try after a while.,STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 60% up volume)",MICRO_FLOAT,6.0,35.0,33.2,35.0,False,down,44.3,0.0,,0.0,True,2.0,2.0,3,53.0,96.2,Top 10%,73.7,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,1/3,46.2,0.0,0.0,⚪ WEAK,🟡 Average,,,,,,,
