ticker,precio,vcp_score,calidad_patron,num_contracciones,contracciones,profundidad_base,etapa_analisis,trend_score,volumen_score,breakout_potential,listo_comprar,sector,market_cap,razon,fecha_scan
GPN,81.22000122070312,92.02380952380952,Excellent,21,10.6% → 4.4% → 8.4% → 18.6% → 6.1% → 7.1% → 3.4% → 4.0% → 6.5% → 5.8% → 4.0% → 8.8% → 3.5% → 4.5% → 9.8% → 14.2% → 4.8% → 22.2% → 27.5% → 13.0% → 3.9%,27.517588554660367,Stage 2 Strong,85.0,82.61904761904762,100.0,True,Industrials,19947956224,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.5% | Stage 2 Strong,2025-07-11 10:31:28
CSGP,86.05000305175781,89.47368421052632,Excellent,19,10.5% → 10.4% → 4.1% → 3.9% → 9.6% → 14.4% → 9.3% → 15.6% → 4.1% → 6.3% → 7.5% → 7.3% → 9.4% → 4.2% → 3.9% → 11.3% → 5.1% → 11.6% → 7.6%,15.614010894616593,Stage 2 Strong,85.0,69.86842105263158,100.0,True,Real Estate,36969230336,VCP 19 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 15.6% | Stage 2 Strong,2025-07-11 10:31:28
RVTY,102.4000015258789,89.41666666666667,Excellent,18,10.1% → 6.9% → 5.0% → 6.2% → 7.8% → 3.7% → 17.2% → 6.4% → 8.3% → 14.4% → 8.8% → 25.6% → 13.0% → 9.9% → 7.4% → 10.3% → 7.0% → 6.3%,25.566906669711603,Stage 2 Strong,85.0,69.58333333333333,100.0,True,Healthcare,12343500800,VCP 18 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 25.6% | Stage 2 Strong,2025-07-11 10:31:28
WBD,11.649999618530273,89.39285714285714,Excellent,14,18.7% → 13.5% → 6.0% → 8.4% → 6.8% → 16.9% → 32.9% → 20.8% → 7.1% → 9.2% → 9.9% → 5.5% → 7.9% → 17.9%,32.85714188400578,Stage 2 Strong,85.0,69.46428571428571,100.0,False,Communication Services,29224372224,VCP 14 contracciones (Excellent) | Base: 32.9% | Stage 2 Strong,2025-07-11 10:31:28
GRMN,217.8000030517578,89.375,Excellent,16,10.2% → 5.3% → 8.3% → 4.0% → 3.1% → 5.5% → 9.7% → 9.8% → 11.3% → 3.4% → 22.9% → 13.2% → 12.7% → 3.1% → 3.9% → 3.6%,22.888385190507545,Stage 2 Strong,85.0,69.375,100.0,True,Technology,42068721664,VCP 16 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.9% | Stage 2 Strong,2025-07-11 10:31:28
XYL,131.60000610351562,89.36666666666667,Excellent,15,12.9% → 8.3% → 3.2% → 13.8% → 4.0% → 3.5% → 11.1% → 3.3% → 3.9% → 4.7% → 4.7% → 10.6% → 18.9% → 3.9% → 3.6%,18.87766881173473,Stage 2 Strong,85.0,69.33333333333333,100.0,True,Industrials,32037232640,VCP 15 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 18.9% | Stage 2 Strong,2025-07-11 10:31:28
COIN,388.9599914550781,89.35714285714286,Excellent,14,14.6% → 24.5% → 18.0% → 14.6% → 13.9% → 33.5% → 24.2% → 31.1% → 18.4% → 7.6% → 7.5% → 8.0% → 13.3% → 11.4%,33.49867388808384,Stage 2 Strong,85.0,69.28571428571429,100.0,True,Financial Services,103074013184,VCP 14 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 33.5% | Stage 2 Strong,2025-07-11 10:31:28
SWK,73.8499984741211,89.3529411764706,Excellent,17,14.9% → 7.9% → 5.1% → 18.8% → 12.4% → 15.0% → 4.7% → 9.9% → 9.9% → 12.1% → 34.6% → 16.5% → 8.3% → 7.2% → 8.2% → 11.4% → 7.9%,34.59905224878261,Stage 2 Strong,85.0,69.26470588235294,100.0,True,Industrials,11572812800,VCP 17 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 34.6% | Stage 2 Strong,2025-07-11 10:31:28
PNC,197.9499969482422,89.30952380952381,Excellent,21,11.3% → 7.0% → 3.4% → 4.5% → 5.7% → 3.3% → 5.0% → 12.6% → 3.0% → 7.2% → 4.0% → 5.4% → 8.7% → 13.3% → 4.9% → 18.2% → 10.5% → 6.1% → 3.6% → 6.1% → 3.6%,18.20539186807282,Stage 2 Strong,85.0,69.04761904761905,100.0,True,Financial Services,79025004544,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 18.2% | Stage 2 Strong,2025-07-11 10:31:28
TGT,104.73999786376953,89.29166666666667,Excellent,24,13.1% → 13.6% → 6.5% → 8.7% → 3.7% → 5.0% → 3.3% → 23.6% → 3.7% → 5.9% → 5.2% → 10.5% → 9.0% → 6.7% → 6.1% → 20.4% → 7.6% → 18.4% → 10.8% → 3.8% → 5.6% → 8.0% → 8.8% → 5.8%,23.570701765841264,Stage 2 Strong,85.0,68.95833333333333,100.0,True,Consumer Defensive,48663564288,VCP 24 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.6% | Stage 2 Strong,2025-07-11 10:31:28
TEL,175.02999877929688,89.27777777777777,Excellent,18,11.5% → 8.6% → 3.3% → 5.4% → 3.9% → 4.9% → 7.3% → 3.8% → 8.1% → 4.7% → 5.6% → 6.2% → 5.7% → 6.8% → 7.2% → 23.4% → 11.3% → 4.9%,23.39612955300675,Stage 2 Strong,85.0,68.88888888888889,100.0,True,Technology,52619964416,VCP 18 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.4% | Stage 2 Strong,2025-07-11 10:31:28
USB,47.56999969482422,89.27272727272728,Excellent,22,11.9% → 8.1% → 5.4% → 5.1% → 5.1% → 6.0% → 4.5% → 4.7% → 4.0% → 12.6% → 3.2% → 5.3% → 7.7% → 6.6% → 5.6% → 13.8% → 6.3% → 18.3% → 10.9% → 5.4% → 4.6% → 6.2%,18.319010086392016,Stage 2 Strong,85.0,68.86363636363636,100.0,True,Financial Services,74538377216,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 18.3% | Stage 2 Strong,2025-07-11 10:31:28
NUE,143.30999755859375,89.19047619047619,Excellent,21,15.9% → 3.1% → 3.4% → 12.4% → 5.5% → 12.0% → 5.8% → 15.7% → 28.1% → 6.3% → 6.6% → 6.4% → 7.7% → 9.8% → 7.1% → 26.7% → 12.3% → 8.0% → 13.2% → 8.3% → 7.9%,28.1044885705628,Stage 2 Strong,85.0,68.45238095238095,100.0,True,Basic Materials,33923338240,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 28.1% | Stage 2 Strong,2025-07-11 10:31:28
MRNA,34.279998779296875,89.1875,Excellent,24,37.9% → 22.3% → 19.8% → 15.9% → 18.0% → 12.5% → 14.0% → 36.9% → 10.4% → 7.1% → 13.4% → 15.6% → 34.7% → 35.6% → 20.6% → 14.0% → 17.3% → 33.6% → 14.5% → 14.4% → 17.3% → 11.6% → 16.8% → 9.6%,37.88192273611164,Stage 2 Strong,85.0,68.4375,100.0,True,Healthcare,13859951616,VCP 24 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 37.9% | Stage 2 Strong,2025-07-11 10:31:28
TXT,85.2300033569336,89.1875,Excellent,16,11.4% → 8.0% → 4.9% → 4.9% → 12.0% → 9.1% → 13.1% → 3.4% → 11.8% → 7.6% → 7.5% → 3.6% → 23.7% → 10.7% → 3.6% → 7.2%,23.667144314862373,Stage 2 Strong,85.0,68.4375,100.0,True,Industrials,15902298112,VCP 16 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 23.7% | Stage 2 Strong,2025-07-11 10:31:28
MTCH,33.61000061035156,89.1304347826087,Excellent,23,14.1% → 3.4% → 9.0% → 5.6% → 5.0% → 5.6% → 21.0% → 4.1% → 3.5% → 13.9% → 8.2% → 6.9% → 9.2% → 9.3% → 16.0% → 10.2% → 17.7% → 3.1% → 5.2% → 13.8% → 4.8% → 4.8% → 7.9%,20.977922647141693,Stage 2 Strong,85.0,68.15217391304348,100.0,True,Communication Services,8427573248,VCP 23 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 21.0% | Stage 2 Strong,2025-07-11 10:31:28
VLO,154.80999755859375,89.1304347826087,Excellent,23,15.1% → 4.2% → 6.5% → 5.5% → 11.3% → 6.0% → 5.1% → 7.7% → 6.7% → 7.8% → 4.0% → 18.6% → 6.4% → 11.0% → 14.5% → 6.9% → 4.0% → 28.0% → 13.4% → 5.6% → 7.3% → 5.1% → 5.0%,27.979057438510992,Stage 2 Strong,85.0,68.15217391304348,100.0,True,Energy,50354425856,VCP 23 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 28.0% | Stage 2 Strong,2025-07-11 10:31:28
SOLV,75.87999725341797,89.11111111111111,Excellent,18,10.1% → 4.8% → 4.2% → 14.5% → 5.4% → 8.4% → 7.8% → 5.9% → 5.3% → 13.2% → 9.9% → 9.6% → 21.9% → 12.4% → 5.4% → 4.4% → 7.4% → 7.3%,21.929259468888162,Stage 2 Strong,85.0,73.05555555555556,90.0,True,Healthcare,13427268608,VCP 18 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 21.9% | Stage 2 Strong,2025-07-11 10:31:28
TECH,54.40999984741211,89.0909090909091,Excellent,22,16.1% → 4.3% → 6.7% → 6.1% → 7.9% → 9.9% → 9.4% → 7.2% → 18.7% → 5.1% → 10.5% → 5.5% → 6.1% → 10.4% → 25.5% → 12.8% → 27.2% → 13.2% → 9.9% → 9.3% → 14.8% → 7.8%,27.16436711128149,Stage 2 Strong,85.0,70.45454545454545,95.0,True,Healthcare,8824921088,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.2% | Stage 2 Strong,2025-07-11 10:31:28
FITB,44.04999923706055,89.075,Excellent,20,12.2% → 7.5% → 4.1% → 3.9% → 5.6% → 5.0% → 4.2% → 14.6% → 3.3% → 6.0% → 4.9% → 5.5% → 4.2% → 15.5% → 6.1% → 18.8% → 11.7% → 7.8% → 4.1% → 7.9%,18.827084219116966,Stage 2 Strong,85.0,67.875,100.0,True,Financial Services,29822773248,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 18.8% | Stage 2 Strong,2025-07-11 10:31:28
TER,98.62000274658203,89.06818181818181,Excellent,22,17.1% → 5.0% → 13.2% → 5.8% → 5.8% → 8.6% → 23.4% → 9.4% → 5.3% → 7.8% → 5.5% → 10.1% → 28.0% → 4.9% → 31.2% → 6.1% → 28.0% → 15.3% → 9.4% → 5.2% → 11.4% → 6.6%,31.21684259234741,Stage 2 Strong,85.0,67.8409090909091,100.0,True,Technology,16816485376,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 31.2% | Stage 2 Strong,2025-07-11 10:31:28
PHM,115.18000030517578,89.05263157894737,Excellent,19,12.7% → 6.5% → 6.6% → 4.2% → 6.2% → 18.3% → 6.2% → 22.9% → 4.3% → 6.8% → 14.5% → 8.1% → 5.5% → 9.3% → 18.1% → 5.1% → 5.9% → 3.9% → 12.5%,22.918780518558552,Stage 2 Strong,85.0,67.76315789473684,100.0,True,Consumer Cyclical,23371290624,VCP 19 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.9% | Stage 2 Strong,2025-07-11 10:31:28
MPC,182.25999450683594,89.05,Excellent,20,14.1% → 5.9% → 5.8% → 11.4% → 4.6% → 4.8% → 19.6% → 3.6% → 5.0% → 6.9% → 16.2% → 8.1% → 7.6% → 9.4% → 13.1% → 7.7% → 22.3% → 13.3% → 6.1% → 4.9%,22.29798057584062,Stage 2 Strong,85.0,67.75,100.0,True,Energy,56926720000,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.3% | Stage 2 Strong,2025-07-11 10:31:28
OXY,45.849998474121094,88.97619047619048,Excellent,21,10.3% → 4.5% → 4.2% → 14.3% → 6.3% → 5.2% → 7.5% → 5.9% → 6.8% → 5.0% → 5.0% → 11.0% → 13.6% → 3.5% → 15.0% → 6.3% → 31.1% → 5.4% → 5.9% → 10.6% → 3.7%,31.08777732028341,Stage 2 Strong,85.0,67.38095238095238,100.0,True,Energy,45399748608,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 31.1% | Stage 2 Strong,2025-07-11 10:31:28
CMG,56.40999984741211,88.95652173913044,Excellent,23,12.3% → 14.8% → 7.6% → 3.3% → 5.2% → 10.2% → 5.9% → 3.7% → 3.5% → 10.6% → 9.3% → 6.4% → 6.5% → 14.5% → 13.8% → 7.8% → 15.0% → 12.2% → 6.4% → 5.3% → 4.9% → 5.3% → 7.2%,15.022937034017447,Stage 2 Strong,85.0,72.28260869565217,90.0,True,Consumer Cyclical,76643139584,VCP 23 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 15.0% | Stage 2 Strong,2025-07-11 10:31:28
HPE,21.290000915527344,88.95,Excellent,20,17.3% → 4.2% → 19.4% → 3.1% → 8.8% → 7.4% → 6.9% → 8.8% → 15.2% → 4.2% → 8.2% → 17.5% → 3.9% → 33.4% → 8.1% → 26.1% → 8.6% → 4.7% → 5.8% → 5.4%,33.37883429207145,Stage 2 Strong,85.0,67.25,100.0,True,Technology,28595238912,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 33.4% | Stage 2 Strong,2025-07-11 10:31:28
FCX,47.209999084472656,88.91666666666667,Excellent,24,15.7% → 14.5% → 9.3% → 6.1% → 10.8% → 14.7% → 4.4% → 6.2% → 15.8% → 5.6% → 5.0% → 14.8% → 4.4% → 11.7% → 11.8% → 12.9% → 36.3% → 6.9% → 9.1% → 4.3% → 8.9% → 5.7% → 6.6% → 5.9%,36.34062403513118,Stage 2 Strong,85.0,67.08333333333333,100.0,True,Basic Materials,70212124672,VCP 24 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 36.3% | Stage 2 Strong,2025-07-11 10:31:28
INCY,70.33999633789062,88.88636363636364,Excellent,22,14.4% → 9.4% → 7.6% → 5.3% → 3.7% → 22.5% → 5.8% → 13.2% → 3.5% → 7.3% → 4.0% → 14.8% → 10.6% → 19.7% → 6.6% → 15.7% → 6.4% → 8.1% → 3.9% → 8.8% → 4.8% → 6.4%,22.549137573937877,Stage 2 Strong,85.0,66.93181818181819,100.0,True,Healthcare,13936673792,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.5% | Stage 2 Strong,2025-07-11 10:31:28
RF,24.84000015258789,88.76190476190476,Excellent,21,13.1% → 8.8% → 4.0% → 4.8% → 4.5% → 4.9% → 5.4% → 16.9% → 4.1% → 5.5% → 4.3% → 6.2% → 3.5% → 6.2% → 13.0% → 7.5% → 19.5% → 12.7% → 12.0% → 8.2% → 3.4%,19.546484726411528,Stage 2 Strong,85.0,66.30952380952381,100.0,True,Financial Services,22519820288,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 19.5% | Stage 2 Strong,2025-07-11 10:31:28
MTB,204.0500030517578,88.725,Excellent,20,12.1% → 4.1% → 6.9% → 4.5% → 4.6% → 4.6% → 5.1% → 5.1% → 17.9% → 5.3% → 4.1% → 4.7% → 6.7% → 12.5% → 18.8% → 10.2% → 6.1% → 4.0% → 6.0% → 3.2%,18.803192872607692,Stage 2 Strong,85.0,66.125,100.0,True,Financial Services,33353197568,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 18.8% | Stage 2 Strong,2025-07-11 10:31:28
TT,434.5299987792969,88.71875,Excellent,16,10.0% → 4.8% → 3.3% → 6.0% → 9.2% → 5.2% → 12.0% → 4.9% → 10.0% → 3.0% → 10.6% → 14.9% → 9.5% → 3.3% → 4.3% → 3.3%,14.87265811737627,Stage 2 Strong,85.0,66.09375,100.0,True,Industrials,97113546752,VCP 16 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 14.9% | Stage 2 Strong,2025-07-11 10:31:28
MPWR,740.4500122070312,88.65217391304348,Excellent,23,15.5% → 6.4% → 17.1% → 6.8% → 5.5% → 6.7% → 4.1% → 10.0% → 21.7% → 31.4% → 10.2% → 9.7% → 5.6% → 10.7% → 15.6% → 6.5% → 21.3% → 32.6% → 20.8% → 6.2% → 14.1% → 8.0% → 6.4%,32.60062250483454,Stage 2 Strong,85.0,70.76086956521739,90.0,True,Technology,35452747776,VCP 23 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 32.6% | Stage 2 Strong,2025-07-11 10:31:28
DAL,56.779998779296875,88.59375,Excellent,16,10.6% → 5.8% → 7.5% → 5.9% → 13.6% → 9.9% → 8.2% → 7.2% → 38.2% → 30.5% → 18.7% → 7.9% → 9.0% → 12.2% → 5.3% → 13.1%,38.16500760842053,Stage 2 Strong,85.0,65.46875,100.0,True,Industrials,41520713728,VCP 16 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 38.2% | Stage 2 Strong,2025-07-11 10:31:28
INTC,23.81999969482422,88.575,Excellent,20,10.8% → 16.3% → 12.2% → 8.7% → 5.7% → 8.0% → 10.9% → 9.8% → 22.0% → 10.4% → 4.5% → 10.7% → 16.2% → 18.3% → 23.0% → 21.0% → 26.1% → 10.3% → 15.6% → 10.4%,26.066944107421875,Stage 2 Strong,85.0,65.375,100.0,True,Technology,105587384320,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 26.1% | Stage 2 Strong,2025-07-11 10:31:28
LRCX,101.05999755859375,88.5625,Excellent,24,19.9% → 4.9% → 12.1% → 17.5% → 7.7% → 13.3% → 6.8% → 5.2% → 11.5% → 4.4% → 9.5% → 13.8% → 6.8% → 4.9% → 19.2% → 8.9% → 29.1% → 16.6% → 12.1% → 5.2% → 3.8% → 4.4% → 5.9% → 7.8%,29.139410817307894,Stage 2 Strong,85.0,65.3125,100.0,True,Technology,130886844416,VCP 24 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 29.1% | Stage 2 Strong,2025-07-11 10:31:28
KKR,143.0500030517578,88.41666666666667,Excellent,18,23.7% → 8.3% → 4.8% → 7.6% → 5.4% → 13.7% → 4.5% → 10.2% → 19.1% → 10.9% → 24.2% → 8.4% → 9.8% → 29.2% → 18.9% → 5.4% → 11.4% → 3.1%,29.18207943643527,Stage 2 Strong,85.0,64.58333333333333,100.0,True,Financial Services,135992344576,VCP 18 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 29.2% | Stage 2 Strong,2025-07-11 10:31:28
CZR,31.510000228881836,88.4090909090909,Excellent,22,22.6% → 5.1% → 5.6% → 8.5% → 8.9% → 5.0% → 7.3% → 16.1% → 14.7% → 5.3% → 9.1% → 19.4% → 10.3% → 5.6% → 5.9% → 6.8% → 33.9% → 27.7% → 16.4% → 7.7% → 17.0% → 11.0%,33.94999980926514,Stage 2 Strong,85.0,64.54545454545455,100.0,True,Consumer Cyclical,6978267648,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 33.9% | Stage 2 Strong,2025-07-11 10:31:28
DLTR,108.37000274658203,88.375,Excellent,20,14.0% → 41.6% → 9.1% → 8.7% → 9.2% → 7.8% → 14.0% → 9.9% → 11.2% → 13.7% → 10.0% → 8.2% → 22.6% → 21.9% → 9.2% → 8.0% → 5.8% → 5.3% → 6.4% → 3.9%,41.614667597300965,Stage 2 Strong,85.0,64.375,100.0,True,Consumer Defensive,23397951488,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 41.6% | Stage 2 Strong,2025-07-11 10:31:28
WBA,11.5600004196167,88.36842105263158,Excellent,19,17.1% → 22.2% → 5.9% → 11.8% → 8.3% → 16.7% → 6.1% → 15.5% → 9.1% → 24.4% → 6.8% → 19.5% → 21.5% → 9.3% → 14.0% → 14.4% → 3.9% → 10.6% → 3.6%,24.424780374294375,Stage 2 Strong,85.0,64.34210526315789,100.0,True,Healthcare,10005885952,VCP 19 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 24.4% | Stage 2 Strong,2025-07-11 10:31:28
APA,20.399999618530273,88.27368421052631,Excellent,19,19.8% → 6.7% → 22.9% → 11.5% → 7.3% → 9.6% → 10.1% → 15.2% → 5.7% → 9.5% → 12.0% → 17.2% → 7.0% → 26.4% → 4.2% → 36.2% → 7.9% → 8.4% → 13.8%,36.244128583442674,Stage 2 Strong,85.0,67.36842105263158,93.0,True,Energy,7361237504,VCP 19 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 36.2% | Stage 2 Strong,2025-07-11 10:31:28
CTVA,74.83000183105469,88.25,Excellent,10,13.4% → 12.3% → 3.8% → 3.8% → 8.0% → 4.1% → 8.7% → 3.3% → 16.6% → 3.7%,16.6015899388088,Stage 2 Strong,85.0,63.75,100.0,True,Basic Materials,51046780928,VCP 10 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 16.6% | Stage 2 Strong,2025-07-11 10:31:28
ALGN,204.47999572753906,88.2,Excellent,20,17.9% → 7.6% → 9.3% → 21.6% → 9.7% → 6.9% → 6.6% → 6.1% → 16.6% → 5.5% → 8.2% → 11.8% → 27.9% → 10.4% → 5.2% → 18.0% → 8.1% → 12.1% → 14.4% → 5.9%,27.941425700571955,Stage 2 Strong,85.0,63.5,100.0,True,Healthcare,15117431808,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.9% | Stage 2 Strong,2025-07-11 10:31:28
SW,48.02000045776367,88.13636363636364,Excellent,22,22.1% → 10.8% → 6.4% → 14.9% → 5.1% → 4.2% → 8.0% → 5.0% → 5.2% → 7.4% → 7.2% → 8.0% → 11.3% → 22.8% → 4.9% → 5.9% → 21.5% → 13.8% → 4.3% → 10.6% → 11.1% → 6.5%,22.825990404989735,Stage 2 Strong,85.0,63.18181818181818,100.0,True,Consumer Cyclical,25480949760,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.8% | Stage 2 Strong,2025-07-11 10:31:28
EMR,140.6699981689453,88.11111111111111,Excellent,18,16.5% → 8.4% → 3.7% → 4.7% → 3.4% → 10.2% → 8.1% → 3.6% → 7.1% → 7.4% → 8.5% → 8.6% → 4.0% → 8.4% → 19.6% → 12.1% → 5.7% → 5.9%,19.582107848167514,Stage 2 Strong,85.0,63.05555555555556,100.0,True,Industrials,79619366912,VCP 18 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 19.6% | Stage 2 Strong,2025-07-11 10:31:28
AMD,144.16000366210938,88.1,Excellent,15,20.7% → 18.5% → 6.3% → 13.5% → 16.6% → 11.8% → 18.2% → 6.3% → 13.1% → 10.2% → 11.6% → 18.7% → 34.0% → 19.4% → 12.1%,34.01207735113218,Stage 2 Strong,85.0,66.5,93.0,True,Technology,243451658240,VCP 15 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 34.0% | Stage 2 Strong,2025-07-11 10:31:28
MCHP,75.08000183105469,88.07272727272728,Excellent,22,19.9% → 4.6% → 11.5% → 6.0% → 7.6% → 6.5% → 9.0% → 18.9% → 6.3% → 22.2% → 4.7% → 9.0% → 13.9% → 7.4% → 12.7% → 18.5% → 38.7% → 23.0% → 7.7% → 3.8% → 6.7% → 10.5%,38.73630983857637,Stage 2 Strong,85.0,68.86363636363636,88.0,True,Technology,40735780864,VCP 22 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 38.7% | Stage 2 Strong,2025-07-11 10:31:28
IVZ,17.399999618530273,88.07142857142857,Excellent,21,15.6% → 3.4% → 12.2% → 5.3% → 8.6% → 5.6% → 8.4% → 3.3% → 11.3% → 3.9% → 10.0% → 6.6% → 7.2% → 10.9% → 16.8% → 6.0% → 8.8% → 26.7% → 15.8% → 6.3% → 10.6%,26.72141508097568,Stage 2 Strong,85.0,62.857142857142854,100.0,True,Financial Services,7994221056,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 26.7% | Stage 2 Strong,2025-07-11 10:31:28
WDC,65.05999755859375,88.04761904761905,Excellent,21,29.0% → 6.7% → 8.7% → 11.2% → 4.4% → 11.6% → 12.5% → 14.9% → 12.2% → 5.4% → 9.2% → 12.3% → 6.8% → 6.2% → 27.8% → 14.1% → 31.7% → 18.2% → 4.4% → 5.0% → 5.0%,31.730996926337607,Stage 2 Strong,85.0,62.73809523809524,100.0,True,Technology,22845493248,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 31.7% | Stage 2 Strong,2025-07-11 10:31:28
BLDR,135.1199951171875,87.97619047619048,Excellent,21,21.5% → 8.2% → 3.8% → 9.4% → 7.1% → 7.0% → 4.4% → 6.2% → 11.8% → 10.2% → 9.1% → 6.0% → 27.4% → 7.4% → 27.2% → 12.0% → 9.6% → 15.6% → 15.9% → 19.0% → 11.2%,27.438774266094722,Stage 2 Strong,85.0,62.38095238095238,100.0,True,Industrials,15170733056,VCP 21 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.4% | Stage 2 Strong,2025-07-11 10:31:28
PRU,107.1500015258789,87.97058823529412,Excellent,17,18.0% → 8.6% → 3.7% → 3.9% → 6.5% → 6.0% → 12.4% → 3.4% → 6.3% → 3.5% → 11.3% → 10.3% → 22.6% → 11.7% → 5.1% → 4.2% → 6.7%,22.626486684167695,Stage 2 Strong,85.0,67.3529411764706,90.0,True,Financial Services,38127505408,VCP 17 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.6% | Stage 2 Strong,2025-07-11 10:31:28
URI,819.739990234375,87.96875,Excellent,16,19.7% → 10.8% → 5.5% → 4.4% → 9.5% → 8.7% → 25.8% → 6.1% → 25.1% → 9.4% → 18.8% → 13.5% → 8.3% → 7.8% → 5.8% → 5.7%,25.775959412003758,Stage 2 Strong,85.0,62.34375,100.0,True,Industrials,54326136832,VCP 16 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 25.8% | Stage 2 Strong,2025-07-11 10:31:28
DASH,238.24000549316406,87.91666666666667,Excellent,6,13.2% → 17.4% → 22.7% → 13.7% → 15.3% → 5.9%,22.698107327209375,Stage 2 Strong,85.0,62.083333333333336,100.0,True,Consumer Cyclical,97744396288,VCP 6 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 22.7% | Stage 2 Strong,2025-07-11 10:31:28
MGM,38.84000015258789,87.875,Excellent,20,24.0% → 14.8% → 5.4% → 7.7% → 4.7% → 16.4% → 7.0% → 5.9% → 5.1% → 12.4% → 10.0% → 4.1% → 3.6% → 27.4% → 24.0% → 15.3% → 6.8% → 9.1% → 12.9% → 4.9%,27.420135545463864,Stage 2 Strong,85.0,61.875,100.0,True,Consumer Cyclical,10892793856,VCP 20 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 27.4% | Stage 2 Strong,2025-07-11 10:31:28
VST,195.77999877929688,87.85555555555555,Excellent,9,33.7% → 11.5% → 26.3% → 31.8% → 19.3% → 29.1% → 18.0% → 9.0% → 10.2%,33.651925806330055,Stage 2 Strong,85.0,65.27777777777777,93.0,True,Utilities,66434416640,VCP 9 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 33.7% | Stage 2 Strong,2025-07-11 10:31:28
ORCL,235.0,87.76923076923077,Excellent,13,16.6% → 11.4% → 20.5% → 5.7% → 5.2% → 9.8% → 21.3% → 4.6% → 12.7% → 19.6% → 13.5% → 4.8% → 5.6%,21.25129006588743,Stage 2 Strong,85.0,61.34615384615385,100.0,True,Technology,660075053056,VCP 13 contracciones (Excellent) - PATRÓN SÓLIDO | Base: 21.3% | Stage 2 Strong,2025-07-11 10:31:28
MHK,113.83000183105469,87.69444444444444,Excellent,18,13.6% → 9.1% → 4.7% → 4.9% → 6.2% → 22.1% → 9.2% → 11.8% → 14.1% → 4.1% → 11.3% → 10.7% → 7.7% → 6.7% → 7.8% → 18.6% → 9.1% → 15.0%,22.11333354818918,Stage 2 Strong,85.0,63.47222222222222,95.0,False,Consumer Cyclical,7212872192,VCP 18 contracciones (Excellent) | Base: 22.1% | Stage 2 Strong,2025-07-11 10:31:28
