ticker,current_price,recent_high,overall_high,contractions,num_contractions,last_contraction,decreasing_contractions,distance_from_recent_high,distance_from_overall_high,volume_trend_decreasing,near_resistance,overall_uptrend,pattern_strength,ready_to_buy,market_cap,sector,industry,source,avg_volume
NVDA,141.97000122070312,145.0,145.0,"[15.19390977443002, 22.646903024284732, 15.264986905082054, 16.843115937960835, 7.005000517088411, 5.997074540201987]",6,5.997074540201987,3,2.089654330549569,2.089654330549569,True,True,True,100.0,True,3462307774464,Technology,Semiconductors,yfinance,213101464
NOC,516.719970703125,519.4299926757812,542.1641740968968,"[9.912390546612714, 17.3709598102962, 9.130841477734307]",3,9.130841477734307,1,0.5217299753323633,4.6930809170774035,True,True,True,100.0,True,74370473984,Industrials,Aerospace & Defense,yfinance,860883
PDD,100.58000183105469,122.98999786376953,131.52000427246094,"[30.534290629673876, 7.638748548317126, 6.574588031817556, 7.106267188857449, 18.900000254313152, 5.852120980653195]",6,5.852120980653195,4,18.220990667499144,23.524940264836044,False,False,True,100.0,False,142788411392,Consumer Cyclical,Internet Retail,yfinance,10219103
ORCL,215.22000122070312,216.58999633789062,216.58999633789062,"[12.669225321679086, 19.62945034636895, 12.227039803527491, 11.37427254449783]",4,11.37427254449783,2,0.6325292674414393,0.6325292674414393,False,True,True,100.0,False,603526332416,Technology,Software - Infrastructure,yfinance,13255910
PANW,196.27000427246094,200.8800048828125,200.8800048828125,"[13.15182990428665, 17.506015013760763, 12.911375365420872, 9.911967586543517, 8.356842917050361]",5,8.356842917050361,3,2.294902677367467,2.294902677367467,False,True,True,100.0,False,130872836096,Technology,Software - Infrastructure,yfinance,5558795
PLTR,137.39999389648438,140.0,140.0,"[19.782009301379976, 25.207846095161823, 17.207762641063685, 9.778766051189777, 15.915530713925078, 10.547607499930558, 5.473881881720876, 12.086042742205644]",8,12.086042742205644,4,1.8571472167968748,1.8571472167968748,True,True,True,100.0,True,324251615232,Technology,Software - Infrastructure,yfinance,85209223
PINS,33.84000015258789,35.39799880981445,35.39799880981445,"[14.933028635885353, 25.965296691249605, 18.885659808665313, 9.985258457692842, 5.762823702240244, 6.879093573441564]",6,6.879093573441564,3,4.401374963588596,4.401374963588596,True,True,True,100.0,True,22897022976,Communication Services,Internet Content & Information,yfinance,9708423
PNC,173.3699951171875,180.67999267578125,180.67999267578125,"[18.20539186807282, 10.530210944766472, 6.114376440601306, 6.110673859072549]",4,6.110673859072549,3,4.0458256890186375,4.0458256890186375,True,True,True,100.0,True,68579450880,Financial Services,Banks - Regional,yfinance,1772177
PFE,24.540000915527344,24.950000762939453,26.02354329693104,"[17.734959077709682, 7.896892850255013, 5.097193626868388]",3,5.097193626868388,2,1.6432859113219753,5.700770123715828,True,True,True,100.0,True,139518984192,Healthcare,Drug Manufacturers - General,yfinance,38077020
PSX,122.1500015258789,125.48084178942624,128.97714782746198,"[29.24667785496403, 13.987331787024743, 12.536449042814606]",3,12.536449042814606,2,2.654461203836143,5.293299174762358,False,True,True,100.0,False,49768427520,Energy,Oil & Gas Refining & Marketing,yfinance,3109260
PYPL,70.83000183105469,75.30699920654297,75.30699920654297,"[11.588338676179276, 17.34497746579221, 11.937042334402186, 6.95618088995512, 5.768944641914602, 5.18277497799634]",6,5.18277497799634,4,5.944995050472416,5.944995050472416,True,True,True,100.0,True,68884512768,Financial Services,Credit Services,yfinance,8434611
QCOM,154.72000122070312,162.13999938964844,162.13999938964844,"[8.416415139182853, 22.295131249271858, 14.268948006250563, 7.910004978754236, 9.665112068315668, 9.197468926046284]",6,9.197468926046284,3,4.576290981174772,4.576290981174772,True,True,True,100.0,True,169882566656,Technology,Semiconductors,yfinance,7886464
RIVN,13.420000076293945,17.149999618530273,17.149999618530273,"[12.142855247800794, 23.202373369510276, 13.305953677043034, 10.662824433786815, 11.581916718368927, 20.623905429315272]",6,20.623905429315272,3,21.749268951622184,21.749268951622184,True,False,True,100.0,False,15384955904,Consumer Cyclical,Auto Manufacturers,yfinance,30361798
ROKU,74.41000366210938,81.83999633789062,82.33999633789062,"[36.32499072501304, 19.061408270565174, 8.980602140554682, 17.824562474300986, 6.354833563380089, 5.382063856156562]",6,5.382063856156562,4,9.07868158388624,9.630790658818725,True,True,True,100.0,True,10913268736,Communication Services,Entertainment,yfinance,3470302
S,17.25,20.600000381469727,20.600000381469727,"[13.639713503006897, 19.157896543803968, 15.990515914704332, 6.019416253184046, 17.180185538902858]",5,17.180185538902858,2,16.262137472983472,16.262137472983472,False,False,True,100.0,False,5735366144,Technology,Software - Infrastructure,yfinance,7315044
RTX,145.69000244140625,146.02000427246094,146.02000427246094,"[16.034711306146406, 13.693489062320314]",2,13.693489062320314,1,0.22599768620670088,0.22599768620670088,True,True,True,100.0,True,194634547200,Industrials,Aerospace & Defense,yfinance,5350750
SBUX,93.26000213623047,95.91000366210938,99.22149340571363,"[5.344267201846304, 23.65914575647783, 12.565911918966977, 9.957360453394267, 11.249559887222514, 5.45798429626065, 5.341924080452047, 5.034242134168131]",8,5.034242134168131,5,2.7630084711651697,6.008266016624853,True,True,True,100.0,True,105980665856,Consumer Cyclical,Restaurants,yfinance,9280370
SCHW,87.36000061035156,89.8499984741211,89.8499984741211,"[6.363858547367032, 16.79716880886217, 6.750946905620846]",3,6.750946905620846,1,2.7712831453043476,2.7712831453043476,True,True,True,100.0,True,158730502144,Financial Services,Capital Markets,yfinance,6591181
SLB,36.29999923706055,36.561938858633056,42.98779690466109,"[28.235293634446677, 14.720391993611218, 8.316934344148793, 10.225114125893345]",4,10.225114125893345,2,0.7164270543345636,15.557432920865494,True,True,True,100.0,True,49039847424,Energy,Oil & Gas Equipment & Services,yfinance,12999195
SNAP,7.940000057220459,9.260000228881836,9.699999809265137,"[14.329890896706548, 22.283203177546632, 20.258135345118795, 19.06825394726129, 8.75576269771162, 11.825056587077775, 7.300117104132061]",7,7.300117104132061,4,14.254861112684548,18.144327697445735,False,False,True,100.0,False,13269169152,Communication Services,Internet Content & Information,yfinance,27758534
SNOW,208.17999267578125,214.8300018310547,214.8300018310547,"[14.910963557940999, 22.864482448227182, 14.544252246516562, 10.15761356727477]",4,10.15761356727477,2,3.095475072659124,3.095475072659124,False,True,True,100.0,False,69460918272,Technology,Software - Application,yfinance,6520959
SNPS,478.8599853515625,521.0999755859375,521.0999755859375,"[8.862180548071299, 17.555566868044252, 13.078560643331475, 8.017649516290525, 5.252344249073111, 15.02485285406415]",6,15.02485285406415,3,8.105928269691304,8.105928269691304,False,True,True,100.0,False,74300391424,Technology,Software - Infrastructure,yfinance,1529787
SOFI,14.09000015258789,15.199999809265137,15.199999809265137,"[21.007195370000257, 31.194490281700553, 20.07897428558751, 7.053571208095061, 16.925197547995197, 13.802435715219938]",6,13.802435715219938,3,7.302629411880962,7.302629411880962,False,True,True,100.0,False,15574522880,Financial Services,Credit Services,yfinance,60308879
SPOT,710.8499755859375,717.8699951171875,717.8699951171875,"[15.356403744210038, 17.95177259085666, 11.364166425791943, 13.928290743276891, 6.3246199199457775, 9.27586299830853, 5.9940172774196565, 5.509204011494876, 6.339589351160415]",9,6.339589351160415,4,0.9778956606347684,0.9778956606347684,True,True,True,100.0,True,145764057088,Communication Services,Internet Content & Information,yfinance,1765592
SYK,377.29998779296875,394.9200134277344,394.9200134277344,"[5.025852690280543, 13.001189810460314, 9.440174114343272, 5.988560622387949]",4,5.988560622387949,2,4.461669461071736,4.461669461071736,True,True,True,100.0,True,144190849024,Healthcare,Medical Devices,yfinance,1062991
TEAM,196.82000732421875,232.36000061035156,242.0,"[13.945432101811598, 23.69055409053159, 16.153556351213094, 9.520186834267369, 16.115702479338843, 12.724218533754883, 7.888631090487238]",7,7.888631090487238,4,15.295228607668335,18.669418461066634,True,False,True,100.0,False,51666432000,Technology,Software - Application,yfinance,2220546
SYF,59.84000015258789,62.470001220703125,62.470001220703125,"[10.095478079763739, 26.85369009578992, 18.594078580551926, 6.550883197666647, 9.699924102067312]",5,9.699924102067312,2,4.210022437527387,4.210022437527387,True,True,True,100.0,True,22778515456,Financial Services,Credit Services,yfinance,3260555
TGT,95.37000274658203,102.37000274658203,107.53071003809212,"[7.594710810620237, 18.433093045568977, 10.763612654537264, 6.074575023901448, 5.58319032414778, 7.979327537974555, 8.788888750633479, 5.840236555718032]",8,5.840236555718032,4,6.837940619508013,11.309055140807898,False,True,True,100.0,False,43332886528,Consumer Defensive,Discount Stores,yfinance,8000385
TJX,123.91000366210938,135.85000610351562,135.85000610351562,"[9.319721695039954, 6.892616675208918, 8.0456440511617]",3,8.0456440511617,1,8.789107033464653,8.789107033464653,False,True,True,100.0,False,138236477440,Consumer Cyclical,Apparel Retail,yfinance,5804979
TME,18.420000076293945,19.399999618530273,19.399999618530273,"[22.192691762516215, 9.687258103340326, 9.523807052350298, 9.794716699984674, 9.136210782518843]",5,9.136210782518843,4,5.0515441314764935,5.0515441314764935,True,True,True,100.0,True,28880535552,Communication Services,Internet Content & Information,yfinance,6876623
TMO,402.760009765625,434.9800109863281,526.7999877929688,"[22.200072968759105, 9.92901408632069, 7.590276261792951, 9.702991583518642, 6.8816063122098745, 10.225759773528118, 5.9557030808575515]",7,5.9557030808575515,4,7.407237207899155,23.545934111921657,True,True,True,100.0,True,152039489536,Healthcare,Diagnostics & Research,yfinance,2479684
TWLO,113.38999938964844,123.45999908447266,123.45999908447266,"[13.618430578181654, 23.55818553137265, 16.110220221316947, 10.379966174405752, 6.7448654953827045]",5,6.7448654953827045,3,8.156487744612907,8.156487744612907,True,True,True,100.0,True,17311705088,Technology,Software - Infrastructure,yfinance,2259642
UBER,83.93000030517578,93.5999984741211,93.5999984741211,"[9.130748179040603, 19.599525097782912, 11.512267577620513, 6.111183921968917, 7.4506144980705304, 5.685144806192516, 7.371796622183329, 8.92300499348471]",8,8.92300499348471,3,10.331194793362004,10.331194793362004,True,False,True,100.0,False,175511896064,Technology,Software - Application,yfinance,22007722
ULTA,459.1700134277344,491.9800109863281,491.9800109863281,"[6.287347155681652, 16.379198297814984, 11.482002194664119, 6.786841535440725, 6.7909270531395265]",5,6.7909270531395265,3,6.668969638180183,6.668969638180183,False,True,True,100.0,False,20637671424,Consumer Cyclical,Specialty Retail,yfinance,969354
UPST,52.02000045776367,61.516998291015625,61.516998291015625,"[22.928697526321752, 35.33772913811961, 23.120880126953125, 10.721927197849102, 19.931984085080217, 21.380564252287794, 6.078838711199009]",7,6.078838711199009,4,15.438005912325147,15.438005912325147,False,False,True,100.0,False,4949437440,Financial Services,Credit Services,yfinance,4864718
UPS,100.0,103.31999969482422,117.07382186962144,"[9.621717890750789, 7.350910538488832, 6.261265162830421]",3,6.261265162830421,2,3.2133175615858356,14.583808401365422,True,True,True,100.0,True,84679802880,Industrials,Integrated Freight & Logistics,yfinance,4771642
TXN,195.0,203.35000610351562,203.35000610351562,"[23.55984768710826, 19.019787178344238, 5.320292125465796, 8.504473099292374]",4,8.504473099292374,2,4.10622367980901,4.10622367980901,True,True,True,100.0,True,177152032768,Technology,Semiconductors,yfinance,6423184
UNH,313.5299987792969,409.70001220703125,606.3599853515625,"[58.9550743955319, 10.938272598367107]",2,10.938272598367107,1,23.473275704745976,48.29309216413501,False,False,True,100.0,False,284415590400,Healthcare,Healthcare Plans,yfinance,23450411
USB,42.9900016784668,45.40999984741211,45.40999984741211,"[6.313955299299382, 18.319014268756984, 10.941021236138097, 5.434228876598809, 6.200002034505208]",5,6.200002034505208,2,5.329218623820865,5.329218623820865,False,True,True,100.0,False,66979708928,Financial Services,Banks - Regional,yfinance,7313161
VEEV,282.54998779296875,291.69000244140625,291.69000244140625,"[17.73542235715556, 8.350658546674456, 8.174593984848805, 6.814051856679365, 7.47988264672524]",5,7.47988264672524,4,3.133468604318558,3.133468604318558,False,True,True,100.0,False,46172057600,Healthcare,Health Information Services,yfinance,1956330
V,352.8500061035156,375.510009765625,375.510009765625,"[15.023010333905578, 6.760696368934436]",2,6.760696368934436,1,6.034460619639045,6.034460619639045,True,True,True,100.0,True,675944202240,Financial Services,Credit Services,yfinance,5652301
VLO,134.11000061035156,135.5698914851615,136.30368340837026,"[6.132698708768551, 26.130434820831134, 13.39977494618349, 6.879930647821427, 5.628000489155056, 6.8892700242586296, 5.076254004723174]",7,5.076254004723174,4,1.076854793359275,1.6094083029629904,True,True,True,100.0,True,42004058112,Energy,Oil & Gas Refining & Marketing,yfinance,2745203
VRTX,455.45001220703125,509.0,519.6799926757812,"[10.204979647814177, 7.215435561301367, 5.838080373731257, 17.14469892323619, 5.772186124924659]",5,5.772186124924659,3,10.52062628545555,12.359525356755825,True,False,True,100.0,False,116958191616,Healthcare,Biotechnology,yfinance,1334039
W,46.099998474121094,49.650001525878906,49.650001525878906,"[21.486969797031595, 40.19924052542898, 28.843710469320467, 8.622365687262219, 13.190987138589778, 15.352493590165258, 9.297567621121402]",7,9.297567621121402,3,7.1500562792681,7.1500562792681,True,True,True,100.0,True,5915321344,Consumer Cyclical,Internet Retail,yfinance,4212558
WDAY,244.5399932861328,276.0,276.0,"[19.205948562138015, 10.674061711051976, 10.684016781046148, 13.708354171919138]",4,13.708354171919138,2,11.398553157198256,11.398553157198256,False,False,True,100.0,False,65193385984,Technology,Software - Application,yfinance,2589781
WYNN,84.18000030517578,98.4575438438474,98.4575438438474,"[26.956230701983376, 14.36017324711076, 5.437517270788183, 9.54477018049329, 11.303140827348676]",5,11.303140827348676,2,14.50121847576825,14.50121847576825,True,False,True,100.0,False,8801355776,Consumer Cyclical,Resorts & Casinos,yfinance,2372872
WMT,94.44000244140625,100.88999938964844,100.88999938964844,"[11.46977461363884, 5.644066764274496, 7.64771344358527]",3,7.64771344358527,1,6.393098411401094,6.393098411401094,True,True,True,100.0,True,753670881280,Consumer Defensive,Discount Stores,yfinance,17154418
WFC,72.36000061035156,78.80000305175781,78.80000305175781,"[7.720885415281751, 19.38733202021946, 11.549340458794676, 6.111256455047445]",4,6.111256455047445,2,8.172591614211354,8.172591614211354,False,True,True,100.0,False,235472470016,Financial Services,Banks - Diversified,yfinance,14513517
XPEV,18.18000030517578,22.850000381469727,24.770000457763672,"[25.59963591460005, 16.94117826573989, 13.30165956553043, 29.409195223264543, 6.476936943968776]",5,6.476936943968776,3,20.43763675418183,26.60476395155812,False,False,True,100.0,False,17484705792,Consumer Cyclical,Auto Manufacturers,yfinance,7936938
XOM,112.12000274658203,112.52999877929688,118.81568708047206,"[18.163626759966963, 8.23793913150557, 5.440365591849844, 6.520340264411876]",4,6.520340264411876,2,0.36434376358517684,5.635353797478899,False,True,True,100.0,False,483196862464,Energy,Oil & Gas Integrated,yfinance,16829863
ZM,76.62999725341797,85.072998046875,85.072998046875,"[9.502826573148564, 14.68873687137831, 9.289458019765975, 7.914381605870418]",4,7.914381605870418,2,9.924419013427691,9.924419013427691,False,True,True,100.0,False,23184252928,Technology,Software - Application,yfinance,2850982
ZS,301.95001220703125,306.7749938964844,306.7749938964844,"[11.176119878699714, 20.83974064164028, 12.741193787669102, 7.41555240255371]",4,7.41555240255371,2,1.5728080141633798,1.5728080141633798,False,True,True,100.0,False,47012409344,Technology,Software - Infrastructure,yfinance,3026934
ETSY,55.9900016784668,64.97000122070312,64.97000122070312,"[21.47058973125383, 6.866667005750868, 12.130834059903869, 20.05987932764474]",4,20.05987932764474,1,13.821762926756403,13.821762926756403,False,False,True,96.94012067235526,False,5838749184,Consumer Cyclical,Internet Retail,yfinance,6405671
TSLA,325.30999755859375,367.7099914550781,367.7099914550781,"[16.61470086656954, 24.82192100017219, 18.89402915795749, 8.166583384841108, 8.06703266088995, 6.648067899141632, 25.69960082565359]",7,25.69960082565359,4,11.530824530685683,11.530824530685683,False,False,True,96.30039917434641,False,1047810473984,Consumer Cyclical,Auto Manufacturers,yfinance,120235197
ROST,131.84500122070312,155.13676163634184,155.13676163634184,"[8.84034106874314, 7.352232336851319, 16.9559035832086]",3,16.9559035832086,1,15.013695122911773,15.013695122911773,False,False,False,95.5440964167914,False,43122675712,Consumer Cyclical,Apparel Retail,yfinance,4062337
OKTA,97.4800033569336,127.56700134277344,127.56700134277344,"[13.074782889199147, 17.76863363487743, 11.938994194723133, 12.761282376229143, 5.704523290878949, 5.1400433791841404, 19.896175574786156]",7,19.896175574786156,4,23.585251412311454,23.585251412311454,False,False,False,95.10382442521384,False,17066116096,Technology,Software - Infrastructure,yfinance,5306150
REGN,529.239990234375,617.52001953125,685.9665496292793,"[5.3372820595450055, 11.773987397599361, 15.449717861447795, 5.692127105570496, 21.65184017232795]",5,21.65184017232795,1,14.295897542542349,22.847551309842277,False,False,True,94.09815982767205,False,57139396608,Healthcare,Biotechnology,yfinance,1523181
SHOP,105.33999633789062,117.36000061035156,117.36000061035156,"[19.608107558241837, 31.158207551724587, 20.681964464558973, 8.972469094987133, 7.43059771092944, 12.289778820438944, 36.899172257569404]",7,36.899172257569404,3,10.241994043923626,10.241994043923626,False,False,True,82.6008277424306,False,136018157568,Technology,Software - Application,yfinance,12684724
