ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
STRW,0.0,50.0,23.08,,,"Strawberry Fields REIT, Inc.",65.8,Real Estate,REIT - Healthcare Facilities,50.0,90.0,60.3,65.0,65.0,12.8,713423104,60.0,57.2,False,flat,,,0,30.3,True,1,0.5,1.7,False,14.0,-8.6,6.0,False,"{'roe_pct': 49.7, 'debt_to_equity': 15.66, 'current_ratio': 5.47, 'operating_margin_pct': 52.4}",{'profit_margin_pct': 4.9},14.79,16.0,13.75,6.0,strong_buy,15.6,,,6.0,-53.1,,,4.84,100.0,,True,-0.32,1.7,-10.1,55.0,2026-05-07,False,False,7.0,NEUTRAL,6.22,49.9,,,,,,,90.0,0.0,0.0,,39.7,0.0,15.0,19.7,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 45% up volume)",MICRO_FLOAT,8.0,15.0,34.7,60.0,False,flat,57.2,0.0,,0,True,1,2.0,2,42.0,97.6,Top 10%,71.4,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,2/3,57.31999999999999,0.0,0.0,0.0,-2.0,3.0,-3.0,1.95,0.0,5.0,15,0,,🔵 DECENT,🟡 Good,,,,,,,
DLX,0.0,50.0,29.25,,,Deluxe Corporation,52.5,Industrials,Conglomerates,50.0,30.0,89.0,45.0,55.0,26.64,1199004160,95.0,92.9,False,up,,,0,-0.2,False,0,9.5,4.8,True,28.6,-6.9,8.0,True,"{'roe_pct': 12.6, 'debt_to_equity': 2.22, 'current_ratio': 1.03, 'operating_margin_pct': 10.0}",{'profit_margin_pct': 3.8},32.67,35.0,31.0,3.0,none,22.6,61.61,131.3,18.0,-32.4,15.72,4.19,4.5,66.7,5.59,False,,2.0,-3.5,47.0,2026-04-29,False,False,6.0,NEUTRAL,9.02,144.7,,,,,,,70.0,0.0,0.0,,56.8,0.0,15.0,15.8,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEDIUM_FLOAT,43.7,0.0,30.8,95.0,False,up,92.9,5.0,,0,False,0,0.0,,42.0,,Sin datos suficientes,92.9,0.0,3.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,57.0,0.0,0.0,8.0,5.0,0.0,0.0,2.82,1.0,2.0,4,0,,🔵 DECENT,🟡 Good,HOLD,60.0,Close to ATH (-6.9% from high) - wait for pullback | Strong upside (+22.6%) - analyst support,-6.9,NEUTRAL,NONE,False
UBSI,0.0,50.0,19.46,,,"United Bankshares, Inc.",59.6,Financial Services,Banks - Regional,60.0,60.0,60.3,60.0,55.0,39.27,5475003392,60.0,51.2,False,up,,,0,10.0,False,0,3.6,5.0,False,45.93,-14.5,5.0,False,"{'roe_pct': 8.9, 'operating_margin_pct': 56.4}",{'profit_margin_pct': 38.6},45.8,47.0,43.0,5.0,none,16.6,,,98.1,149.8,,,3.82,45.6,4.02,True,-2.32,,16.0,41.0,2026-04-23,False,False,6.0,NEUTRAL,,,0.33,,,,,,90.0,0.0,0.0,,40.9,0.0,15.0,17.9,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",HIGH_FLOAT,135.7,5.0,32.9,60.0,False,up,51.2,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,False,2/3,56.84,0.0,0.0,0.0,5.0,3.0,5.0,2.08,1.0,2.0,,0,,🔵 DECENT,🟡 Good,,,,,,,
RSG,0.0,79.7,6.67,100.0,93.4,"Republic Services, Inc.",51.7,Industrials,Waste Management,55.0,50.0,42.3,55.0,60.0,225.78,69893267456,15.0,23.7,False,up,,,0,3.1,False,0,1.5,1.9,False,258.75,-12.7,2.0,False,"{'roe_pct': 18.3, 'debt_to_equity': 1.15, 'current_ratio': 0.64, 'operating_margin_pct': 19.5}",{'profit_margin_pct': 12.9},244.46,270.0,190.0,24.0,buy,8.3,101.53,-55.0,68.4,-69.7,2.53,5.73,1.11,35.2,1.24,True,-1.25,5.5,7.4,41.0,2026-04-23,False,False,6.0,NEUTRAL,3.8,24.7,3.79,,,,,,70.0,0.0,0.0,,21.4,0.0,23.9,15.5,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,308.1,23.0,39.4,15.0,False,up,23.7,2.0,,0,False,0,0.0,32,42.0,26.2,Bajo 50%,16.5,0.0,0.0,3.0,-5.0,0.0,0.0,5.0,0.0,False,2/3,56.665,0.0,0.0,0.0,0.0,3.0,3.0,1.04,0.0,2.0,47,0,,🔵 DECENT,🟡 Good,,,,,,,
EPD,0.0,50.0,35.92,,,Enterprise Products Partners L.,59.2,Energy,Oil & Gas Midstream,55.0,50.0,68.7,70.0,60.0,36.59,79098830848,60.0,74.4,False,up,,,0,-10.5,True,2,2.9,3.8,False,38.22,-4.3,8.0,True,"{'roe_pct': 19.5, 'debt_to_equity': 1.14, 'current_ratio': 1.04, 'operating_margin_pct': 14.1}",{'profit_margin_pct': 11.1},37.3,41.0,32.0,20.0,buy,1.9,0.15,-99.6,26.6,-27.3,0.03,0.01,5.94,81.2,7.23,True,-0.38,5.2,1.2,46.0,2026-04-28,False,False,6.0,NEUTRAL,6.42,14.1,6.89,,,,,,90.0,0.0,0.0,,53.8,0.0,15.0,17.8,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.7x ratio, 61% up volume)",MEGA_FLOAT,1448.3,3.0,32.8,60.0,False,up,74.4,2.0,,0,True,2,2.0,12,42.0,73.8,Medio,52.9,0.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,55.68000000000001,0.0,0.0,0.0,0.0,3.0,1.0,0.24,-3.0,2.0,33,0,,🔵 DECENT,🟡 Good,,,,,,,
FRST,0.0,50.0,25.79,,,Primis Financial Corp.,62.9,Financial Services,Banks - Regional,60.0,60.0,73.1,65.0,55.0,12.85,317335680,80.0,77.8,False,flat,,,0,5.7,True,1,0.8,1.6,False,14.55,-11.7,7.0,True,"{'roe_pct': 14.7, 'operating_margin_pct': 47.4}",{'profit_margin_pct': 29.1},16.0,16.0,16.0,1.0,none,24.5,,,24.9,93.8,,,3.11,16.1,3.43,False,,,,48.0,2026-04-30,False,False,5.0,NEUTRAL,,,0.14,,,,,,90.0,0.0,0.0,,58.9,0.0,15.0,18.9,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 50% up volume)",LOW_FLOAT,21.8,0.0,33.9,80.0,False,flat,77.8,3.0,,0,True,1,2.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,55.16,0.0,0.0,0.0,5.0,0.0,0.0,3.06,3.0,0.0,,0,,🔵 DECENT,🟡 Good,HOLD,60.0,Close to ATH (-11.7% from high) - wait for pullback | Strong upside (+24.5%) - analyst support,-11.7,NEUTRAL,NONE,False
MPB,0.0,50.0,22.96,,,Mid Penn Bancorp,64.6,Financial Services,Banks - Regional,60.0,80.0,60.3,60.0,55.0,31.21,789003904,60.0,61.3,False,up,,,0,30.1,False,0,3.8,7.7,False,35.22,-11.4,6.0,False,"{'roe_pct': 7.7, 'operating_margin_pct': 46.4}",{'profit_margin_pct': 25.0},36.5,37.0,36.0,2.0,none,16.9,,,38.2,22.4,,,2.69,32.4,2.99,True,-0.25,,7.5,40.0,2026-04-22,False,False,6.0,NEUTRAL,,,0.52,,,,,,100.0,0.0,0.0,,44.4,0.0,15.0,19.4,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",LOW_FLOAT,20.4,5.0,34.4,60.0,False,up,61.3,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,False,2/3,54.839999999999996,0.0,0.0,0.0,3.0,3.0,3.0,2.11,1.0,2.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
APG,0.0,50.0,25.84,,,APi Group Corporation,63.4,Industrials,Engineering & Construction,50.0,70.0,73.1,65.0,65.0,40.78,17594779648,80.0,81.5,False,up,,,0,23.2,False,0,1.8,2.7,False,46.89,-13.0,7.0,True,"{'roe_pct': 9.5, 'debt_to_equity': 0.9, 'current_ratio': 1.5, 'operating_margin_pct': 9.7}",{'profit_margin_pct': 3.8},52.0,54.0,50.0,11.0,strong_buy,27.5,36.98,-9.3,,,3.95,1.61,,,,True,-0.43,3.9,,48.0,2026-04-30,False,False,9.0,STRONG,2.8,31.2,1.47,,,,,,90.0,0.0,0.0,,49.0,0.0,15.0,19.0,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 53% up volume)",MEGA_FLOAT,343.1,3.0,34.0,80.0,False,up,81.5,5.0,,0,False,0,0.0,8,42.0,83.3,Top 25%,58.9,3.0,0.0,3.0,7.0,0.0,0.0,5.0,5.0,False,3/3,54.36,0.0,0.0,3.0,0.0,3.0,0.0,3.44,3.0,10.0,50,0,,🔵 DECENT,🟡 Average,,,,,,,
LYFT,0.0,50.0,0.0,,,"Lyft, Inc.",49.2,Technology,Software - Application,60.0,50.0,15.0,65.0,60.0,12.95,5171626496,15.0,1.7,False,down,,,0,9.8,False,0,17.1,3.4,True,25.54,-49.3,2.0,False,"{'roe_pct': 140.8, 'debt_to_equity': 0.4, 'current_ratio': 0.65, 'operating_margin_pct': -11.2}",{'profit_margin_pct': 45.0},19.59,30.0,13.0,37.0,hold,51.3,126.77,878.9,204.3,1477.6,23.01,2.99,,,,True,-9.67,-1.6,1804.6,55.0,2026-05-07,False,False,4.0,NEUTRAL,-0.7,-5.6,0.0,,,,,,70.0,0.0,0.0,,0.0,0.0,15.0,14.8,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",MEGA_FLOAT,321.1,38.0,29.8,15.0,False,down,1.7,0.0,,0,False,0,0.0,42,42.0,2.4,Bottom 25%,2.4,-3.0,3.0,-5.0,-5.0,0.0,0.0,5.0,15.0,False,1/3,53.68000000000001,0.0,0.0,8.0,0.0,3.0,5.0,6.41,3.0,0.0,83,0,,🔵 DECENT,🟡 Average,,,,,,,
TCBI,0.0,50.0,13.35,,,"Texas Capital Bancshares, Inc.",58.5,Financial Services,Banks - Regional,60.0,60.0,57.6,60.0,50.0,92.34,4214728448,60.0,58.9,False,up,,,0,16.8,False,0,6.9,4.2,False,108.92,-15.2,6.0,False,"{'roe_pct': 9.4, 'operating_margin_pct': 42.5}",{'profit_margin_pct': 27.5},105.43,115.0,88.0,14.0,hold,14.2,,,203.7,120.6,,,,,,True,-4.41,,19.6,34.0,2026-04-16,False,False,7.0,NEUTRAL,,,0.23,,,,,,100.0,0.0,0.0,,45.6,0.0,15.0,17.6,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.3x ratio, 54% up volume)",MEDIUM_FLOAT,41.1,0.0,32.6,60.0,False,up,58.9,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,False,3/3,53.4,0.0,0.0,0.0,0.0,3.0,5.0,1.78,0.0,5.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
BY,0.0,50.0,22.53,,,"Byline Bancorp, Inc.",60.3,Financial Services,Banks - Regional,60.0,60.0,60.3,65.0,55.0,30.49,1397028224,60.0,68.0,False,up,,,0,10.1,False,0,5.7,2.7,False,33.89,-10.0,6.0,False,"{'roe_pct': 11.0, 'operating_margin_pct': 44.1}",{'profit_margin_pct': 31.7},35.6,38.0,33.0,5.0,none,16.8,,,37.57,23.2,,,1.38,13.8,1.4,True,-1.0,,6.5,41.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.73,,,,,,90.0,0.0,0.0,,54.1,0.0,15.0,18.1,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEDIUM_FLOAT,32.6,0.0,33.1,60.0,False,up,68.0,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,1.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,53.12,0.0,0.0,0.0,0.0,3.0,3.0,2.1,1.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
FPI,0.0,50.0,20.7,,,Farmland Partners Inc.,72.0,Real Estate,REIT - Specialty,60.0,100.0,71.4,65.0,50.0,11.97,530114208,60.0,63.4,False,up,,,0,102.1,True,2,7.2,3.1,False,13.225,-9.5,5.0,False,"{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}",{'profit_margin_pct': 60.2},13.0,14.0,12.5,3.0,none,8.6,,,6.1,-49.0,-8.79,-1.07,3.01,39.3,1.95,True,-7.14,4.3,-29.9,54.0,2026-05-06,False,False,6.0,NEUTRAL,5.59,54.7,,,,,,,70.0,0.0,0.0,,27.6,0.0,15.0,21.6,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,STRONG_ACCUMULATION,95,"Strong institutional buying (2.3x ratio, 67% up volume)",MEDIUM_FLOAT,39.7,20.0,36.6,60.0,False,up,63.4,2.0,,0,True,2,2.0,17,42.0,61.9,Medio,44.2,0.0,1.0,3.0,3.0,0.0,0.0,5.0,5.0,False,2/3,52.8,0.0,0.0,-5.0,5.0,3.0,-3.0,1.08,0.0,2.0,16,0,,🔵 DECENT,🟡 Average,,,,,,,
PKBK,0.0,50.0,31.25,,,"Parke Bancorp, Inc.",72.5,Financial Services,Banks - Regional,60.0,90.0,86.3,65.0,50.0,27.25,322836128,95.0,90.6,False,up,,,0,25.4,True,2,1.0,1.0,False,29.5,-7.6,8.0,True,"{'roe_pct': 12.1, 'operating_margin_pct': 68.9}",{'profit_margin_pct': 48.8},,,,,none,,,,94.8,247.9,,,2.64,22.8,3.41,True,-2.7,,26.4,34.0,2026-04-16,False,False,4.0,NEUTRAL,,,0.16,,,,,,90.0,0.0,0.0,,66.8,0.0,15.0,21.8,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.5x ratio, 59% up volume)",MICRO_FLOAT,9.2,0.0,36.8,95.0,False,up,90.6,5.0,,0,True,2,2.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,52.699999999999996,0.0,0.0,0.0,3.0,3.0,5.0,,0.0,0.0,,0,,🔵 DECENT,🟡 Average,HOLD,50.0,Close to ATH (-7.6% from high) - wait for pullback,-7.6,NEUTRAL,NONE,False
PEBO,0.0,50.0,19.66,,,Peoples Bancorp Inc.,61.6,Financial Services,Banks - Regional,60.0,70.0,60.3,60.0,50.0,31.85,1143965824,60.0,62.0,False,up,,,0,10.3,True,1,3.3,3.6,False,34.33,-7.2,5.0,False,"{'roe_pct': 9.2, 'operating_margin_pct': 38.0}",{'profit_margin_pct': 25.6},34.83,37.0,33.0,6.0,none,9.4,,,50.83,59.6,,,5.15,54.5,5.11,True,-0.07,,8.5,39.0,2026-04-21,False,False,5.0,NEUTRAL,,,0.53,,,,,,100.0,0.0,0.0,,48.5,0.0,15.0,18.5,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,34.0,0.0,33.5,60.0,False,up,62.0,2.0,,0,True,1,2.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,False,3/3,52.64,0.0,0.0,0.0,5.0,3.0,3.0,1.18,0.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
NSC,0.0,50.0,21.66,,,Norfolk Southern Corporation,51.6,Industrials,Railroads,60.0,30.0,60.3,60.0,50.0,291.26,65408851968,60.0,62.4,False,up,,,0,-0.6,False,0,4.7,8.0,False,319.94,-9.0,6.0,False,"{'roe_pct': 19.2, 'debt_to_equity': 1.15, 'current_ratio': 0.85, 'operating_margin_pct': 31.2}",{'profit_margin_pct': 23.6},313.95,350.0,290.0,19.0,hold,7.8,95.17,-67.3,127.6,-56.2,2.22,6.47,1.85,42.3,2.02,True,-0.82,5.6,-4.6,41.0,2026-04-23,False,False,6.0,NEUTRAL,5.45,12.2,,,,,,,90.0,0.0,0.0,,42.5,0.0,15.0,15.5,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEGA_FLOAT,224.2,3.0,30.5,60.0,False,up,62.4,2.0,,0,False,0,0.0,,42.0,,Sin datos suficientes,62.4,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,52.64,0.0,0.0,0.0,3.0,3.0,0.0,0.98,-3.0,2.0,45,0,,🔵 DECENT,🟡 Average,,,,,,,
TBBK,0.0,50.0,0.0,,,"The Bancorp, Inc.",48.2,Financial Services,Banks - Regional,60.0,40.0,15.0,75.0,60.0,53.3,2340809472,15.0,7.8,False,down,,,0,-1.6,True,1,11.1,4.9,True,81.65,-34.7,3.0,False,"{'roe_pct': 30.8, 'operating_margin_pct': 59.7}",{'profit_margin_pct': 43.4},75.0,76.0,74.0,2.0,none,40.7,,,58.55,9.8,,,,,,True,-16.16,,5.9,41.0,2026-04-23,False,False,5.0,NEUTRAL,,,0.55,,,,,,60.0,0.0,0.0,,12.5,0.0,15.0,14.5,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,50,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEDIUM_FLOAT,39.9,25.0,29.5,15.0,False,down,7.8,0.0,,0,True,1,2.0,3,42.0,95.2,Top 10%,67.9,5.0,3.0,-5.0,0.0,0.0,0.0,3.0,0.0,False,1/3,52.28,0.0,0.0,0.0,0.0,3.0,3.0,5.09,3.0,0.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
CMTV,0.0,50.0,36.35,,,Community Bancorp.,63.5,Financial Services,Banks - Regional,60.0,50.0,91.0,65.0,50.0,37.93,212582976,100.0,100.0,True,up,,,0,9.2,False,0,0.1,0.7,False,39.49,-4.0,8.0,True,"{'roe_pct': 16.0, 'operating_margin_pct': 43.5}",{'profit_margin_pct': 35.8},,,,,none,,,,42.12,11.0,,,2.58,32.0,4.78,True,-0.33,,7.0,,,False,False,3.0,NEUTRAL,,,0.9,,,,,,100.0,0.0,0.0,,69.0,0.0,15.0,19.0,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,100,"Strong institutional buying (5.1x ratio, 78% up volume)",MICRO_FLOAT,4.7,0.0,34.0,100.0,True,up,100.0,10.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,False,3/3,52.19,0.0,0.0,0.0,3.0,3.0,3.0,,0.0,0.0,,0,,🔵 DECENT,🟡 Average,AVOID,30.0,Near ATH (-4.0% from high) - poor entry point,-4.0,NEUTRAL,NONE,False
CNK,0.0,50.0,0.0,,,Cinemark Holdings Inc Cinemark ,56.8,Communication Services,Entertainment,50.0,80.0,46.7,40.0,65.0,25.53,2999159808,35.0,25.1,False,up,,,0,43.6,False,0,15.1,4.5,True,34.01,-24.9,2.0,False,"{'roe_pct': 27.8, 'debt_to_equity': 7.23, 'current_ratio': 0.71, 'operating_margin_pct': 9.1}",{'profit_margin_pct': 4.4},31.82,37.0,22.0,11.0,buy,24.6,18.59,-27.2,10.4,-59.3,4.87,1.26,1.41,31.7,4.05,True,-2.5,1.9,-15.7,49.0,2026-05-01,False,False,5.0,NEUTRAL,5.7,14.9,,,,,,,90.0,0.0,0.0,,17.0,0.0,15.0,17.0,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,101.0,20.0,32.0,35.0,False,up,25.1,2.0,,0,False,0,0.0,30,42.0,31.0,Bajo 50%,18.2,0.0,3.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,2/3,51.72,0.0,0.0,3.0,0.0,3.0,-3.0,3.08,3.0,0.0,38,0,,🔵 DECENT,🟡 Average,,,,,,,
OWL,0.0,50.0,0.0,,,Blue Owl Capital Inc.,56.2,Financial Services,Asset Management,50.0,80.0,15.0,75.0,70.0,8.61,13435021312,15.0,0.0,False,down,,,0,10.6,True,2,14.5,2.3,True,21.88,-60.6,0.0,False,"{'roe_pct': 5.2, 'debt_to_equity': 0.64, 'current_ratio': 1.79, 'operating_margin_pct': 32.4}",{'profit_margin_pct': 2.7},16.33,26.0,10.0,15.0,buy,89.7,86.24,901.6,3.0,-65.2,10.07,2.03,10.45,855.0,,True,-0.39,3.1,57.4,48.0,2026-04-30,False,False,5.0,NEUTRAL,3.86,75.8,0.14,,,,,,100.0,0.0,0.0,,0.0,0.0,15.0,16.9,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,STRONG_DISTRIBUTION,5,"Strong selling pressure (0.4x ratio, 30% up volume)",MEGA_FLOAT,631.2,43.0,31.9,15.0,False,down,0.0,0.0,,0,True,2,2.0,27,42.0,38.1,Bajo 50%,21.1,0.0,3.0,-5.0,-5.0,0.0,0.0,5.0,5.0,False,1/3,51.480000000000004,0.0,0.0,8.0,-5.0,3.0,5.0,11.21,3.0,0.0,31,0,,🔵 DECENT,🟡 Average,,,,,,,
BFC,0.0,50.0,22.28,,,Bank First Corporation,57.8,Financial Services,Banks - Regional,60.0,50.0,60.3,65.0,55.0,134.72,1509090048,60.0,64.0,False,up,,,0,6.5,False,0,3.1,3.7,False,153.0,-11.9,6.0,False,"{'roe_pct': 11.1, 'operating_margin_pct': 53.9}",{'profit_margin_pct': 41.4},155.0,160.0,150.0,2.0,none,15.1,,,72.3,-46.3,,,1.37,24.9,1.31,True,-1.46,,3.4,32.0,2026-04-14,False,False,6.0,NEUTRAL,,,1.84,,,,,,90.0,0.0,0.0,,52.3,0.0,15.0,17.3,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.1x ratio, 53% up volume)",LOW_FLOAT,10.1,0.0,32.3,60.0,False,up,64.0,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,51.12,0.0,0.0,0.0,0.0,3.0,1.0,1.89,0.0,2.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
SMBK,0.0,50.0,22.21,,,"SmartFinancial, Inc.",57.1,Financial Services,Banks - Regional,60.0,50.0,60.3,60.0,55.0,38.09,648646656,60.0,53.7,False,up,,,0,0.6,False,0,0.7,1.6,False,43.91,-13.3,6.0,False,"{'roe_pct': 9.6, 'operating_margin_pct': 38.8}",{'profit_margin_pct': 26.1},44.5,48.0,42.0,6.0,none,16.8,,,89.4,134.7,,,0.84,10.7,1.08,False,,,21.0,38.0,2026-04-20,False,False,7.0,NEUTRAL,,,0.22,,,,,,70.0,0.0,0.0,,47.1,0.0,15.0,17.1,2026-03-13 07:54:34,2026-03-13,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",LOW_FLOAT,15.0,0.0,32.1,60.0,False,up,53.7,2.0,,0,False,0,0.0,3,42.0,95.2,Top 10%,67.9,5.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,False,3/3,50.84,0.0,0.0,0.0,0.0,0.0,5.0,2.1,1.0,5.0,,0,,🔵 DECENT,🟡 Average,,,,,,,
